Chambres_hotes;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-09-08;35,00;58,00;14,00;10,00;6,00;136,50;45,50;59,50;14,00
2019-09-15;34,00;45,00;30,00;13,00;6,00;129,20;37,40;54,40;13,60
2019-09-22;29,00;28,00;8,00;13,00;5,00;106,33;32,22;48,33;12,89
2019-09-29;25,00;44,00;22,00;9,00;6,00;106,25;25,00;46,88;12,50
2019-10-06;22,00;34,00;30,00;8,00;6,00;113,67;44,00;55,00;14,67
2019-10-13;23,00;25,00;11,00;8,00;5,00;111,71;29,57;42,71;9,86
2019-10-20;23,00;33,00;18,00;8,00;5,00;92,00;29,57;42,71;9,86
2019-10-27;20,00;32,00;17,00;6,00;5,00;100,00;30,00;36,67;10,00
2019-11-03;20,00;31,00;15,00;7,00;4,00;80,00;23,33;36,67;10,00
2019-11-10;21,00;20,00;12,00;7,00;5,00;91,00;24,50;35,00;10,50
2019-11-17;22,00;26,00;18,00;6,00;5,00;102,67;25,67;40,33;7,33
2019-11-24;19,00;27,00;18,00;8,00;4,00;79,17;19,00;28,50;9,50
2019-12-01;16,00;28,00;8,00;6,00;7,00;70,40;19,20;28,80;9,60
2019-12-08;15,00;25,00;18,00;8,00;3,00;63,00;15,00;27,00;9,00
2019-12-15;15,00;25,00;15,00;6,00;3,00;75,00;18,75;30,00;11,25
2019-12-22;38,00;30,00;9,00;8,00;4,00;100,18;24,18;41,45;17,27
2019-12-29;19,00;29,00;15,00;9,00;5,00;101,33;34,83;38,00;12,67
2020-01-05;20,00;34,00;23,00;9,00;6,00;86,67;20,00;43,33;13,33
2020-01-12;21,00;38,00;20,00;12,00;6,00;98,00;31,50;45,50;14,00
2020-01-19;21,00;36,00;21,00;11,00;5,00;94,50;38,50;49,00;14,00
2020-01-26;25,00;30,00;30,00;10,00;7,00;78,13;31,25;37,50;12,50
2020-02-02;32,00;40,00;21,00;8,00;4,00;96,00;39,11;53,33;14,22
2020-02-09;26,00;31,00;23,00;10,00;4,00;84,50;26,00;42,25;16,25
2020-02-16;31,00;35,00;28,00;13,00;7,00;96,44;31,00;44,78;13,78
2020-02-23;21,00;37,00;21,00;9,00;7,00;59,50;28,00;45,50;14,00
2020-03-01;20,00;27,00;15,00;6,00;5,00;50,00;20,00;40,00;10,00
2020-03-08;17,00;23,00;12,00;6,00;4,00;17,00;17,00;34,00;10,20
2020-03-15;7,00;8,00;3,00;2,00;3,00;14,00;7,00;21,00;7,00
2020-03-22;7,00;7,00;3,00;2,00;2,00;10,50;3,50;21,00;7,00
2020-03-29;12,00;9,00;5,00;2,00;1,00;12,00;6,00;12,00;6,00
2020-04-05;7,00;9,00;4,00;2,00;1,00;10,50;7,00;14,00;7,00
2020-04-12;8,00;10,00;8,00;2,00;2,00;12,00;12,00;16,00;8,00
2020-04-19;12,00;9,00;4,00;2,00;2,00;15,00;12,00;15,00;6,00
2020-04-26;10,00;13,00;9,00;4,00;3,00;20,00;23,33;16,67;6,67
2020-05-03;12,00;11,00;11,00;3,00;2,00;18,00;18,00;21,00;6,00
2020-05-10;17,00;16,00;7,00;4,00;2,00;30,60;30,60;17,00;10,20
2020-05-17;22,00;15,00;19,00;3,00;3,00;34,57;34,57;15,71;9,43
2020-05-24;28,00;17,00;21,00;3,00;2,00;49,00;35,00;17,50;10,50
2020-05-31;31,00;41,00;28,00;6,00;3,00;82,67;48,22;27,56;10,33
2020-06-07;34,00;56,00;36,00;7,00;3,00;98,60;57,80;23,80;13,60
2020-06-14;38,00;59,00;32,00;7,00;3,00;127,82;55,27;31,09;13,82
2020-06-21;40,00;70,00;27,00;8,00;4,00;170,00;46,67;40,00;13,33
2020-06-28;44,00;87,00;21,00;10,00;3,00;199,69;57,54;40,62;13,54
2020-07-05;57,00;76,00;38,00;9,00;2,00;221,29;57,00;43,59;13,41
2020-07-12;56,00;100,00;51,00;8,00;4,00;204,24;69,18;52,71;13,18
2020-07-19;52,00;79,00;40,00;11,00;4,00;243,75;52,00;58,50;13,00
2020-07-26;61,00;80,00;29,00;7,00;4,00;250,78;74,56;64,39;13,56
2020-08-02;60,00;65,00;35,00;10,00;3,00;276,67;66,67;73,33;16,67
2020-08-09;56,00;86,00;34,00;9,00;6,00;326,12;39,53;56,00;13,18
2020-08-16;45,00;62,00;20,00;7,00;3,00;273,46;48,46;72,69;13,85
2020-08-23;35,00;56,00;33,00;6,00;4,00;159,09;41,36;57,27;12,73
2020-08-30;35,00;37,00;26,00;9,00;5,00;124,09;50,91;50,91;12,73
2020-09-06;32,00;57,00;24,00;8,00;3,00;96,00;60,80;48,00;12,80
2020-09-13;25,00;34,00;31,00;6,00;4,00;89,29;71,43;57,14;14,29
2020-09-20;20,00;27,00;19,00;5,00;2,00;83,33;30,00;36,67;13,33
2020-09-27;19,00;29,00;22,00;5,00;2,00;63,33;22,17;31,67;15,83
2020-10-04;17,00;27,00;26,00;7,00;2,00;64,60;30,60;34,00;13,60
2020-10-11;21,00;27,00;12,00;5,00;4,00;52,50;14,00;35,00;14,00
2020-10-18;17,00;11,00;13,00;3,00;3,00;40,80;17,00;27,20;13,60
2020-10-25;10,00;14,00;10,00;2,00;1,00;30,00;13,33;20,00;10,00
2020-11-01;7,00;10,00;4,00;2,00;2,00;24,50;17,50;24,50;10,50
2020-11-08;7,00;19,00;10,00;1,00;2,00;24,50;14,00;21,00;14,00
2020-11-15;6,00;16,00;10,00;2,00;0,50;21,00;9,00;18,00;9,00
2020-11-22;8,00;19,00;7,00;3,00;1,00;28,00;16,00;16,00;12,00
2020-11-29;11,00;16,00;7,00;2,00;3,00;25,67;11,00;18,33;11,00
2020-12-06;8,00;19,00;13,00;3,00;3,00;28,00;16,00;24,00;16,00
2020-12-13;10,00;19,00;7,00;2,00;1,00;26,67;10,00;16,67;10,00
2020-12-20;11,00;19,00;7,00;3,00;2,00;18,33;11,00;22,00;14,67
2020-12-27;15,00;15,00;8,00;3,00;2,00;27,00;12,00;18,00;12,00
2021-01-03;12,00;13,00;6,00;2,00;0,50;24,00;15,00;18,00;12,00
2021-01-10;12,00;25,00;1,00;2,00;2,00;21,00;12,00;15,00;9,00
2021-01-17;11,00;19,00;11,00;2,00;2,00;29,33;14,67;18,33;14,67
2021-01-24;9,00;26,00;8,00;2,00;2,00;30,00;18,00;15,00;12,00
2021-01-31;14,00;21,00;8,00;3,00;1,00;42,00;21,00;17,50;14,00
2021-02-07;17,00;27,00;9,00;2,00;2,00;44,20;27,20;17,00;13,60
2021-02-14;18,00;40,00;7,00;1,00;1,00;39,60;39,60;18,00;10,80
2021-02-21;25,00;23,00;13,00;3,00;2,00;37,50;31,25;18,75;12,50
2021-02-28;20,00;27,00;12,00;2,00;2,00;30,00;30,00;26,67;13,33
2021-03-07;19,00;30,00;9,00;3,00;3,00;28,50;25,33;22,17;12,67
2021-03-14;21,00;27,00;13,00;3,00;2,00;28,00;24,50;28,00;14,00
2021-03-21;17,00;22,00;14,00;1,00;3,00;37,40;44,20;27,20;17,00
2021-03-28;17,00;19,00;19,00;2,00;2,00;34,00;30,60;23,80;13,60
2021-04-04;11,00;32,00;8,00;1,00;1,00;44,00;44,00;33,00;22,00
2021-04-11;14,00;45,00;14,00;4,00;3,00;52,50;49,00;31,50;21,00
2021-04-18;17,00;25,00;19,00;1,00;2,00;51,00;47,60;30,60;23,80
2021-04-25;30,00;37,00;20,00;2,00;2,00;60,00;46,67;36,67;20,00
2021-05-02;38,00;29,00;20,00;2,00;4,00;86,36;51,82;38,00;24,18
2021-05-09;40,00;35,00;18,00;4,00;3,00;76,67;56,67;43,33;23,33
2021-05-16;37,00;52,00;29,00;4,00;3,00;111,00;40,36;43,73;20,18
2021-05-23;32,00;50,00;10,00;5,00;4,00;121,60;38,40;51,20;19,20
2021-05-30;30,00;40,00;28,00;6,00;5,00;136,67;50,00;53,33;16,67
2021-06-06;38,00;43,00;32,00;7,00;5,00;152,00;51,82;51,82;20,73
2021-06-13;30,00;61,00;24,00;9,00;4,00;173,33;43,33;46,67;20,00
2021-06-20;30,00;46,00;27,00;8,00;6,00;186,67;50,00;53,33;16,67
2021-06-27;36,00;58,00;22,00;7,00;4,00;183,27;45,82;55,64;19,64
2021-07-04;34,00;78,00;29,00;12,00;3,00;204,00;71,40;51,00;20,40
2021-07-11;36,00;59,00;34,00;10,00;4,00;199,64;62,18;62,18;19,64
2021-07-18;45,00;76,00;32,00;12,00;8,00;228,46;76,15;62,31;17,31
2021-07-25;49,00;90,00;35,00;8,00;8,00;225,40;65,33;65,33;16,33
2021-08-01;53,00;56,00;31,00;11,00;7,00;265,00;86,13;62,94;16,56
2021-08-08;52,00;61,00;25,00;12,00;7,00;346,67;83,20;69,33;17,33
2021-08-15;49,00;52,00;45,00;12,00;5,00;284,20;71,87;58,80;16,33
2021-08-22;39,00;55,00;21,00;8,00;5,00;195,00;68,25;61,75;16,25
2021-08-29;28,00;38,00;32,00;8,00;3,00;168,00;73,50;49,00;17,50
2021-09-05;29,00;51,00;29,00;7,00;3,00;132,11;41,89;48,33;16,11
2021-09-12;24,00;33,00;14,00;8,00;4,00;130,29;37,71;48,00;17,14
2021-09-19;25,00;40,00;21,00;7,00;4,00;100,00;37,50;40,63;15,63
2021-09-26;20,00;35,00;20,00;8,00;5,00;110,00;43,33;40,00;16,67
2021-10-03;18,00;26,00;16,00;7,00;5,00;97,20;28,80;32,40;14,40
2021-10-10;19,00;19,00;12,00;8,00;5,00;72,83;25,33;25,33;12,67
2021-10-17;18,00;21,00;11,00;6,00;3,00;86,40;25,20;25,20;14,40
2021-10-24;18,00;34,00;21,00;4,00;4,00;90,00;25,20;25,20;14,40
2021-10-31;14,00;22,00;10,00;4,00;4,00;66,50;17,50;21,00;10,50
2021-11-07;15,00;20,00;5,00;4,00;4,00;75,00;26,25;22,50;11,25
2021-11-14;11,00;18,00;8,00;4,00;2,00;66,00;14,67;18,33;11,00
2021-11-21;12,00;12,00;6,00;3,00;3,00;45,00;15,00;15,00;9,00
2021-11-28;11,00;7,00;4,00;2,00;4,00;55,00;18,33;14,67;11,00
2021-12-05;8,00;8,00;7,00;3,00;3,00;64,00;20,00;12,00;12,00
2021-12-12;8,00;16,00;12,00;2,00;2,00;60,00;16,00;16,00;12,00
2021-12-19;11,00;12,00;7,00;3,00;2,00;44,00;14,67;11,00;11,00
2021-12-26;12,00;17,00;6,00;5,00;2,00;76,00;20,00;16,00;12,00
2022-01-02;14,00;21,00;8,00;6,00;4,00;45,50;21,00;17,50;10,50
2022-01-09;12,00;26,00;13,00;5,00;1,00;30,00;18,00;21,00;9,00
2022-01-16;14,00;28,00;5,00;5,00;4,00;45,50;24,50;28,00;7,00
2022-01-23;18,00;19,00;7,00;6,00;4,00;54,00;25,20;32,40;7,20
2022-01-30;14,00;22,00;18,00;5,00;6,00;56,00;28,00;28,00;10,50
