Avion;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;51,00;78,00;19,00;12,00;5,00;15,79;111,71;6,07;21,86
2019-01-13;49,00;76,00;17,00;11,00;4,00;13,48;111,48;6,13;19,60
2019-01-20;45,00;67,00;12,00;11,00;5,00;12,16;92,43;6,08;20,68
2019-01-27;39,00;64,00;14,00;11,00;4,00;12,19;103,59;6,09;19,50
2019-02-03;42,00;69,00;12,00;12,00;5,00;12,00;96,00;7,20;19,20
2019-02-10;39,00;72,00;11,00;10,00;4,00;15,84;99,94;6,09;19,50
2019-02-17;45,00;59,00;16,00;11,00;6,00;12,16;96,08;6,08;21,89
2019-02-24;46,00;64,00;19,00;11,00;5,00;13,32;99,26;6,05;20,58
2019-03-03;41,00;80,00;16,00;12,00;5,00;13,26;89,24;6,03;21,71
2019-03-10;41,00;67,00;14,00;12,00;6,00;13,26;89,24;4,82;20,50
2019-03-17;44,00;64,00;18,00;11,00;4,00;12,22;86,78;7,33;20,78
2019-03-24;44,00;66,00;16,00;12,00;4,00;14,67;80,67;6,11;19,56
2019-03-31;47,00;70,00;16,00;12,00;6,00;14,46;89,18;6,03;20,49
2019-04-07;45,00;67,00;15,00;13,00;5,00;14,59;87,57;8,51;19,46
2019-04-14;41,00;59,00;16,00;12,00;4,00;13,26;73,56;6,03;19,29
2019-04-21;45,00;67,00;15,00;12,00;5,00;13,38;75,41;6,08;19,46
2019-04-28;44,00;55,00;14,00;11,00;6,00;15,46;86,81;5,95;19,03
2019-05-05;43,00;65,00;12,00;11,00;6,00;13,51;83,54;7,37;19,66
2019-05-12;41,00;55,00;12,00;11,00;6,00;13,67;86,97;7,45;21,12
2019-05-19;40,00;59,00;18,00;12,00;5,00;13,33;87,27;7,27;21,82
2019-05-26;39,00;62,00;14,00;13,00;6,00;12,19;90,19;6,09;20,72
2019-06-02;44,00;63,00;16,00;13,00;6,00;15,89;86,78;7,33;22,00
2019-06-09;47,00;76,00;16,00;14,00;6,00;15,67;91,59;6,03;21,69
2019-06-16;47,00;72,00;13,00;14,00;6,00;16,87;89,18;7,23;21,69
2019-06-23;46,00;68,00;18,00;13,00;6,00;16,95;87,16;7,26;21,79
2019-06-30;53,00;90,00;17,00;15,00;6,00;15,66;97,57;7,23;21,68
2019-07-07;54,00;87,00;19,00;16,00;6,00;18,00;120,00;8,40;21,60
2019-07-14;51,00;96,00;21,00;15,00;8,00;17,00;117,79;8,50;21,86
2019-07-21;49,00;74,00;20,00;15,00;8,00;17,93;113,54;9,56;20,32
2019-07-28;56,00;86,00;18,00;15,00;9,00;19,48;105,91;7,30;20,70
2019-08-04;53,00;82,00;18,00;14,00;9,00;19,27;109,61;7,23;19,27
2019-08-11;51,00;69,00;15,00;12,00;7,00;17,00;104,43;7,29;19,43
2019-08-18;43,00;60,00;24,00;13,00;7,00;14,33;96,75;7,17;19,11
2019-08-25;37,00;69,00;13,00;12,00;6,00;16,03;97,43;7,40;18,50
