Hotel;FR;BE;CH;DE;ES;IT;NL;GB;US
2020-07-12;30,00;29,00;58,00;35,00;54,00;86,67;36,67;45,56;27,78
2020-07-19;29,00;25,00;64,00;37,00;55,00;91,64;37,12;52,20;30,16
2020-07-26;32,00;21,00;57,00;34,00;63,00;92,69;35,31;50,76;29,79
2020-08-02;38,00;25,00;56,00;36,00;72,00;104,79;32,24;52,97;31,09
2020-08-09;38,00;24,00;48,00;34,00;69,00;109,39;24,18;51,82;29,94
2020-08-16;31,00;24,00;48,00;33,00;66,00;88,57;23,25;49,82;26,57
2020-08-23;24,00;21,00;42,00;32,00;55,00;63,27;22,91;52,36;25,09
2020-08-30;23,00;22,00;47,00;33,00;47,00;55,20;23,00;49,45;27,60
2020-09-06;22,00;22,00;47,00;33,00;42,00;50,95;26,63;47,47;26,63
2020-09-13;20,00;19,00;44,00;30,00;33,00;38,89;21,11;43,33;23,33
2020-09-20;18,00;17,00;43,00;27,00;31,00;29,25;18,00;39,38;24,75
2020-09-27;17,00;16,00;42,00;26,00;30,00;27,20;15,87;40,80;26,07
2020-10-04;17,00;15,00;41,00;24,00;33,00;24,93;15,87;40,80;28,33
2020-10-11;18,00;12,00;34,00;19,00;26,00;20,25;15,75;38,25;28,13
2020-10-18;17,00;12,00;26,00;15,00;20,00;14,73;15,87;36,27;27,20
2020-10-25;9,00;10,00;20,00;12,00;15,00;11,25;12,38;30,38;22,50
2020-11-01;6,00;9,00;18,00;6,00;12,00;8,40;13,20;26,40;20,40
2020-11-08;6,00;10,00;20,00;7,00;14,00;7,00;11,00;24,00;21,00
2020-11-15;7,00;10,00;22,00;6,00;14,00;8,17;15,17;24,50;23,33
2020-11-22;8,00;10,00;20,00;7,00;14,00;9,14;14,86;24,00;21,71
2020-11-29;8,00;11,00;23,00;6,00;15,00;9,14;16,00;25,14;20,57
2020-12-06;9,00;11,00;21,00;6,00;15,00;10,13;15,75;25,88;20,25
2020-12-13;11,00;10,00;21,00;6,00;15,00;9,78;12,22;26,89;23,22
2020-12-20;10,00;10,00;25,00;7,00;14,00;8,89;10,00;22,22;23,33
2020-12-27;13,00;12,00;30,00;9,00;18,00;9,75;10,83;21,67;26,00
2021-01-03;13,00;11,00;26,00;9,00;14,00;11,82;10,64;23,64;26,00
2021-01-10;12,00;12,00;24,00;8,00;14,00;10,80;10,80;21,60;26,40
2021-01-17;11,00;12,00;24,00;8,00;13,00;11,00;9,90;20,90;24,20
2021-01-24;9,00;10,00;28,00;8,00;12,00;16,71;11,57;20,57;28,29
2021-01-31;11,00;13,00;31,00;8,00;14,00;17,60;11,00;16,50;24,20
2021-02-07;14,00;13,00;36,00;8,00;16,00;21,00;12,83;21,00;31,50
2021-02-14;15,00;14,00;38,00;9,00;17,00;19,62;16,15;23,08;35,77
2021-02-21;13,00;12,00;35,00;9,00;20,00;14,08;14,08;23,83;28,17
2021-02-28;12,00;12,00;31,00;9,00;21,00;12,00;13,09;20,73;29,45
2021-03-07;13,00;12,00;31,00;11,00;24,00;11,82;14,18;24,82;35,45
2021-03-14;12,00;11,00;35,00;10,00;25,00;10,91;13,09;25,09;33,82
2021-03-21;11,00;10,00;34,00;8,00;26,00;12,10;14,30;24,20;40,70
2021-03-28;9,00;10,00;34,00;7,00;27,00;13,50;12,38;20,25;41,63
2021-04-04;8,00;12,00;38,00;8,00;22,00;20,57;13,71;20,57;46,86
2021-04-11;9,00;14,00;36,00;8,00;24,00;22,50;14,63;22,50;43,88
2021-04-18;11,00;13,00;35,00;9,00;26,00;26,89;19,56;26,89;46,44
2021-04-25;15,00;14,00;36,00;11,00;29,00;31,15;18,46;26,54;40,38
2021-05-02;19,00;17,00;38,00;15,00;34,00;38,00;20,19;30,88;45,13
2021-05-09;21,00;20,00;41,00;20,00;45,00;43,17;21,00;32,67;45,50
2021-05-16;23,00;21,00;44,00;26,00;50,00;50,60;20,70;35,65;42,55
2021-05-23;23,00;23,00;45,00;31,00;58,00;55,20;24,15;37,95;42,55
2021-05-30;24,00;23,00;47,00;33,00;60,00;66,29;22,86;40,00;41,14
2021-06-06;27,00;24,00;48,00;36,00;64,00;69,26;24,65;41,09;43,43
2021-06-13;27,00;25,00;48,00;34,00;68,00;79,88;23,63;34,88;42,75
2021-06-20;28,00;27,00;51,00;36,00;73,00;82,88;26,88;38,08;42,56
2021-06-27;28,00;29,00;49,00;37,00;76,00;86,24;26,88;38,08;44,80
2021-07-04;31,00;33,00;57,00;40,00;78,00;91,85;28,70;41,33;43,63
2021-07-11;30,00;32,00;57,00;38,00;81,00;84,23;28,85;43,85;45,00
2021-07-18;32,00;31,00;65,00;38,00;81,00;89,14;33,14;44,57;43,43
2021-07-25;33,00;34,00;60,00;41,00;82,00;87,62;40,97;47,79;40,97
2021-08-01;38,00;35,00;61,00;43,00;91,00;100,18;43,76;50,67;40,30
2021-08-08;41,00;35,00;58,00;43,00;96,00;113,89;44,42;51,25;37,58
2021-08-15;36,00;32,00;52,00;41,00;86,00;104,63;38,25;50,63;37,13
2021-08-22;30,00;30,00;51,00;39,00;77,00;77,78;31,11;47,78;33,33
2021-08-29;27,00;28,00;50,00;38,00;66,00;65,25;29,25;43,88;37,13
2021-09-05;28,00;28,00;48,00;38,00;62,00;59,50;26,83;44,33;35,00
2021-09-12;26,00;26,00;46,00;38,00;54,00;45,22;27,13;45,22;33,91
2021-09-19;26,00;26,00;46,00;36,00;49,00;40,70;26,00;44,09;32,78
2021-09-26;25,00;23,00;46,00;33,00;51,00;37,50;23,86;42,05;34,09
2021-10-03;25,00;24,00;50,00;36,00;53,00;36,36;25,00;44,32;34,09
2021-10-10;28,00;26,00;49,00;36,00;49,00;39,67;26,83;40,83;35,00
2021-10-17;26,00;23,00;45,00;34,00;45,00;36,17;26,00;38,43;31,65
2021-10-24;28,00;24,00;41,00;28,00;41,00;39,67;22,17;38,50;32,67
2021-10-31;25,00;27,00;37,00;27,00;40,00;35,23;20,45;35,23;29,55
2021-11-07;23,00;23,00;35,00;23,00;41,00;30,67;18,62;33,95;27,38
2021-11-14;21,00;19,00;32,00;20,00;40,00;30,95;17,68;32,05;27,63
2021-11-21;20,00;16,00;28,00;16,00;35,00;29,41;15,29;32,94;30,59
2021-11-28;18,00;15,00;26,00;14,00;38,00;28,13;13,50;28,13;27,00
2021-12-05;19,00;17,00;27,00;17,00;33,00;33,25;16,63;28,50;27,31
2021-12-12;19,00;18,00;28,00;19,00;31,00;29,06;16,76;24,59;24,59
2021-12-19;20,00;17,00;31,00;19,00;21,00;27,06;16,47;22,35;25,88
2021-12-26;23,00;24,00;40,00;27,00;31,00;41,40;21,85;34,50;29,90
2022-01-02;20,00;25,00;36,00;28,00;33,00;34,44;22,22;40,00;26,67
2022-01-09;22,00;25,00;36,00;28,00;34,00;26,63;22,00;44,00;26,63
2022-01-16;23,00;25,00;39,00;29,00;37,00;29,90;23,00;44,85;26,45
2022-01-23;25,00;27,00;41,00;29,00;41,00;32,95;27,27;46,59;26,14
2022-01-30;26,00;29,00;47,00;32,00;45,00;35,04;24,87;44,09;29,39
2022-02-06;29,00;31,00;48,00;33,00;51,00;39,04;25,65;45,73;31,23
2022-02-13;29,00;30,00;49,00;33,00;49,00;42,92;27,84;47,56;30,16
2022-02-20;28,00;29,00;47,00;33,00;47,00;39,20;26,88;43,68;29,12
2022-02-27;25,00;28,00;44,00;29,00;45,00;36,36;25,00;42,05;31,82
2022-03-06;26,00;26,00;47,00;31,00;43,00;37,30;24,87;40,70;33,91
2022-03-13;27,00;27,00;47,00;31,00;44,00;38,25;24,75;45,00;32,63
2022-03-20;29,00;27,00;47,00;31,00;46,00;45,24;26,68;47,56;34,80
2022-03-27;27,00;28,00;46,00;32,00;50,00;45,00;24,75;47,25;30,38
2022-04-03;29,00;31,00;50,00;36,00;55,00;47,96;26,77;46,85;31,23
2022-04-10;30,00;30,00;58,00;38,00;62,00;53,33;26,67;48,89;28,89
