Croisiere;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-09-29;35,00;13,00;55,00;54,00;6,00;68,60;4,20;18,20;9,80
2019-10-06;32,00;13,00;37,00;53,00;4,00;64,00;2,78;18,09;11,13
2019-10-13;34,00;15,00;44,00;52,00;4,00;63,75;4,25;14,17;9,92
2019-10-20;32,00;13,00;46,00;53,00;4,00;58,43;2,78;16,70;9,74
2019-10-27;34,00;14,00;39,00;52,00;4,00;55,25;4,25;15,58;11,33
2019-11-03;33,00;14,00;46,00;51,00;4,00;53,09;2,87;15,78;8,61
2019-11-10;31,00;14,00;35,00;50,00;3,00;50,73;2,82;12,68;9,86
2019-11-17;29,00;17,00;37,00;47,00;4,00;52,20;2,90;13,05;11,60
2019-11-24;28,00;12,00;28,00;42,00;3,00;44,80;4,20;11,20;11,20
2019-12-01;25,00;12,00;40,00;43,00;3,00;40,28;4,17;9,72;9,72
2019-12-08;27,00;11,00;32,00;39,00;2,00;41,21;2,84;14,21;11,37
2019-12-15;27,00;11,00;31,00;45,00;3,00;45,47;4,26;19,89;21,32
2019-12-22;35,00;12,00;35,00;73,00;4,00;63,00;4,20;21,00;19,60
2019-12-29;47,00;14,00;59,00;89,00;4,00;76,91;5,70;21,36;15,67
2020-01-05;60,00;16,00;58,00;80,00;4,00;74,29;2,86;20,00;15,71
2020-01-12;45,00;16,00;50,00;73,00;3,00;78,39;2,90;18,87;17,42
2020-01-19;45,00;17,00;51,00;67,00;3,00;75,94;2,81;18,28;18,28
2020-01-26;47,00;17,00;48,00;63,00;3,00;82,61;2,85;25,64;24,21
2020-02-02;41,00;14,00;44,00;58,00;4,00;59,38;4,24;31,10;29,69
2020-02-09;39,00;16,00;36,00;56,00;3,00;53,44;4,33;28,89;30,33
2020-02-16;38,00;19,00;44,00;49,00;3,00;50,67;4,22;26,74;23,93
2020-02-23;36,00;16,00;35,00;47,00;3,00;47,52;2,88;30,24;24,48
2020-03-01;29,00;11,00;44,00;56,00;3,00;42,05;4,35;31,90;37,70
2020-03-08;33,00;10,00;44,00;100,00;6,00;22,96;4,30;38,74;58,83
2020-03-15;14,00;5,00;22,00;39,00;2,00;19,60;2,80;25,20;19,60
2020-03-22;16,00;3,00;18,00;22,00;1,00;17,45;2,91;16,00;20,36
2020-03-29;14,00;8,00;12,00;27,00;1,00;15,40;4,20;15,40;26,60
2020-04-05;11,00;6,00;19,00;24,00;1,00;15,13;1,38;11,00;12,38
2020-04-12;13,00;5,00;18,00;26,00;1,00;17,33;1,44;11,56;8,67
2020-04-19;16,00;6,00;13,00;23,00;1,00;18,91;1,45;10,18;8,73
2020-04-26;10,00;7,00;17,00;27,00;0,50;14,29;1,43;10,00;7,14
2020-05-03;10,00;4,00;13,00;25,00;1,00;14,29;1,43;10,00;7,14
2020-05-10;11,00;5,00;11,00;25,00;1,00;16,50;1,38;8,25;6,88
2020-05-17;14,00;6,00;9,00;31,00;1,00;15,40;2,80;11,20;7,00
2020-05-24;13,00;10,00;15,00;30,00;1,00;20,22;4,33;10,11;5,78
2020-05-31;19,00;7,00;23,00;30,00;1,00;21,92;2,92;11,69;5,85
2020-06-07;18,00;9,00;16,00;33,00;1,00;22,15;1,38;11,08;6,92
2020-06-14;39,00;7,00;22,00;31,00;1,00;27,44;1,44;14,44;7,22
2020-06-21;39,00;11,00;23,00;28,00;1,00;26,46;1,39;13,93;5,57
2020-06-28;22,00;8,00;17,00;33,00;1,00;30,25;1,38;13,75;5,50
2020-07-05;26,00;9,00;27,00;37,00;1,00;28,89;1,44;15,89;5,78
2020-07-12;29,00;5,00;15,00;27,00;2,00;30,38;5,52;12,43;5,52
2020-07-19;32,00;13,00;27,00;29,00;2,00;32,00;4,36;11,64;5,82
2020-07-26;33,00;5,00;28,00;26,00;1,00;37,30;2,87;11,48;7,17
2020-08-02;32,00;8,00;31,00;34,00;1,00;40,73;5,82;13,09;7,27
2020-08-09;30,00;8,00;19,00;25,00;1,00;41,43;1,43;12,86;7,14
2020-08-16;34,00;8,00;19,00;21,00;1,00;42,50;2,83;14,17;5,67
2020-08-23;30,00;14,00;14,00;25,00;2,00;31,43;2,86;11,43;5,71
2020-08-30;20,00;5,00;15,00;17,00;1,00;28,57;4,29;11,43;5,71
2020-09-06;18,00;4,00;13,00;18,00;0,50;27,00;3,00;12,00;6,00
2020-09-13;16,00;6,00;10,00;19,00;1,00;22,67;2,67;9,33;5,33
2020-09-20;14,00;5,00;16,00;19,00;1,00;19,60;2,80;8,40;5,60
2020-09-27;14,00;3,00;13,00;19,00;1,00;22,40;1,40;11,20;5,60
2020-10-04;13,00;5,00;12,00;17,00;1,00;21,67;1,44;11,56;5,78
2020-10-11;12,00;3,00;11,00;16,00;0,50;14,67;1,33;9,33;6,67
2020-10-18;17,00;7,00;16,00;15,00;1,00;12,75;1,42;8,50;5,67
2020-10-25;9,00;5,00;8,00;16,00;0,50;13,50;3,00;9,00;6,00
2020-11-01;6,00;3,00;8,00;15,00;1,00;16,50;1,50;7,50;4,50
2020-11-08;8,00;6,00;9,00;15,00;1,00;13,33;1,33;8,00;6,67
2020-11-15;9,00;7,00;12,00;14,00;1,00;16,50;0,75;9,00;6,00
2020-11-22;10,00;6,00;13,00;14,00;1,00;15,71;1,43;7,14;5,71
2020-11-29;10,00;3,00;8,00;14,00;1,00;17,14;1,43;7,14;5,71
2020-12-06;8,00;5,00;9,00;12,00;1,00;13,33;1,33;8,00;5,33
2020-12-13;10,00;3,00;6,00;12,00;1,00;11,43;1,43;7,14;5,71
2020-12-20;10,00;2,00;15,00;21,00;0,50;14,29;4,29;7,14;5,71
2020-12-27;14,00;6,00;13,00;24,00;0,50;23,80;2,80;8,40;7,00
2021-01-03;14,00;5,00;10,00;19,00;1,00;21,00;2,80;9,80;5,60
2021-01-10;11,00;5,00;10,00;17,00;1,00;20,63;1,38;11,00;5,50
2021-01-17;11,00;4,00;12,00;18,00;1,00;20,63;1,38;11,00;5,50
2021-01-24;13,00;7,00;14,00;16,00;0,50;23,11;2,89;8,67;5,78
2021-01-31;11,00;4,00;14,00;18,00;1,00;19,25;1,38;8,25;6,88
2021-02-07;10,00;4,00;13,00;15,00;1,00;20,00;1,43;11,43;7,14
2021-02-14;14,00;6,00;9,00;16,00;1,00;18,20;1,40;11,20;7,00
2021-02-21;13,00;5,00;13,00;18,00;1,00;21,67;1,44;10,11;5,78
2021-02-28;11,00;4,00;12,00;19,00;0,50;22,00;1,38;9,63;6,88
2021-03-07;14,00;5,00;13,00;18,00;1,00;23,80;1,40;9,80;7,00
2021-03-14;12,00;3,00;15,00;17,00;1,00;22,50;1,50;10,50;7,50
2021-03-21;11,00;5,00;16,00;14,00;1,00;24,75;1,38;8,25;6,88
2021-03-28;9,00;7,00;10,00;16,00;1,00;30,86;1,29;6,43;6,43
2021-04-04;12,00;12,00;18,00;22,00;1,00;28,00;5,33;6,67;6,67
2021-04-11;10,00;7,00;7,00;19,00;1,00;30,00;1,43;8,57;7,14
2021-04-18;15,00;4,00;14,00;18,00;1,00;27,27;1,36;5,45;6,82
2021-04-25;17,00;8,00;19,00;19,00;1,00;32,58;1,42;7,08;7,08
2021-05-02;16,00;7,00;23,00;25,00;1,00;38,67;1,33;6,67;6,67
2021-05-09;20,00;9,00;21,00;26,00;1,00;41,43;1,43;10,00;8,57
2021-05-16;17,00;5,00;23,00;30,00;1,00;52,42;1,42;14,17;7,08
2021-05-23;22,00;11,00;20,00;30,00;1,00;49,50;2,75;9,63;11,00
2021-05-30;24,00;7,00;30,00;30,00;2,00;66,35;1,41;11,29;9,88
2021-06-06;27,00;9,00;22,00;33,00;2,00;65,37;2,84;14,21;11,37
2021-06-13;23,00;9,00;28,00;25,00;1,00;60,38;1,44;10,06;10,06
2021-06-20;26,00;13,00;26,00;32,00;1,00;66,44;1,44;14,44;8,67
2021-06-27;33,00;13,00;28,00;31,00;2,00;63,13;1,43;14,35;8,61
2021-07-04;31,00;12,00;32,00;35,00;2,00;77,50;2,82;14,09;9,86
2021-07-11;29,00;13,00;30,00;32,00;2,00;67,67;1,38;15,19;9,67
2021-07-18;40,00;8,00;41,00;35,00;2,00;62,86;2,86;15,71;10,00
2021-07-25;34,00;13,00;29,00;38,00;3,00;62,33;2,83;19,83;8,50
2021-08-01;35,00;11,00;29,00;45,00;2,00;64,40;2,80;19,60;8,40
2021-08-08;38,00;12,00;36,00;37,00;3,00;80,22;2,81;18,30;8,44
2021-08-15;37,00;13,00;32,00;37,00;3,00;83,96;2,85;18,50;8,54
2021-08-22;31,00;14,00;29,00;37,00;3,00;64,82;2,82;18,32;8,45
2021-08-29;27,00;14,00;28,00;39,00;1,00;56,84;2,84;14,21;8,53
2021-09-05;31,00;7,00;26,00;37,00;2,00;52,14;2,82;15,50;8,45
2021-09-12;23,00;14,00;25,00;39,00;3,00;40,25;1,44;14,38;7,19
2021-09-19;30,00;9,00;24,00;38,00;3,00;44,29;2,86;15,71;8,57
2021-09-26;29,00;14,00;20,00;37,00;3,00;40,60;2,90;14,50;8,70
2021-10-03;24,00;10,00;27,00;38,00;3,00;40,94;1,41;12,71;8,47
2021-10-10;26,00;8,00;32,00;44,00;4,00;42,42;2,74;12,32;8,21
2021-10-17;24,00;12,00;28,00;42,00;4,00;39,53;2,82;14,12;9,88
2021-10-24;26,00;9,00;25,00;40,00;4,00;43,33;4,33;10,11;10,11
2021-10-31;29,00;7,00;23,00;38,00;3,00;37,29;4,14;11,05;8,29
2021-11-07;25,00;9,00;20,00;32,00;3,00;33,33;2,78;11,11;8,33
2021-11-14;22,00;7,00;22,00;28,00;3,00;30,80;2,93;10,27;8,80
2021-11-21;20,00;4,00;13,00;24,00;1,00;22,86;1,43;10,00;8,57
2021-11-28;15,00;6,00;13,00;23,00;1,00;21,82;2,73;9,55;8,18
2021-12-05;15,00;6,00;13,00;25,00;1,00;21,82;1,36;8,18;10,91
2021-12-12;15,00;6,00;13,00;35,00;1,00;21,82;1,36;6,82;9,55
2021-12-19;15,00;5,00;8,00;37,00;2,00;19,09;1,36;10,91;12,27
2021-12-26;20,00;10,00;27,00;54,00;2,00;28,57;2,86;14,29;20,00
2022-01-02;22,00;8,00;25,00;47,00;2,00;36,67;2,93;17,60;13,20
2022-01-09;21,00;8,00;15,00;39,00;3,00;28,00;1,40;16,80;11,20
2022-01-16;20,00;11,00;23,00;38,00;1,00;30,00;2,86;12,86;10,00
2022-01-23;21,00;10,00;26,00;34,00;2,00;31,50;3,00;18,00;15,00
2022-01-30;22,00;11,00;21,00;32,00;3,00;46,75;2,75;12,38;9,63
2022-02-06;26,00;9,00;26,00;35,00;2,00;39,68;2,74;13,68;13,68
2022-02-13;26,00;17,00;28,00;37,00;2,00;49,11;1,44;14,44;11,56
2022-02-20;29,00;9,00;29,00;32,00;2,00;38,67;1,38;12,43;12,43
2022-02-27;24,00;10,00;22,00;28,00;2,00;35,29;1,41;11,29;9,88
2022-03-06;25,00;10,00;21,00;29,00;2,00;43,06;2,78;13,89;12,50
2022-03-13;28,00;9,00;25,00;30,00;2,00;45,68;2,95;14,74;14,74
2022-03-20;30,00;15,00;23,00;33,00;3,00;51,43;2,86;12,86;12,86
2022-03-27;27,00;10,00;28,00;31,00;2,00;52,58;2,84;18,47;12,79
2022-04-03;30,00;12,00;30,00;36,00;3,00;54,29;4,29;17,14;12,86
2022-04-10;26,00;16,00;27,00;40,00;3,00;59,22;4,33;20,22;11,56
