Voyage;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;81,00;63,00;70,00;82,00;73,00;62,44;64,13;81,00;43,88
2019-01-13;81,00;55,00;73,00;78,00;72,00;62,44;59,06;81,00;42,19
2019-01-20;72,00;51,00;65,00;71,00;69,00;56,93;48,56;78,70;40,19
2019-01-27;57,00;49,00;65,00;69,00;76,00;60,35;46,94;73,76;38,56
2019-02-03;55,00;44,00;64,00;60,00;76,00;58,33;45,00;68,33;38,33
2019-02-10;52,00;47,00;63,00;55,00;74,00;58,71;43,61;60,39;40,26
2019-02-17;53,00;42,00;60,00;50,00;76,00;57,97;43,06;62,94;41,41
2019-02-24;66,00;44,00;60,00;47,00;75,00;64,31;44,00;64,31;42,31
2019-03-03;54,00;45,00;61,00;53,00;74,00;62,44;42,19;65,81;43,88
2019-03-10;52,00;44,00;59,00;51,00;75,00;63,74;43,61;62,06;41,94
2019-03-17;52,00;43,00;60,00;47,00;78,00;62,06;35,23;62,06;41,94
2019-03-24;53,00;42,00;53,00;44,00;79,00;63,26;37,61;61,55;41,03
2019-03-31;70,00;51,00;55,00;41,00;71,00;58,33;36,67;61,67;40,00
2019-04-07;70,00;44,00;62,00;42,00;77,00;59,76;39,27;73,41;39,27
2019-04-14;66,00;44,00;59,00;42,00;68,00;57,54;37,23;62,62;37,23
2019-04-21;67,00;43,00;63,00;43,00;66,00;60,30;38,53;65,33;38,53
2019-04-28;67,00;45,00;58,00;45,00;66,00;58,63;43,55;63,65;36,85
2019-05-05;65,00;41,00;59,00;43,00;70,00;59,87;41,05;63,29;37,63
2019-05-12;59,00;44,00;57,00;42,00;73,00;53,94;38,77;64,06;40,46
2019-05-19;59,00;47,00;55,00;41,00;73,00;53,94;40,46;69,11;40,46
2019-05-26;55,00;42,00;56,00;42,00;71,00;55,00;41,25;70,47;42,97
2019-06-02;58,00;49,00;56,00;42,00;79,00;63,12;42,65;71,65;46,06
2019-06-09;65,00;50,00;63,00;46,00;78,00;65,00;43,33;75,00;45,00
2019-06-16;67,00;50,00;63,00;46,00;79,00;68,68;40,20;72,03;48,58
2019-06-23;66,00;54,00;56,00;44,00;85,00;69,38;42,31;72,77;45,69
2019-06-30;74,00;60,00;64,00;50,00;90,00;72,32;48,77;72,32;43,73
2019-07-07;73,00;66,00;73,00;68,00;93,00;74,70;56,02;76,40;44,14
2019-07-14;75,00;64,00;69,00;61,00;89,00;75,00;57,95;76,70;44,32
2019-07-21;80,00;61,00;65,00;54,00;94,00;80,00;50,00;73,33;41,67
2019-07-28;96,00;64,00;69,00;52,00;100,00;80,84;50,53;75,79;40,42
2019-08-04;85,00;57,00;73,00;51,00;91,00;83,30;56,10;78,20;42,50
2019-08-11;80,00;53,00;67,00;50,00;90,00;71,67;51,67;73,33;38,33
2019-08-18;64,00;53,00;65,00;50,00;85,00;69,05;48,84;72,42;40,42
2019-08-25;62,00;52,00;57,00;47,00;80,00;62,00;45,24;72,05;36,86
2019-09-01;58,00;52,00;62,00;50,00;74,00;59,71;51,18;69,94;37,53
2019-09-08;62,00;48,00;58,00;47,00;64,00;56,97;40,22;72,05;35,19
2019-09-15;60,00;50,00;61,00;47,00;67,00;51,67;38,33;73,33;36,67
2019-09-22;68,00;54,00;65,00;96,00;74,00;53,07;46,44;84,59;36,49
2019-09-29;57,00;45,00;66,00;55,00;71,00;50,29;43,59;67,06;36,88
2019-10-06;54,00;42,00;64,00;49,00;76,00;50,63;40,50;69,19;35,44
2019-10-13;54,00;45,00;52,00;48,00;71,00;54,00;40,50;62,44;33,75
2019-10-20;60,00;49,00;54,00;48,00;62,00;51,43;42,86;63,43;36,00
2019-10-27;59,00;52,00;53,00;49,00;62,00;48,89;40,46;55,63;32,03
2019-11-03;55,00;53,00;60,00;47,00;63,00;49,84;42,97;58,44;37,81
2019-11-10;51,00;53,00;53,00;43,00;58,00;52,70;39,10;56,10;34,00
2019-11-17;50,00;47,00;52,00;42,00;61,00;51,67;38,33;50,00;35,00
2019-11-24;50,00;46,00;50,00;39,00;59,00;50,00;35,00;48,33;36,67
2019-12-01;45,00;44,00;51,00;38,00;59,00;46,67;36,67;46,67;36,67
2019-12-08;45,00;46,00;52,00;38,00;57,00;46,67;38,33;45,00;35,00
2019-12-15;51,00;45,00;53,00;40,00;53,00;47,60;37,40;54,40;39,10
2019-12-22;60,00;53,00;63,00;52,00;60,00;56,57;48,00;60,00;42,86
