Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;52,00;416,00;52,00;19,50;26,00;30,98;49,79;19,91;23,23;12,17;8,85;11,06;11,06;5,91;24,82;4,73;50,82;5,33;12,00;98,67;6,67;62,40;3,90;1,30;3,90;46,00;14,00;26,00;1,00;41,29;27,53;44,35;6,12;5,00;10,00;8,00
2019-01-13;49,00;373,63;42,88;18,38;24,50;25,02;43,79;16,68;26,06;10,43;10,43;10,43;9,38;5,44;21,78;3,27;58,80;7,54;7,54;92,97;7,54;58,03;3,87;3,87;1,29;40,00;15,00;24,00;2,00;55,13;24,50;41,34;6,13;5,00;8,00;7,00
2019-01-20;43,00;387,00;49,14;18,43;24,57;24,57;47,10;19,45;21,50;10,24;9,21;14,33;9,21;5,38;17,20;4,30;53,75;6,14;11,06;98,29;4,91;63,85;3,91;2,61;2,61;48,00;12,00;29,00;2,00;47,61;35,32;38,39;6,14;4,00;10,00;7,00
2019-01-27;44,00;414,86;37,71;18,86;25,14;20,47;36,84;19,44;19,44;9,21;9,21;10,23;8,19;3,22;19,32;3,22;50,44;4,89;8,56;70,89;7,33;54,35;2,59;2,59;2,59;70,00;14,00;20,00;2,00;39,45;28,83;39,45;7,59;5,00;6,00;9,00
2019-02-03;36,00;396,00;48,00;18,00;30,00;21,00;31,00;21,00;26,00;12,00;9,00;7,00;12,00;2,12;13,76;3,18;57,18;4,80;9,60;67,20;6,00;67,85;2,77;2,77;1,38;49,09;14,18;20,73;2,18;55,64;24,55;49,09;8,18;5,45;8,73;7,64
2019-02-10;42,00;462,00;49,00;28,00;35,00;25,42;35,37;25,42;26,53;12,16;11,05;13,26;13,26;2,33;25,67;3,50;54,83;6,56;10,50;87,94;6,56;59,06;3,94;3,94;2,63;49,00;17,00;21,00;2,00;51,33;26,44;42,00;10,89;4,00;7,00;8,00
2019-02-17;43,00;423,86;43,00;18,43;30,71;26,00;34,00;19,00;25,00;10,00;12,00;11,00;17,00;4,20;22,02;3,15;61,88;5,97;11,94;81,22;5,97;70,74;2,77;2,77;2,77;51,60;15,05;16,13;2,15;54,58;36,38;52,92;9,92;4,30;6,45;7,53
2019-02-24;44,00;433,71;50,29;18,86;31,43;23,00;32,00;29,00;23,00;11,00;10,00;10,00;14,00;6,29;15,71;3,14;61,81;4,89;9,78;73,33;4,89;88,00;2,84;2,84;2,84;53,90;14,30;16,50;2,20;54,15;35,54;45,69;8,46;8,80;6,60;8,80
2019-03-03;41,00;398,29;41,00;11,71;29,29;23,00;30,00;21,00;26,00;12,00;12,00;7,00;16,00;4,21;21,03;4,21;60,97;4,82;10,85;75,97;7,24;71,07;2,73;4,10;2,73;50,46;15,77;14,72;3,15;45,92;31,16;49,20;8,20;6,31;7,36;7,36
2019-03-10;45,00;376,88;45,00;16,88;22,50;22,00;32,00;25,00;24,00;10,00;5,00;10,00;19,00;3,21;19,29;5,36;62,14;7,30;12,16;69,32;8,51;68,82;2,65;2,65;2,65;50,23;13,60;16,74;2,09;56,25;32,14;38,57;9,64;4,19;7,33;5,23
2019-03-17;40,00;394,29;45,71;17,14;22,86;26,00;34,00;18,00;24,00;11,00;11,00;12,00;11,00;4,21;17,89;3,16;53,68;6,06;10,91;81,21;6,06;72,00;2,67;1,33;1,33;45,13;13,33;15,38;2,05;41,54;29,23;43,08;9,23;5,13;8,21;6,15
2019-03-24;46,00;419,75;46,00;17,25;23,00;26,00;36,00;19,00;25,00;9,00;9,00;12,00;15,00;3,21;20,33;2,14;52,42;6,05;8,47;75,05;4,84;74,41;2,71;2,71;2,71;52,27;13,59;17,77;2,09;46,00;30,14;46,00;9,52;5,23;7,32;7,32
2019-03-31;58,00;429,20;46,40;17,40;34,80;27,00;45,00;23,00;22,00;9,00;11,00;14,00;15,00;3,22;18,26;4,30;65,52;6,04;12,08;79,75;7,25;77,33;3,87;2,58;2,58;50,00;10,00;26,00;3,00;47,32;24,42;61,05;12,21;5,00;11,00;9,00
2019-04-07;59,00;430,70;41,30;17,70;29,50;30,52;46,79;20,34;32,55;9,16;12,21;16,28;13,22;4,29;17,16;4,29;64,36;7,38;8,60;90,96;9,83;75,67;5,13;3,85;1,28;53,00;15,00;34,00;3,00;48,41;34,79;45,38;9,08;8,00;8,00;9,00
2019-04-14;65,00;590,91;41,36;17,73;35,45;22,34;47,73;21,33;25,39;7,11;11,17;11,17;13,20;3,20;19,18;4,26;63,93;4,91;9,81;82,17;6,13;79,30;2,60;1,30;1,30;56,00;13,00;33,00;3,00;52,62;35,60;54,17;10,83;6,00;9,00;8,00
2019-04-21;72,00;490,91;45,82;19,64;39,27;28,59;45,53;20,12;23,29;9,53;9,53;14,82;12,71;4,50;19,13;4,50;57,38;7,58;13,89;89,68;7,58;74,57;3,86;3,86;1,29;57,00;11,00;39,00;2,00;49,02;35,23;39,83;9,19;7,00;13,00;11,00
2019-04-28;60,00;408,00;42,00;12,00;30,00;27,00;42,00;24,00;23,00;12,00;6,00;12,00;13,00;6,32;18,95;3,16;57,89;7,20;10,80;76,80;7,20;85,91;4,09;2,73;2,73;57,89;10,53;38,95;4,21;47,03;38,92;45,41;11,35;5,26;9,47;10,53
2019-05-05;66,00;390,00;36,00;12,00;36,00;28,00;40,00;27,00;27,00;8,00;7,00;14,00;9,00;3,19;14,90;3,19;47,90;7,20;10,80;68,40;7,20;73,02;2,81;4,21;2,81;59,51;14,07;27,05;3,25;49,50;29,70;47,85;8,25;5,41;10,82;10,82
2019-05-12;63,00;360,82;34,36;11,45;34,36;23,00;40,00;23,00;19,00;8,00;10,00;14,00;12,00;3,15;17,85;3,15;48,30;7,27;10,90;78,75;6,06;69,56;3,94;2,63;2,63;53,85;11,18;30,48;2,03;48,83;29,93;42,53;9,45;5,08;12,19;8,13
2019-05-19;69,00;388,91;37,64;12,55;25,09;24,72;47,37;20,60;21,63;7,21;8,24;14,42;11,33;2,19;18,62;3,29;59,14;6,16;9,86;109,66;6,16;69,00;3,91;2,60;2,60;52,00;17,00;31,00;3,00;46,00;26,07;38,33;10,73;8,00;12,00;10,00
2019-05-26;67,00;444,64;36,55;12,18;36,55;24,74;51,54;24,74;22,68;10,31;8,25;13,40;11,34;3,24;12,97;5,40;56,19;8,69;8,69;89,33;4,96;70,87;2,58;2,58;1,29;60,00;10,00;31,00;2,00;41,11;31,98;38,07;10,66;12,00;13,00;11,00
2019-06-02;69,00;470,45;37,64;18,82;31,36;21,00;48,00;17,00;18,00;8,00;9,00;12,00;14,00;4,25;26,54;3,18;54,14;4,84;8,47;79,89;9,68;78,29;6,63;1,33;1,33;57,84;14,21;29,43;3,04;48,61;32,93;43,91;10,98;9,13;9,13;10,15
2019-06-09;71,00;426,00;35,50;11,83;35,50;23,00;45,00;16,00;22,00;8,00;12,00;12,00;12,00;3,18;12,72;4,24;59,34;8,42;7,22;85,44;7,22;81,33;5,16;2,58;1,29;57,00;16,00;30,00;2,00;41,67;41,67;41,67;16,98;6,00;11,00;9,00
2019-06-16;75,00;450,00;28,85;11,54;34,62;19,00;44,00;18,00;20,00;9,00;12,00;11,00;12,00;3,17;15,85;3,17;63,38;8,47;8,47;97,98;4,84;91,36;5,45;2,73;1,36;59,15;12,68;33,80;2,11;49,47;35,11;47,87;12,77;8,45;12,68;13,73
2019-06-23;83,00;504,38;38,31;12,77;38,31;21,01;49,38;19,96;19,96;7,35;11,56;11,56;14,71;3,32;24,35;3,32;66,40;3,83;6,38;97,05;6,38;92,08;3,89;1,30;2,59;61,00;13,00;28,00;2,00;44,57;36,89;39,96;12,30;12,00;11,00;12,00
2019-06-30;83,00;485,23;38,31;12,77;38,31;18,91;45,18;14,71;23,11;6,30;8,41;18,91;11,56;2,21;15,49;5,53;71,93;6,29;7,55;113,18;6,29;93,38;3,89;2,59;2,59;57,00;15,00;34,00;2,00;50,72;36,89;39,96;15,37;10,00;14,00;12,00
