Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-01-06;60,00;462,86;154,29;0,00;42,86;382,50;0,00;120,00;120,00;62,22;48,89;73,33;24,44;18,00;30,00;0,00;6,00;0,00;12,27;5,45;24,55;0,00;6,00;24,00;0,00;0,00;60,00;0,00;0,00;0,00;9,38;0,00;0,00;9,38;0,00;0,00;0,00;0,00;9,38;0,00;0,00;0,00;0,00
2019-01-13;42,00;420,00;134,40;0,00;84,00;352,80;25,20;226,80;159,60;79,58;6,63;66,32;72,95;18,00;12,00;6,00;0,00;5,42;5,42;0,00;5,42;30,00;6,00;18,00;6,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;29,00;290,00;75,40;0,00;46,40;214,60;5,80;92,80;92,80;71,38;49,08;24,54;29,00;18,00;12,00;6,00;0,00;5,27;11,86;5,27;5,27;18,00;0,00;6,00;0,00;0,00;14,50;0,00;0,00;0,00;0,00;7,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;26,00;199,33;78,00;0,00;26,00;133,71;0,00;70,57;63,14;52,00;87,75;97,50;71,50;41,89;17,33;8,67;8,67;8,00;0,00;0,00;8,00;17,33;0,00;17,33;8,67;0,00;5,00;0,00;0,00;16,00;0,00;0,00;5,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00
2019-02-03;18,00;198,00;76,50;0,00;58,50;171,00;13,50;18,00;54,00;74,25;24,75;74,25;56,25;0,00;6,00;0,00;0,00;0,00;5,54;5,54;12,46;30,00;12,00;12,00;0,00;0,00;76,50;0,00;0,00;5,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;37,00;164,44;74,00;0,00;41,11;159,10;3,70;22,20;44,40;100,91;26,91;94,18;37,00;0,00;46,25;9,25;9,25;8,22;0,00;26,72;18,50;27,75;9,25;46,25;27,75;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;44,00;352,00;96,80;0,00;88,00;256,67;0,00;44,00;146,67;94,60;19,80;74,80;37,40;12,00;25,00;19,00;0,00;0,00;6,88;12,38;0,00;0,00;0,00;25,00;6,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;27,00;202,50;40,50;0,00;9,00;100,29;0,00;15,43;38,57;110,45;41,73;34,36;76,09;20,25;6,75;0,00;6,75;0,00;0,00;6,00;0,00;20,25;0,00;13,50;0,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00
2019-03-03;6,00;228,00;84,00;0,00;12,00;264,00;0,00;24,00;120,00;34,00;16,00;50,00;40,00;12,00;12,00;6,00;0,00;0,00;10,80;6,00;0,00;31,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;32,00;210,29;64,00;0,00;18,29;124,00;4,00;28,00;92,00;40,73;14,55;55,27;14,55;40,00;40,00;8,00;16,00;0,00;32,00;7,53;16,94;40,00;8,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;24,00;192,00;76,80;0,00;24,00;211,20;0,00;57,60;52,80;54,55;30,55;48,00;24,00;12,00;30,00;6,00;6,00;5,33;0,00;0,00;12,00;0,00;12,00;12,00;0,00;0,00;24,00;0,00;0,00;0,00;5,71;12,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;16,00;144,00;44,00;0,00;20,00;152,00;12,00;16,00;52,00;61,33;45,33;82,67;37,33;24,00;16,00;8,00;0,00;0,00;8,89;0,00;16,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;5,00;11,00;5,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;49,00;275,63;104,13;0,00;42,88;176,40;4,90;49,00;98,00;69,05;31,18;80,18;44,55;0,00;24,00;0,00;6,00;0,00;12,25;5,44;12,25;12,00;6,00;12,00;0,00;6,62;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;48,00;213,82;48,00;0,00;43,64;200,00;0,00;32,00;64,00;48,00;58,91;54,55;48,00;24,00;12,00;0,00;0,00;12,34;0,00;5,49;30,17;18,00;0,00;12,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;60,00;235,71;51,43;0,00;30,00;187,50;3,75;22,50;123,75;171,43;0,00;98,57;38,57;11,61;83,23;11,61;0,00;13,04;13,04;23,48;23,48;36,77;23,23;11,61;11,61;5,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;38,00;320,89;46,44;0,00;42,22;201,40;11,40;68,40;117,80;107,29;24,59;69,29;13,41;18,49;12,32;6,16;0,00;0,00;0,00;7,04;32,37;12,32;19,51;25,68;6,16;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;71,00;355,00;75,44;0,00;26,63;224,83;11,83;11,83;98,61;135,24;98,05;162,29;71,00;44,76;54,02;0,00;9,26;18,79;8,35;8,35;18,79;35,50;9,26;26,24;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;62,00;327,71;53,14;0,00;4,43;232,50;0,00;34,88;158,88;114,21;42,42;140,32;52,21;43,85;52,93;25,71;9,07;0,00;0,00;0,00;8,27;52,93;18,15;27,22;27,22;0,00;21,00;0,00;0,00;5,00;5,00;5,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-12;60,00;398,18;81,82;0,00;27,27;380,00;5,00;45,00;140,00;60,00;11,11;42,22;11,11;24,00;18,00;6,00;30,00;24,55;5,45;0,00;12,27;24,00;12,00;6,00;12,00;6,38;20,43;0,00;0,00;6,38;0,00;0,00;0,00;6,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-19;64,00;374,15;44,31;0,00;24,62;192,00;0,00;85,33;81,07;41,93;35,31;59,59;28,69;23,00;17,00;6,00;12,00;5,45;17,70;5,45;5,45;6,00;6,00;12,00;0,00;11,43;5,71;0,00;0,00;5,71;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;81,00;411,23;43,62;0,00;31,15;329,79;23,14;69,43;196,71;45,97;41,59;76,62;45,97;17,00;35,00;12,00;6,00;0,00;17,55;5,40;17,55;23,00;12,00;17,00;12,00;0,00;7,23;0,00;7,23;0,00;7,23;0,00;0,00;0,00;7,23;14,46;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;71,00;452,63;71,00;0,00;44,38;520,67;0,00;86,78;197,22;96,82;38,73;60,24;53,79;11,00;16,00;22,00;22,00;0,00;5,46;5,46;16,38;11,00;16,00;11,00;0,00;0,00;10,44;10,44;10,44;10,44;0,00;10,44;10,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;68,00;603,50;127,50;0,00;17,00;430,67;7,56;68,00;211,56;17,55;57,03;52,65;39,48;28,00;40,00;23,00;6,00;17,68;10,88;10,88;10,88;34,00;11,00;6,00;6,00;0,00;38,86;9,71;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,71;0,00;0,00;0,00;9,71;0,00;0,00;0,00
2019-06-16;59,00;245,08;18,15;0,00;9,08;287,13;3,93;47,20;110,13;65,56;48,07;45,89;34,96;0,00;41,00;18,00;12,00;0,00;23,33;0,00;23,33;23,00;12,00;18,00;6,00;5,18;15,53;0,00;5,18;5,18;0,00;5,18;0,00;10,35;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;70,00;369,09;44,55;0,00;38,18;332,50;17,50;75,83;140,00;45,94;17,50;41,56;17,50;29,00;23,00;0,00;12,00;17,50;5,38;5,38;12,12;35,00;6,00;18,00;0,00;0,00;14,89;7,45;7,45;7,45;0,00;0,00;0,00;0,00;0,00;0,00;7,45;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-30;52,00;500,50;136,50;0,00;32,50;312,00;23,11;115,56;150,22;80,17;6,50;62,83;34,67;58,00;17,00;23,00;23,00;28,74;12,32;0,00;17,79;23,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,22;0,00;0,00;0,00;14,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-07;36,00;319,50;81,00;0,00;31,50;316,00;4,00;108,00;100,00;157,09;62,18;104,73;68,73;36,00;36,00;0,00;9,39;0,00;36,00;16,94;63,53;18,78;36,00;18,78;18,78;0,00;5,00;5,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-14;97,00;379,18;66,14;4,41;22,05;197,88;11,64;155,20;112,52;185,18;48,50;171,95;88,18;73,24;97,00;61,37;73,24;37,72;37,72;24,25;72,75;11,88;11,88;61,37;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00
2019-07-21;38,00;337,25;61,75;0,00;23,75;253,33;0,00;118,22;156,22;105,56;31,67;67,56;25,33;13,00;26,00;32,00;19,00;19,00;12,21;0,00;25,79;6,00;6,00;6,00;6,00;0,00;6,71;0,00;6,71;0,00;6,71;19,00;0,00;12,29;6,71;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-28;86,00;425,70;51,60;0,00;30,10;304,91;3,91;152,45;175,91;162,44;47,78;143,33;47,78;75,80;94,75;48,10;18,95;38,00;58,00;10,00;58,00;29,15;18,95;10,20;18,95;0,00;12,00;0,00;6,00;23,00;12,00;6,00;0,00;0,00;12,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00
