Semaine;Martinique (LC);Guadeloupe (GP);Saint Martin (ile d Amérique du nord) (MF);Republique Dominicaine (DO);Sainte Lucie (LC);Barbade (BB)
2019-01-06;50,00;117,74;0,00;33,87;0,00;25,00
2019-01-13;25,00;77,50;0,00;25,00;25,00;12,00
2019-01-20;31,00;21,00;10,00;41,00;0,00;45,88
2019-01-27;62,00;124,00;62,00;29,52;62,00;12,00
2019-02-03;52,00;52,00;34,67;52,00;0,00;39,00
2019-02-10;26,00;104,00;26,00;26,00;0,00;0,00
2019-02-17;11,00;11,00;0,00;11,00;0,00;13,00
2019-02-24;52,00;52,00;0,00;69,88;0,00;0,00
2019-03-03;0,00;10,00;21,00;52,00;21,00;0,00
2019-03-10;39,00;0,00;0,00;113,45;39,00;0,00
2019-03-17;13,00;13,00;0,00;39,00;0,00;13,00
2019-03-24;39,00;0,00;0,00;97,50;0,00;0,00
2019-03-31;21,00;32,00;21,00;21,00;0,00;0,00
2019-04-07;10,00;31,00;10,00;0,00;0,00;0,00
2019-04-14;0,00;23,00;0,00;59,00;12,00;0,00
2019-04-21;14,00;28,00;0,00;14,00;14,00;28,00
2019-04-28;49,00;0,00;0,00;49,00;49,00;24,00
2019-05-05;41,00;21,00;0,00;41,00;0,00;0,00
2019-05-12;25,00;11,90;0,00;50,00;25,00;0,00
2019-05-19;10,00;0,00;10,00;0,00;0,00;0,00
2019-05-26;34,00;34,00;0,00;45,00;0,00;0,00
2019-06-02;13,00;24,82;0,00;49,64;0,00;25,00
2019-06-09;12,00;25,20;0,00;25,20;0,00;12,00
2019-06-16;22,00;11,00;11,00;43,00;11,00;44,00
2019-06-23;14,00;29,27;0,00;29,27;0,00;14,00
2019-06-30;0,00;11,00;0,00;45,00;0,00;0,00
2019-07-07;11,00;22,00;11,00;22,00;0,00;13,00
2019-07-14;24,00;24,00;12,00;0,00;0,00;0,00
2019-07-21;0,00;13,00;0,00;13,00;0,00;16,00
2019-07-28;26,00;26,00;26,00;13,00;13,00;50,38
2019-08-04;28,00;56,00;0,00;56,00;56,00;0,00
2019-08-11;44,00;33,00;0,00;0,00;22,00;132,00
2019-08-18;11,00;0,00;0,00;21,00;0,00;13,00
2019-08-25;37,00;37,00;0,00;70,64;0,00;37,00
2019-09-01;24,00;36,00;0,00;48,00;12,00;0,00
2019-09-08;42,00;21,00;10,00;0,00;10,00;13,62
2019-09-15;31,00;0,00;0,00;21,00;10,00;0,00
2019-09-22;25,00;38,10;13,10;13,10;13,10;0,00
2019-09-29;38,00;19,90;19,90;38,00;0,00;13,00
2019-10-06;32,00;0,00;21,00;21,00;11,00;32,00
2019-10-13;0,00;21,00;0,00;0,00;10,00;13,00
2019-10-20;0,00;10,00;0,00;20,00;0,00;0,00
2019-10-27;30,00;20,00;0,00;20,00;0,00;15,00
2019-11-03;59,00;59,00;0,00;59,00;0,00;35,00
2019-11-10;0,00;10,00;0,00;20,00;0,00;48,00
2019-11-17;10,00;10,00;10,00;40,00;0,00;12,00
2019-11-24;23,00;23,00;0,00;11,50;23,00;0,00
2019-12-01;50,00;40,00;0,00;30,00;10,00;50,00
2019-12-08;47,00;35,25;11,75;23,50;0,00;36,00
2019-12-15;51,00;51,00;0,00;20,00;10,00;0,00
2019-12-22;36,00;60,00;0,00;48,00;12,00;28,00
2019-12-29;28,00;41,39;13,39;41,39;13,39;28,00
2020-01-05;39,00;29,00;0,00;29,00;10,00;59,35
2020-01-12;11,00;11,00;23,22;23,22;11,00;0,00
2020-01-19;46,00;76,14;15,86;46,00;0,00;23,00
2020-01-26;28,00;28,00;9,00;19,00;0,00;28,00
2020-02-02;38,00;48,00;10,00;19,00;10,00;18,17
2020-02-09;29,00;19,00;0,00;39,00;0,00;60,64
2020-02-16;58,00;110,20;58,00;226,20;58,00;0,00
2020-02-23;33,00;54,21;0,00;10,61;0,00;11,00
2020-03-01;33,00;33,00;0,00;84,33;0,00;22,00
2020-03-08;53,00;63,84;0,00;32,52;10,84;0,00
2020-03-15;0,00;18,00;0,00;27,00;9,00;0,00
2020-03-22;0,00;0,00;0,00;9,00;0,00;0,00
2020-03-29;27,00;18,00;0,00;0,00;0,00;0,00
2020-04-05;0,00;19,00;0,00;19,00;0,00;0,00
2020-04-12;34,00;34,00;0,00;71,78;0,00;0,00
2020-04-19;27,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;0,00;17,00;0,00;17,00;0,00;0,00
2020-05-03;0,00;0,00;0,00;9,00;0,00;21,00
2020-05-10;21,00;42,00;21,00;21,00;0,00;0,00
