Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-01-06;60,00;184,00;80,00;0,00;80,00;68,57;120,00;8,57;51,43;25,26;60,00;25,26;17,37;34,05;8,11;8,11;25,95;17,31;8,08;0,00;25,38;0,00;17,31;34,62;8,08;8,08;17,31;0,00;17,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;37,00;87,45;63,91;0,00;30,27;44,40;14,80;51,80;37,00;50,70;6,85;80,85;28,78;0,00;21,93;15,07;6,85;22,00;7,00;0,00;7,00;7,00;7,00;30,00;7,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,78;0,00;0,00
2019-01-20;47,00;164,50;101,83;0,00;117,50;64,09;213,64;47,00;17,09;29,38;61,69;105,75;61,69;31,33;15,67;0,00;15,67;31,33;47,00;15,67;0,00;15,67;31,33;31,33;15,67;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;15,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;37,00;69,89;69,89;0,00;78,11;62,44;90,19;37,00;43,94;37,00;28,19;8,81;45,81;17,62;0,00;17,62;37,00;8,93;0,00;0,00;0,00;19,14;0,00;8,93;0,00;0,00;0,00;19,14;0,00;12,33;0,00;0,00;0,00;0,00;0,00;8,93;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;44,00;150,86;150,86;0,00;81,71;73,33;176,00;146,67;58,67;44,00;60,50;60,50;60,50;44,00;44,00;0,00;30,25;0,00;13,39;28,70;13,39;15,30;28,70;0,00;15,30;0,00;28,70;15,30;15,30;12,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;53,00;102,69;49,69;0,00;36,44;45,43;60,57;15,14;7,57;36,69;14,95;21,74;6,79;0,00;0,00;15,34;0,00;23,00;38,00;15,00;0,00;15,00;15,00;15,00;38,00;0,00;0,00;8,00;0,00;0,00;0,00;10,26;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;32,00;96,00;71,11;0,00;32,00;62,12;47,06;54,59;30,12;16,00;32,00;24,73;8,73;7,27;0,00;16,00;23,27;23,74;8,26;0,00;0,00;15,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;13,00;0,00;0,00;0,00;0,00;0,00;8,26;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;32,00;99,56;78,22;0,00;46,22;56,00;32,00;40,00;56,00;46,55;55,27;7,27;85,82;16,76;0,00;7,62;16,76;0,00;16,00;0,00;7,47;32,00;0,00;7,47;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;85,00;139,40;98,60;0,00;85,00;46,20;31,41;68,37;22,17;15,08;23,31;23,31;38,39;15,33;15,33;15,33;45,98;15,00;0,00;23,00;15,00;8,00;0,00;23,00;23,00;0,00;8,00;0,00;0,00;0,00;0,00;13,42;13,42;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;37,00;143,89;69,89;0,00;37,00;74,00;83,25;64,75;27,75;8,41;45,41;26,91;37,00;8,81;19,38;28,19;28,19;8,63;8,63;8,63;18,50;18,50;18,50;18,50;18,50;0,00;18,50;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
