Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2019-01-06;5,00;2,00;42,00;3,00;2,00
2019-01-13;11,00;2,00;28,00;2,00;8,00
2019-01-20;15,00;0,00;41,00;3,00;5,00
2019-01-27;6,00;1,00;31,00;0,00;10,00
2019-02-03;6,00;2,00;39,00;0,00;11,00
2019-02-10;5,00;2,00;31,00;0,00;8,00
2019-02-17;9,00;3,00;22,00;0,00;5,00
2019-02-24;11,00;2,00;36,00;6,00;5,00
2019-03-03;6,00;2,00;38,00;0,00;17,00
2019-03-10;5,00;2,00;15,00;0,00;3,00
2019-03-17;9,00;0,00;36,00;3,00;6,00
2019-03-24;6,00;0,00;40,00;0,00;2,00
2019-03-31;9,00;2,00;28,00;2,00;3,00
2019-04-07;22,00;0,00;26,00;3,00;3,00
2019-04-14;8,00;0,00;27,00;2,00;3,00
2019-04-21;14,00;3,00;42,00;2,00;0,00
2019-04-28;6,00;0,00;28,00;0,00;8,00
2019-05-05;21,00;2,00;29,00;3,00;2,00
2019-05-12;10,00;0,00;29,00;0,00;0,00
2019-05-19;9,00;0,00;14,00;0,00;6,00
2019-05-26;18,00;2,00;25,00;0,00;5,00
2019-06-02;6,00;0,00;25,00;1,00;3,00
2019-06-09;4,00;0,00;34,00;1,00;1,00
2019-06-16;14,00;0,00;29,00;2,00;3,00
2019-06-23;16,00;2,00;33,00;0,00;0,00
2019-06-30;9,00;0,00;20,00;3,00;0,00
2019-07-07;5,00;0,00;29,00;3,00;0,00
2019-07-14;8,00;2,00;36,00;0,00;2,00
2019-07-21;5,00;2,00;30,00;2,00;3,00
2019-07-28;9,00;0,00;46,00;2,00;5,00
2019-08-04;3,00;0,00;32,00;2,00;0,00
2019-08-11;11,00;0,00;23,00;2,00;2,00
2019-08-18;20,00;2,00;31,00;3,00;5,00
2019-08-25;18,00;0,00;31,00;2,00;5,00
2019-09-01;13,00;1,00;31,00;4,00;0,00
2019-09-08;6,00;0,00;31,00;3,00;0,00
2019-09-15;9,00;3,00;70,00;1,00;6,00
2019-09-22;14,00;1,00;58,00;3,00;10,00
2019-09-29;11,00;9,00;45,00;0,00;4,00
2019-10-06;10,00;4,00;100,00;3,00;0,00
2019-10-13;6,00;3,00;54,00;7,00;3,00
2019-10-20;10,00;0,00;47,00;1,00;0,00
2019-10-27;8,00;4,00;32,00;0,00;3,00
2019-11-03;8,00;3,00;29,00;0,00;3,00
2019-11-10;8,00;0,00;45,00;0,00;0,00
2019-11-17;11,00;4,00;40,00;1,00;4,00
2019-11-24;12,00;1,00;33,00;3,00;0,00
2019-12-01;3,00;1,00;26,00;0,00;0,00
2019-12-08;10,00;7,00;32,00;1,00;4,00
2019-12-15;7,00;7,00;52,00;3,00;6,00
2019-12-22;8,00;6,00;40,00;2,00;3,00
2019-12-29;9,00;0,00;44,00;1,00;9,00
2020-01-05;11,00;7,00;40,00;1,00;0,00
2020-01-12;21,00;1,00;34,00;3,00;3,00
2020-01-19;11,00;3,00;41,00;1,00;3,00
2020-01-26;12,00;4,00;32,00;3,00;3,00
2020-02-02;14,00;0,00;23,00;3,00;0,00
2020-02-09;12,00;3,00;25,00;0,00;3,00
2020-02-16;13,00;1,00;29,00;4,00;5,00
2020-02-23;9,00;1,00;23,00;0,00;11,00
2020-03-01;9,00;4,00;28,00;4,00;8,00
2020-03-08;12,00;1,00;30,00;0,00;4,00
2020-03-15;1,00;6,00;25,00;2,00;4,00
2020-03-22;12,00;2,00;18,00;1,00;1,00
2020-03-29;9,00;4,00;17,00;2,00;2,00
2020-04-05;12,00;4,00;23,00;2,00;1,00
2020-04-12;10,00;2,00;18,00;0,00;1,00
2020-04-19;14,00;1,00;26,00;6,00;5,00
2020-04-26;15,00;2,00;37,00;2,00;1,00
