Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2020-07-26;36,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,76;10,08;0,00;0,00;8,57;0,00;8,57;0,00;0,00;18,86;0,00;0,00;8,57;8,57;0,00;8,57;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-02;61,00;0,00;0,00;10,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,81;26,14;0,00;0,00;0,00;13,98;6,35;6,35;0,00;13,98;0,00;0,00;0,00;6,35;0,00;13,98;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-09;52,00;8,00;8,00;22,67;0,00;14,67;0,00;8,00;8,00;0,00;0,00;15,41;57,78;0,00;0,00;12,00;0,00;0,00;6,00;6,00;6,00;0,00;0,00;0,00;0,00;12,00;6,00;0,00;0,00;6,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-16;59,00;0,00;0,00;11,00;0,00;11,00;0,00;0,00;0,00;5,76;0,00;15,83;47,49;0,00;5,90;5,90;12,98;0,00;0,00;0,00;5,90;5,90;0,00;0,00;0,00;12,98;7,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-23;40,00;0,00;0,00;15,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;4,29;14,29;0,00;0,00;5,41;5,41;0,00;0,00;5,41;0,00;0,00;5,41;0,00;5,41;0,00;5,41;5,41;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-30;35,00;0,00;0,00;18,42;9,21;0,00;0,00;0,00;0,00;0,00;0,00;8,08;53,85;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-06;19,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;10,23;6,33;6,33;0,00;12,67;0,00;0,00;0,00;0,00;0,00;6,33;0,00;0,00;6,33;6,33;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-13;19,00;5,00;10,00;5,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;10,23;14,62;0,00;0,00;0,00;0,00;0,00;6,33;0,00;6,33;0,00;0,00;6,33;0,00;12,67;12,67;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-20;9,00;9,00;9,00;16,20;16,20;9,00;0,00;0,00;0,00;0,00;0,00;0,00;39,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;5,00;25,20;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00
2020-09-27;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-04;15,00;0,00;45,00;15,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;50,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;15,00;15,00;0,00;0,00;0,00;0,00;0,00
2020-10-11;15,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,82;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-18;35,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;30,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-25;10,00;0,00;0,00;10,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;23,33;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00
2020-11-01;19,00;0,00;6,79;0,00;6,79;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,70;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-08;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-15;10,00;10,00;0,00;10,00;0,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;5,00;5,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-22;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2020-11-29;5,00;0,00;0,00;9,00;9,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-06;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,29;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-13;10,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,29;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2020-12-20;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;6,00;6,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-27;5,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;13,75;0,00;0,00;16,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00
2021-01-03;10,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;4,29;0,00;22,86;4,29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00
2021-01-10;19,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,23;51,93;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2021-01-17;10,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,29;4,29;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2021-01-24;25,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;4,41;5,95;0,00;0,00;5,95;0,00;5,95;0,00;0,00;0,00;0,00;0,00;5,95;0,00;5,95;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-31;25,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-07;10,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;4,29;0,00;0,00;4,29;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-14;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,36;10,18;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,33;0,00;0,00;0,00;0,00;0,00
2021-02-21;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-28;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-07;10,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-14;24,00;0,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;72,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-21;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-11;15,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-18;16,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-25;16,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;0,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-09;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-16;15,00;0,00;0,00;10,00;10,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-23;16,00;0,00;0,00;26,67;5,33;5,33;0,00;0,00;0,00;0,00;0,00;0,00;38,40;0,00;5,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,33;0,00;0,00;0,00;5,33;0,00;0,00;0,00;0,00;0,00
2021-05-30;11,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,29;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2021-06-06;11,00;0,00;22,00;35,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-13;6,00;0,00;0,00;13,20;0,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-20;0,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;6,00;0,00;0,00;6,00;0,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-27;17,00;0,00;17,00;17,00;0,00;9,27;0,00;9,27;0,00;8,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;9,27;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-04;40,00;0,00;0,00;23,70;0,00;32,59;7,41;0,00;0,00;0,00;0,00;16,84;40,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-11;27,00;0,00;0,00;32,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;5,00;0,00
2021-07-18;23,00;0,00;23,00;65,17;0,00;23,00;0,00;42,17;0,00;0,00;0,00;0,00;86,25;0,00;6,00;0,00;12,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23,00;0,00;0,00;23,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-25;33,00;5,00;11,00;22,00;11,00;0,00;0,00;11,00;0,00;0,00;0,00;5,74;15,78;0,00;0,00;0,00;15,78;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,61;0,00;0,00;8,61;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2021-08-01;34,00;0,00;6,30;20,15;0,00;0,00;0,00;6,30;0,00;0,00;0,00;14,32;60,84;6,00;0,00;17,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;6,30;20,15;0,00;6,30;6,30;0,00;0,00;0,00;0,00;0,00
2021-08-08;37,00;0,00;0,00;24,67;0,00;12,33;0,00;0,00;0,00;0,00;0,00;0,00;37,00;6,00;0,00;6,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;6,00;6,00;37,00;12,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-15;40,00;0,00;6,00;6,00;0,00;6,00;6,00;6,00;0,00;0,00;0,00;0,00;17,14;20,00;0,00;0,00;30,00;10,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-22;29,00;0,00;18,76;0,00;0,00;0,00;0,00;0,00;0,00;9,67;0,00;0,00;65,25;0,00;0,00;12,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00;10,24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-29;23,00;0,00;5,23;5,23;5,23;5,23;5,23;0,00;0,00;0,00;0,00;12,27;16,87;0,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-05;23,00;0,00;11,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,75;5,75;11,50;0,00;0,00;0,00;0,00;0,00;0,00;11,50;0,00;0,00;0,00;0,00;11,50;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-12;17,00;0,00;0,00;9,27;0,00;0,00;0,00;9,27;0,00;0,00;0,00;8,50;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-19;18,00;9,82;0,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;9,00;27,00;0,00;0,00;6,00;6,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;9,82;0,00;0,00;0,00;0,00;0,00
2021-09-26;24,00;0,00;44,00;0,00;44,00;0,00;0,00;0,00;0,00;0,00;0,00;48,00;0,00;0,00;0,00;6,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-03;22,00;0,00;0,00;0,00;5,18;0,00;5,18;10,35;0,00;0,00;0,00;11,00;0,00;0,00;0,00;9,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;5,18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-10;17,00;0,00;0,00;4,25;0,00;0,00;0,00;4,25;0,00;0,00;0,00;0,00;4,64;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-17;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,50;0,00;0,00;59,50;0,00;0,00;4,00;4,00;0,00;0,00;8,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,50;10,50;0,00;0,00;0,00;0,00;0,00
2021-10-24;16,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;32,00;0,00;0,00;0,00;5,33;0,00;5,33;10,67;0,00;0,00;0,00;0,00;0,00;5,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-31;21,00;4,20;0,00;8,40;0,00;4,20;0,00;8,40;0,00;0,00;0,00;0,00;33,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-07;28,00;0,00;4,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;48,63;4,48;0,00;0,00;4,48;0,00;4,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,48;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00
2021-11-14;43,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,47;0,00;0,00;6,88;0,00;0,00;6,88;0,00;6,88;0,00;0,00;0,00;0,00;6,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-21;27,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,26;15,63;0,00;0,00;4,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00
2021-11-28;37,00;8,81;0,00;0,00;0,00;0,00;8,81;0,00;0,00;0,00;0,00;0,00;37,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
