Semaine;London (GB);Paris (FR);Amsterdam (NL);Barcelona (ES);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);stanbul (TR);Budapest (HU);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-04-07;79,00;65,83;26,33;26,33;1,03;25,65;12,31;19,49;22,57;12,31;10,00;10,00;3,00;15,00;9,00;3,00;6,00;4,00;13,00;4,00;8,00;1,03;1,03;2,05;4,10;0,51;0,00;1,03;1,03;4,10;0,00;0,51
2019-04-14;80,00;320,00;25,60;28,80;0,00;25,00;11,00;16,00;19,00;9,00;7,47;13,87;1,07;7,47;9,60;2,13;10,67;4,27;14,93;5,33;11,73;3,00;4,00;1,00;2,00;2,00;0,00;2,00;1,00;3,00;0,00;1,00
2019-04-21;80,00;70,40;25,60;32,00;0,00;26,00;13,00;21,00;25,00;8,00;9,73;16,22;3,24;11,89;8,65;3,24;7,57;4,32;20,54;8,65;9,73;2,00;2,00;2,00;4,00;2,00;1,00;2,00;1,00;5,00;0,00;1,00
2019-04-28;74,00;54,70;25,74;25,74;0,50;23,00;14,00;18,00;23,00;10,00;10,25;9,11;1,14;14,80;11,38;2,28;7,97;3,42;28,46;6,83;13,66;2,00;4,00;1,00;2,00;1,00;1,00;0,00;1,00;2,00;0,00;1,00
2019-05-05;74,00;70,78;22,52;32,17;0,00;28,00;11,00;13,00;19,00;7,00;13,74;9,51;0,53;15,86;7,40;3,17;11,63;3,17;20,09;8,46;9,51;2,00;3,00;1,00;3,00;2,00;0,50;0,00;1,00;2,00;0,00;0,50
2019-05-12;61,00;51,37;16,05;28,89;0,50;23,00;13,00;12,00;21,00;9,00;8,00;8,00;1,00;11,00;8,00;0,50;5,00;4,00;10,00;5,00;11,00;2,00;2,00;1,00;3,00;1,00;0,00;1,00;1,00;2,00;0,00;1,00
2019-05-19;69,00;53,32;18,82;28,23;0,50;27,00;11,00;17,00;19,00;11,00;12,00;11,00;1,00;11,00;6,00;7,00;9,00;3,00;8,00;8,00;11,00;2,00;7,00;1,00;1,00;2,00;0,50;1,00;0,00;6,00;1,00;0,00
2019-05-26;56,00;52,71;16,47;26,35;0,52;18,67;10,37;10,37;19,70;10,37;10,00;6,00;2,00;10,00;8,00;3,00;6,00;3,00;11,00;5,00;9,00;4,15;1,04;1,04;3,11;1,04;0,52;1,04;1,04;6,22;0,52;0,52
2019-06-02;67,00;74,05;17,63;31,74;0,00;20,87;15,38;15,38;20,87;9,89;10,00;8,00;1,00;15,00;6,00;2,00;7,00;4,00;8,00;8,00;11,00;3,30;3,30;2,20;2,20;1,10;1,10;1,10;1,10;5,49;0,00;0,00
2019-06-09;67,00;47,86;19,14;31,90;0,50;24,00;8,00;15,00;18,00;7,00;7,11;14,21;2,03;18,27;8,12;2,03;6,09;3,05;10,15;6,09;12,18;2,00;3,00;1,00;2,00;1,00;0,00;0,50;0,00;4,00;0,00;0,00
2019-06-16;69,00;59,14;19,71;26,29;0,00;24,00;9,00;12,00;16,00;8,00;9,27;8,24;1,03;12,36;10,30;1,03;5,15;4,12;12,36;6,18;9,27;2,00;3,00;2,00;3,00;1,00;0,50;1,00;0,50;3,00;0,50;0,50
2019-06-23;73,00;63,48;15,87;34,91;0,50;20,00;13,00;11,00;23,00;9,00;5,37;12,88;1,07;15,03;7,51;2,15;7,51;3,22;13,96;6,44;10,74;2,00;3,00;1,00;2,00;1,00;1,00;2,00;0,00;4,00;0,00;0,00
2019-06-30;71,00;54,86;22,59;29,05;0,50;20,00;11,00;14,00;20,00;7,00;8,11;12,17;2,03;15,21;12,17;3,04;6,09;4,06;13,19;9,13;12,17;3,00;2,00;1,00;5,00;0,50;0,00;2,00;0,50;5,00;0,00;0,50
2019-07-07;75,00;58,70;32,61;29,35;1,00;25,00;12,00;19,00;19,00;8,00;11,62;12,68;2,11;14,79;12,68;1,06;7,39;3,17;13,73;8,45;10,56;5,00;2,00;1,00;4,00;2,00;1,00;1,00;0,00;2,00;0,00;0,50
2019-07-14;79,00;79,00;25,14;46,68;1,10;20,85;13,17;18,65;20,85;10,97;13,00;17,00;2,00;17,00;10,00;3,00;8,00;3,00;12,00;8,00;10,00;3,29;4,39;2,19;4,39;2,19;0,00;0,55;0,55;5,49;0,55;1,10
2019-07-21;91,00;72,80;32,76;43,68;0,58;29,95;16,13;19,58;27,65;12,67;13,00;12,00;2,00;14,00;8,00;2,00;7,00;6,00;15,00;8,00;13,00;4,61;3,46;1,15;5,76;3,46;1,15;1,15;0,58;4,61;0,00;1,15
2019-07-28;82,00;65,60;32,80;32,80;4,00;27,00;13,00;17,00;27,00;11,00;12,62;15,77;1,05;15,77;12,62;2,10;13,67;6,31;22,08;11,56;17,87;5,00;3,00;2,00;3,00;2,00;1,00;1,00;0,50;3,00;0,50;0,00
2019-08-04;84,00;71,08;35,54;42,00;1,01;30,36;21,25;23,28;31,37;12,14;14,00;20,00;0,50;11,00;13,00;4,00;8,00;6,00;15,00;10,00;20,00;2,02;5,06;1,01;4,05;2,02;2,02;3,04;1,01;4,05;0,00;0,00
2019-08-11;81,00;68,04;32,40;32,40;1,00;68,00;15,00;25,00;30,00;13,00;22,38;18,12;2,13;12,79;10,66;3,20;8,53;3,20;20,25;11,72;15,99;2,00;4,00;1,00;2,00;2,00;1,00;1,00;1,00;6,00;0,00;0,00
2019-08-18;87,00;83,65;33,46;36,81;0,52;26,93;11,39;30,04;23,82;13,46;15,00;21,00;3,00;11,00;9,00;4,00;11,00;3,00;17,00;9,00;15,00;3,11;3,11;1,04;3,11;3,11;0,52;1,04;0,00;5,18;0,52;1,04
2019-08-25;77,00;77,00;35,00;31,50;0,00;31,90;14,30;18,70;24,20;16,50;14,00;18,00;2,00;12,00;12,00;3,00;9,00;5,00;15,00;8,00;16,00;3,30;4,40;1,10;3,30;1,10;1,10;1,10;1,10;4,40;0,00;0,00
2019-09-01;84,00;80,77;32,31;35,54;1,00;28,00;13,00;19,00;21,00;13,00;19,95;14,70;2,10;10,50;8,40;3,15;8,40;1,05;15,75;8,40;12,60;2,00;3,00;1,00;5,00;3,00;1,00;2,00;0,00;6,00;0,50;0,00
2019-09-08;70,00;79,55;28,64;25,45;0,50;28,00;16,00;22,00;24,00;12,00;12,00;17,00;2,00;11,00;9,00;3,00;8,00;3,00;17,00;7,00;10,00;1,00;4,00;1,00;5,00;1,00;1,00;1,00;0,50;4,00;0,50;0,00
2019-09-15;78,00;78,00;29,25;32,50;1,00;29,00;8,00;29,00;21,00;29,00;15,19;12,16;1,01;7,09;8,10;1,01;9,12;3,04;19,25;7,09;9,12;1,00;1,00;0,50;4,00;1,00;0,00;1,00;0,00;4,00;0,50;0,00
2019-09-22;76,00;72,70;29,74;26,43;1,04;31,23;11,45;21,86;20,82;16,66;14,00;11,00;2,00;7,00;13,00;1,00;9,00;3,00;16,00;7,00;12,00;2,08;4,16;1,04;3,12;1,04;1,04;0,52;0,52;6,25;1,04;0,52
2019-09-29;93,00;86,59;28,86;32,07;1,00;30,00;11,00;21,00;22,00;12,00;16,81;17,93;2,24;5,60;11,20;3,36;10,08;3,36;22,41;7,84;14,57;5,00;2,00;1,00;3,00;1,00;0,00;1,00;0,00;5,00;0,00;0,00
2019-10-06;82,00;78,85;25,23;25,23;1,00;28,00;13,00;27,00;21,00;9,00;14,72;14,72;1,05;9,46;9,46;3,15;9,46;3,15;15,77;7,36;11,56;4,00;2,00;1,00;2,00;0,50;0,50;1,00;0,50;4,00;0,00;1,00
2019-10-13;83,00;79,68;26,56;36,52;1,02;23,57;10,25;19,47;25,62;11,27;15,00;15,00;2,00;8,00;10,00;2,00;9,00;4,00;12,00;16,00;10,00;3,07;3,07;1,02;3,07;1,02;0,00;0,51;0,00;1,02;0,51;0,51
2019-10-20;83,00;76,62;28,73;22,35;0,50;24,00;11,00;29,00;22,00;10,00;16,38;20,75;2,18;8,74;8,74;2,18;7,64;5,46;12,01;3,28;12,01;2,00;4,00;1,00;4,00;1,00;1,00;1,00;0,50;3,00;0,00;0,50
2019-10-27;78,00;195,00;32,50;26,00;1,00;24,00;11,00;24,00;24,00;8,00;15,38;24,17;2,20;6,59;9,89;2,20;5,49;6,59;14,28;4,39;10,99;1,00;1,00;1,00;5,00;2,00;0,00;1,00;0,50;4,00;0,00;0,00
2019-11-03;95,00;82,33;28,50;22,17;0,50;27,00;11,00;20,00;34,00;9,00;11,88;15,11;1,08;8,64;8,64;2,16;8,64;2,16;16,19;3,24;11,88;2,00;3,00;0,00;3,00;1,00;0,50;1,00;0,50;3,00;0,50;0,50
2019-11-10;90,00;70,71;28,93;22,50;0,00;23,00;6,00;24,00;23,00;11,00;17,79;20,93;2,09;8,37;6,28;4,19;4,19;2,09;8,37;4,19;12,56;1,00;1,00;0,50;3,00;1,00;0,00;1,00;0,50;3,00;0,50;1,00
2019-11-17;95,00;80,93;28,15;21,11;0,54;26,99;9,72;21,59;24,83;9,72;19,00;13,00;2,00;8,00;7,00;2,00;5,00;3,00;11,00;2,00;11,00;2,16;2,16;0,54;3,24;1,08;0,00;1,08;0,00;3,24;0,54;0,54
2019-11-24;97,00;74,37;22,63;16,17;0,00;25,53;8,17;27,57;23,48;12,25;16,00;17,00;2,00;4,00;7,00;4,00;6,00;6,00;9,00;5,00;13,00;2,04;3,06;0,00;3,06;2,04;0,51;1,02;0,51;1,02;0,00;0,00
2019-12-01;76,00;76,00;28,50;25,33;1,00;20,00;9,00;24,00;23,00;7,00;15,83;21,11;2,11;9,50;8,44;3,17;6,33;3,17;11,61;3,17;9,50;2,00;2,00;1,00;2,00;1,00;1,00;0,50;1,00;4,00;0,00;0,00
2019-12-08;67,00;70,19;22,33;19,14;0,50;18,00;8,00;25,00;19,00;6,00;17,37;21,09;1,24;8,69;4,96;3,72;6,20;3,72;9,93;2,48;9,93;1,00;2,00;0,00;3,00;1,00;1,00;1,00;1,00;2,00;0,50;0,00
2019-12-15;64,00;76,80;22,40;25,60;0,50;23,00;10,00;18,00;22,00;6,00;12,00;16,00;3,00;7,00;9,00;3,00;5,00;3,00;13,00;4,00;8,00;1,00;2,00;0,50;4,00;1,00;0,00;1,00;0,50;2,00;0,00;0,00
2019-12-22;82,00;78,85;25,23;25,23;0,00;27,00;9,00;25,00;22,00;9,00;18,84;16,62;2,22;7,76;11,08;0,55;7,76;3,32;18,84;8,86;15,51;3,00;4,00;1,00;2,00;2,00;1,00;1,00;1,00;5,00;0,00;0,00
2019-12-29;100,00;96,77;25,81;32,26;0,00;23,00;13,00;26,00;19,00;10,00;25,56;24,44;2,22;12,22;11,11;2,22;7,78;2,22;15,56;6,67;14,44;2,00;2,00;0,00;4,00;1,00;0,50;0,00;0,00;4,00;0,00;0,00
2020-01-05;83,00;73,42;31,92;25,54;0,50;30,00;15,00;22,00;21,00;7,00;12,30;14,35;2,05;9,22;9,22;1,02;6,15;2,05;8,20;6,15;9,22;2,00;2,00;1,00;1,00;2,00;1,00;1,00;0,50;3,00;0,00;0,00
2020-01-12;79,00;72,68;34,76;22,12;1,00;26,00;11,00;22,00;21,00;8,00;14,18;13,17;2,03;11,14;10,13;2,03;6,08;3,04;9,12;6,08;9,12;3,00;2,00;1,00;2,00;1,00;0,00;2,00;0,00;4,00;0,50;0,00
2020-01-19;80,00;76,80;32,00;32,00;1,00;23,00;14,00;23,00;19,00;9,00;16,00;11,00;1,00;10,00;8,00;2,00;7,00;3,00;13,00;4,00;8,00;3,00;2,00;1,00;3,00;2,00;0,50;0,50;0,50;1,00;0,00;0,00
2020-01-26;65,00;61,75;29,25;26,00;0,52;22,70;11,35;16,51;22,70;8,25;13,00;11,00;1,00;9,00;6,00;2,00;7,00;2,00;8,00;4,00;9,00;3,10;2,06;0,52;3,10;1,03;1,03;0,52;0,52;3,10;0,00;0,00
2020-02-02;59,00;62,28;22,94;19,67;0,50;29,00;10,00;14,00;18,00;8,00;10,00;8,00;3,00;10,00;8,00;1,00;7,00;3,00;8,00;4,00;6,00;2,00;2,00;1,00;1,00;3,00;0,50;0,00;1,00;2,00;0,00;0,00
2020-02-09;77,00;60,96;25,67;22,46;0,00;18,00;14,00;16,00;17,00;8,00;12,32;11,29;2,05;12,32;8,21;2,05;9,24;2,05;9,24;5,13;9,24;2,00;2,00;1,00;2,00;2,00;0,00;1,00;0,50;2,00;0,00;0,50
2020-02-16;63,00;63,00;22,05;22,05;1,00;25,00;12,00;15,00;18,00;8,00;13,21;11,18;2,03;10,16;5,08;2,03;5,08;5,08;8,13;6,10;8,13;1,00;2,00;1,00;2,00;1,00;1,00;2,00;0,00;3,00;0,50;0,00
2020-02-23;60,00;60,00;16,67;20,00;0,51;22,37;5,08;9,15;12,20;7,12;9,00;6,00;1,00;7,00;5,00;3,00;6,00;1,00;7,00;2,00;8,00;2,03;2,03;0,51;1,02;1,02;0,51;0,51;0,00;1,02;0,00;0,00
2020-03-01;49,00;45,73;16,33;19,60;0,00;21,00;5,00;11,00;10,00;5,00;6,13;5,10;2,04;5,10;6,13;2,04;3,06;1,02;5,10;2,04;8,17;1,00;2,00;0,00;1,00;1,00;1,00;1,00;0,50;2,00;0,00;0,00
2020-03-08;46,00;35,38;10,62;14,15;0,56;19,07;3,37;3,37;6,73;3,37;4,00;5,00;2,00;3,00;4,00;1,00;5,00;1,00;5,00;3,00;3,00;0,56;2,24;1,12;1,12;0,00;0,00;1,12;0,00;1,12;0,56;0,00
2020-03-15;41,00;25,23;6,31;9,46;0,00;7,00;1,00;3,00;6,00;3,00;1,05;2,10;0,53;5,26;4,21;0,53;3,15;0,53;5,26;2,10;2,10;1,00;2,00;0,50;1,00;0,00;0,00;0,00;1,00;2,00;0,00;0,00
2020-03-22;30,00;23,33;3,33;3,33;1,00;11,00;2,00;3,00;7,00;4,00;2,31;2,31;0,58;2,31;2,31;0,58;0,58;1,15;4,62;3,46;3,46;0,50;1,00;0,00;0,00;0,50;0,00;0,50;0,00;2,00;0,00;0,00
2020-03-29;25,00;25,00;3,13;3,13;0,00;6,00;2,00;3,00;5,00;2,00;1,19;2,38;1,19;4,76;1,19;0,60;2,38;1,19;4,76;3,57;5,95;0,50;0,50;0,50;0,50;0,50;0,50;0,00;0,00;1,00;0,00;0,00
2020-04-05;20,00;16,67;3,33;6,67;0,50;5,00;3,00;4,00;5,00;2,00;2,22;1,11;0,00;5,56;2,22;0,00;1,11;0,56;2,22;5,56;2,22;0,50;1,00;0,50;1,00;0,50;0,00;0,00;0,00;1,00;0,00;0,00
2020-04-12;24,00;15,00;3,00;3,00;0,50;6,00;1,00;4,00;5,00;4,00;1,20;1,20;1,20;3,60;1,20;0,60;1,20;0,60;2,40;6,00;2,40;0,00;1,00;0,00;1,00;0,00;1,00;0,50;0,00;2,00;0,00;0,00
2020-04-19;22,00;22,00;3,14;6,29;0,00;7,00;2,00;4,00;7,00;3,00;3,47;3,47;0,58;5,79;2,32;0,58;1,16;0,58;2,32;3,47;2,32;0,50;0,50;0,00;0,50;0,00;0,50;0,00;0,00;3,00;0,00;0,00
2020-04-26;21,00;15,00;6,00;3,00;0,00;7,00;1,00;3,00;3,00;4,00;2,33;2,33;1,17;3,50;2,33;1,17;2,33;0,58;3,50;1,17;1,17;0,50;0,00;0,00;0,50;0,50;0,50;0,00;0,00;1,00;0,00;0,00
2020-05-03;22,00;18,86;6,29;3,14;0,00;4,00;2,00;3,00;7,00;4,00;2,10;1,05;0,00;2,10;2,10;1,05;1,05;1,05;2,10;3,14;3,14;0,50;1,00;0,50;0,50;1,00;0,50;1,00;0,00;1,00;0,00;0,00
2020-05-10;21,00;18,00;3,00;6,00;0,00;4,00;2,00;3,00;4,00;3,00;1,11;1,11;0,55;3,32;2,21;0,55;2,21;0,55;3,32;1,11;2,21;0,00;1,00;1,00;0,50;0,50;0,50;1,00;0,50;1,00;0,00;0,00
2020-05-17;28,00;21,78;3,11;12,44;0,50;4,00;2,00;1,00;5,00;3,00;1,04;2,07;0,00;5,19;2,07;0,52;2,07;1,04;4,15;2,07;3,11;1,00;0,50;0,00;1,00;0,50;0,00;0,00;0,00;2,00;0,00;0,00
2020-05-24;25,00;25,00;3,57;7,14;0,00;7,61;2,17;2,17;5,43;2,17;1,00;1,00;0,50;4,00;2,00;0,50;1,00;0,50;3,00;3,00;1,00;0,54;0,54;0,00;1,09;1,09;0,00;1,09;0,54;1,09;1,09;0,00
2020-05-31;23,00;19,71;6,57;6,57;1,00;5,00;4,00;3,00;7,00;2,00;2,00;2,00;1,00;7,00;2,00;1,00;3,00;1,00;3,00;2,00;3,00;1,00;1,00;0,00;1,00;0,50;0,00;0,50;0,00;2,00;0,00;0,50
2020-06-07;23,00;23,00;6,57;9,86;0,50;6,00;5,00;2,00;4,00;3,00;2,19;2,19;1,10;2,19;2,19;1,10;2,19;1,10;3,29;1,10;2,19;0,50;2,00;0,00;1,00;0,50;1,00;0,50;0,00;3,00;0,00;0,00
2020-06-14;25,00;29,17;8,33;8,33;0,66;7,89;3,95;5,26;9,21;5,26;2,00;3,00;0,50;4,00;3,00;1,00;3,00;1,00;7,00;2,00;3,00;0,66;1,32;1,32;1,32;0,66;0,66;0,00;0,00;2,63;0,00;0,66
2020-06-21;24,00;27,43;6,86;10,29;0,50;6,00;6,00;3,00;5,00;5,00;3,60;7,20;0,60;6,00;2,40;1,20;2,40;2,40;6,00;1,20;2,40;1,00;1,00;0,00;2,00;1,00;0,50;1,00;0,00;3,00;0,00;0,00
2020-06-28;18,00;21,00;3,00;9,00;0,50;8,00;3,00;5,00;5,00;3,00;2,40;3,60;1,20;6,00;2,40;2,40;4,80;1,20;3,60;2,40;3,60;0,50;1,00;0,50;1,00;1,00;0,50;0,50;0,00;1,00;0,00;0,50
2020-07-05;23,00;36,80;13,80;13,80;0,00;11,50;4,31;7,19;11,50;8,63;2,00;5,00;2,00;5,00;2,00;1,00;2,00;2,00;7,00;2,00;4,00;0,72;1,44;0,72;2,88;0,72;0,00;0,72;1,44;2,88;0,00;1,44
2020-07-12;26,00;29,71;11,14;14,86;0,59;13,00;2,36;4,73;8,27;18,91;2,00;4,00;1,00;7,00;4,00;2,00;2,00;1,00;5,00;1,00;3,00;0,00;2,36;0,00;2,36;0,59;1,18;3,55;1,18;2,36;0,00;0,00
2020-07-19;28,00;28,00;9,33;12,44;0,00;9,00;5,00;3,00;8,00;9,00;3,23;5,38;0,00;5,38;3,23;1,08;2,15;3,23;8,62;2,15;3,23;0,50;2,00;1,00;1,00;1,00;1,00;1,00;0,50;1,00;0,50;0,00
2020-07-26;27,00;30,38;10,13;10,13;0,00;8,31;4,15;6,23;8,31;4,15;1,00;5,00;2,00;5,00;2,00;0,50;3,00;2,00;5,00;2,00;3,00;1,04;2,08;0,00;2,08;0,52;0,00;0,00;1,04;3,12;0,00;0,52
2020-08-02;26,00;29,25;9,75;9,75;0,00;8,00;3,00;4,00;6,00;5,00;3,39;4,52;1,13;6,78;1,13;1,13;3,39;3,39;5,65;1,13;6,78;1,00;1,00;0,50;2,00;0,50;0,50;0,50;0,00;3,00;0,00;0,00
2020-08-09;32,00;35,20;12,80;6,40;1,00;5,00;4,00;6,00;6,00;4,00;4,92;9,85;1,23;7,38;4,92;2,46;3,69;2,46;4,92;2,46;7,38;0,50;2,00;0,50;1,00;1,00;1,00;1,00;0,50;4,00;0,50;0,50
2020-08-16;27,00;30,38;10,13;3,38;0,00;4,15;3,12;4,15;3,12;6,23;4,00;3,00;1,00;1,00;4,00;2,00;2,00;2,00;6,00;1,00;4,00;0,52;2,08;0,52;2,08;2,08;0,00;1,04;1,04;3,12;1,04;0,00
2020-08-23;33,00;26,40;6,60;6,60;0,00;5,00;1,00;6,00;9,00;3,00;2,36;3,54;1,18;2,36;5,89;1,18;3,54;2,36;11,79;2,36;5,89;0,50;1,00;1,00;1,00;1,00;1,00;1,00;0,00;2,00;0,50;0,00
2020-08-30;26,00;29,25;9,75;6,50;0,50;5,00;4,00;5,00;13,00;3,00;1,04;4,16;1,04;3,12;3,12;1,04;4,16;1,04;7,28;3,12;2,08;1,00;2,00;0,00;2,00;1,00;0,00;1,00;0,00;3,00;0,00;0,00
2020-09-06;25,00;25,00;9,38;6,25;0,00;5,00;3,00;4,00;3,00;4,00;0,52;3,13;1,04;4,17;4,17;0,52;3,13;1,04;6,25;2,08;4,17;1,00;1,00;1,00;2,00;1,00;0,50;1,00;0,00;2,00;0,00;0,00
2020-09-13;31,00;18,60;6,20;6,20;0,00;8,00;3,00;4,00;6,00;6,00;1,03;4,13;0,52;4,13;5,17;2,07;2,07;1,03;5,17;2,07;3,10;1,00;1,00;0,00;1,00;0,00;0,50;1,00;0,50;2,00;0,00;0,00
2020-09-20;29,00;38,67;9,67;6,44;0,00;7,00;2,00;6,00;8,00;4,00;2,00;4,00;1,00;3,00;2,00;1,00;4,00;1,00;5,00;2,00;5,00;0,50;1,00;1,00;1,00;1,00;1,00;0,00;0,00;2,00;0,00;0,50
2020-09-27;23,00;29,57;6,57;6,57;0,50;9,00;1,00;4,00;6,00;5,00;2,00;3,00;1,00;3,00;3,00;1,00;2,00;1,00;4,00;2,00;3,00;0,00;1,00;0,50;1,00;1,00;0,00;0,00;0,00;2,00;1,00;0,00
2020-10-04;28,00;42,00;7,00;7,00;0,00;6,22;2,07;6,22;11,41;4,15;2,00;4,00;1,00;2,00;1,00;1,00;2,00;1,00;4,00;1,00;3,00;0,00;2,07;0,00;1,04;0,00;0,00;0,52;0,00;1,04;0,00;0,00
2020-10-11;27,00;30,38;6,75;3,38;0,50;4,00;3,00;1,00;8,00;4,00;2,25;4,50;1,13;3,38;1,13;1,13;3,38;0,00;3,38;2,25;2,25;0,50;1,00;1,00;1,00;2,00;1,00;0,50;1,00;1,00;0,50;0,00
2020-10-18;23,00;23,00;3,83;3,83;0,61;6,05;3,63;2,42;8,47;3,63;1,00;4,00;1,00;3,00;2,00;2,00;3,00;0,50;5,00;2,00;4,00;0,00;2,42;0,00;2,42;1,21;0,61;0,00;0,00;2,42;0,00;0,00
2020-10-25;21,00;31,50;3,50;3,50;0,00;5,00;2,00;3,00;3,00;3,00;1,00;1,00;1,00;3,00;2,00;1,00;2,00;1,00;2,00;7,00;3,00;0,50;1,00;0,50;1,00;0,00;0,50;0,50;0,50;2,00;0,00;0,00
2020-11-01;21,00;90,00;6,00;3,00;0,00;8,00;1,00;2,00;5,00;2,00;2,00;5,00;1,00;2,00;1,00;1,00;1,00;1,00;2,00;3,00;2,00;1,00;1,00;0,50;1,00;0,50;0,50;1,00;0,00;2,00;0,00;0,00
2020-11-08;21,00;31,50;3,50;3,50;0,50;6,00;2,00;1,00;6,00;4,00;1,11;2,21;0,55;2,21;3,32;1,11;1,11;1,11;1,11;2,21;1,11;1,00;1,00;0,50;1,00;0,00;0,00;0,50;0,00;1,00;0,00;0,50
2020-11-15;29,00;19,33;3,22;3,22;0,00;7,00;0,50;3,00;5,00;5,00;1,12;1,12;1,12;3,35;2,23;0,56;2,23;1,12;4,46;2,23;2,23;1,00;2,00;0,00;1,00;0,50;0,00;0,50;0,00;2,00;0,00;0,50
2020-11-22;26,00;19,50;6,50;3,25;0,00;8,32;3,12;4,16;4,16;5,20;1,00;3,00;2,00;3,00;2,00;1,00;1,00;1,00;3,00;4,00;3,00;0,52;1,04;0,00;0,52;0,52;0,00;0,00;0,52;2,08;0,00;0,00
