Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;24,00;246,00;192,00;96,00;156,00;113,45;17,45;100,36;41,45;16,00;82,67;136,00;56,00;16,62;73,85;83,08;16,62;39,65;56,35;43,83;43,83;12,57;85,71;33,14;12,57;12,00;0,00;114,86;0,00;0,00;0,00;6,00;6,00;0,00;6,00
2019-01-13;23,00;368,00;268,33;161,00;237,67;166,75;0,00;149,50;77,63;30,67;145,67;145,67;40,89;3,54;79,62;35,38;23,00;23,00;23,00;23,00;69,00;23,00;49,14;7,32;0,00;23,00;14,64;66,91;7,67;0,00;0,00;7,67;0,00;0,00;0,00
2019-01-20;15,00;315,00;255,00;135,00;247,50;147,00;24,00;153,00;57,00;22,50;45,00;160,00;62,50;15,00;45,00;48,33;6,67;23,00;31,00;15,00;34,00;4,29;41,79;26,79;7,50;36,43;6,43;96,43;7,50;15,00;15,00;0,00;15,00;7,50;0,00
2019-01-27;12,00;240,00;264,00;132,00;162,00;110,40;7,20;79,20;38,40;120,00;480,00;756,00;192,00;66,00;204,00;228,00;42,00;105,00;162,00;93,00;174,00;42,00;174,00;120,00;54,00;18,86;6,86;102,86;0,00;6,00;12,00;0,00;0,00;6,00;0,00
2019-02-03;28,00;245,00;308,00;105,00;161,00;86,55;0,00;211,27;117,09;12,73;104,36;124,73;58,55;36,75;43,75;31,50;24,50;20,00;63,00;24,00;28,00;7,54;67,85;48,46;28,00;20,53;0,00;125,07;6,72;6,72;0,00;6,72;21,28;0,00;0,00
2019-02-10;45,00;258,75;157,50;73,13;146,25;78,75;0,00;175,50;90,00;20,45;143,18;290,45;114,55;23,82;68,82;63,53;45,00;45,00;38,57;19,29;78,75;25,96;79,62;39,81;25,96;32,88;6,92;84,81;0,00;0,00;6,00;13,00;6,00;0,00;0,00
2019-02-17;38,00;190,00;211,71;114,00;190,00;78,24;0,00;96,12;89,41;50,67;129,83;212,17;88,67;24,00;70,00;70,00;18,00;42,75;71,25;23,75;61,75;10,13;57,00;29,13;29,13;6,91;0,00;58,73;6,00;0,00;6,00;0,00;13,00;13,00;6,00
2019-02-24;44,00;270,29;226,29;100,57;182,29;68,20;6,60;125,40;37,40;34,57;125,71;185,43;62,86;33,52;48,19;33,52;29,33;14,67;81,89;34,22;39,11;14,67;89,33;29,33;29,33;11,85;0,00;116,77;6,00;12,00;6,00;12,00;12,00;6,00;0,00
2019-03-03;48,00;252,00;198,00;72,00;168,00;82,91;0,00;106,91;89,45;55,38;140,31;217,85;114,46;26,40;91,20;91,20;43,20;53,65;64,94;43,76;53,65;16,50;81,00;21,00;21,00;18,86;12,00;114,86;0,00;0,00;12,00;6,00;18,00;0,00;0,00
2019-03-10;25,00;231,25;256,25;156,25;212,50;70,45;0,00;113,64;120,45;18,75;128,13;206,25;103,13;25,00;40,91;52,27;72,73;40,79;61,84;46,05;86,84;25,00;76,39;20,83;9,72;51,79;7,14;123,21;12,00;6,00;0,00;6,00;12,00;6,00;0,00
