Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-03-17;17,00;92,29;17,00;0,00;7,29;97,75;17,00;12,75;68,00;85,00;9,71;17,00;4,86;6,80;35,70;5,10;0,00;2,00;4,00;2,00;4,00;23,00;4,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;27,00;120,27;12,27;0,00;2,45;73,29;11,57;15,43;92,57;115,36;2,45;17,18;4,91;4,76;52,41;7,94;0,00;0,00;4,00;4,00;15,00;21,00;8,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;30,00;122,31;16,15;0,00;4,62;82,50;18,75;26,25;75,00;110,77;6,92;9,23;6,92;4,74;37,89;0,00;1,58;8,00;6,00;0,00;14,00;18,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;39,00;119,44;2,44;0,00;0,00;101,40;11,70;19,50;66,30;97,50;4,88;9,75;4,88;10,92;34,32;1,56;0,00;4,00;2,00;6,00;10,00;14,00;4,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;49,00;98,00;7,00;0,00;0,00;86,69;7,54;15,08;79,15;102,67;4,67;7,00;2,33;6,32;42,68;0,00;0,00;2,00;2,00;4,00;16,00;16,00;23,00;0,00;4,00;0,00;0,00;12,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;63,00;133,00;2,33;0,00;4,67;82,69;3,94;11,81;74,81;126,00;7,00;11,67;7,00;4,73;51,98;4,73;1,58;0,00;6,00;2,00;11,00;6,00;17,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;39,00;167,47;4,59;0,00;0,00;105,30;7,80;19,50;78,00;102,38;4,88;4,88;0,00;1,56;57,72;6,24;3,12;0,00;8,00;2,00;4,00;18,00;12,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;37,00;113,47;4,93;0,00;4,93;107,30;11,10;7,40;85,10;133,20;4,93;7,40;4,93;3,22;46,65;0,00;0,00;2,00;10,00;0,00;10,00;23,00;8,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-12;31,00;143,08;2,38;0,00;4,77;96,88;23,25;11,63;96,88;104,92;7,15;4,77;4,77;6,53;48,95;1,63;0,00;0,00;4,00;0,00;15,00;21,00;6,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00
2019-05-19;38,00;166,25;4,75;0,00;2,38;140,60;7,60;22,80;91,20;128,25;4,75;4,75;4,75;7,92;49,08;0,00;1,58;0,00;8,00;2,00;4,00;27,00;0,00;2,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;35,00;123,67;4,67;0,00;0,00;112,78;11,67;15,56;81,67;135,33;4,67;11,67;4,67;4,77;54,09;1,59;3,18;4,00;4,00;2,00;7,00;22,00;11,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;38,00;187,63;9,50;0,00;9,50;125,40;22,80;26,60;110,20;192,38;2,38;9,50;4,75;9,50;77,58;4,75;0,00;0,00;8,00;0,00;14,00;28,00;14,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;50,00;154,76;16,67;0,00;4,76;130,77;38,46;11,54;115,38;133,33;2,38;4,76;21,43;3,23;112,90;0,00;3,23;2,00;4,00;6,00;10,00;38,00;14,00;0,00;0,00;0,00;2,00;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;44,00;168,67;17,11;0,00;4,89;168,00;20,00;20,00;140,00;205,33;7,33;4,89;7,33;8,15;125,48;3,26;3,26;0,00;8,00;2,00;6,00;34,00;14,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;53,00;180,68;0,00;0,00;2,41;174,14;26,50;18,93;128,71;175,86;4,82;7,23;9,64;9,64;118,85;1,61;8,03;2,00;4,00;0,00;31,00;25,00;10,00;0,00;0,00;0,00;0,00;12,00;2,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-30;43,00;195,89;16,72;0,00;7,17;187,64;19,55;27,36;168,09;200,67;7,17;7,17;9,56;15,93;159,26;4,78;0,00;0,00;6,00;6,00;14,00;21,00;10,00;0,00;0,00;0,00;2,00;14,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-07;51,00;157,86;4,86;0,00;4,86;192,23;15,69;27,46;145,15;201,57;2,43;12,14;7,29;11,16;119,53;3,19;1,59;4,00;4,00;2,00;18,00;23,00;14,00;0,00;0,00;0,00;0,00;21,00;0,00;0,00;2,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-14;52,00;174,91;7,09;2,36;7,09;178,29;26,00;22,29;170,86;179,64;7,09;2,36;7,09;7,88;104,00;6,30;0,00;2,00;10,00;4,00;8,00;20,00;22,00;0,00;0,00;0,00;0,00;10,00;0,00;2,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-21;49,00;233,33;11,67;0,00;2,33;188,46;22,62;37,69;158,31;233,33;4,67;14,00;2,33;4,74;145,42;7,90;6,32;8,00;14,00;4,00;18,00;35,00;25,00;0,00;0,00;0,00;2,00;14,00;4,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-28;65,00;166,11;14,44;2,41;2,41;221,76;30,59;30,59;202,65;228,70;4,81;7,22;9,63;11,10;126,83;1,59;1,59;4,00;17,00;4,00;19,00;21,00;17,00;0,00;0,00;0,00;2,00;10,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-04;71,00;215,37;11,83;0,00;9,47;189,33;15,78;47,33;153,83;191,70;11,83;9,47;9,47;12,62;146,73;1,58;0,00;2,00;11,00;0,00;24,00;43,00;41,00;0,00;0,00;0,00;0,00;28,00;0,00;0,00;4,00;0,00;2,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00
2019-08-11;100,00;180,95;11,90;0,00;7,14;153,85;15,38;26,92;184,62;183,33;4,76;4,76;11,90;9,52;92,06;6,35;4,76;11,00;11,00;2,00;16,00;30,00;16,00;0,00;5,00;0,00;0,00;18,00;0,00;0,00;2,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-18;53,00;171,05;9,64;0,00;9,64;155,21;22,71;26,50;143,86;163,82;16,86;4,82;12,05;6,42;106,00;14,45;0,00;2,00;6,00;4,00;11,00;28,00;23,00;0,00;0,00;0,00;0,00;28,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-25;84,00;153,60;4,80;0,00;4,80;156,55;19,09;15,27;99,27;117,60;7,20;4,80;2,40;9,51;64,98;33,28;3,17;0,00;12,00;0,00;10,00;14,00;8,00;0,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00
2019-09-01;42,00;123,67;4,67;0,00;4,67;99,27;11,45;15,27;53,45;86,33;4,67;4,67;7,00;4,85;59,77;1,62;0,00;4,00;7,00;2,00;9,00;18,00;16,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;2,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-08;34,00;116,57;4,86;2,43;4,86;64,22;11,33;3,78;56,67;85,00;4,86;4,86;4,86;3,24;40,48;9,71;0,00;4,00;8,00;2,00;15,00;11,00;8,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-15;35,00;60,67;4,67;0,00;4,67;70,00;11,67;15,56;19,44;49,00;4,67;9,33;4,67;3,18;27,05;4,77;0,00;0,00;4,00;0,00;6,00;11,00;6,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-22;40,00;61,18;0,00;0,00;9,41;72,00;8,00;8,00;20,00;40,00;0,00;2,35;4,71;1,60;24,00;1,60;1,60;2,00;4,00;0,00;5,00;11,00;4,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-29;26,00;61,45;2,36;0,00;2,36;48,29;7,43;0,00;22,29;59,09;4,73;7,09;4,73;1,53;27,53;3,06;0,00;0,00;2,00;2,00;9,00;6,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-06;32,00;32,00;9,14;0,00;4,57;36,00;4,00;4,00;28,00;50,29;2,29;4,57;9,14;0,00;3,20;3,20;1,60;0,00;4,00;6,00;6,00;8,00;8,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-13;43,00;33,44;2,39;0,00;4,78;46,91;3,91;0,00;19,55;35,83;4,78;2,39;4,78;3,19;17,52;0,00;1,59;4,00;4,00;4,00;13,00;15,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;27,00;39,27;2,45;0,00;2,45;30,86;1,93;0,00;7,71;41,73;0,00;0,00;2,45;0,00;7,94;0,00;0,00;0,00;2,00;0,00;11,00;16,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-27;25,00;22,73;0,00;0,00;2,27;25,00;7,14;3,57;10,71;25,00;4,55;2,27;4,55;0,00;15,63;0,00;1,56;0,00;4,00;4,00;4,00;7,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-03;31,00;26,23;0,00;0,00;4,77;27,13;11,63;0,00;23,25;19,08;4,77;2,38;4,77;0,00;8,16;1,63;0,00;0,00;4,00;2,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-10;29,00;19,33;4,83;0,00;9,67;25,38;1,81;3,63;14,50;9,67;4,83;0,00;4,83;0,00;17,72;0,00;0,00;0,00;2,00;2,00;5,00;7,00;13,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-17;27,00;17,18;4,91;0,00;4,91;38,57;7,71;3,86;11,57;27,00;2,45;4,91;2,45;0,00;7,94;1,59;0,00;2,00;2,00;2,00;7,00;0,00;9,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-24;25,00;20,45;4,55;0,00;6,82;28,57;1,79;1,79;14,29;18,18;4,55;2,27;2,27;0,00;3,13;0,00;1,56;4,00;5,00;2,00;4,00;4,00;7,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-01;46,00;29,90;4,60;0,00;4,60;23,00;3,83;7,67;11,50;31,47;2,42;2,42;4,84;0,00;11,10;1,59;0,00;0,00;2,00;2,00;0,00;7,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-08;26,00;33,09;2,36;0,00;2,36;18,57;7,43;3,71;7,43;28,36;2,36;4,73;2,36;0,00;12,24;0,00;1,53;0,00;8,00;4,00;8,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-15;40,00;30,59;4,71;0,00;4,71;28,00;4,00;4,00;12,00;23,53;0,00;2,35;7,06;0,00;8,00;1,60;0,00;0,00;0,00;6,00;6,00;2,00;6,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-22;40,00;40,00;2,35;0,00;4,71;25,45;10,91;3,64;10,91;18,82;4,71;4,71;7,06;0,00;8,00;1,60;0,00;0,00;2,00;2,00;4,00;0,00;6,00;0,00;4,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-29;39,00;60,94;2,44;0,00;4,88;54,60;3,90;0,00;31,20;53,63;12,19;7,31;7,31;0,00;9,36;0,00;0,00;0,00;8,00;4,00;12,00;8,00;8,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-05;38,00;59,38;2,38;0,00;7,13;57,00;11,40;3,80;34,20;52,25;7,13;2,38;7,13;1,58;30,08;0,00;0,00;4,00;2,00;0,00;5,00;5,00;5,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-12;19,00;68,88;4,75;0,00;9,50;79,80;0,00;15,20;49,40;71,25;4,75;2,38;9,50;1,58;30,08;1,58;0,00;0,00;2,00;5,00;10,00;7,00;9,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2020-01-19;36,00;115,20;9,60;0,00;9,60;96,00;4,00;8,00;76,00;69,60;4,80;4,80;4,80;1,57;32,87;0,00;0,00;2,00;0,00;2,00;4,00;5,00;13,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-26;20,00;60,00;6,67;0,00;8,89;68,00;8,00;16,00;52,00;71,11;2,22;4,44;4,44;1,54;27,69;4,62;0,00;0,00;5,00;2,00;9,00;2,00;5,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-02;29,00;67,67;7,25;0,00;0,00;58,00;10,88;7,25;54,38;55,58;9,67;4,83;9,67;1,61;32,22;1,61;1,61;2,00;7,00;0,00;2,00;5,00;9,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-09;33,00;61,29;2,36;0,00;7,07;55,00;7,33;7,33;55,00;66,00;2,36;2,36;2,36;3,14;34,57;6,29;1,57;2,00;5,00;0,00;5,00;9,00;3,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-16;19,00;83,13;2,38;0,00;2,38;53,20;3,80;11,40;57,00;49,88;2,38;4,75;9,50;3,17;36,42;3,17;1,58;2,00;5,00;0,00;12,00;3,00;9,00;0,00;2,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;13,00;41,60;10,40;0,00;2,60;47,67;4,33;8,67;34,67;36,40;2,60;0,00;2,60;1,63;17,88;0,00;0,00;0,00;0,00;0,00;5,00;2,00;7,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-01;8,00;34,67;5,33;0,00;2,67;52,00;8,00;12,00;32,00;48,00;0,00;2,67;2,67;3,20;14,40;0,00;0,00;0,00;2,00;3,00;0,00;7,00;3,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00
2020-03-08;32,00;17,23;0,00;0,00;0,00;12,00;0,00;2,00;8,00;17,23;2,46;0,00;0,00;0,00;8,00;1,60;0,00;2,00;0,00;2,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2020-03-15;9,00;18,00;4,50;0,00;2,25;4,50;9,00;4,50;18,00;13,50;0,00;0,00;2,25;0,00;3,00;0,00;0,00;0,00;2,00;0,00;2,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;4,00;12,00;0,00;0,00;0,00;16,00;4,00;0,00;12,00;20,00;0,00;0,00;4,00;0,00;5,33;1,33;0,00;0,00;1,00;1,00;4,00;3,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-29;5,00;10,00;0,00;0,00;0,00;15,00;2,50;2,50;20,00;15,00;2,50;0,00;2,50;0,00;13,33;1,67;0,00;0,00;6,00;0,00;2,00;3,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;5,00;15,00;2,50;0,00;2,50;20,00;2,50;0,00;15,00;15,00;0,00;0,00;2,50;0,00;6,67;0,00;1,67;2,00;5,00;2,00;0,00;3,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;8,00;26,67;2,67;2,67;2,67;8,00;4,00;2,00;16,00;21,33;0,00;2,67;0,00;0,00;6,40;1,60;0,00;0,00;2,00;0,00;6,00;3,00;3,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;5,00;17,50;0,00;0,00;0,00;15,00;0,00;2,50;15,00;20,00;0,00;0,00;0,00;0,00;13,33;0,00;0,00;0,00;2,00;3,00;0,00;2,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;3,00;12,00;0,00;0,00;0,00;12,00;3,00;0,00;6,00;27,00;0,00;3,00;0,00;0,00;4,50;0,00;0,00;0,00;5,00;2,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-03;8,00;13,33;2,67;0,00;0,00;12,00;2,00;4,00;4,00;18,67;2,67;0,00;0,00;1,60;12,80;0,00;1,60;2,00;3,00;0,00;3,00;2,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;5,00;22,50;0,00;0,00;0,00;35,00;2,50;0,00;10,00;22,50;2,50;0,00;0,00;1,67;10,00;1,67;1,67;3,00;6,00;0,00;6,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;13,00;10,83;0,00;0,00;0,00;30,33;4,33;0,00;13,00;26,00;2,17;0,00;0,00;0,00;11,38;0,00;0,00;3,00;3,00;2,00;3,00;5,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-24;11,00;13,20;2,20;0,00;0,00;33,00;7,33;1,83;7,33;28,60;0,00;2,20;2,20;0,00;12,57;0,00;0,00;0,00;3,00;0,00;2,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-31;16,00;29,71;0,00;0,00;4,57;28,00;8,00;4,00;16,00;29,71;6,86;2,29;2,29;0,00;19,20;1,60;0,00;0,00;5,00;2,00;0,00;5,00;5,00;0,00;0,00;0,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-07;15,00;40,00;2,50;0,00;0,00;37,50;7,50;1,88;22,50;40,00;2,50;7,50;2,50;0,00;18,33;0,00;1,67;0,00;0,00;2,00;3,00;10,00;10,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;21,00;46,67;2,33;0,00;2,33;37,80;8,40;0,00;46,20;56,00;2,33;0,00;2,33;0,00;24,23;0,00;1,62;3,00;2,00;2,00;3,00;3,00;5,00;0,00;0,00;0,00;0,00;3,00;2,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-21;29,00;41,08;4,83;0,00;2,42;58,00;4,14;8,29;33,14;55,58;4,83;2,42;4,83;0,00;33,83;1,61;0,00;2,00;4,00;4,00;4,00;13,00;9,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2020-06-28;36,00;55,20;2,40;0,00;2,40;64,00;4,00;0,00;48,00;52,80;2,40;7,20;2,40;0,00;25,04;1,57;0,00;0,00;3,00;0,00;10,00;5,00;9,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-05;32,00;59,43;2,29;0,00;2,29;64,00;2,00;12,00;44,00;54,86;6,86;0,00;2,29;1,60;54,40;4,80;3,20;2,00;2,00;2,00;9,00;14,00;9,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
