Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;60,00;600,00;270,00;360,00;270,00;211,43;88,57;114,29;200,00;48,00;66,67;90,67;42,67;52,00;160,00;72,00;20,00;67,00;30,00;24,00;30,00;20,00;48,89;40,00;20,00;90,00;39,38;30,00;20,63;20,63;20,63;20,63;0,00;8,08;17,31;34,62
2019-01-13;37,00;351,50;296,00;259,00;129,50;143,07;135,67;120,87;106,07;43,85;61,67;68,52;74,00;19,73;32,07;37,00;37,00;44,19;56,53;24,67;50,36;37,00;30,15;5,48;12,33;37,00;18,50;31,22;12,72;18,50;5,78;0,00;5,78;30,00;7,00;0,00
2019-01-20;47,00;564,00;611,00;564,00;564,00;276,78;182,78;245,44;151,44;29,54;71,17;65,80;53,71;70,50;94,00;47,00;47,00;41,00;77,00;30,00;59,00;60,82;71,88;47,00;24,88;69,38;22,38;0,00;0,00;35,81;0,00;35,81;11,19;0,00;0,00;15,67
2019-01-27;37,00;592,00;481,00;333,00;370,00;111,00;101,75;148,00;157,25;51,23;190,69;76,85;176,46;4,35;32,65;15,24;10,88;24,67;98,67;24,67;98,67;37,00;20,97;11,10;20,97;5,00;26,00;5,00;5,00;26,00;10,00;5,00;0,00;8,93;8,93;0,00
2019-02-03;44,00;968,00;572,00;528,00;572,00;166,22;166,22;347,11;288,44;61,33;98,67;49,33;68,00;114,40;272,80;114,40;88,00;25,00;50,00;25,00;31,00;132,00;68,44;156,44;176,00;88,00;152,00;44,00;108,00;44,00;20,00;0,00;20,00;15,30;15,30;0,00
2019-02-10;53,00;477,00;212,00;291,50;238,50;91,55;81,91;91,55;106,00;85,26;117,52;140,57;205,09;42,40;164,30;79,50;68,90;53,00;95,74;64,97;64,97;67,72;0,00;41,22;108,94;40,95;53,00;26,50;26,50;26,50;26,50;40,95;14,45;8,00;0,00;8,00
2019-02-17;32,00;544,00;512,00;384,00;320,00;100,92;132,92;125,54;86,15;32,00;37,33;62,67;94,67;46,55;98,91;32,00;32,00;51,00;63,00;0,00;25,00;32,00;55,58;32,00;23,58;23,65;54,26;8,35;32,00;30,61;8,35;0,00;15,30;0,00;0,00;8,26
2019-02-24;32,00;480,00;416,00;448,00;384,00;130,67;138,67;237,33;154,67;216,89;199,11;85,33;284,44;32,00;53,33;32,00;32,00;46,77;201,85;61,54;61,54;47,41;15,41;21,33;10,67;27,00;22,00;5,00;11,00;27,00;5,00;11,00;38,00;0,00;16,00;7,47
2019-03-03;85,00;361,25;212,50;233,75;233,75;162,71;123,86;131,14;123,86;27,32;173,04;100,18;258,04;23,45;93,79;32,24;8,79;85,00;140,92;29,08;98,42;31,06;22,88;37,60;76,83;46,61;23,31;0,00;8,23;0,00;15,08;15,08;8,23;0,00;0,00;8,00
2019-03-10;37,00;740,00;444,00;518,00;370,00;132,58;141,83;141,83;141,83;60,79;91,18;72,68;91,18;37,00;74,00;22,77;28,46;37,00;99,00;55,00;55,00;51,48;8,04;14,48;14,48;6,85;60,30;0,00;30,15;15,07;15,07;15,07;15,07;0,00;0,00;27,13
