Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;47,00;7,00;33,00;8,00;5,00;5,00
2019-01-13;45,00;8,00;34,00;8,00;4,00;4,00
2019-01-20;40,00;9,00;25,00;6,00;4,00;4,00
2019-01-27;42,00;6,00;25,00;8,00;5,00;3,00
2019-02-03;36,00;11,00;25,00;9,00;1,00;4,00
2019-02-10;35,00;7,00;29,00;9,00;3,00;3,00
2019-02-17;32,00;12,00;30,00;8,00;1,00;4,00
2019-02-24;40,00;8,00;28,00;6,00;1,00;3,00
2019-03-03;29,00;6,00;25,00;8,00;1,00;5,00
2019-03-10;31,00;3,00;24,00;7,00;0,00;2,00
2019-03-17;38,00;6,00;28,00;6,00;1,00;4,00
2019-03-24;36,00;8,00;21,00;4,00;1,00;2,00
2019-03-31;41,00;5,00;23,00;4,00;2,00;6,00
2019-04-07;46,00;7,00;24,00;6,00;5,00;6,00
2019-04-14;40,00;10,00;22,00;4,00;2,00;6,00
2019-04-21;32,00;8,00;22,00;6,00;3,00;4,00
2019-04-28;38,00;7,00;20,00;4,00;3,00;4,00
2019-05-05;40,00;6,00;20,00;4,00;4,00;3,00
2019-05-12;38,00;9,00;19,00;3,00;5,00;4,00
2019-05-19;41,00;7,00;22,00;5,00;3,00;4,00
2019-05-26;34,00;7,00;20,00;3,00;2,00;4,00
2019-06-02;37,00;5,00;19,00;3,00;2,00;5,00
2019-06-09;35,00;9,00;18,00;3,00;3,00;3,00
2019-06-16;39,00;7,00;22,00;3,00;7,00;5,00
2019-06-23;39,00;7,00;20,00;3,00;4,00;5,00
2019-06-30;41,00;11,00;23,00;5,00;4,00;10,00
2019-07-07;39,00;10,00;21,00;5,00;4,00;10,00
2019-07-14;47,00;9,00;18,00;7,00;4,00;6,00
2019-07-21;41,00;7,00;27,00;6,00;5,00;3,00
2019-07-28;41,00;10,00;26,00;5,00;7,00;5,00
2019-08-04;48,00;8,00;24,00;6,00;5,00;8,00
2019-08-11;42,00;6,00;25,00;7,00;6,00;6,00
2019-08-18;44,00;8,00;24,00;6,00;5,00;5,00
2019-08-25;38,00;5,00;26,00;7,00;4,00;6,00
2019-09-01;38,00;10,00;21,00;5,00;3,00;5,00
2019-09-08;42,00;7,00;23,00;5,00;4,00;3,00
2019-09-15;37,00;8,00;22,00;5,00;4,00;3,00
2019-09-22;35,00;6,00;20,00;6,00;5,00;4,00
2019-09-29;39,00;7,00;21,00;5,00;3,00;5,00
2019-10-06;43,00;7,00;21,00;8,00;5,00;3,00
2019-10-13;45,00;8,00;26,00;5,00;5,00;5,00
2019-10-20;53,00;20,00;23,00;6,00;5,00;4,00
2019-10-27;40,00;12,00;27,00;9,00;3,00;4,00
2019-11-03;45,00;8,00;29,00;5,00;2,00;4,00
2019-11-10;42,00;7,00;17,00;5,00;5,00;4,00
2019-11-17;47,00;10,00;23,00;4,00;3,00;5,00
2019-11-24;40,00;6,00;19,00;5,00;3,00;4,00
2019-12-01;38,00;8,00;23,00;6,00;4,00;4,00
2019-12-08;38,00;14,00;23,00;5,00;3,00;5,00
2019-12-15;34,00;8,00;20,00;4,00;3,00;4,00
2019-12-22;41,00;8,00;37,00;9,00;5,00;5,00
2019-12-29;51,00;7,00;35,00;5,00;8,00;5,00
2020-01-05;45,00;8,00;33,00;8,00;6,00;6,00
2020-01-12;48,00;8,00;33,00;8,00;6,00;6,00
2020-01-19;40,00;7,00;31,00;9,00;6,00;5,00
2020-01-26;44,00;7,00;39,00;8,00;5,00;3,00
2020-02-02;40,00;7,00;36,00;6,00;5,00;6,00
2020-02-09;46,00;7,00;26,00;7,00;4,00;4,00
2020-02-16;51,00;8,00;29,00;5,00;5,00;3,00
2020-02-23;42,00;7,00;29,00;6,00;6,00;4,00
2020-03-01;41,00;6,00;24,00;6,00;3,00;2,00
2020-03-08;51,00;8,00;31,00;6,00;3,00;6,00
2020-03-15;42,00;5,00;17,00;4,00;0,50;4,00
2020-03-22;31,00;8,00;12,00;2,00;1,00;4,00
2020-03-29;34,00;10,00;13,00;6,00;1,00;4,00
2020-04-05;25,00;9,00;10,00;2,00;1,00;4,00
2020-04-12;35,00;7,00;12,00;3,00;2,00;3,00
2020-04-19;34,00;7,00;9,00;4,00;2,00;4,00
2020-04-26;34,00;9,00;15,00;3,00;1,00;3,00
2020-05-03;32,00;11,00;10,00;2,00;2,00;2,00
2020-05-10;26,00;12,00;10,00;1,00;0,50;2,00
2020-05-17;31,00;7,00;10,00;2,00;2,00;3,00
2020-05-24;33,00;10,00;10,00;3,00;0,50;2,00
2020-05-31;28,00;7,00;12,00;2,00;1,00;2,00
2020-06-07;31,00;7,00;13,00;3,00;2,00;3,00
2020-06-14;32,00;11,00;14,00;2,00;1,00;3,00
2020-06-21;38,00;10,00;11,00;2,00;1,00;4,00
2020-06-28;31,00;10,00;10,00;1,00;2,00;3,00
2020-07-05;36,00;12,00;11,00;2,00;0,50;3,00
2020-07-12;37,00;10,00;12,00;3,00;0,50;4,00
2020-07-19;32,00;9,00;10,00;3,00;2,00;3,00
2020-07-26;33,00;7,00;8,00;4,00;2,00;2,00
2020-08-02;36,00;8,00;26,00;3,00;1,00;3,00
2020-08-09;35,00;6,00;56,00;4,00;2,00;3,00
2020-08-16;42,00;8,00;29,00;3,00;4,00;3,00
2020-08-23;41,00;7,00;12,00;2,00;3,00;5,00
2020-08-30;37,00;7,00;19,00;4,00;1,00;3,00
2020-09-06;47,00;8,00;10,00;2,00;1,00;3,00
2020-09-13;39,00;5,00;11,00;4,00;2,00;1,00
2020-09-20;42,00;8,00;10,00;2,00;1,00;3,00
2020-09-27;36,00;7,00;8,00;1,00;1,00;3,00
2020-10-04;48,00;8,00;10,00;1,00;2,00;5,00
2020-10-11;42,00;6,00;8,00;2,00;2,00;3,00
2020-10-18;41,00;7,00;9,00;2,00;1,00;3,00
2020-10-25;46,00;10,00;7,00;2,00;1,00;3,00
2020-11-01;33,00;5,00;6,00;2,00;1,00;2,00
2020-11-08;36,00;4,00;7,00;2,00;1,00;2,00
2020-11-15;33,00;8,00;10,00;3,00;1,00;3,00
2020-11-22;39,00;9,00;12,00;3,00;3,00;3,00
2020-11-29;39,00;6,00;5,00;2,00;2,00;3,00
2020-12-06;47,00;7,00;9,00;5,00;2,00;3,00
2020-12-13;50,00;13,00;9,00;2,00;2,00;2,00
2020-12-20;49,00;8,00;8,00;2,00;5,00;2,00
2020-12-27;56,00;8,00;14,00;4,00;4,00;2,00
2021-01-03;70,00;9,00;13,00;3,00;6,00;6,00
2021-01-10;100,00;9,00;14,00;4,00;4,00;3,00
2021-01-17;65,00;9,00;16,00;3,00;5,00;3,00
2021-01-24;46,00;10,00;11,00;3,00;5,00;1,00
2021-01-31;39,00;11,00;10,00;2,00;2,00;1,00
2021-02-07;37,00;8,00;9,00;2,00;1,00;2,00
2021-02-14;39,00;9,00;11,00;2,00;2,00;1,00
2021-02-21;38,00;10,00;10,00;3,00;2,00;2,00
2021-02-28;41,00;8,00;8,00;3,00;2,00;3,00
2021-03-07;35,00;6,00;11,00;4,00;13,00;3,00
2021-03-14;29,00;6,00;8,00;2,00;3,00;4,00
2021-03-21;37,00;10,00;7,00;4,00;3,00;3,00
2021-03-28;33,00;7,00;7,00;3,00;1,00;3,00
2021-04-04;30,00;7,00;7,00;4,00;2,00;3,00
2021-04-11;36,00;7,00;11,00;3,00;2,00;2,00
2021-04-18;37,00;4,00;10,00;3,00;1,00;2,00
2021-04-25;33,00;6,00;11,00;5,00;2,00;2,00
2021-05-02;37,00;7,00;10,00;5,00;2,00;3,00
2021-05-09;39,00;7,00;8,00;15,00;8,00;2,00
2021-05-16;35,00;9,00;10,00;7,00;3,00;2,00
2021-05-23;43,00;6,00;8,00;5,00;5,00;1,00
2021-05-30;40,00;8,00;11,00;6,00;4,00;3,00
2021-06-06;39,00;9,00;14,00;5,00;2,00;2,00
2021-06-13;41,00;6,00;12,00;5,00;4,00;2,00
2021-06-20;38,00;7,00;14,00;5,00;3,00;2,00
2021-06-27;46,00;8,00;12,00;5,00;3,00;4,00
2021-07-04;46,00;9,00;7,00;5,00;4,00;2,00
2021-07-11;51,00;7,00;14,00;9,00;2,00;4,00
2021-07-18;49,00;8,00;13,00;8,00;4,00;3,00
2021-07-25;69,00;7,00;13,00;4,00;4,00;4,00
2021-08-01;38,00;6,00;15,00;5,00;5,00;2,00
2021-08-08;49,00;9,00;16,00;3,00;4,00;2,00
2021-08-15;39,00;10,00;20,00;3,00;5,00;3,00
2021-08-22;48,00;10,00;15,00;5,00;6,00;3,00
2021-08-29;43,00;9,00;19,00;5,00;6,00;3,00
2021-09-05;38,00;9,00;19,00;5,00;6,00;4,00
2021-09-12;41,00;7,00;16,00;6,00;4,00;2,00
2021-09-19;46,00;6,00;21,00;6,00;6,00;2,00
2021-09-26;44,00;10,00;19,00;6,00;4,00;4,00
2021-10-03;40,00;11,00;19,00;7,00;10,00;2,00
2021-10-10;40,00;9,00;20,00;8,00;8,00;5,00
2021-10-17;44,00;8,00;18,00;4,00;7,00;3,00
