Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2019-01-06;0,00;19,00;0,00;0,00;19,00
2019-01-13;19,00;38,00;0,00;0,00;0,00
2019-01-20;19,00;0,00;76,00;19,00;0,00
2019-01-27;19,00;0,00;38,00;0,00;0,00
2019-02-03;78,00;0,00;20,00;0,00;0,00
2019-02-10;0,00;0,00;40,00;0,00;20,00
2019-02-17;60,00;0,00;0,00;20,00;0,00
2019-02-24;20,00;20,00;0,00;0,00;0,00
2019-03-03;0,00;19,00;76,00;0,00;0,00
2019-03-10;0,00;0,00;39,00;0,00;19,00
2019-03-17;39,00;0,00;0,00;20,00;0,00
2019-03-24;59,00;0,00;60,00;0,00;0,00
2019-03-31;38,00;0,00;38,00;19,00;19,00
2019-04-07;0,00;0,00;37,00;0,00;0,00
2019-04-14;21,00;0,00;21,00;21,00;0,00
2019-04-21;0,00;0,00;64,00;21,00;0,00
2019-04-28;0,00;0,00;93,00;0,00;37,00
2019-05-05;19,00;0,00;38,00;0,00;0,00
2019-05-12;19,00;0,00;38,00;19,00;0,00
2019-05-19;19,00;0,00;57,00;19,00;0,00
2019-05-26;41,00;20,00;20,00;0,00;20,00
2019-06-02;0,00;0,00;19,00;0,00;0,00
2019-06-09;38,00;0,00;38,00;0,00;0,00
2019-06-16;39,00;0,00;59,00;0,00;0,00
2019-06-23;21,00;0,00;42,00;0,00;0,00
2019-06-30;20,00;0,00;41,00;0,00;0,00
2019-07-07;41,00;0,00;20,00;0,00;0,00
2019-07-14;44,00;0,00;44,00;0,00;0,00
2019-07-21;46,00;23,00;23,00;0,00;0,00
2019-07-28;47,00;0,00;95,00;24,00;24,00
2019-08-04;22,00;0,00;22,00;0,00;22,00
2019-08-11;20,00;0,00;20,00;0,00;0,00
2019-08-18;19,00;0,00;39,00;19,00;0,00
2019-08-25;38,00;19,00;19,00;0,00;0,00
2019-09-01;0,00;0,00;37,00;0,00;0,00
2019-09-08;0,00;0,00;56,00;19,00;0,00
2019-09-15;19,00;0,00;38,00;0,00;0,00
2019-09-22;75,00;0,00;38,00;0,00;0,00
2019-09-29;19,00;19,00;38,00;0,00;0,00
2019-10-06;19,00;19,00;58,00;19,00;0,00
2019-10-13;56,00;0,00;19,00;0,00;0,00
2019-10-20;0,00;18,00;18,00;0,00;0,00
2019-10-27;54,00;0,00;54,00;0,00;0,00
2019-11-03;18,00;0,00;36,00;0,00;0,00
2019-11-10;0,00;0,00;18,00;0,00;0,00
2019-11-17;36,00;0,00;54,00;0,00;0,00
2019-11-24;18,00;35,00;36,00;0,00;0,00
2019-12-01;36,00;18,00;18,00;0,00;18,00
2019-12-08;71,00;0,00;0,00;0,00;0,00
2019-12-15;19,00;0,00;0,00;0,00;0,00
2019-12-22;43,00;0,00;43,00;0,00;22,00
2019-12-29;62,00;0,00;83,00;0,00;0,00
2020-01-05;88,00;17,00;35,00;0,00;0,00
2020-01-12;0,00;17,00;34,00;0,00;0,00
2020-01-19;0,00;0,00;35,00;17,00;0,00
2020-01-26;52,00;0,00;34,00;0,00;17,00
2020-02-02;17,00;0,00;35,00;0,00;0,00
2020-02-09;17,00;17,00;35,00;0,00;0,00
2020-02-16;17,00;0,00;35,00;0,00;0,00
2020-02-23;33,00;0,00;66,00;33,00;17,00
2020-03-01;66,00;17,00;0,00;0,00;0,00
2020-03-08;16,00;0,00;16,00;0,00;0,00
2020-03-15;49,00;16,00;49,00;0,00;0,00
2020-03-22;0,00;16,00;16,00;0,00;0,00
2020-03-29;64,00;0,00;0,00;0,00;32,00
2020-04-05;51,00;17,00;0,00;0,00;0,00
2020-04-12;34,00;34,00;17,00;34,00;17,00
2020-04-19;32,00;16,00;0,00;16,00;0,00
2020-04-26;15,00;15,00;15,00;0,00;0,00
2020-05-03;48,00;0,00;0,00;16,00;0,00
2020-05-10;0,00;0,00;16,00;0,00;0,00
2020-05-17;17,00;0,00;0,00;0,00;0,00
2020-05-24;17,00;0,00;0,00;0,00;17,00
2020-05-31;16,00;0,00;16,00;0,00;0,00
2020-06-07;32,00;0,00;16,00;0,00;16,00
2020-06-14;16,00;16,00;16,00;0,00;0,00
2020-06-21;35,00;17,00;35,00;18,00;0,00
2020-06-28;67,00;17,00;17,00;0,00;0,00
2020-07-05;0,00;18,00;18,00;0,00;0,00
2020-07-12;36,00;0,00;18,00;18,00;18,00
2020-07-19;19,00;19,00;19,00;0,00;0,00
2020-07-26;37,00;0,00;19,00;0,00;0,00
2020-08-02;73,00;0,00;55,00;0,00;0,00
2020-08-09;0,00;0,00;0,00;0,00;0,00
2020-08-16;17,00;0,00;17,00;0,00;0,00
2020-08-23;17,00;0,00;0,00;17,00;0,00
2020-08-30;51,00;0,00;17,00;0,00;0,00
2020-09-06;0,00;0,00;17,00;0,00;0,00
2020-09-13;17,00;0,00;34,00;0,00;0,00
2020-09-20;17,00;0,00;0,00;0,00;0,00
2020-09-27;35,00;0,00;0,00;0,00;0,00
2020-10-04;35,00;18,00;0,00;18,00;0,00
2020-10-11;73,00;0,00;0,00;0,00;0,00
2020-10-18;18,00;0,00;0,00;0,00;0,00
2020-10-25;35,00;0,00;52,00;0,00;0,00
2020-11-01;0,00;0,00;0,00;0,00;0,00
2020-11-08;35,00;0,00;17,00;0,00;17,00
2020-11-15;18,00;18,00;18,00;0,00;0,00
2020-11-22;33,00;0,00;34,00;17,00;0,00
2020-11-29;0,00;0,00;51,00;0,00;17,00
2020-12-06;17,00;0,00;0,00;0,00;0,00
2020-12-13;17,00;17,00;0,00;35,00;0,00
2020-12-20;20,00;0,00;0,00;0,00;0,00
2020-12-27;20,00;0,00;20,00;0,00;0,00
2021-01-03;0,00;0,00;17,00;0,00;17,00
2021-01-10;35,00;0,00;0,00;0,00;0,00
2021-01-17;35,00;17,00;17,00;0,00;0,00
2021-01-24;17,00;0,00;51,00;0,00;0,00
2021-01-31;0,00;0,00;17,00;17,00;17,00
2021-02-07;17,00;0,00;17,00;0,00;17,00
2021-02-14;0,00;0,00;0,00;0,00;0,00
2021-02-21;0,00;0,00;0,00;0,00;0,00
2021-02-28;35,00;35,00;0,00;0,00;0,00
2021-03-07;17,00;17,00;0,00;0,00;0,00
2021-03-14;16,00;0,00;33,00;0,00;0,00
2021-03-21;17,00;17,00;18,00;0,00;0,00
2021-03-28;19,00;0,00;0,00;0,00;0,00
2021-04-04;0,00;0,00;19,00;0,00;0,00
2021-04-11;0,00;0,00;0,00;0,00;0,00
2021-04-18;0,00;0,00;0,00;0,00;0,00
2021-04-25;35,00;0,00;17,00;0,00;0,00
2021-05-02;0,00;0,00;0,00;0,00;0,00
2021-05-09;0,00;18,00;0,00;0,00;0,00
2021-05-16;17,00;0,00;52,00;0,00;0,00
2021-05-23;18,00;0,00;18,00;0,00;0,00
2021-05-30;36,00;0,00;18,00;0,00;0,00
2021-06-06;18,00;0,00;0,00;0,00;0,00
2021-06-13;35,00;0,00;18,00;0,00;0,00
2021-06-20;0,00;0,00;18,00;0,00;0,00
2021-06-27;0,00;0,00;0,00;0,00;0,00
2021-07-04;18,00;0,00;0,00;0,00;0,00
2021-07-11;38,00;0,00;0,00;0,00;0,00
2021-07-18;0,00;0,00;0,00;0,00;0,00
2021-07-25;41,00;0,00;20,00;0,00;0,00
2021-08-01;100,00;0,00;60,00;0,00;20,00
2021-08-08;21,00;20,00;0,00;0,00;0,00
2021-08-15;97,00;0,00;19,00;0,00;19,00
2021-08-22;39,00;0,00;20,00;0,00;0,00
2021-08-29;0,00;0,00;39,00;0,00;19,00
2021-09-05;59,00;0,00;0,00;0,00;0,00
2021-09-12;0,00;0,00;0,00;0,00;0,00
2021-09-19;19,00;0,00;19,00;0,00;0,00
2021-09-26;38,00;0,00;0,00;19,00;0,00
2021-10-03;0,00;0,00;43,00;0,00;0,00
2021-10-10;13,00;0,00;27,00;0,00;0,00
2021-10-17;0,00;0,00;0,00;0,00;0,00
2021-10-24;38,00;0,00;0,00;0,00;0,00
2021-10-31;0,00;0,00;25,00;13,00;0,00
2021-11-07;13,00;0,00;25,00;0,00;0,00
2021-11-14;36,00;0,00;24,00;0,00;0,00
2021-11-21;24,00;0,00;0,00;0,00;0,00
2021-11-28;28,00;0,00;0,00;0,00;0,00
