Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;21,00;38,00;23,00;72,00;0,00;6,00;4,00;3,00;3,00
2019-01-13;20,00;27,00;19,00;56,00;2,00;4,00;5,00;6,00;6,00
2019-01-20;15,00;33,00;21,00;59,00;3,00;2,00;2,00;5,00;4,00
2019-01-27;18,00;26,00;25,00;50,00;1,00;4,00;3,00;12,00;6,00
2019-02-03;16,00;32,00;22,00;49,00;1,00;2,00;4,00;17,00;2,00
2019-02-10;20,00;36,00;19,00;41,00;3,00;2,00;3,00;17,00;5,00
2019-02-17;19,00;28,00;13,00;46,00;4,00;2,00;4,00;16,00;2,00
2019-02-24;14,00;25,00;14,00;32,00;2,00;1,00;3,00;13,00;5,00
2019-03-03;16,00;30,00;13,00;48,00;4,00;2,00;8,00;18,00;4,00
2019-03-10;14,00;24,00;19,00;45,00;1,00;3,00;3,00;19,00;3,00
2019-03-17;14,00;29,00;12,00;41,00;2,00;4,00;5,00;20,00;4,00
2019-03-24;19,00;20,00;12,00;38,00;1,00;1,00;8,00;21,00;1,00
2019-03-31;14,00;36,00;14,00;57,00;2,00;1,00;6,00;5,00;1,00
2019-04-07;18,00;22,00;12,00;50,00;1,00;3,00;5,00;6,00;5,00
2019-04-14;13,00;19,00;8,00;68,00;2,00;2,00;1,00;5,00;3,00
2019-04-21;20,00;15,00;12,00;68,00;1,00;4,00;5,00;4,00;4,00
2019-04-28;19,00;24,00;12,00;50,00;1,00;1,00;4,00;6,00;1,00
2019-05-05;15,00;26,00;8,00;51,00;3,00;0,00;5,00;3,00;4,00
2019-05-12;14,00;17,00;5,00;45,00;1,00;2,00;2,00;4,00;1,00
2019-05-19;18,00;12,00;10,00;42,00;2,00;1,00;7,00;3,00;4,00
2019-05-26;25,00;17,00;7,00;38,00;0,00;3,00;5,00;3,00;3,00
2019-06-02;17,00;15,00;11,00;53,00;3,00;3,00;4,00;7,00;4,00
2019-06-09;12,00;18,00;16,00;40,00;3,00;0,00;6,00;7,00;5,00
2019-06-16;22,00;21,00;29,00;39,00;2,00;3,00;5,00;5,00;3,00
2019-06-23;14,00;23,00;14,00;45,00;3,00;1,00;6,00;3,00;6,00
2019-06-30;20,00;15,00;14,00;53,00;2,00;1,00;4,00;4,00;4,00
2019-07-07;15,00;28,00;10,00;55,00;1,00;2,00;6,00;6,00;1,00
2019-07-14;19,00;19,00;15,00;47,00;1,00;1,00;5,00;4,00;5,00
2019-07-21;20,00;26,00;15,00;49,00;2,00;1,00;4,00;1,00;4,00
2019-07-28;12,00;21,00;9,00;46,00;1,00;2,00;4,00;3,00;4,00
2019-08-04;19,00;25,00;14,00;47,00;0,00;1,00;5,00;5,00;3,00
2019-08-11;20,00;19,00;12,00;46,00;3,00;1,00;4,00;4,00;3,00
2019-08-18;25,00;19,00;15,00;56,00;1,00;3,00;5,00;3,00;6,00
2019-08-25;28,00;24,00;15,00;62,00;2,00;2,00;2,00;6,00;3,00
2019-09-01;20,00;27,00;16,00;66,00;1,00;2,00;4,00;6,00;1,00
2019-09-08;18,00;28,00;8,00;52,00;0,00;3,00;3,00;5,00;3,00
2019-09-15;12,00;28,00;15,00;47,00;1,00;3,00;6,00;3,00;3,00
2019-09-22;31,00;19,00;9,00;55,00;1,00;3,00;2,00;2,00;5,00
2019-09-29;24,00;22,00;15,00;54,00;2,00;1,00;3,00;3,00;2,00
2019-10-06;21,00;22,00;19,00;59,00;1,00;3,00;5,00;3,00;4,00
2019-10-13;18,00;22,00;10,00;43,00;1,00;1,00;6,00;2,00;2,00
2019-10-20;19,00;18,00;12,00;52,00;1,00;1,00;7,00;4,00;2,00
2019-10-27;18,00;19,00;16,00;57,00;0,00;1,00;4,00;1,00;2,00
2019-11-03;17,00;21,00;15,00;62,00;1,00;4,00;3,00;7,00;1,00
2019-11-10;22,00;20,00;21,00;57,00;2,00;1,00;4,00;6,00;5,00
2019-11-17;13,00;21,00;16,00;59,00;2,00;4,00;13,00;8,00;2,00
