Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;54,00;459,00;10,80;5,40;16,20;13,00;23,00;9,00;20,00;5,00;10,00;5,00;2,00
2019-01-13;57,00;404,18;10,36;10,36;15,55;20,00;21,00;11,00;16,00;9,00;7,00;5,00;2,00
2019-01-20;54,00;394,20;10,80;10,80;16,20;13,00;23,00;11,00;17,00;6,00;17,00;3,00;1,00
2019-01-27;50,00;383,33;11,11;11,11;16,67;17,00;23,00;8,00;14,00;6,00;9,00;5,00;2,00
2019-02-03;51,00;408,00;11,33;5,67;17,00;15,00;23,00;12,00;15,00;9,00;11,00;5,00;2,00
2019-02-10;52,00;384,80;10,40;5,20;15,60;17,00;22,00;6,00;16,00;7,00;10,00;4,00;3,00
2019-02-17;55,00;401,50;11,00;11,00;16,50;17,00;23,00;10,00;19,00;6,00;8,00;7,00;2,00
2019-02-24;53,00;365,70;5,30;5,30;15,90;16,00;23,00;8,00;14,00;7,00;9,00;5,00;2,00
2019-03-03;57,00;373,09;15,55;10,36;15,55;24,00;26,00;9,00;18,00;8,00;11,00;5,00;0,50
2019-03-10;64,00;384,00;10,67;10,67;16,00;17,00;24,00;6,00;14,00;6,00;9,00;3,00;2,00
2019-03-17;61,00;399,27;11,09;5,55;16,64;18,00;24,00;5,00;12,00;7,00;6,00;4,00;2,00
2019-03-24;59,00;337,91;10,73;10,73;16,09;17,00;24,00;10,00;16,00;5,00;6,00;5,00;1,00
2019-03-31;72,00;343,38;11,08;11,08;22,15;16,00;30,00;11,00;15,00;9,00;10,00;6,00;1,00
2019-04-07;81,00;421,20;10,80;10,80;16,20;23,00;22,00;12,00;16,00;12,00;14,00;3,00;2,00
2019-04-14;70,00;425,38;10,77;10,77;16,15;17,00;26,00;11,00;18,00;9,00;10,00;3,00;2,00
2019-04-21;70,00;339,23;10,77;5,38;16,15;21,00;24,00;10,00;16,00;9,00;7,00;6,00;2,00
2019-04-28;66,00;330,00;11,00;11,00;16,50;23,00;24,00;13,00;15,00;7,00;8,00;7,00;1,00
2019-05-05;84,00;341,25;10,50;5,25;15,75;23,00;32,00;18,00;27,00;10,00;8,00;12,00;1,00
2019-05-12;84,00;336,00;10,50;10,50;21,00;21,00;23,00;12,00;17,00;8,00;10,00;5,00;1,00
2019-05-19;87,00;396,94;10,88;10,88;27,19;26,00;26,00;10,00;16,00;10,00;8,00;9,00;1,00
2019-05-26;79,00;379,20;10,53;10,53;15,80;27,00;27,00;11,00;15,00;8,00;13,00;7,00;3,00
2019-06-02;94,00;403,65;11,06;11,06;22,12;27,00;36,00;15,00;23,00;7,00;15,00;9,00;3,00
2019-06-09;88,00;390,50;11,00;11,00;22,00;30,00;29,00;14,00;21,00;8,00;12,00;10,00;2,00
2019-06-16;96,00;432,00;10,67;10,67;21,33;27,00;36,00;11,00;18,00;11,00;12,00;10,00;2,00
2019-06-23;93,00;448,59;10,94;10,94;32,82;27,00;33,00;13,00;27,00;12,00;10,00;9,00;1,00
2019-06-30;82,00;426,40;10,93;10,93;32,80;30,00;30,00;12,00;16,00;12,00;18,00;6,00;2,00
2019-07-07;91,00;428,24;10,71;10,71;21,41;22,00;32,00;15,00;21,00;11,00;12,00;9,00;1,00
