Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2019-01-06;42,00;84,00;5,25;10,50;10,50;2,00;3,00;6,00;0,00;25,20;0,00;4,20;2,10;0,00;0,00;3,00;5,00;0,00;0,00;0,00;0,00
2019-01-13;25,00;58,33;4,17;8,33;8,33;3,00;9,00;6,00;0,00;2,08;2,08;4,17;0,00;0,00;1,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-01-20;39,00;58,50;4,88;9,75;4,88;1,00;1,00;4,00;0,00;2,17;2,17;0,00;0,00;0,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;32,00;74,67;10,67;10,67;10,67;0,00;6,00;1,00;1,00;2,00;4,00;4,00;2,00;1,00;1,00;7,00;1,00;0,00;0,00;0,00;0,00
2019-02-03;29,00;77,33;9,67;4,83;9,67;2,00;15,00;5,00;0,00;4,14;2,07;0,00;0,00;1,00;0,00;0,00;4,00;1,00;1,00;0,00;0,00
2019-02-10;30,00;100,00;5,00;10,00;5,00;4,00;12,00;6,00;0,00;2,14;2,14;4,29;0,00;0,00;4,00;3,00;4,00;0,00;0,00;0,00;1,00
2019-02-17;37,00;111,00;27,75;9,25;9,25;7,00;4,00;4,00;2,00;2,06;0,00;0,00;2,06;1,00;1,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-02-24;21,00;94,50;5,25;10,50;10,50;1,00;12,00;6,00;0,00;2,10;0,00;4,20;0,00;3,00;4,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-03-03;29,00;96,67;9,67;9,67;19,33;6,00;8,00;3,00;0,00;4,14;4,14;4,14;2,07;2,00;2,00;2,00;2,00;0,00;0,00;0,00;2,00
2019-03-10;32,00;106,67;5,33;10,67;10,67;5,00;15,00;8,00;0,00;4,00;0,00;0,00;0,00;5,00;5,00;3,00;5,00;0,00;2,00;0,00;0,00
2019-03-17;44,00;105,60;8,80;17,60;8,80;3,00;6,00;15,00;0,00;2,00;0,00;4,00;0,00;3,00;2,00;2,00;2,00;0,00;2,00;2,00;0,00
2019-03-24;44,00;79,20;4,40;4,40;8,80;8,00;11,00;9,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;3,00;2,00;2,00;0,00;2,00;0,00
2019-03-31;66,00;94,29;18,86;18,86;9,43;0,00;16,00;9,00;0,00;4,13;4,13;0,00;0,00;4,00;0,00;3,00;1,00;3,00;0,00;0,00;0,00
2019-04-07;52,00;135,20;20,80;10,40;10,40;1,00;20,00;9,00;0,00;4,00;2,00;2,00;0,00;1,00;1,00;3,00;9,00;0,00;0,00;4,00;0,00
2019-04-14;72,00;225,00;9,00;27,00;9,00;9,00;9,00;14,00;0,00;8,00;0,00;4,00;2,00;5,00;6,00;2,00;12,00;0,00;0,00;0,00;0,00
2019-04-21;61,00;122,00;10,17;20,33;20,33;0,00;12,00;10,00;0,00;4,07;4,07;0,00;0,00;0,00;1,00;1,00;6,00;1,00;0,00;0,00;0,00
2019-04-28;43,00;118,25;10,75;21,50;10,75;6,00;13,00;6,00;0,00;4,30;0,00;4,30;0,00;3,00;3,00;3,00;6,00;1,00;1,00;1,00;0,00
2019-05-05;51,00;122,40;10,20;20,40;10,20;3,00;12,00;12,00;2,00;4,25;0,00;4,25;0,00;1,00;3,00;3,00;4,00;0,00;0,00;1,00;0,00
2019-05-12;54,00;90,00;9,00;18,00;4,50;4,00;22,00;12,00;0,00;4,15;0,00;4,15;2,08;0,00;1,00;1,00;7,00;0,00;1,00;0,00;0,00
2019-05-19;65,00;102,14;9,29;9,29;18,57;4,00;35,00;17,00;2,00;4,06;2,03;4,06;4,06;1,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00
2019-05-26;74,00;83,25;9,25;9,25;18,50;4,00;20,00;12,00;0,00;4,11;0,00;2,06;0,00;0,00;7,00;3,00;4,00;1,00;0,00;0,00;0,00
2019-06-02;69,00;147,86;9,86;4,93;9,86;4,00;23,00;9,00;0,00;2,03;0,00;4,06;4,06;0,00;3,00;4,00;3,00;0,00;0,00;0,00;0,00
2019-06-09;77,00;154,00;9,63;19,25;9,63;6,00;16,00;7,00;0,00;0,00;2,03;4,05;2,03;3,00;1,00;1,00;3,00;3,00;0,00;0,00;0,00
2019-06-16;65,00;139,29;9,29;18,57;9,29;2,00;14,00;14,00;0,00;2,03;2,03;2,03;4,06;1,00;1,00;6,00;7,00;3,00;0,00;0,00;0,00
2019-06-23;100,00;160,00;10,00;40,00;20,00;3,00;11,00;23,00;2,00;4,17;2,08;4,17;2,08;0,00;3,00;3,00;14,00;0,00;0,00;0,00;0,00
2019-06-30;77,00;182,88;9,63;19,25;9,63;3,00;18,00;11,00;3,00;4,05;2,03;8,11;4,05;1,00;7,00;4,00;10,00;1,00;3,00;0,00;0,00
2019-07-07;89,00;168,11;4,94;29,67;19,78;6,00;15,00;13,00;0,00;8,09;4,05;8,09;4,05;1,00;6,00;1,00;12,00;0,00;0,00;3,00;0,00
2019-07-14;85,00;217,22;9,44;18,89;18,89;5,00;8,00;14,00;0,00;12,14;0,00;4,05;2,02;2,00;8,00;9,00;11,00;0,00;0,00;3,00;0,00
2019-07-21;76,00;237,50;19,00;38,00;28,50;8,00;23,00;9,00;2,00;12,67;4,22;4,22;8,44;3,00;6,00;5,00;9,00;2,00;2,00;5,00;0,00
2019-07-28;97,00;271,60;19,40;29,10;29,10;5,00;45,00;24,00;0,00;8,43;2,11;8,43;8,43;2,00;3,00;2,00;8,00;2,00;0,00;3,00;0,00
2019-08-04;94,00;300,80;18,80;37,60;28,20;14,00;29,00;10,00;2,00;8,17;0,00;2,04;8,17;6,00;8,00;3,00;10,00;2,00;6,00;2,00;0,00
2019-08-11;93,00;362,70;18,60;27,90;27,90;10,00;24,00;19,00;2,00;4,23;2,11;8,45;12,68;10,00;5,00;5,00;8,00;5,00;0,00;2,00;0,00
2019-08-18;97,00;970,00;9,70;19,40;19,40;9,00;26,00;14,00;0,00;16,17;4,04;4,04;2,02;0,00;5,00;5,00;14,00;6,00;2,00;0,00;2,00
2019-08-25;70,00;450,00;20,00;20,00;30,00;4,00;17,00;17,00;0,00;8,24;4,12;4,12;4,12;1,00;4,00;0,00;7,00;0,00;0,00;1,00;0,00
2019-09-01;62,00;155,00;5,17;20,67;20,67;6,00;10,00;11,00;0,00;4,13;0,00;2,07;2,07;1,00;1,00;1,00;8,00;1,00;0,00;0,00;0,00
2019-09-08;75,00;121,88;4,69;9,38;18,75;1,00;15,00;18,00;0,00;4,17;0,00;2,08;4,17;3,00;4,00;0,00;3,00;0,00;1,00;0,00;0,00
2019-09-15;47,00;131,60;4,70;9,40;18,80;6,00;13,00;7,00;0,00;4,27;0,00;0,00;0,00;3,00;0,00;1,00;0,00;3,00;1,00;1,00;0,00
2019-09-22;77,00;105,88;4,81;9,63;4,81;11,00;4,00;15,00;0,00;8,11;4,05;0,00;0,00;3,00;1,00;3,00;1,00;0,00;1,00;0,00;0,00
2019-09-29;63,00;108,00;0,00;18,00;9,00;3,00;7,00;8,00;0,00;2,10;2,10;2,10;0,00;1,00;1,00;3,00;3,00;1,00;0,00;0,00;0,00
2019-10-06;50,00;130,00;10,00;5,00;10,00;7,00;11,00;4,00;0,00;2,08;2,08;2,08;2,08;0,00;1,00;3,00;1,00;0,00;0,00;1,00;0,00
2019-10-13;56,00;84,00;0,00;4,67;4,67;0,00;10,00;4,00;0,00;8,00;0,00;4,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
