Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;16,00;144,00;3,20;16,00;28,80;9,00;10,00;5,00;5,00;6,00;8,00;1,00;2,00
2019-01-13;26,00;130,00;3,25;22,75;22,75;6,00;7,00;8,00;6,00;5,00;4,00;2,00;3,00
2019-01-20;27,00;151,88;3,38;20,25;27,00;7,00;11,00;10,00;3,00;8,00;6,00;2,00;4,00
2019-01-27;17,00;149,60;1,70;23,80;17,00;9,00;8,00;3,00;4,00;4,00;3,00;1,00;2,00
2019-02-03;14,00;168,00;1,75;28,00;24,50;9,00;13,00;1,00;2,00;5,00;2,00;6,00;2,00
2019-02-10;19,00;145,67;3,17;31,67;22,17;13,00;12,00;3,00;4,00;2,00;2,00;5,00;0,00
2019-02-17;25,00;153,13;0,00;18,75;25,00;11,00;8,00;4,00;6,00;5,00;2,00;2,00;3,00
2019-02-24;20,00;170,00;3,33;36,67;30,00;12,00;9,00;7,00;4,00;7,00;8,00;5,00;4,00
2019-03-03;22,00;147,71;1,57;25,14;22,00;10,00;16,00;0,00;2,00;8,00;5,00;4,00;5,00
2019-03-10;26,00;156,00;1,63;26,00;32,50;13,00;12,00;3,00;5,00;5,00;4,00;3,00;3,00
2019-03-17;25,00;143,75;3,13;21,88;21,88;11,00;6,00;1,00;3,00;7,00;7,00;5,00;4,00
2019-03-24;27,00;182,25;3,38;30,38;23,63;17,00;9,00;1,00;2,00;6,00;2,00;4,00;2,00
2019-03-31;37,00;171,55;3,36;33,64;33,64;22,00;14,00;5,00;3,00;7,00;3,00;6,00;6,00
2019-04-07;47,00;204,79;3,36;43,64;53,71;14,00;18,00;7,00;7,00;10,00;3,00;6,00;4,00
2019-04-14;50,00;300,00;6,67;70,00;60,00;19,00;9,00;4,00;3,00;10,00;5,00;8,00;15,00
2019-04-21;39,00;175,50;3,25;55,25;45,50;14,00;17,00;7,00;3,00;7,00;3,00;5,00;5,00
