Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-01-06;7,00;43,17;30,33;0,00;0,00;0,00;6,00;6,00;13,00;7,00;108,50;147,00;0,00;0,00;7,00;112,00;31,50;7,00;140,00;0,00;14,00
2019-01-13;7,00;37,33;30,33;7,00;0,00;32,00;0,00;0,00;6,00;10,50;126,00;140,00;0,00;0,00;7,00;119,00;31,50;0,00;63,00;14,00;19,25
2019-01-20;20,00;49,41;55,29;7,06;5,88;19,00;0,00;0,00;19,00;0,00;132,00;128,00;0,00;0,00;5,71;134,29;5,71;6,67;85,00;0,00;6,67
2019-01-27;61,00;31,10;19,14;7,18;0,00;38,00;0,00;0,00;6,00;7,63;175,38;141,06;0,00;0,00;6,10;64,05;18,30;6,97;94,11;6,97;19,17
2019-02-03;54,00;25,20;19,20;7,20;0,00;6,00;0,00;0,00;6,00;25,20;61,20;115,20;0,00;0,00;0,00;90,00;0,00;0,00;108,00;0,00;40,06
2019-02-10;21,00;44,33;25,67;7,00;0,00;20,00;0,00;0,00;0,00;10,50;126,00;140,00;0,00;0,00;0,00;99,00;27,00;0,00;92,75;0,00;14,00
2019-02-17;21,00;54,35;33,35;0,00;7,41;20,00;0,00;0,00;20,00;10,50;129,50;122,50;0,00;0,00;12,00;126,00;12,00;0,00;78,75;0,00;7,00
2019-02-24;43,00;59,72;20,31;0,00;0,00;41,00;0,00;0,00;0,00;7,82;207,18;160,27;7,82;0,00;0,00;110,57;15,36;0,00;46,44;0,00;6,88
2019-03-03;42,00;51,60;38,40;0,00;7,20;33,00;0,00;6,00;0,00;19,09;183,27;145,09;0,00;0,00;6,00;87,00;21,00;0,00;64,75;0,00;0,00
2019-03-10;14,00;61,09;20,36;7,64;0,00;26,00;0,00;13,00;0,00;10,50;206,50;119,00;0,00;5,60;0,00;84,00;36,40;12,25;71,75;0,00;7,00
2019-03-17;50,00;46,43;65,48;0,00;0,00;27,00;0,00;0,00;13,00;7,69;111,54;192,31;0,00;0,00;0,00;105,88;58,82;6,90;98,28;0,00;6,90
2019-03-24;63,00;71,32;32,09;0,00;0,00;33,00;0,00;0,00;7,00;7,41;229,76;129,71;0,00;0,00;0,00;108,00;48,00;7,00;45,50;7,00;14,00
2019-03-31;14,00;32,67;38,50;0,00;0,00;20,00;0,00;7,00;7,00;14,00;157,50;122,50;0,00;0,00;0,00;106,40;25,20;0,00;59,50;0,00;7,00
2019-04-07;43,00;59,72;7,17;7,17;0,00;13,00;0,00;7,00;7,00;19,55;238,45;187,64;0,00;0,00;0,00;104,43;15,36;0,00;84,28;6,88;20,64
2019-04-14;53,00;69,49;14,13;0,00;0,00;22,00;0,00;0,00;0,00;15,14;265,00;128,71;7,57;0,00;0,00;126,61;20,61;0,00;76,94;0,00;6,84
2019-04-21;45,00;70,54;14,59;7,30;7,30;35,00;0,00;7,00;7,00;0,00;221,25;187,50;7,50;0,00;15,00;120,00;27,00;6,92;103,85;13,85;29,42
2019-04-28;42,00;45,60;19,20;7,20;13,20;40,00;0,00;0,00;7,00;7,64;175,64;160,36;0,00;0,00;0,00;126,00;6,00;0,00;71,75;7,00;40,25
2019-05-05;62,00;64,38;32,19;7,15;0,00;33,00;0,00;13,00;6,00;10,94;178,71;211,53;0,00;0,00;5,90;109,24;11,81;0,00;94,72;25,83;46,50
2019-05-12;21,00;51,33;12,83;7,00;0,00;60,00;7,00;13,00;20,00;7,00;105,00;217,00;0,00;0,00;6,00;120,00;21,00;0,00;73,50;14,00;7,00
2019-05-19;55,00;38,26;38,26;0,00;7,17;20,00;0,00;6,00;19,00;7,33;194,33;190,67;0,00;0,00;0,00;107,11;26,05;6,88;70,47;20,63;32,66
2019-05-26;43,00;40,61;7,17;0,00;0,00;27,00;0,00;13,00;13,00;14,33;254,42;111,08;0,00;0,00;5,73;194,93;60,20;0,00;125,56;0,00;27,52
2019-06-02;41,00;37,49;56,23;0,00;7,03;52,00;0,00;6,00;13,00;7,45;242,27;223,64;7,45;0,00;5,86;140,57;32,21;6,83;70,04;39,29;64,92
2019-06-09;86,00;121,13;20,59;21,80;0,00;27,00;0,00;0,00;7,00;7,48;299,13;186,96;14,96;5,93;0,00;174,97;20,76;7,02;121,10;21,06;35,10
2019-06-16;58,00;88,21;26,58;0,00;0,00;34,00;13,00;7,00;7,00;7,73;232,00;174,00;0,00;0,00;0,00;228,95;15,26;14,06;135,33;0,00;28,12
