Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-01-06;40,00;6,00;6,00;2,00;0,00;4,00;0,00;2,00;0,00;0,00;9,00;48,00;2,00;0,00;0,00;61,18;0,00;0,00;11,00;6,00;6,00
2019-01-13;36,00;5,00;7,00;2,00;2,00;2,00;0,00;0,00;7,00;0,00;5,00;31,00;2,00;0,00;0,00;84,00;0,00;2,00;2,00;6,00;4,00
2019-01-20;34,00;4,00;4,00;4,00;2,00;2,00;0,00;0,00;0,00;0,00;5,00;20,00;0,00;0,00;0,00;53,43;0,00;0,00;0,00;0,00;4,00
2019-01-27;46,00;2,00;5,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;4,00;21,00;0,00;0,00;4,60;48,30;4,60;0,00;9,00;6,00;5,00
2019-02-03;52,00;2,00;11,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;10,00;42,00;2,00;0,00;0,00;54,36;0,00;0,00;0,00;7,00;9,00
2019-02-10;62,00;6,00;4,00;2,00;4,00;4,00;0,00;0,00;2,00;4,00;4,00;26,00;0,00;0,00;0,00;66,59;2,30;0,00;0,00;8,00;7,00
2019-02-17;56,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;9,00;37,00;0,00;0,00;0,00;58,33;0,00;0,00;6,00;2,00;0,00
2019-02-24;52,00;7,00;9,00;0,00;2,00;8,00;0,00;2,00;2,00;2,00;14,00;27,00;5,00;0,00;2,36;56,73;2,36;0,00;7,00;4,00;2,00
2019-03-03;43,00;4,00;5,00;2,00;0,00;2,00;0,00;0,00;7,00;2,00;11,00;31,00;0,00;0,00;0,00;71,67;2,39;0,00;7,00;7,00;14,00
2019-03-10;51,00;4,00;6,00;0,00;0,00;4,00;0,00;0,00;2,00;6,00;9,00;35,00;0,00;0,00;0,00;81,14;0,00;0,00;0,00;2,00;2,00
2019-03-17;33,00;2,00;6,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;9,00;41,00;0,00;0,00;0,00;61,29;0,00;0,00;0,00;2,00;11,00
2019-03-24;42,00;7,00;15,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;6,00;45,00;0,00;2,33;2,33;77,00;0,00;0,00;0,00;2,00;4,00
2019-03-31;50,00;2,00;4,00;4,00;2,00;6,00;0,00;0,00;2,00;0,00;6,00;37,00;0,00;0,00;0,00;78,57;4,76;0,00;2,00;4,00;6,00
2019-04-07;55,00;4,00;9,00;2,00;0,00;2,00;0,00;0,00;2,00;0,00;5,00;24,00;0,00;0,00;0,00;68,75;0,00;0,00;0,00;4,00;15,00
2019-04-14;41,00;8,00;10,00;2,00;0,00;6,00;2,00;2,00;0,00;0,00;8,00;51,00;6,00;0,00;2,28;66,06;0,00;0,00;6,00;2,00;4,00
2019-04-21;76,00;4,00;8,00;0,00;0,00;4,00;0,00;2,00;2,00;2,00;7,00;24,00;0,00;0,00;0,00;76,00;0,00;0,00;2,00;10,00;6,00
2019-04-28;47,00;7,00;9,00;0,00;0,00;4,00;2,00;2,00;4,00;0,00;11,00;40,00;0,00;2,35;0,00;72,85;0,00;2,00;2,00;2,00;9,00
2019-05-05;69,00;9,00;9,00;0,00;0,00;4,00;0,00;0,00;2,00;2,00;9,00;62,00;2,00;0,00;2,38;83,28;0,00;2,00;0,00;2,00;7,00
2019-05-12;53,00;0,00;9,00;0,00;0,00;4,00;0,00;0,00;2,00;0,00;4,00;43,00;0,00;0,00;0,00;53,00;4,61;0,00;0,00;4,00;11,00
2019-05-19;61,00;4,00;6,00;0,00;0,00;4,00;0,00;2,00;4,00;0,00;6,00;43,00;0,00;0,00;0,00;105,58;0,00;0,00;4,00;4,00;6,00
2019-05-26;68,00;2,00;7,00;0,00;0,00;8,00;0,00;0,00;2,00;0,00;9,00;58,00;0,00;0,00;0,00;119,59;0,00;0,00;2,00;4,00;2,00
2019-06-02;80,00;7,00;7,00;0,00;0,00;2,00;2,00;0,00;0,00;8,00;9,00;56,00;3,00;0,00;0,00;235,29;2,35;2,00;7,00;11,00;14,00
2019-06-09;65,00;15,00;5,00;0,00;0,00;4,00;2,00;0,00;4,00;4,00;5,00;82,00;4,00;4,64;0,00;136,96;2,32;0,00;7,00;2,00;4,00
2019-06-16;68,00;5,00;7,00;6,00;2,00;14,00;0,00;2,00;4,00;2,00;7,00;58,00;2,00;2,34;0,00;112,55;2,34;0,00;4,00;6,00;18,00
2019-06-23;70,00;11,00;2,00;0,00;0,00;10,00;2,00;6,00;5,00;4,00;13,00;59,00;0,00;0,00;0,00;109,67;7,00;2,00;13,00;6,00;18,00
2019-06-30;56,00;4,00;6,00;0,00;0,00;6,00;0,00;2,00;2,00;2,00;7,00;53,00;0,00;2,33;0,00;116,67;0,00;0,00;6,00;4,00;16,00
2019-07-07;70,00;5,00;2,00;0,00;2,00;10,00;0,00;0,00;2,00;2,00;21,00;58,00;0,00;0,00;4,67;95,67;2,33;0,00;18,00;4,00;4,00
2019-07-14;82,00;15,00;9,00;2,00;0,00;4,00;0,00;0,00;5,00;0,00;9,00;68,00;4,00;0,00;0,00;98,40;0,00;0,00;4,00;4,00;9,00
2019-07-21;89,00;8,00;9,00;2,00;0,00;4,00;0,00;2,00;2,00;4,00;15,00;62,00;2,00;2,34;2,34;96,03;4,68;2,00;6,00;4,00;6,00
2019-07-28;98,00;6,00;8,00;0,00;0,00;2,00;0,00;0,00;4,00;2,00;11,00;47,00;2,00;2,33;0,00;81,67;0,00;0,00;7,00;6,00;4,00
2019-08-04;78,00;2,00;4,00;0,00;0,00;2,00;2,00;4,00;2,00;0,00;7,00;40,00;5,00;0,00;0,00;96,91;2,36;0,00;11,00;2,00;7,00
2019-08-11;69,00;5,00;7,00;0,00;0,00;6,00;0,00;0,00;2,00;4,00;7,00;48,00;0,00;0,00;0,00;108,10;0,00;0,00;2,00;0,00;11,00
2019-08-18;57,00;7,00;13,00;2,00;2,00;2,00;0,00;0,00;7,00;2,00;11,00;48,00;0,00;2,38;0,00;76,00;0,00;0,00;2,00;6,00;7,00
2019-08-25;65,00;5,00;9,00;0,00;2,00;2,00;0,00;0,00;4,00;2,00;5,00;44,00;4,00;2,32;0,00;97,50;0,00;2,00;5,00;6,00;13,00
2019-09-01;58,00;7,00;7,00;0,00;2,00;4,00;2,00;0,00;0,00;0,00;9,00;53,00;0,00;0,00;0,00;60,32;0,00;0,00;5,00;2,00;16,00
2019-09-08;49,00;4,00;5,00;2,00;0,00;0,00;5,00;0,00;4,00;0,00;11,00;43,00;4,00;0,00;0,00;70,00;2,33;0,00;2,00;0,00;5,00
