Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;41,00;615,00;13,67;13,67;13,67;19,00;17,00;29,00;9,00;9,00;5,00;5,00;3,00
2019-01-13;43,00;573,33;14,33;14,33;14,33;20,00;22,00;37,00;8,00;11,00;4,00;3,00;1,00
2019-01-20;43,00;530,33;14,33;14,33;14,33;20,00;13,00;35,00;5,00;8,00;15,00;3,00;1,00
2019-01-27;15,00;555,00;15,00;15,00;15,00;13,00;20,00;6,00;9,00;10,00;6,00;6,00;1,00
2019-02-03;22,00;880,00;22,00;22,00;22,00;19,00;12,00;4,00;5,00;14,00;4,00;4,00;3,00
2019-02-10;24,00;936,00;24,00;24,00;24,00;22,00;15,00;3,00;5,00;7,00;7,00;10,00;0,00
2019-02-17;28,00;504,00;14,00;14,00;42,00;22,00;15,00;4,00;15,00;11,00;5,00;4,00;3,00
2019-02-24;37,00;795,50;18,50;9,25;18,50;30,00;22,00;8,00;12,00;7,00;4,00;4,00;0,00
2019-03-03;33,00;693,00;16,50;16,50;16,50;18,00;17,00;7,00;13,00;4,00;13,00;3,00;0,00
2019-03-10;31,00;635,50;15,50;15,50;31,00;29,00;10,00;9,00;15,00;12,00;5,00;6,00;1,00
2019-03-17;22,00;770,00;22,00;22,00;11,00;20,00;18,00;4,00;9,00;12,00;4,00;5,00;8,00
2019-03-24;29,00;580,00;7,25;14,50;14,50;30,00;19,00;3,00;11,00;5,00;1,00;4,00;3,00
2019-03-31;47,00;642,33;15,67;15,67;15,67;17,00;20,00;16,00;5,00;8,00;12,00;7,00;7,00
2019-04-07;64,00;688,00;16,00;16,00;16,00;39,00;15,00;21,00;6,00;5,00;8,00;10,00;3,00
2019-04-14;47,00;1566,67;31,33;31,33;15,67;18,00;18,00;34,00;8,00;11,00;7,00;7,00;5,00
2019-04-21;53,00;848,00;17,67;17,67;17,67;28,00;18,00;38,00;7,00;12,00;7,00;10,00;11,00
2019-04-28;61,00;808,25;15,25;30,50;15,25;19,00;21,00;29,00;13,00;8,00;14,00;8,00;3,00
2019-05-05;58,00;536,50;14,50;14,50;14,50;17,00;25,00;51,00;19,00;9,00;4,00;4,00;5,00
2019-05-12;57,00;570,00;14,25;28,50;14,25;32,00;18,00;19,00;10,00;7,00;3,00;8,00;4,00
2019-05-19;57,00;598,50;14,25;14,25;28,50;20,00;29,00;22,00;9,00;14,00;6,00;6,00;6,00
2019-05-26;49,00;718,67;32,67;32,67;16,33;25,00;30,00;37,00;10,00;16,00;8,00;8,00;8,00
2019-06-02;55,00;861,67;18,33;18,33;18,33;21,00;33,00;32,00;13,00;6,00;7,00;5,00;4,00
2019-06-09;61,00;594,75;15,25;15,25;15,25;27,00;29,00;50,00;14,00;17,00;10,00;7,00;0,00
2019-06-16;61,00;610,00;15,25;15,25;30,50;38,00;26,00;43,00;12,00;10,00;10,00;4,00;6,00
2019-06-23;59,00;575,25;14,75;14,75;44,25;17,00;19,00;37,00;24,00;13,00;6,00;6,00;10,00
2019-06-30;74,00;636,40;29,60;29,60;103,60;23,00;27,00;45,00;14,00;13,00;17,00;15,00;9,00
2019-07-07;72,00;734,40;14,40;28,80;43,20;39,00;33,00;42,00;23,00;17,00;8,00;9,00;13,00
2019-07-14;83,00;913,00;16,60;33,20;33,20;31,00;36,00;38,00;20,00;27,00;11,00;8,00;12,00
2019-07-21;68,00;901,00;51,00;34,00;51,00;54,00;54,00;45,00;17,00;19,00;14,00;6,00;10,00
2019-07-28;77,00;1001,00;15,40;46,20;30,80;19,00;38,00;54,00;25,00;24,00;7,00;17,00;13,00
2019-08-04;66,00;924,00;33,00;49,50;33,00;33,00;42,00;48,00;16,00;29,00;10,00;9,00;10,00
