Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-01-06;30,00;23,00;5,00;26,00;7,00;37,89;6,32;3,16;15,79;3,53;68,82;63,53;19,41;3,16;9,47;47,37;3,16;7,50;9,00;15,00;18,00
2019-01-13;35,00;32,00;6,00;25,00;11,00;46,14;6,36;1,59;17,50;5,53;53,42;66,32;14,74;6,36;9,55;63,64;3,18;46,67;7,29;20,42;18,96
2019-01-20;37,00;24,00;8,00;23,00;10,00;45,04;6,43;3,22;19,30;3,52;54,62;63,43;15,86;9,25;9,25;77,08;1,54;23,68;7,40;23,68;23,68
2019-01-27;38,00;24,00;4,00;16,00;6,00;44,61;4,96;3,30;19,83;1,81;74,19;74,19;12,67;3,17;7,92;74,42;4,75;2,92;52,62;7,31;14,62
2019-02-03;41,00;26,00;5,00;14,00;3,00;45,92;8,20;4,92;26,24;3,57;65,96;78,43;12,48;4,73;6,31;59,92;6,31;5,86;45,39;7,32;11,71
2019-02-10;49,00;31,00;6,00;16,00;5,00;47,37;11,43;1,63;26,13;3,63;65,33;87,11;12,70;4,74;7,90;60,06;7,90;2,97;66,82;8,91;14,85
2019-02-17;49,00;29,00;6,00;17,00;6,00;49,00;13,07;3,27;37,57;9,07;68,96;83,48;14,52;3,16;6,32;67,97;4,74;2,97;56,42;5,94;13,36
2019-02-24;63,00;41,00;8,00;15,00;4,00;50,08;9,69;4,85;29,08;5,40;57,60;81,00;10,80;1,58;3,15;58,28;4,73;5,86;46,88;8,79;10,26
2019-03-03;52,00;34,00;8,00;12,00;3,00;48,75;14,63;4,88;22,75;7,17;46,62;77,10;7,17;3,15;4,73;56,73;6,30;4,46;44,57;8,91;17,83
2019-03-10;47,00;29,00;6,00;18,00;4,00;45,38;14,59;4,86;22,69;3,62;43,38;81,35;9,04;3,13;1,57;47,00;4,70;4,41;47,00;10,28;16,16
