Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;32,00;8,00;24,00;39,00;4,00;4,00;10,00;10,00;6,00
2019-01-13;42,00;15,00;15,00;28,00;0,00;6,00;4,00;4,00;7,00
2019-01-20;28,00;9,00;12,00;31,00;2,00;0,00;5,00;11,00;2,00
2019-01-27;38,00;11,00;12,00;27,00;9,00;4,00;2,00;9,00;7,00
2019-02-03;35,00;10,00;15,00;27,00;4,00;2,00;6,00;8,00;11,00
2019-02-10;23,00;6,00;19,00;36,00;6,00;4,00;4,00;10,00;2,00
2019-02-17;34,00;8,00;22,00;34,00;2,00;9,00;6,00;13,00;6,00
2019-02-24;30,00;13,00;15,00;39,00;2,00;4,00;9,00;0,00;7,00
2019-03-03;31,00;14,00;25,00;31,00;0,00;4,00;2,00;4,00;6,00
2019-03-10;25,00;6,00;6,00;33,00;0,00;2,00;6,00;2,00;0,00
2019-03-17;29,00;18,00;17,00;25,00;6,00;8,00;10,00;6,00;2,00
2019-03-24;71,00;26,00;17,00;37,00;4,00;0,00;4,00;10,00;6,00
2019-03-31;26,00;8,00;15,00;31,00;2,00;7,00;18,00;8,00;0,00
2019-04-07;41,00;9,00;11,00;37,00;2,00;4,00;4,00;7,00;4,00
2019-04-14;46,00;6,00;16,00;21,00;8,00;0,00;6,00;4,00;6,00
2019-04-21;25,00;6,00;11,00;24,00;2,00;6,00;7,00;10,00;2,00
2019-04-28;48,00;6,00;19,00;15,00;6,00;2,00;9,00;13,00;2,00
2019-05-05;45,00;21,00;68,00;31,00;2,00;2,00;16,00;9,00;15,00
2019-05-12;70,00;13,00;13,00;24,00;2,00;0,00;6,00;4,00;28,00
2019-05-19;39,00;19,00;20,00;31,00;2,00;2,00;5,00;2,00;4,00
2019-05-26;74,00;11,00;13,00;18,00;2,00;0,00;5,00;7,00;2,00
2019-06-02;27,00;5,00;23,00;32,00;4,00;0,00;2,00;13,00;5,00
2019-06-09;26,00;7,00;22,00;23,00;5,00;5,00;12,00;4,00;5,00
2019-06-16;17,00;15,00;15,00;30,00;8,00;0,00;15,00;4,00;2,00
2019-06-23;36,00;12,00;18,00;27,00;2,00;2,00;8,00;2,00;10,00
2019-06-30;47,00;10,00;25,00;25,00;4,00;2,00;4,00;2,00;6,00
2019-07-07;60,00;13,00;15,00;24,00;2,00;0,00;5,00;9,00;0,00
2019-07-14;59,00;14,00;14,00;29,00;0,00;4,00;13,00;10,00;4,00
2019-07-21;62,00;16,00;20,00;41,00;8,00;4,00;14,00;4,00;6,00
2019-07-28;47,00;10,00;14,00;36,00;12,00;0,00;10,00;10,00;6,00
2019-08-04;39,00;18,00;22,00;28,00;6,00;4,00;8,00;4,00;2,00
2019-08-11;45,00;16,00;22,00;32,00;6,00;4,00;6,00;19,00;0,00
2019-08-18;53,00;10,00;19,00;41,00;4,00;4,00;6,00;8,00;12,00
2019-08-25;75,00;15,00;23,00;23,00;4,00;2,00;9,00;12,00;4,00
2019-09-01;22,00;11,00;14,00;20,00;0,00;4,00;5,00;15,00;5,00
2019-09-08;39,00;14,00;14,00;26,00;3,00;2,00;3,00;4,00;2,00
2019-09-15;23,00;4,00;10,00;38,00;3,00;2,00;2,00;7,00;3,00
2019-09-22;29,00;13,00;16,00;25,00;5,00;2,00;7,00;4,00;5,00
2019-09-29;18,00;9,00;33,00;31,00;7,00;2,00;5,00;2,00;9,00
2019-10-06;36,00;14,00;21,00;35,00;10,00;0,00;10,00;7,00;4,00
2019-10-13;24,00;7,00;10,00;36,00;3,00;3,00;7,00;2,00;5,00
2019-10-20;26,00;12,00;14,00;37,00;2,00;3,00;15,00;0,00;14,00
2019-10-27;24,00;14,00;19,00;19,00;0,00;3,00;7,00;10,00;24,00
2019-11-03;29,00;16,00;17,00;32,00;2,00;2,00;7,00;7,00;8,00
2019-11-10;29,00;7,00;15,00;19,00;3,00;0,00;7,00;2,00;3,00
2019-11-17;22,00;14,00;18,00;32,00;5,00;0,00;5,00;3,00;2,00
2019-11-24;23,00;17,00;18,00;15,00;10,00;0,00;10,00;5,00;11,00
2019-12-01;29,00;21,00;19,00;26,00;0,00;3,00;2,00;5,00;12,00
2019-12-08;34,00;11,00;9,00;50,00;0,00;2,00;9,00;4,00;9,00
2019-12-15;64,00;12,00;12,00;20,00;2,00;0,00;7,00;7,00;5,00
2019-12-22;16,00;12,00;21,00;25,00;8,00;4,00;9,00;6,00;2,00
2019-12-29;52,00;13,00;19,00;30,00;0,00;9,00;4,00;13,00;6,00
2020-01-05;85,00;17,00;17,00;22,00;2,00;12,00;5,00;16,00;3,00
2020-01-12;50,00;15,00;16,00;22,00;3,00;3,00;0,00;3,00;6,00
2020-01-19;30,00;11,00;19,00;34,00;3,00;3,00;5,00;13,00;6,00
2020-01-26;16,00;10,00;21,00;21,00;0,00;0,00;5,00;10,00;2,00
2020-02-02;35,00;22,00;18,00;33,00;2,00;10,00;6,00;13,00;5,00
2020-02-09;25,00;10,00;15,00;23,00;10,00;2,00;3,00;5,00;6,00
2020-02-16;28,00;8,00;18,00;34,00;5,00;3,00;3,00;7,00;2,00
2020-02-23;23,00;11,00;19,00;16,00;8,00;0,00;5,00;6,00;2,00
2020-03-01;54,00;13,00;9,00;19,00;2,00;2,00;8,00;2,00;8,00
2020-03-08;23,00;9,00;9,00;21,00;0,00;0,00;9,00;2,00;5,00
2020-03-15;31,00;8,00;11,00;29,00;3,00;1,00;7,00;5,00;3,00
2020-03-22;33,00;9,00;16,00;20,00;3,00;4,00;14,00;6,00;9,00
2020-03-29;26,00;11,00;10,00;20,00;1,00;0,00;15,00;0,00;6,00
2020-04-05;52,00;2,00;9,00;71,00;3,00;0,00;6,00;0,00;6,00
2020-04-12;45,00;6,00;4,00;13,00;1,00;0,00;3,00;3,00;9,00
2020-04-19;30,00;6,00;8,00;22,00;0,00;4,00;6,00;1,00;10,00
2020-04-26;29,00;10,00;7,00;16,00;0,00;3,00;11,00;3,00;4,00
2020-05-03;31,00;4,00;10,00;14,00;4,00;3,00;15,00;6,00;8,00
2020-05-10;28,00;10,00;11,00;17,00;4,00;1,00;12,00;4,00;3,00
2020-05-17;21,00;4,00;12,00;15,00;3,00;0,00;4,00;4,00;7,00
2020-05-24;86,00;6,00;12,00;16,00;1,00;1,00;6,00;5,00;7,00
2020-05-31;25,00;4,00;9,00;18,00;4,00;0,00;15,00;9,00;4,00
2020-06-07;29,00;3,00;4,00;23,00;4,00;0,00;3,00;6,00;6,00
2020-06-14;28,00;5,00;6,00;31,00;2,00;0,00;11,00;5,00;5,00
2020-06-21;23,00;2,00;5,00;10,00;8,00;3,00;13,00;2,00;5,00
2020-06-28;43,00;7,00;10,00;13,00;0,00;2,00;6,00;3,00;3,00
2020-07-05;32,00;5,00;8,00;12,00;3,00;5,00;5,00;2,00;0,00
2020-07-12;39,00;5,00;14,00;23,00;0,00;2,00;0,00;4,00;10,00
2020-07-19;34,00;14,00;7,00;18,00;3,00;0,00;2,00;2,00;4,00
2020-07-26;27,00;14,00;12,00;32,00;2,00;2,00;5,00;0,00;2,00
2020-08-02;65,00;16,00;14,00;29,00;2,00;2,00;7,00;7,00;7,00
2020-08-09;29,00;14,00;7,00;25,00;0,00;5,00;3,00;13,00;2,00
2020-08-16;75,00;18,00;16,00;23,00;0,00;4,00;9,00;4,00;2,00
2020-08-23;35,00;7,00;16,00;23,00;2,00;3,00;12,00;9,00;7,00
2020-08-30;26,00;7,00;15,00;24,00;8,00;2,00;5,00;7,00;7,00
2020-09-06;26,00;5,00;52,00;20,00;2,00;7,00;5,00;2,00;3,00
