Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;48,00;192,00;62,77;51,69;14,77;30,17;28,80;15,09;58,97;14,90;36,41;48,00;33,10;15,00;15,00;7,00;0,00;11,00;4,00;4,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;56,00;108,27;56,00;56,00;48,53;34,15;32,78;32,78;28,68;0,00;36,24;51,06;26,35;15,00;11,00;4,00;12,00;11,00;7,00;15,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;65,00;103,24;80,29;34,41;15,29;17,98;35,96;27,66;24,89;3,33;21,67;53,33;21,67;7,00;42,00;4,00;4,00;21,00;11,00;0,00;4,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;32,00;80,00;40,00;64,00;40,00;36,17;50,09;45,91;25,04;10,11;40,42;32,00;13,47;14,00;11,00;4,00;4,00;14,00;14,00;7,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00
2019-02-03;30,00;71,25;63,75;56,25;18,75;15,71;22,86;18,57;22,86;6,67;15,00;33,33;6,67;7,00;11,00;4,00;4,00;4,00;18,00;7,00;7,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;41,00;93,18;37,27;37,27;11,18;19,13;21,87;15,03;36,90;0,00;36,08;32,80;14,76;15,00;18,00;4,00;4,00;11,00;7,00;7,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;42,00;118,36;53,45;45,82;42,00;30,80;33,60;11,20;19,60;8,40;15,12;48,72;11,76;19,00;4,00;0,00;4,00;7,00;15,00;7,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00
2019-02-24;45,00;82,50;93,75;63,75;37,50;50,63;33,75;33,75;18,28;3,33;6,67;33,33;6,67;15,00;7,00;0,00;4,00;4,00;11,00;11,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;33,00;91,67;69,67;47,67;33,00;41,25;28,88;15,13;11,00;11,55;14,85;28,05;14,85;11,00;7,00;0,00;0,00;11,00;15,00;0,00;0,00;0,00;11,00;11,00;0,00;0,00;0,00;0,00
2019-03-10;18,00;43,20;104,40;43,20;32,40;11,08;24,92;29,08;29,08;0,00;21,27;24,55;9,82;0,00;14,00;0,00;8,00;4,00;11,00;4,00;7,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
