Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;34,00;139,40;105,40;153,00;3,40;7,00;25,00;8,00;5,00
2019-01-13;34,00;120,55;89,64;139,09;3,09;8,00;29,00;8,00;6,00
2019-01-20;31,00;114,70;77,50;133,30;3,10;5,00;30,00;8,00;5,00
2019-01-27;30,00;120,00;90,00;130,00;6,67;6,00;26,00;10,00;4,00
2019-02-03;27,00;114,75;84,38;114,75;3,38;5,00;32,00;10,00;4,00
2019-02-10;30,00;110,00;83,33;126,67;3,33;9,00;26,00;10,00;5,00
2019-02-17;30,00;106,67;76,67;116,67;3,33;5,00;52,00;7,00;4,00
2019-02-24;28,00;115,11;74,67;112,00;3,11;8,00;27,00;10,00;6,00
2019-03-03;26,00;107,25;71,50;123,50;6,50;4,00;27,00;8,00;6,00
2019-03-10;24,00;90,00;66,00;111,00;6,00;4,00;29,00;14,00;8,00
2019-03-17;27,00;97,88;74,25;104,63;3,38;4,00;28,00;7,00;5,00
2019-03-24;24,00;96,00;68,57;116,57;3,43;5,00;32,00;8,00;4,00
2019-03-31;28,00;77,78;56,00;127,56;3,11;5,00;31,00;7,00;5,00
2019-04-07;25,00;87,50;62,50;125,00;3,13;5,00;32,00;7,00;5,00
2019-04-14;24,00;85,71;58,29;123,43;3,43;5,00;33,00;5,00;3,00
2019-04-21;25,00;78,13;50,00;118,75;3,13;5,00;33,00;6,00;5,00
2019-04-28;25,00;78,13;50,00;125,00;3,13;5,00;26,00;6,00;4,00
2019-05-05;30,00;80,00;56,67;133,33;3,33;3,00;26,00;6,00;4,00
2019-05-12;28,00;68,44;49,78;102,67;3,11;4,00;30,00;6,00;6,00
2019-05-19;27,00;77,63;47,25;141,75;3,38;4,00;28,00;7,00;3,00
2019-05-26;24,00;72,00;44,57;120,00;3,43;4,00;31,00;5,00;2,00
2019-06-02;24,00;75,43;54,86;120,00;3,43;3,00;27,00;7,00;4,00
2019-06-09;26,00;71,50;48,75;120,25;6,50;5,00;27,00;5,00;5,00
2019-06-16;37,00;80,73;57,18;127,82;6,73;4,00;31,00;5,00;4,00
2019-06-23;31,00;74,40;49,60;117,80;3,10;2,00;35,00;5,00;4,00
2019-06-30;34,00;74,18;55,64;126,73;6,18;4,00;36,00;6,00;6,00
2019-07-07;32,00;80,00;60,80;121,60;3,20;5,00;37,00;6,00;5,00
2019-07-14;35,00;79,55;57,27;124,09;3,18;5,00;32,00;5,00;6,00
2019-07-21;37,00;94,18;60,55;121,09;3,36;4,00;26,00;6,00;6,00
2019-07-28;33,00;89,10;72,60;148,50;3,30;5,00;30,00;6,00;5,00
2019-08-04;36,00;94,91;65,45;137,45;3,27;3,00;29,00;7,00;5,00
2019-08-11;34,00;86,55;64,91;136,00;3,09;5,00;28,00;9,00;5,00
2019-08-18;37,00;94,18;63,91;151,36;6,73;5,00;32,00;6,00;3,00
2019-08-25;35,00;82,73;70,00;133,64;3,18;5,00;31,00;9,00;6,00
2019-09-01;32,00;80,00;60,80;118,40;3,20;5,00;35,00;6,00;6,00
2019-09-08;37,00;80,73;60,55;131,18;3,36;5,00;24,00;6,00;5,00
2019-09-15;29,00;74,11;58,00;132,11;3,22;4,00;27,00;6,00;5,00
2019-09-22;25,00;75,00;53,13;121,88;3,13;3,00;28,00;6,00;4,00
2019-09-29;27,00;81,00;64,13;131,63;3,38;5,00;31,00;7,00;4,00
2019-10-06;26,00;74,75;55,25;130,00;3,25;5,00;27,00;6,00;5,00
2019-10-13;27,00;81,00;60,75;148,50;3,38;3,00;32,00;6,00;5,00
2019-10-20;27,00;91,13;60,75;178,88;6,75;3,00;100,00;6,00;5,00
2019-10-27;27,00;94,50;67,50;141,75;3,38;3,00;36,00;7,00;4,00
2019-11-03;32,00;80,00;57,60;140,80;3,20;4,00;31,00;5,00;5,00
2019-11-10;28,00;84,00;56,00;130,67;3,11;4,00;29,00;7,00;6,00
2019-11-17;29,00;83,78;64,44;132,11;3,22;4,00;37,00;5,00;6,00
