Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2019-01-06;41,00;8,91;10,70;10,70;8,91;12,00;3,00;3,00;0,00;4,00;0,00;1,00;4,00;0,00;1,00;0,00;1,00;0,00;1,00;1,00;0,00
2019-01-13;43,00;12,54;1,79;12,54;16,13;6,00;0,00;4,00;0,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;43,00;8,96;7,17;1,79;1,79;7,00;4,00;6,00;0,00;0,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;1,00;0,00
2019-01-27;15,00;7,50;7,50;3,75;9,38;9,00;5,00;1,00;0,00;1,00;0,00;1,00;1,00;1,00;0,00;1,00;0,00;0,00;1,00;0,00;1,00
2019-02-03;22,00;11,00;5,50;1,83;1,83;10,00;4,00;7,00;1,00;3,00;1,00;1,00;3,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00
2019-02-10;24,00;9,23;7,38;9,23;1,85;7,00;1,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;4,00;1,00;0,00;0,00;1,00;0,00
2019-02-17;28,00;7,00;5,25;3,50;1,75;6,00;9,00;4,00;0,00;1,00;1,00;1,00;4,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;1,00
2019-02-24;37,00;5,29;8,81;5,29;7,05;7,00;8,00;3,00;1,00;3,00;4,00;1,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-03-03;33,00;14,67;0,00;1,83;5,50;1,00;10,00;4,00;0,00;1,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-03-10;31,00;10,94;7,29;10,94;10,94;14,00;10,00;6,00;0,00;1,00;1,00;4,00;3,00;0,00;3,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-03-17;22,00;9,17;7,33;3,67;1,83;9,00;0,00;1,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00
2019-03-24;29,00;7,25;1,81;5,44;7,25;4,00;6,00;3,00;3,00;0,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;47,00;7,23;7,23;1,81;5,42;13,00;9,00;7,00;0,00;1,00;1,00;0,00;3,00;0,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00
2019-04-07;64,00;10,67;8,89;10,67;3,56;14,00;7,00;4,00;1,00;1,00;1,00;0,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-04-14;47,00;14,46;3,62;9,04;12,65;25,00;7,00;1,00;3,00;1,00;3,00;0,00;4,00;0,00;1,00;1,00;4,00;1,00;1,00;0,00;0,00
2019-04-21;53,00;8,83;5,30;8,83;17,67;17,00;9,00;12,00;0,00;4,00;0,00;2,00;4,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-04-28;61,00;7,18;7,18;16,15;8,97;16,00;8,00;9,00;0,00;1,00;1,00;1,00;4,00;0,00;3,00;0,00;0,00;0,00;1,00;3,00;1,00
2019-05-05;58,00;12,30;8,79;22,85;7,03;11,00;8,00;6,00;3,00;1,00;3,00;3,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-05-12;57,00;17,81;8,91;19,59;16,03;18,00;14,00;4,00;0,00;1,00;0,00;4,00;4,00;0,00;4,00;4,00;0,00;0,00;0,00;1,00;0,00
2019-05-19;57,00;8,91;7,13;12,47;8,91;7,00;12,00;11,00;0,00;1,00;0,00;3,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;49,00;12,70;9,07;18,15;7,26;24,00;7,00;10,00;1,00;0,00;4,00;3,00;3,00;0,00;4,00;1,00;0,00;0,00;0,00;3,00;0,00
2019-06-02;55,00;14,67;5,50;20,17;9,17;19,00;10,00;11,00;0,00;1,00;4,00;3,00;2,00;0,00;4,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;61,00;14,35;5,38;17,94;5,38;18,00;8,00;7,00;2,00;2,00;5,00;1,00;7,00;0,00;2,00;2,00;1,00;0,00;1,00;1,00;0,00
2019-06-16;61,00;16,15;5,38;8,97;8,97;22,00;8,00;8,00;0,00;1,00;4,00;3,00;8,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-06-23;59,00;12,52;5,36;23,24;17,88;15,00;10,00;13,00;0,00;6,00;6,00;3,00;3,00;1,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-06-30;74,00;26,43;15,86;7,05;7,05;11,00;15,00;8,00;3,00;3,00;3,00;3,00;5,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-07;72,00;30,60;12,60;25,20;25,20;36,00;7,00;10,00;0,00;3,00;0,00;7,00;5,00;1,00;4,00;0,00;0,00;0,00;1,00;1,00;0,00
2019-07-14;83,00;30,67;19,85;21,65;10,83;43,00;13,00;8,00;1,00;3,00;5,00;3,00;13,00;3,00;8,00;1,00;1,00;0,00;0,00;1,00;0,00
2019-07-21;68,00;30,42;19,68;23,26;28,63;51,00;9,00;17,00;0,00;0,00;10,00;6,00;15,00;3,00;9,00;1,00;3,00;0,00;0,00;1,00;0,00
2019-07-28;77,00;25,07;12,53;19,70;23,28;50,00;14,00;10,00;3,00;4,00;6,00;5,00;9,00;1,00;0,00;3,00;3,00;0,00;0,00;3,00;0,00
2019-08-04;66,00;41,03;17,84;23,19;17,84;37,00;12,00;25,00;3,00;0,00;3,00;3,00;6,00;1,00;3,00;3,00;0,00;1,00;1,00;3,00;0,00
2019-08-11;60,00;14,55;16,36;16,36;12,73;32,00;10,00;13,00;1,00;3,00;4,00;3,00;3,00;1,00;0,00;3,00;3,00;1,00;0,00;0,00;0,00
2019-08-18;71,00;67,45;10,65;10,65;14,20;16,00;6,00;11,00;1,00;3,00;7,00;6,00;3,00;1,00;3,00;1,00;3,00;0,00;0,00;3,00;0,00
2019-08-25;66,00;78,49;7,14;3,57;12,49;25,00;16,00;8,00;3,00;3,00;3,00;1,00;3,00;4,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-09-01;60,00;26,47;8,82;10,59;8,82;19,00;8,00;10,00;1,00;0,00;1,00;3,00;1,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-09-08;63,00;10,80;7,20;9,00;7,20;15,00;16,00;9,00;0,00;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-15;51,00;12,31;8,79;1,76;3,52;9,00;8,00;6,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-22;44,00;10,56;3,52;7,04;7,04;9,00;13,00;5,00;0,00;0,00;1,00;0,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-09-29;46,00;8,85;3,54;5,31;5,31;4,00;5,00;4,00;0,00;0,00;0,00;1,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-06;40,00;3,48;1,74;8,70;3,48;1,00;4,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;1,00;0,00
2019-10-13;32,00;7,11;0,00;3,56;1,78;8,00;3,00;2,00;1,00;2,00;0,00;1,00;1,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;26,00;7,43;11,14;5,57;3,71;4,00;1,00;10,00;0,00;4,00;0,00;1,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-27;23,00;3,54;1,77;5,31;3,54;4,00;1,00;4,00;0,00;0,00;0,00;0,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-03;19,00;1,73;1,73;1,73;5,18;4,00;8,00;5,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-10;21,00;5,25;5,25;5,25;0,00;6,00;5,00;4,00;0,00;0,00;0,00;3,00;4,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-17;30,00;3,53;3,53;1,76;1,76;7,00;4,00;0,00;0,00;0,00;0,00;4,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-24;26,00;5,57;1,86;1,86;9,29;19,00;6,00;0,00;0,00;0,00;1,00;0,00;5,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
