Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;46,00;920,00;7,67;15,33;15,33;23,00;16,00;41,00;7,00;4,00;1,00;4,00;2,00
2019-01-13;45,00;915,00;7,50;15,00;30,00;22,00;17,00;51,00;8,00;5,00;3,00;8,00;1,00
2019-01-20;51,00;726,75;6,38;12,75;25,50;20,00;18,00;39,00;8,00;4,00;5,00;9,00;2,00
2019-01-27;39,00;741,00;6,50;13,00;26,00;20,00;17,00;45,00;10,00;2,00;5,00;5,00;2,00
2019-02-03;51,00;726,75;6,38;12,75;12,75;25,00;14,00;45,00;5,00;4,00;4,00;5,00;1,00
2019-02-10;51,00;714,00;6,38;12,75;12,75;22,00;21,00;40,00;9,00;6,00;4,00;9,00;3,00
2019-02-17;46,00;966,00;7,67;15,33;30,67;23,00;15,00;46,00;6,00;3,00;2,00;13,00;2,00
2019-02-24;47,00;940,00;7,83;15,67;15,67;21,00;17,00;43,00;10,00;6,00;3,00;6,00;2,00
2019-03-03;54,00;918,00;6,75;13,50;27,00;26,00;14,00;41,00;10,00;10,00;4,00;12,00;1,00
2019-03-10;63,00;1071,00;7,88;15,75;15,75;25,00;25,00;54,00;14,00;4,00;2,00;7,00;1,00
2019-03-17;58,00;899,00;14,50;14,50;29,00;25,00;18,00;42,00;6,00;7,00;4,00;10,00;0,50
2019-03-24;57,00;912,00;7,13;14,25;28,50;17,00;20,00;46,00;9,00;6,00;2,00;11,00;2,00
2019-03-31;59,00;929,25;7,38;14,75;29,50;20,00;23,00;51,00;11,00;7,00;7,00;7,00;2,00
2019-04-07;61,00;915,00;7,63;30,50;15,25;22,00;20,00;41,00;9,00;6,00;1,00;11,00;2,00
2019-04-14;62,00;1550,00;7,75;31,00;15,50;29,00;15,00;45,00;12,00;5,00;2,00;10,00;3,00
2019-04-21;53,00;795,00;6,63;13,25;13,25;23,00;19,00;41,00;8,00;5,00;1,00;15,00;2,00
2019-04-28;70,00;826,00;7,00;14,00;28,00;23,00;20,00;50,00;8,00;4,00;4,00;12,00;3,00
2019-05-05;69,00;869,40;6,90;13,80;27,60;21,00;15,00;50,00;10,00;7,00;3,00;7,00;3,00
2019-05-12;64,00;1088,00;8,00;16,00;32,00;30,00;24,00;47,00;10,00;6,00;6,00;16,00;3,00
2019-05-19;79,00;908,50;13,17;26,33;39,50;29,00;25,00;48,00;10,00;4,00;2,00;12,00;4,00
2019-05-26;74,00;1021,20;7,40;29,60;29,60;30,00;19,00;56,00;10,00;10,00;5,00;8,00;1,00
2019-06-02;81,00;945,00;6,75;13,50;27,00;29,00;23,00;54,00;11,00;6,00;5,00;6,00;0,50
2019-06-09;76,00;1048,80;7,60;15,20;30,40;29,00;24,00;59,00;6,00;4,00;4,00;14,00;1,00
2019-06-16;71,00;1036,60;7,10;14,20;28,40;32,00;21,00;54,00;9,00;3,00;5,00;10,00;2,00
2019-06-23;75,00;1185,00;7,50;15,00;30,00;32,00;28,00;55,00;6,00;8,00;3,00;12,00;2,00
2019-06-30;71,00;965,60;7,10;14,20;42,60;34,00;19,00;61,00;9,00;5,00;5,00;9,00;2,00
2019-07-07;70,00;980,00;7,00;28,00;28,00;27,00;17,00;51,00;10,00;5,00;3,00;8,00;2,00
2019-07-14;64,00;1072,00;16,00;16,00;16,00;25,00;17,00;62,00;8,00;8,00;5,00;13,00;3,00
2019-07-21;69,00;910,80;6,90;13,80;13,80;24,00;23,00;73,00;8,00;9,00;5,00;9,00;1,00
2019-07-28;55,00;838,75;6,88;13,75;13,75;26,00;13,00;60,00;10,00;4,00;4,00;9,00;1,00
2019-08-04;62,00;930,00;7,75;15,50;15,50;25,00;19,00;50,00;11,00;6,00;5,00;9,00;2,00
2019-08-11;67,00;804,00;6,70;26,80;13,40;23,00;24,00;57,00;7,00;7,00;3,00;9,00;3,00
2019-08-18;63,00;1023,75;7,88;15,75;31,50;21,00;17,00;58,00;9,00;3,00;4,00;9,00;2,00
2019-08-25;56,00;840,00;7,00;28,00;14,00;25,00;17,00;39,00;11,00;9,00;5,00;11,00;4,00
2019-09-01;75,00;945,00;15,00;30,00;30,00;34,00;29,00;56,00;13,00;8,00;9,00;12,00;1,00
2019-09-08;62,00;992,00;7,75;31,00;31,00;26,00;26,00;59,00;12,00;11,00;4,00;11,00;3,00
2019-09-15;74,00;976,80;7,40;29,60;29,60;28,00;23,00;53,00;10,00;9,00;11,00;10,00;2,00
2019-09-22;68,00;924,80;6,80;27,20;27,20;28,00;23,00;46,00;15,00;10,00;4,00;5,00;4,00
2019-09-29;51,00;854,25;12,75;25,50;25,50;26,00;34,00;53,00;10,00;10,00;8,00;8,00;5,00
2019-10-06;54,00;823,50;6,75;27,00;27,00;30,00;21,00;45,00;14,00;10,00;9,00;5,00;3,00
2019-10-13;49,00;980,00;8,17;32,67;32,67;24,00;21,00;46,00;12,00;13,00;8,00;8,00;3,00
2019-10-20;54,00;810,00;6,75;27,00;40,50;31,00;25,00;44,00;8,00;7,00;4,00;3,00;2,00
2019-10-27;46,00;828,00;7,67;30,67;30,67;27,00;25,00;42,00;13,00;10,00;8,00;10,00;4,00
2019-11-03;48,00;976,00;16,00;48,00;32,00;29,00;19,00;46,00;12,00;8,00;9,00;6,00;1,00
2019-11-10;46,00;828,00;15,33;30,67;15,33;20,00;19,00;45,00;6,00;10,00;8,00;5,00;3,00
2019-11-17;49,00;980,00;8,17;49,00;32,67;30,00;23,00;50,00;18,00;7,00;6,00;9,00;6,00
2019-11-24;71,00;781,00;14,20;28,40;42,60;28,00;27,00;46,00;14,00;13,00;10,00;4,00;4,00
2019-12-01;57,00;883,50;14,25;42,75;28,50;29,00;21,00;36,00;13,00;8,00;11,00;5,00;3,00
2019-12-08;67,00;790,60;13,40;40,20;26,80;30,00;27,00;39,00;13,00;10,00;10,00;6,00;3,00
2019-12-15;84,00;868,00;14,00;42,00;28,00;34,00;34,00;35,00;25,00;16,00;13,00;6,00;5,00
2019-12-22;81,00;999,00;13,50;54,00;40,50;44,00;35,00;51,00;25,00;15,00;13,00;12,00;5,00
2019-12-29;76,00;1140,00;15,20;30,40;45,60;39,00;37,00;70,00;25,00;18,00;13,00;7,00;5,00
