Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;54,00;464,40;10,80;5,40;16,20;14,00;21,00;9,00;20,00;5,00;10,00;5,00;2,00
2019-01-13;56,00;402,18;10,18;10,18;15,27;19,00;22,00;11,00;16,00;9,00;7,00;4,00;2,00
2019-01-20;53,00;392,20;10,60;10,60;15,90;13,00;22,00;11,00;17,00;5,00;15,00;2,00;1,00
2019-01-27;49,00;375,67;10,89;10,89;16,33;17,00;23,00;8,00;14,00;6,00;8,00;5,00;2,00
2019-02-03;50,00;400,00;11,11;11,11;16,67;15,00;24,00;11,00;15,00;9,00;11,00;4,00;2,00
2019-02-10;51,00;372,30;10,20;5,10;15,30;17,00;21,00;6,00;16,00;7,00;9,00;4,00;3,00
2019-02-17;53,00;386,90;10,60;10,60;15,90;16,00;22,00;10,00;19,00;6,00;9,00;6,00;2,00
2019-02-24;53,00;365,70;5,30;5,30;15,90;16,00;23,00;8,00;14,00;7,00;8,00;4,00;2,00
2019-03-03;57,00;373,09;15,55;5,18;15,55;23,00;25,00;9,00;18,00;9,00;11,00;5,00;1,00
2019-03-10;63,00;378,00;10,50;10,50;10,50;17,00;23,00;6,00;15,00;6,00;9,00;2,00;2,00
2019-03-17;60,00;392,73;10,91;5,45;16,36;18,00;25,00;5,00;12,00;8,00;6,00;3,00;2,00
2019-03-24;58,00;332,18;10,55;10,55;15,82;18,00;25,00;10,00;16,00;5,00;6,00;5,00;1,00
2019-03-31;71,00;338,62;10,92;10,92;21,85;16,00;31,00;11,00;15,00;9,00;9,00;5,00;1,00
2019-04-07;81,00;421,20;10,80;10,80;16,20;20,00;21,00;11,00;16,00;12,00;13,00;3,00;2,00
2019-04-14;67,00;407,15;10,31;10,31;15,46;17,00;23,00;10,00;18,00;9,00;9,00;3,00;2,00
2019-04-21;70,00;339,23;10,77;5,38;16,15;20,00;23,00;10,00;16,00;10,00;7,00;6,00;2,00
2019-04-28;66,00;330,00;11,00;11,00;16,50;23,00;24,00;13,00;15,00;6,00;8,00;6,00;1,00
2019-05-05;83,00;332,00;10,38;5,19;15,56;23,00;31,00;18,00;27,00;10,00;8,00;12,00;1,00
2019-05-12;82,00;328,00;5,13;10,25;20,50;19,00;22,00;12,00;17,00;8,00;10,00;4,00;1,00
2019-05-19;86,00;392,38;10,75;10,75;26,88;25,00;27,00;9,00;16,00;9,00;8,00;8,00;1,00
2019-05-26;78,00;374,40;10,40;10,40;15,60;26,00;24,00;11,00;15,00;7,00;13,00;5,00;3,00
2019-06-02;92,00;400,47;10,82;10,82;21,65;27,00;36,00;15,00;23,00;7,00;14,00;8,00;3,00
2019-06-09;88,00;367,53;15,53;10,35;20,71;30,00;27,00;13,00;21,00;7,00;11,00;7,00;2,00
2019-06-16;95,00;427,50;10,56;10,56;21,11;26,00;37,00;11,00;18,00;11,00;12,00;8,00;2,00
2019-06-23;91,00;444,29;10,71;10,71;32,12;27,00;31,00;13,00;27,00;12,00;10,00;8,00;1,00
2019-06-30;81,00;421,20;10,80;10,80;32,40;28,00;30,00;12,00;16,00;11,00;17,00;6,00;2,00
2019-07-07;90,00;428,82;10,59;10,59;21,18;22,00;31,00;15,00;21,00;11,00;12,00;9,00;2,00
2019-07-14;100,00;415,79;15,79;10,53;26,32;31,00;34,00;15,00;20,00;13,00;12,00;8,00;4,00
2019-07-21;87,00;429,88;10,24;10,24;25,59;27,00;33,00;15,00;22,00;10,00;12,00;9,00;3,00
2019-07-28;69,00;456,46;10,62;10,62;21,23;28,00;30,00;16,00;21,00;10,00;14,00;7,00;3,00
2019-08-04;90,00;423,53;10,59;15,88;15,88;26,00;30,00;16,00;25,00;7,00;15,00;5,00;4,00
2019-08-11;77,00;434,50;16,50;11,00;16,50;27,00;32,00;13,00;19,00;13,00;12,00;6,00;2,00
2019-08-18;81,00;399,60;10,80;10,80;21,60;22,00;33,00;10,00;19,00;12,00;10,00;5,00;2,00
2019-08-25;69,00;382,15;15,92;10,62;21,23;21,00;30,00;7,00;16,00;8,00;12,00;5,00;2,00
2019-09-01;83,00;394,25;15,56;10,38;20,75;24,00;26,00;12,00;18,00;10,00;9,00;8,00;4,00
2019-09-08;76,00;439,71;16,29;16,29;21,71;26,00;27,00;13,00;15,00;9,00;8,00;6,00;2,00
2019-09-15;74,00;459,86;15,86;15,86;26,43;21,00;26,00;10,00;24,00;12,00;12,00;7,00;3,00
2019-09-22;76,00;434,29;16,29;16,29;21,71;23,00;28,00;10,00;21,00;13,00;9,00;4,00;2,00
2019-09-29;63,00;425,25;15,75;15,75;15,75;23,00;23,00;15,00;21,00;10,00;9,00;4,00;3,00
2019-10-06;58,00;421,82;15,82;15,82;26,36;14,00;20,00;18,00;16,00;10,00;6,00;4,00;3,00
2019-10-13;56,00;407,27;10,18;15,27;20,36;18,00;18,00;14,00;16,00;8,00;9,00;4,00;2,00
2019-10-20;51,00;392,70;10,20;15,30;15,30;20,00;18,00;14,00;20,00;9,00;7,00;3,00;3,00
2019-10-27;35,00;350,00;10,00;15,00;15,00;11,00;13,00;10,00;14,00;7,00;7,00;3,00;1,00
