Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2019-01-06;36,00;10,00;15,00;5,00;16,00;12,00;9,00;2,00;2,00;5,00;0,00;1,00;1,00;1,00;3,00;1,00;0,00;1,00;0,00;1,00;0,00
2019-01-13;35,00;10,00;11,00;13,00;11,00;9,00;7,00;2,00;4,00;2,00;0,00;4,00;0,00;1,00;1,00;0,00;2,00;0,00;0,00;0,00;1,00
2019-01-20;31,00;10,00;14,00;5,00;7,00;6,00;5,00;9,00;3,00;2,00;1,00;0,00;3,00;3,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00
2019-01-27;22,00;10,00;13,00;6,00;8,00;6,00;10,00;7,00;5,00;7,00;1,00;1,00;1,00;2,00;2,00;1,00;0,00;1,00;1,00;0,00;1,00
2019-02-03;19,00;6,00;15,00;11,00;5,00;9,00;4,00;10,00;4,00;3,00;4,00;2,00;2,00;0,00;1,00;1,00;0,00;1,00;2,00;0,00;0,00
2019-02-10;29,00;11,00;15,00;9,00;9,00;15,00;10,00;4,00;2,00;5,00;3,00;1,00;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-02-17;26,00;9,00;7,00;11,00;9,00;16,00;5,00;4,00;5,00;2,00;3,00;4,00;2,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00
2019-02-24;29,00;11,00;10,00;12,00;10,00;9,00;3,00;1,00;5,00;4,00;5,00;5,00;3,00;0,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00
2019-03-03;30,00;10,00;15,00;12,00;16,00;14,00;12,00;3,00;4,00;3,00;2,00;2,00;2,00;0,00;2,00;1,00;0,00;0,00;1,00;1,00;0,00
2019-03-10;24,00;13,00;12,00;10,00;9,00;9,00;8,00;1,00;2,00;1,00;0,00;4,00;3,00;2,00;0,00;0,00;1,00;1,00;1,00;1,00;0,00
2019-03-17;26,00;16,00;19,00;7,00;7,00;8,00;6,00;3,00;0,00;8,00;1,00;2,00;5,00;0,00;3,00;0,00;1,00;0,00;1,00;0,00;0,00
2019-03-24;38,00;11,00;10,00;9,00;8,00;11,00;8,00;6,00;7,00;7,00;3,00;1,00;1,00;2,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00
2019-03-31;38,00;19,00;15,00;19,00;15,00;17,00;4,00;10,00;3,00;6,00;2,00;4,00;1,00;2,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-04-07;47,00;14,00;29,00;17,00;7,00;22,00;6,00;5,00;6,00;8,00;5,00;4,00;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00
2019-04-14;38,00;6,00;25,00;27,00;12,00;13,00;7,00;5,00;5,00;7,00;5,00;4,00;1,00;1,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-04-21;43,00;14,00;22,00;17,00;15,00;10,00;12,00;11,00;7,00;7,00;1,00;5,00;2,00;0,00;0,00;1,00;2,00;0,00;0,00;0,00;1,00
2019-04-28;35,00;13,00;19,00;10,00;16,00;16,00;9,00;6,00;2,00;3,00;2,00;2,00;1,00;1,00;1,00;2,00;1,00;0,00;1,00;0,00;1,00
2019-05-05;45,00;15,00;14,00;13,00;6,00;9,00;2,00;7,00;5,00;4,00;1,00;2,00;2,00;1,00;0,00;2,00;2,00;0,00;0,00;0,00;1,00
2019-05-12;50,00;21,00;17,00;23,00;11,00;10,00;17,00;7,00;2,00;2,00;3,00;7,00;2,00;1,00;2,00;0,00;1,00;1,00;0,00;0,00;0,00
2019-05-19;46,00;16,00;12,00;7,00;13,00;14,00;14,00;9,00;6,00;4,00;3,00;5,00;3,00;0,00;0,00;0,00;1,00;1,00;1,00;0,00;2,00
2019-05-26;43,00;26,00;27,00;11,00;17,00;15,00;9,00;3,00;3,00;9,00;4,00;9,00;4,00;0,00;2,00;2,00;1,00;0,00;0,00;0,00;0,00
2019-06-02;42,00;14,00;22,00;12,00;13,00;18,00;5,00;9,00;3,00;5,00;3,00;10,00;2,00;1,00;1,00;2,00;2,00;2,00;0,00;0,00;2,00
2019-06-09;52,00;28,00;27,00;12,00;23,00;18,00;7,00;5,00;4,00;11,00;1,00;8,00;4,00;2,00;2,00;2,00;2,00;1,00;1,00;0,00;0,00
2019-06-16;58,00;19,00;20,00;11,00;9,00;21,00;10,00;6,00;6,00;6,00;2,00;7,00;6,00;3,00;1,00;2,00;0,00;1,00;0,00;0,00;0,00
2019-06-23;52,00;17,00;27,00;19,00;17,00;28,00;8,00;14,00;7,00;15,00;3,00;5,00;3,00;2,00;2,00;2,00;5,00;2,00;0,00;0,00;2,00
2019-06-30;53,00;27,00;32,00;35,00;39,00;24,00;2,00;6,00;9,00;6,00;3,00;6,00;7,00;1,00;2,00;1,00;4,00;1,00;1,00;1,00;0,00
2019-07-07;62,00;23,00;30,00;30,00;32,00;41,00;6,00;13,00;11,00;18,00;6,00;1,00;4,00;2,00;5,00;3,00;3,00;8,00;0,00;0,00;0,00
2019-07-14;84,00;24,00;46,00;30,00;26,00;30,00;15,00;15,00;11,00;19,00;7,00;5,00;14,00;9,00;1,00;2,00;2,00;1,00;1,00;2,00;1,00
2019-07-21;69,00;20,00;45,00;22,00;28,00;37,00;14,00;20,00;9,00;11,00;7,00;8,00;10,00;1,00;1,00;1,00;4,00;1,00;0,00;0,00;1,00
2019-07-28;67,00;32,00;26,00;30,00;18,00;35,00;7,00;10,00;11,00;7,00;5,00;4,00;9,00;4,00;7,00;0,00;1,00;2,00;0,00;1,00;1,00
2019-08-04;58,00;36,00;38,00;24,00;29,00;26,00;5,00;10,00;16,00;14,00;4,00;4,00;10,00;2,00;2,00;3,00;2,00;2,00;0,00;1,00;0,00
2019-08-11;59,00;27,00;25,00;26,00;24,00;23,00;10,00;8,00;17,00;10,00;6,00;6,00;4,00;0,00;3,00;3,00;1,00;0,00;0,00;0,00;2,00
2019-08-18;51,00;69,00;17,00;22,00;20,00;16,00;12,00;10,00;14,00;6,00;1,00;4,00;9,00;2,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00
2019-08-25;47,00;55,00;23,00;18,00;19,00;16,00;8,00;8,00;5,00;5,00;3,00;8,00;6,00;1,00;1,00;2,00;1,00;0,00;0,00;0,00;0,00
2019-09-01;41,00;25,00;17,00;15,00;14,00;16,00;11,00;5,00;4,00;3,00;3,00;6,00;3,00;1,00;1,00;3,00;2,00;1,00;1,00;1,00;0,00
2019-09-08;52,00;26,00;15,00;11,00;15,00;13,00;8,00;4,00;6,00;6,00;3,00;4,00;1,00;0,00;0,00;2,00;2,00;2,00;0,00;0,00;1,00
2019-09-15;39,00;12,00;12,00;10,00;8,00;14,00;9,00;4,00;4,00;1,00;3,00;3,00;1,00;0,00;2,00;0,00;0,00;2,00;2,00;0,00;1,00
2019-09-22;33,00;14,00;7,00;6,00;5,00;7,00;10,00;2,00;1,00;2,00;2,00;1,00;1,00;1,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00
2019-09-29;30,00;17,00;7,00;15,00;9,00;10,00;6,00;0,00;3,00;2,00;0,00;8,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-06;28,00;12,00;5,00;6,00;7,00;8,00;2,00;3,00;4,00;2,00;1,00;0,00;1,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-10-13;27,00;6,00;6,00;7,00;6,00;4,00;8,00;6,00;4,00;3,00;1,00;4,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;31,00;11,00;8,00;13,00;10,00;6,00;2,00;1,00;4,00;4,00;3,00;1,00;3,00;1,00;1,00;0,00;0,00;2,00;0,00;1,00;0,00
2019-10-27;29,00;14,00;7,00;5,00;5,00;10,00;0,00;4,00;3,00;7,00;0,00;2,00;1,00;2,00;0,00;0,00;1,00;0,00;2,00;0,00;0,00
2019-11-03;31,00;17,00;5,00;6,00;7,00;7,00;2,00;6,00;1,00;1,00;3,00;2,00;3,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-11-10;28,00;5,00;7,00;3,00;5,00;4,00;3,00;2,00;3,00;2,00;1,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00
2019-11-17;32,00;11,00;6,00;6,00;7,00;9,00;4,00;4,00;2,00;2,00;1,00;2,00;0,00;2,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-11-24;21,00;9,00;3,00;3,00;8,00;5,00;2,00;1,00;3,00;4,00;2,00;1,00;0,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-12-01;23,00;10,00;11,00;5,00;8,00;7,00;6,00;4,00;2,00;1,00;2,00;2,00;1,00;0,00;0,00;2,00;1,00;0,00;0,00;1,00;1,00
2019-12-08;32,00;6,00;5,00;6,00;6,00;6,00;5,00;5,00;0,00;1,00;2,00;0,00;1,00;1,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00
2019-12-15;28,00;8,00;5,00;10,00;1,00;4,00;5,00;1,00;1,00;4,00;5,00;1,00;0,00;1,00;0,00;2,00;1,00;0,00;0,00;0,00;0,00
2019-12-22;32,00;9,00;11,00;13,00;8,00;5,00;2,00;10,00;2,00;6,00;2,00;1,00;4,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-12-29;41,00;14,00;12,00;5,00;14,00;6,00;7,00;6,00;4,00;5,00;1,00;2,00;2,00;0,00;0,00;1,00;2,00;0,00;0,00;0,00;0,00
2020-01-05;24,00;10,00;12,00;5,00;17,00;10,00;5,00;5,00;4,00;4,00;4,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00
2020-01-12;34,00;14,00;11,00;7,00;8,00;7,00;11,00;5,00;2,00;5,00;2,00;2,00;1,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00
2020-01-19;53,00;16,00;12,00;3,00;6,00;17,00;11,00;6,00;2,00;8,00;1,00;2,00;3,00;0,00;1,00;2,00;0,00;1,00;0,00;1,00;1,00
2020-01-26;32,00;10,00;10,00;6,00;2,00;8,00;9,00;4,00;3,00;5,00;1,00;4,00;5,00;0,00;0,00;1,00;2,00;0,00;0,00;0,00;2,00
2020-02-02;48,00;13,00;12,00;9,00;7,00;8,00;3,00;7,00;2,00;3,00;4,00;1,00;2,00;3,00;2,00;0,00;3,00;1,00;0,00;0,00;0,00
2020-02-09;39,00;9,00;11,00;19,00;9,00;9,00;6,00;1,00;4,00;4,00;3,00;4,00;2,00;2,00;0,00;2,00;1,00;1,00;0,00;0,00;0,00
2020-02-16;40,00;7,00;7,00;15,00;7,00;9,00;7,00;4,00;6,00;6,00;4,00;3,00;1,00;1,00;0,00;3,00;2,00;0,00;1,00;0,00;0,00
2020-02-23;46,00;6,00;8,00;5,00;5,00;11,00;3,00;7,00;6,00;6,00;0,00;2,00;3,00;3,00;4,00;2,00;1,00;3,00;0,00;0,00;0,00
2020-03-01;37,00;15,00;8,00;7,00;7,00;8,00;7,00;3,00;0,00;3,00;1,00;0,00;1,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00
2020-03-08;100,00;7,00;7,00;6,00;7,00;5,00;9,00;5,00;3,00;3,00;3,00;1,00;2,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00
2020-03-15;25,00;2,00;6,00;5,00;6,00;6,00;4,00;2,00;0,00;1,00;1,00;0,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;11,00;4,00;6,00;4,00;2,00;2,00;3,00;3,00;0,00;2,00;2,00;1,00;0,00;1,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2020-03-29;8,00;5,00;3,00;8,00;10,00;7,00;5,00;0,00;3,00;1,00;2,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;7,00;3,00;7,00;4,00;8,00;5,00;3,00;6,00;2,00;0,00;1,00;1,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;1,00;0,00
2020-04-12;9,00;4,00;7,00;4,00;2,00;4,00;3,00;4,00;1,00;2,00;2,00;0,00;0,00;1,00;1,00;0,00;1,00;1,00;0,00;0,00;1,00
2020-04-19;5,00;3,00;4,00;2,00;7,00;6,00;0,00;5,00;0,00;3,00;0,00;2,00;3,00;3,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-04-26;9,00;4,00;9,00;6,00;7,00;7,00;2,00;3,00;2,00;1,00;2,00;1,00;1,00;1,00;0,00;3,00;1,00;0,00;0,00;0,00;0,00
2020-05-03;3,00;7,00;5,00;3,00;5,00;7,00;2,00;3,00;0,00;3,00;0,00;1,00;1,00;1,00;2,00;2,00;1,00;0,00;0,00;0,00;0,00
2020-05-10;12,00;7,00;8,00;9,00;3,00;4,00;4,00;3,00;2,00;4,00;1,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00
2020-05-17;18,00;7,00;6,00;7,00;11,00;6,00;3,00;4,00;0,00;1,00;2,00;0,00;3,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00
2020-05-24;23,00;7,00;11,00;5,00;10,00;7,00;7,00;1,00;1,00;2,00;2,00;0,00;4,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00
2020-05-31;20,00;14,00;31,00;12,00;11,00;14,00;6,00;7,00;3,00;6,00;4,00;6,00;5,00;1,00;2,00;2,00;0,00;1,00;1,00;0,00;3,00
2020-06-07;42,00;17,00;19,00;12,00;16,00;17,00;5,00;8,00;2,00;10,00;6,00;0,00;5,00;2,00;1,00;1,00;2,00;2,00;0,00;1,00;0,00
2020-06-14;54,00;22,00;38,00;12,00;14,00;19,00;9,00;6,00;9,00;7,00;7,00;1,00;7,00;3,00;2,00;0,00;3,00;2,00;1,00;0,00;0,00
2020-06-21;52,00;26,00;32,00;32,00;15,00;25,00;8,00;5,00;6,00;12,00;7,00;2,00;6,00;2,00;4,00;3,00;6,00;2,00;2,00;0,00;2,00
2020-06-28;55,00;25,00;44,00;32,00;30,00;27,00;12,00;15,00;9,00;15,00;4,00;4,00;6,00;2,00;6,00;3,00;3,00;1,00;2,00;0,00;0,00
2020-07-05;67,00;18,00;44,00;28,00;33,00;35,00;16,00;10,00;10,00;12,00;8,00;7,00;9,00;3,00;4,00;4,00;2,00;1,00;4,00;0,00;0,00
2020-07-12;59,00;31,00;52,00;48,00;25,00;42,00;10,00;16,00;15,00;8,00;8,00;8,00;10,00;5,00;3,00;5,00;2,00;4,00;2,00;0,00;2,00
2020-07-19;55,00;30,00;46,00;26,00;20,00;41,00;14,00;18,00;8,00;11,00;3,00;9,00;8,00;6,00;3,00;4,00;5,00;3,00;0,00;0,00;1,00
2020-07-26;41,00;21,00;29,00;31,00;26,00;26,00;13,00;11,00;6,00;17,00;6,00;5,00;7,00;1,00;2,00;2,00;2,00;4,00;2,00;1,00;2,00
2020-08-02;50,00;22,00;31,00;24,00;25,00;40,00;13,00;15,00;4,00;6,00;8,00;6,00;8,00;6,00;4,00;4,00;7,00;6,00;0,00;3,00;0,00
2020-08-09;54,00;20,00;36,00;20,00;15,00;21,00;13,00;8,00;6,00;9,00;3,00;6,00;4,00;1,00;2,00;3,00;3,00;2,00;0,00;2,00;0,00
2020-08-16;36,00;21,00;35,00;25,00;58,00;17,00;11,00;11,00;5,00;4,00;1,00;3,00;8,00;3,00;1,00;4,00;1,00;1,00;1,00;1,00;0,00
2020-08-23;48,00;22,00;39,00;17,00;67,00;27,00;7,00;6,00;7,00;5,00;10,00;4,00;5,00;4,00;2,00;5,00;1,00;0,00;3,00;0,00;1,00
2020-08-30;22,00;34,00;46,00;20,00;12,00;7,00;6,00;8,00;6,00;5,00;6,00;10,00;5,00;0,00;2,00;1,00;0,00;2,00;1,00;1,00;0,00
2020-09-06;20,00;18,00;89,00;16,00;6,00;8,00;7,00;6,00;7,00;3,00;5,00;2,00;3,00;1,00;0,00;1,00;4,00;0,00;1,00;1,00;1,00
2020-09-13;8,00;14,00;25,00;5,00;8,00;9,00;2,00;6,00;4,00;6,00;2,00;4,00;2,00;1,00;0,00;2,00;1,00;0,00;0,00;1,00;1,00
2020-09-20;13,00;6,00;19,00;6,00;9,00;6,00;3,00;1,00;3,00;3,00;3,00;3,00;1,00;2,00;0,00;2,00;2,00;1,00;0,00;0,00;0,00
