Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-01-06;14,00;21,64;3,82;0,00;0,00;0,00;0,00;0,00;0,00;3,50;59,50;38,50;0,00;0,00;5,60;58,80;0,00;0,00;0,00;4,00;5,00
2019-01-13;49,00;25,16;0,00;0,00;0,00;4,00;0,00;0,00;0,00;13,07;32,67;42,47;3,27;0,00;0,00;38,68;0,00;4,00;0,00;0,00;4,00
2019-01-20;25,00;31,58;0,00;0,00;0,00;4,00;0,00;0,00;0,00;9,38;40,63;34,38;0,00;0,00;0,00;92,50;0,00;0,00;0,00;0,00;12,00
2019-01-27;21,00;32,81;3,94;7,88;0,00;0,00;0,00;0,00;0,00;15,00;12,00;54,00;3,00;5,25;0,00;78,75;7,88;0,00;0,00;4,00;8,00
2019-02-03;18,00;42,43;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,00;57,00;0,00;0,00;5,14;30,86;0,00;0,00;4,00;0,00;0,00
2019-02-10;22,00;46,59;9,06;0,00;0,00;0,00;0,00;0,00;0,00;9,43;31,43;40,86;0,00;0,00;4,89;36,67;0,00;0,00;0,00;4,00;4,00
2019-02-17;40,00;44,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;10,00;33,33;93,33;10,00;0,00;0,00;67,50;5,00;0,00;0,00;0,00;0,00
2019-02-24;66,00;47,52;13,20;0,00;0,00;0,00;0,00;0,00;0,00;3,14;44,00;66,00;0,00;0,00;0,00;17,77;0,00;0,00;9,00;0,00;4,00
2019-03-03;27,00;56,57;3,86;0,00;0,00;0,00;0,00;0,00;0,00;3,00;30,00;57,00;0,00;0,00;0,00;46,64;0,00;0,00;0,00;9,00;0,00
2019-03-10;27,00;38,57;3,86;0,00;0,00;0,00;0,00;0,00;4,00;3,00;30,00;66,00;0,00;0,00;0,00;41,73;7,36;0,00;4,00;4,00;5,00
2019-03-17;37,00;58,14;9,25;0,00;0,00;0,00;0,00;0,00;0,00;3,36;20,18;97,55;0,00;0,00;0,00;76,64;5,29;0,00;0,00;4,00;9,00
2019-03-24;37,00;66,07;9,25;3,96;0,00;0,00;0,00;0,00;0,00;13,45;37,00;77,36;3,36;5,29;5,29;74,00;5,29;0,00;4,00;0,00;0,00
2019-03-31;44,00;64,00;0,00;0,00;0,00;9,00;0,00;0,00;4,00;9,43;59,71;122,57;0,00;5,18;0,00;77,65;0,00;0,00;0,00;0,00;4,00
2019-04-07;30,00;37,83;7,83;0,00;3,91;0,00;0,00;0,00;4,00;0,00;48,00;99,00;3,00;0,00;0,00;95,00;0,00;0,00;0,00;4,00;22,00
2019-04-14;28,00;77,33;4,00;0,00;0,00;5,00;4,00;0,00;13,00;0,00;49,78;133,78;0,00;0,00;5,09;132,36;0,00;0,00;0,00;0,00;18,00
2019-04-21;67,00;96,48;4,02;0,00;0,00;0,00;0,00;0,00;0,00;15,95;54,24;98,90;0,00;5,15;0,00;185,54;0,00;0,00;0,00;0,00;9,00
2019-04-28;40,00;30,67;9,33;0,00;0,00;9,00;0,00;0,00;4,00;10,00;56,67;110,00;0,00;0,00;7,50;100,00;0,00;0,00;9,00;0,00;18,00
2019-05-05;30,00;70,43;3,91;0,00;0,00;4,00;0,00;0,00;4,00;3,00;54,00;99,00;0,00;0,00;0,00;107,50;0,00;0,00;4,00;0,00;13,00
2019-05-12;22,00;41,41;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,14;72,29;91,14;0,00;0,00;4,89;114,89;0,00;4,00;0,00;4,00;9,00
2019-05-19;35,00;33,65;4,04;12,12;0,00;0,00;0,00;0,00;12,00;9,55;47,73;136,82;0,00;0,00;0,00;85,00;7,50;0,00;0,00;4,00;4,00
2019-05-26;34,00;45,77;7,85;11,77;7,85;8,00;0,00;0,00;4,00;9,27;61,82;108,18;9,27;0,00;4,86;106,86;0,00;0,00;4,00;4,00;4,00
2019-06-02;85,00;122,92;0,00;3,92;0,00;4,00;0,00;0,00;4,00;9,44;66,11;53,52;9,44;0,00;0,00;250,00;0,00;0,00;4,00;8,00;13,00
2019-06-09;26,00;56,11;8,21;0,00;0,00;0,00;0,00;5,00;0,00;3,25;55,25;146,25;0,00;0,00;0,00;156,00;5,20;0,00;0,00;4,00;4,00
2019-06-16;63,00;73,50;9,19;3,94;3,94;0,00;0,00;0,00;13,00;9,45;63,00;144,90;0,00;0,00;0,00;115,92;0,00;0,00;4,00;9,00;4,00
2019-06-23;83,00;89,59;18,44;3,95;0,00;0,00;0,00;0,00;9,00;9,58;86,19;146,85;0,00;0,00;10,06;113,18;5,03;0,00;13,00;0,00;14,00
