Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;23,00;211,60;4,60;23,00;41,40;12,27;18,40;7,67;6,13;4,00;1,00;1,00;2,00
2019-01-13;24,00;123,00;3,00;21,00;21,00;7,00;8,00;7,00;5,00;4,80;1,20;3,60;3,60
2019-01-20;26,00;146,25;3,25;19,50;26,00;5,00;12,00;10,00;2,00;3,71;1,24;3,71;1,24
2019-01-27;18,00;169,20;1,80;25,20;18,00;10,80;10,80;3,60;6,00;3,00;4,00;2,00;1,00
2019-02-03;14,00;164,50;1,75;28,00;24,50;8,62;12,92;1,08;2,15;4,00;2,00;2,00;1,00
2019-02-10;19,00;142,50;3,17;28,50;22,17;11,00;13,00;3,00;1,00;4,75;1,19;3,56;0,59
2019-02-17;25,00;150,00;0,00;18,75;21,88;11,00;8,00;4,00;3,00;6,94;1,39;4,17;1,39
2019-02-24;21,00;182,00;3,50;38,50;31,50;11,00;11,00;7,00;2,00;3,71;1,24;2,47;1,24
2019-03-03;21,00;144,00;0,00;24,00;21,00;10,00;17,00;0,00;2,00;3,71;1,24;1,24;1,24
2019-03-10;26,00;159,25;1,63;29,25;32,50;12,00;13,00;3,00;2,00;6,50;2,60;2,60;3,90
2019-03-17;25,00;146,88;3,13;18,75;21,88;12,00;8,00;1,00;2,00;5,68;0,57;2,27;0,57
2019-03-24;27,00;175,50;1,69;30,38;23,63;16,00;8,00;1,00;0,00;5,68;4,26;2,84;2,84
2019-03-31;36,00;166,91;1,64;29,45;32,73;22,00;14,00;5,00;2,00;4,91;3,27;4,91;3,27
2019-04-07;45,00;196,07;3,21;38,57;51,43;15,00;18,00;8,00;5,00;5,00;2,50;3,75;1,25
2019-04-14;48,00;288,00;6,40;60,80;54,40;19,00;8,00;4,00;2,00;5,49;1,37;4,11;2,74
2019-04-21;38,00;177,33;3,17;57,00;44,33;13,00;17,00;7,00;3,00;6,51;3,26;5,43;3,26
2019-04-28;39,00;156,00;1,63;52,00;22,75;13,00;14,00;5,00;3,00;6,29;2,52;5,03;2,52
2019-05-05;32,00;128,00;1,60;32,00;19,20;11,00;14,00;3,00;4,00;4,74;3,56;3,56;2,37
2019-05-12;33,00;155,10;1,65;33,00;26,40;16,00;10,00;7,00;6,00;6,00;3,00;5,00;3,00
2019-05-19;35,00;162,27;1,59;31,82;35,00;14,00;19,00;9,00;2,00;6,03;2,41;4,83;3,62
2019-05-26;60,00;151,58;0,00;56,84;41,05;11,00;16,00;7,00;3,00;11,67;3,33;8,33;5,00
2019-06-02;39,00;187,91;0,00;24,82;39,00;18,91;22,45;4,73;5,91;8,00;6,00;4,00;4,00
2019-06-09;47,00;141,00;3,13;25,07;31,33;11,00;12,00;11,00;6,00;9,89;4,95;4,95;3,71
