Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;20,00;480,00;5,00;20,00;20,00;28,00;32,00;8,00;28,00;4,00;14,00;4,00;1,00
2019-01-13;14,00;756,00;7,00;28,00;28,00;30,00;35,00;9,00;24,00;14,00;12,00;4,00;2,00
2019-01-20;17,00;382,50;4,25;8,50;17,00;26,00;36,00;10,00;30,00;12,75;19,13;2,13;0,00
2019-01-27;15,00;735,00;7,50;15,00;30,00;21,00;29,00;4,00;24,00;12,86;17,14;6,43;0,00
2019-02-03;13,00;637,00;6,50;26,00;26,00;27,00;25,00;5,00;26,00;10,83;21,67;4,33;1,08
2019-02-10;14,00;742,00;7,00;28,00;28,00;26,00;32,00;7,00;15,00;12,00;16,00;4,00;0,00
2019-02-17;17,00;918,00;17,00;17,00;204,00;28,00;29,00;6,00;31,00;10,63;25,50;4,25;0,00
2019-02-24;10,00;480,00;5,00;10,00;20,00;24,00;29,00;8,00;31,00;8,00;20,00;4,00;0,00
2019-03-03;17,00;833,00;8,50;34,00;34,00;32,00;32,00;7,00;28,00;10,63;19,13;4,25;2,13
2019-03-10;15,00;795,00;7,50;15,00;45,00;29,00;34,00;8,00;31,00;10,71;19,29;6,43;1,07
2019-03-17;21,00;598,50;5,25;10,50;31,50;26,00;33,00;4,00;22,00;10,50;23,10;6,30;2,10
2019-03-24;20,00;490,00;5,00;20,00;20,00;32,00;26,00;9,00;27,00;14,00;16,00;8,00;2,00
2019-03-31;31,00;465,00;5,17;20,67;20,67;30,00;56,00;13,00;30,00;12,40;22,73;4,13;2,07
2019-04-07;26,00;624,00;13,00;26,00;26,00;42,00;49,00;9,00;37,00;16,00;20,00;10,00;4,00
2019-04-14;35,00;1166,67;11,67;23,33;35,00;46,00;69,00;16,00;46,00;16,47;30,88;8,24;1,03
2019-04-21;28,00;420,00;4,67;18,67;18,67;39,00;65,00;16,00;34,00;14,00;20,00;4,00;0,00
2019-04-28;21,00;420,00;5,25;10,50;21,00;33,00;42,00;13,00;27,00;12,60;18,90;4,20;2,10
2019-05-05;24,00;624,00;6,00;24,00;24,00;34,00;52,00;13,00;22,00;12,00;26,00;6,00;2,00
2019-05-12;27,00;567,00;6,75;27,00;40,50;33,00;52,00;15,00;39,00;12,46;22,85;6,23;0,00
2019-05-19;31,00;434,00;5,17;10,33;41,33;44,00;49,00;13,00;32,00;14,47;26,87;6,20;2,07
2019-05-26;33,00;440,00;11,00;22,00;22,00;23,00;40,00;17,00;27,00;16,50;20,63;4,13;1,03
2019-06-02;34,00;555,33;5,67;45,33;22,67;35,00;64,00;14,00;49,00;21,25;27,63;8,50;1,06
2019-06-09;36,00;516,00;12,00;48,00;36,00;46,00;49,00;9,00;38,00;23,29;31,76;4,24;2,12
2019-06-16;34,00;521,33;11,33;34,00;34,00;39,00;61,00;17,00;37,00;14,88;29,75;10,63;0,00
2019-06-23;49,00;563,50;6,13;36,75;24,50;43,00;60,00;16,00;28,00;16,33;34,71;8,17;4,08
2019-06-30;39,00;598,00;6,50;52,00;52,00;40,00;66,00;18,00;37,00;20,53;28,74;6,16;4,11
2019-07-07;45,00;528,75;11,25;22,50;33,75;55,00;61,00;16,00;42,00;20,45;30,68;10,23;4,09
2019-07-14;42,00;577,50;10,50;21,00;31,50;51,00;68,00;30,00;47,00;14,70;39,90;8,40;0,00
2019-07-21;38,00;709,33;12,67;25,33;38,00;55,00;79,00;27,00;46,00;23,22;33,78;10,56;2,11
2019-07-28;46,00;678,50;11,50;34,50;34,50;51,00;88,00;22,00;57,00;23,00;27,18;10,45;4,18
2019-08-04;47,00;658,00;11,75;35,25;35,25;72,00;100,00;24,00;49,00;28,61;36,78;12,26;2,04
2019-08-11;47,00;693,25;11,75;23,50;35,25;68,00;92,00;24,00;65,00;40,59;44,86;14,95;2,14
2019-08-18;47,00;646,25;5,88;35,25;47,00;46,00;94,00;20,00;55,00;28,61;24,52;8,17;4,09
2019-08-25;35,00;606,67;11,67;46,67;35,00;59,00;66,00;12,00;36,00;18,53;35,00;6,18;2,06
2019-09-01;31,00;537,33;10,33;20,67;31,00;39,00;65,00;23,00;42,00;8,27;26,87;4,13;2,07
2019-09-08;37,00;604,33;12,33;37,00;24,67;47,00;54,00;15,00;35,00;14,39;20,56;4,11;1,03
2019-09-15;22,00;649,00;5,50;33,00;33,00;24,00;51,00;11,00;25,00;14,00;24,00;6,00;2,00
2019-09-22;35,00;653,33;5,83;35,00;23,33;32,00;48,00;12,00;31,00;10,29;22,65;6,18;2,06
2019-09-29;32,00;565,33;5,33;32,00;32,00;33,00;62,00;8,00;31,00;12,80;21,33;6,40;6,40
2019-10-06;27,00;675,00;13,50;40,50;40,50;32,00;52,00;9,00;42,00;14,54;24,92;6,23;2,08
2019-10-13;29,00;425,33;4,83;19,33;29,00;38,00;58,00;10,00;31,00;12,43;18,64;4,14;0,00
2019-10-20;17,00;833,00;17,00;51,00;34,00;25,00;46,00;18,00;35,00;14,88;27,63;6,38;0,00
2019-10-27;18,00;513,00;9,00;27,00;18,00;31,00;50,00;9,00;25,00;14,00;20,00;2,00;1,00
2019-11-03;18,00;441,00;4,50;27,00;18,00;27,00;49,00;14,00;32,00;16,00;20,00;4,00;1,00
2019-11-10;18,00;441,00;4,50;27,00;18,00;25,00;40,00;4,00;32,00;12,00;18,00;2,00;2,00
2019-11-17;13,00;624,00;13,00;39,00;26,00;18,00;57,00;8,00;31,00;17,33;19,50;4,33;2,17
2019-11-24;16,00;816,00;8,00;64,00;32,00;26,00;55,00;12,00;28,00;10,00;18,00;4,00;1,00
2019-12-01;20,00;510,00;5,00;30,00;20,00;26,00;61,00;10,00;40,00;10,00;18,00;8,00;2,00
2019-12-08;12,00;504,00;6,00;36,00;24,00;27,00;40,00;9,00;20,00;6,00;12,00;4,00;0,00
