Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;49,00;379,75;61,25;12,25;24,50;33,00;38,00;18,00;28,00;15,00;9,00;10,00;12,00;14,00;21,00;5,00;55,00;6,84;10,26;96,86;5,70;58,80;3,68;2,45;2,45;46,00;15,00;30,00;1,00;45,41;26,29;41,83;7,17;5,00;10,00;8,00
2019-01-13;46,00;400,86;59,14;19,71;26,29;33,00;33,00;17,00;30,00;15,00;9,00;10,00;11,00;12,00;18,00;5,00;59,00;6,73;11,22;89,76;5,61;58,11;2,42;2,42;2,42;45,00;15,00;31,00;2,00;46,00;24,77;37,74;7,08;5,00;10,00;8,00
2019-01-20;45,00;405,00;57,86;12,86;25,71;30,00;41,00;20,00;28,00;14,00;8,00;10,00;11,00;11,00;18,00;4,00;53,00;5,63;10,13;90,00;5,63;57,16;3,65;2,43;2,43;48,00;16,00;34,00;2,00;40,26;28,42;36,71;7,11;5,00;7,00;8,00
2019-01-27;37,00;382,33;49,33;18,50;18,50;27,00;30,00;17,00;28,00;14,00;9,00;8,00;13,00;11,00;18,00;4,00;53,00;5,61;10,09;70,64;5,61;55,50;2,47;2,47;2,47;60,00;17,00;20,00;2,00;41,77;25,06;35,81;7,16;5,00;5,00;6,00
2019-02-03;37,00;388,50;55,50;18,50;24,67;29,00;29,00;21,00;29,00;16,00;9,00;10,00;13,00;12,00;18,00;5,00;55,00;5,61;10,09;67,27;5,61;59,20;3,70;2,47;2,47;44,00;15,00;20,00;2,00;44,16;25,06;40,58;7,16;4,00;7,00;7,00
2019-02-10;36,00;396,00;48,00;18,00;24,00;30,00;29,00;21,00;33,00;15,00;9,00;9,00;13,00;12,00;19,00;4,00;56,00;7,88;10,13;65,25;4,50;58,34;2,48;2,48;2,48;47,00;15,00;20,00;2,00;43,20;27,60;39,60;8,40;6,00;6,00;7,00
2019-02-17;37,00;419,33;55,50;18,50;24,67;31,00;29,00;21,00;32,00;14,00;10,00;9,00;14,00;14,00;20,00;3,00;57,00;7,85;11,21;71,76;5,61;67,83;2,47;2,47;1,23;47,00;15,00;17,00;2,00;45,35;29,84;40,58;9,55;5,00;6,00;7,00
2019-02-24;39,00;416,00;58,50;19,50;32,50;30,00;29,00;23,00;33,00;15,00;9,00;9,00;14,00;11,00;20,00;4,00;57,00;8,91;11,14;65,74;4,46;75,56;2,44;2,44;2,44;46,00;16,00;21,00;2,00;46,09;30,73;39,00;9,45;5,00;4,00;6,00
2019-03-03;36,00;390,00;48,00;18,00;24,00;31,00;29,00;20,00;36,00;14,00;9,00;10,00;14,00;11,00;19,00;4,00;68,00;5,63;11,25;77,63;4,50;66,00;2,40;2,40;2,40;53,00;17,00;19,00;2,00;41,81;34,84;41,81;8,13;5,00;6,00;6,00
2019-03-10;42,00;390,00;54,00;18,00;24,00;30,00;27,00;20,00;36,00;14,00;8,00;9,00;15,00;11,00;18,00;3,00;57,00;6,81;14,76;70,38;7,95;61,76;2,47;2,47;2,47;47,00;15,00;16,00;2,00;45,60;27,60;39,60;8,40;5,00;5,00;6,00
