Semaine;Nice (FR);reta (SI);Agadir (MA);Djerba (TN);Corfu (GR);Santorini Island (GR);Faro (PT);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-01-06;41,00;0,00;43,00;2,83;42,41;119,27;41,00;5,13;61,50;92,25;5,13;13,67;3,04;31,89;6,07;13,67;3,04;31,89;6,07;0,00;24,60;0,00;3,00;3,00;2,00;0,00;0,00;2,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;28,00;0,00;33,00;2,80;33,60;143,50;21,00;4,67;65,33;65,33;4,67;18,67;12,44;32,67;4,67;18,67;12,44;32,67;4,67;0,00;4,00;2,00;0,00;3,00;0,00;0,00;1,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;35,00;0,00;27,00;12,60;40,60;119,00;35,00;8,75;61,25;52,50;4,38;13,70;1,52;41,09;4,57;13,70;1,52;41,09;4,57;0,00;1,94;3,89;4,00;0,00;0,00;0,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;31,00;0,00;32,00;14,09;31,00;141,22;31,00;10,33;62,00;72,33;10,33;23,25;6,20;44,95;1,55;23,25;6,20;44,95;1,55;0,00;1,94;3,88;6,00;3,00;1,00;0,00;0,00;6,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;27,00;0,00;37,00;11,37;29,84;138,86;42,43;9,00;63,00;72,00;9,00;13,50;13,50;28,50;4,50;13,50;13,50;28,50;4,50;0,00;3,86;1,93;3,00;0,00;2,00;2,00;0,00;0,00;5,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-02-10;28,00;0,00;30,00;2,80;35,00;154,00;49,00;0,00;93,33;93,33;4,67;34,22;12,44;51,33;6,22;34,22;12,44;51,33;6,22;0,00;2,00;2,00;5,00;3,00;0,00;0,00;5,00;3,00;4,00;0,00;0,00;0,00;2,00;0,00;0,00
2019-02-17;35,00;0,00;32,00;4,20;50,40;171,11;38,89;8,75;78,75;113,75;26,25;23,86;4,77;42,95;6,36;23,86;4,77;42,95;6,36;4,38;2,19;0,00;6,00;0,00;1,00;2,00;1,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;20,00;0,00;35,00;2,86;55,71;146,67;66,67;10,00;90,00;90,00;5,00;21,54;12,31;35,38;6,15;21,54;12,31;35,38;6,15;0,00;2,00;0,00;5,00;4,00;0,00;3,00;4,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;34,00;0,00;34,00;12,75;45,33;204,00;45,33;8,50;93,50;85,00;8,50;21,64;7,73;44,82;4,64;21,64;7,73;44,82;4,64;0,00;4,25;4,25;3,00;3,00;3,00;2,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;31,00;0,00;23,00;4,23;43,68;193,75;54,25;10,33;72,33;113,67;5,17;29,45;13,95;46,50;7,75;29,45;13,95;46,50;7,75;0,00;8,86;0,00;5,00;2,00;0,00;5,00;5,00;3,00;5,00;0,00;2,00;0,00;0,00;0,00;0,00
