Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2020-10-11;29,00;12,00;8,00;0,00;0,00
2020-10-18;8,00;4,00;41,00;4,00;4,00
2020-10-25;31,00;8,00;8,00;0,00;0,00
2020-11-01;15,00;0,00;15,00;0,00;7,00
2020-11-08;20,00;12,00;32,00;8,00;12,00
2020-11-15;47,00;8,00;20,00;4,00;4,00
2020-11-22;35,00;19,00;12,00;0,00;4,00
2020-11-29;23,00;0,00;16,00;8,00;0,00
2020-12-06;23,00;4,00;27,00;0,00;0,00
2020-12-13;24,00;0,00;24,00;0,00;0,00
2020-12-20;36,00;9,00;28,00;5,00;5,00
2020-12-27;36,00;4,00;14,00;0,00;5,00
2021-01-03;39,00;8,00;12,00;0,00;0,00
2021-01-10;39,00;4,00;8,00;4,00;8,00
2021-01-17;43,00;4,00;20,00;0,00;0,00
2021-01-24;46,00;0,00;24,00;8,00;4,00
2021-01-31;23,00;0,00;35,00;0,00;4,00
2021-02-07;27,00;16,00;28,00;4,00;4,00
2021-02-14;24,00;8,00;25,00;0,00;0,00
2021-02-21;24,00;12,00;33,00;8,00;0,00
2021-02-28;39,00;4,00;12,00;4,00;4,00
2021-03-07;35,00;8,00;32,00;4,00;4,00
2021-03-14;22,00;0,00;8,00;0,00;0,00
2021-03-21;39,00;0,00;28,00;0,00;0,00
2021-03-28;30,00;4,00;9,00;0,00;0,00
2021-04-04;29,00;8,00;13,00;0,00;0,00
2021-04-11;35,00;4,00;16,00;0,00;0,00
2021-04-18;28,00;12,00;29,00;4,00;0,00
2021-04-25;27,00;4,00;32,00;0,00;0,00
2021-05-02;16,00;12,00;20,00;0,00;0,00
2021-05-09;24,00;8,00;21,00;0,00;0,00
2021-05-16;43,00;0,00;8,00;8,00;0,00
2021-05-23;41,00;8,00;13,00;0,00;4,00
2021-05-30;20,00;0,00;8,00;0,00;4,00
2021-06-06;32,00;4,00;0,00;4,00;8,00
2021-06-13;37,00;0,00;37,00;0,00;8,00
2021-06-20;67,00;4,00;20,00;0,00;0,00
2021-06-27;56,00;8,00;25,00;4,00;0,00
2021-07-04;50,00;8,00;34,00;4,00;0,00
2021-07-11;56,00;0,00;39,00;4,00;0,00
2021-07-18;39,00;5,00;20,00;10,00;10,00
2021-07-25;28,00;0,00;76,00;0,00;5,00
2021-08-01;55,00;5,00;19,00;5,00;5,00
2021-08-08;60,00;5,00;24,00;0,00;0,00
2021-08-15;69,00;4,00;36,00;9,00;0,00
2021-08-22;45,00;0,00;23,00;0,00;5,00
2021-08-29;48,00;9,00;4,00;0,00;0,00
2021-09-05;44,00;4,00;23,00;0,00;0,00
2021-09-12;30,00;0,00;18,00;0,00;13,00
2021-09-19;51,00;13,00;13,00;4,00;9,00
2021-09-26;30,00;4,00;18,00;4,00;0,00
2021-10-03;31,00;4,00;27,00;4,00;0,00
2021-10-10;9,00;5,00;9,00;0,00;5,00
2021-10-17;53,00;4,00;18,00;0,00;0,00
2021-10-24;26,00;4,00;13,00;9,00;4,00
2021-10-31;34,00;0,00;30,00;0,00;4,00
2021-11-07;38,00;4,00;13,00;4,00;0,00
2021-11-14;34,00;0,00;22,00;13,00;13,00
2021-11-21;37,00;0,00;13,00;4,00;0,00
2021-11-28;20,00;0,00;8,00;0,00;4,00
2021-12-05;34,00;0,00;26,00;4,00;4,00
2021-12-12;13,00;17,00;18,00;0,00;4,00
2021-12-19;45,00;10,00;5,00;0,00;0,00
2021-12-26;58,00;5,00;27,00;0,00;5,00
2022-01-02;50,00;9,00;42,00;0,00;9,00
2022-01-09;39,00;4,00;45,00;9,00;9,00
2022-01-16;65,00;4,00;31,00;13,00;0,00
2022-01-23;48,00;13,00;22,00;0,00;4,00
2022-01-30;76,00;9,00;28,00;0,00;9,00
2022-02-06;42,00;0,00;9,00;9,00;0,00
2022-02-13;50,00;5,00;14,00;5,00;9,00
2022-02-20;45,00;5,00;32,00;5,00;0,00
2022-02-27;50,00;9,00;28,00;0,00;5,00
2022-03-06;45,00;0,00;42,00;5,00;0,00
2022-03-13;52,00;0,00;9,00;4,00;0,00
2022-03-20;27,00;5,00;33,00;5,00;0,00
2022-03-27;26,00;4,00;35,00;4,00;9,00
2022-04-03;33,00;4,00;34,00;0,00;0,00
2022-04-10;29,00;15,00;25,00;0,00;5,00
2022-04-17;55,00;0,00;15,00;10,00;0,00
2022-04-24;41,00;23,00;60,00;9,00;0,00
2022-05-01;26,00;9,00;18,00;0,00;4,00
2022-05-08;21,00;5,00;49,00;0,00;5,00
