Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2019-01-06;100,00;0,00;56,00;0,00;0,00
2019-01-13;35,00;0,00;39,00;0,00;13,00
2019-01-20;48,00;9,00;48,00;9,00;13,00
2019-01-27;22,00;5,00;43,00;4,00;8,00
2019-02-03;41,00;29,00;49,00;9,00;4,00
2019-02-10;41,00;5,00;41,00;0,00;9,00
2019-02-17;41,00;10,00;45,00;5,00;4,00
2019-02-24;27,00;5,00;36,00;9,00;4,00
2019-03-03;34,00;0,00;59,00;4,00;4,00
2019-03-10;31,00;18,00;35,00;9,00;0,00
2019-03-17;36,00;0,00;72,00;5,00;9,00
2019-03-24;22,00;10,00;40,00;0,00;4,00
2019-03-31;49,00;5,00;27,00;0,00;4,00
2019-04-07;17,00;0,00;34,00;4,00;0,00
2019-04-14;40,00;0,00;20,00;5,00;0,00
2019-04-21;39,00;5,00;59,00;0,00;0,00
2019-04-28;65,00;0,00;38,00;0,00;17,00
2019-05-05;22,00;5,00;34,00;9,00;4,00
2019-05-12;44,00;0,00;39,00;4,00;0,00
2019-05-19;31,00;0,00;53,00;0,00;0,00
2019-05-26;53,00;0,00;57,00;0,00;0,00
2019-06-02;27,00;5,00;66,00;0,00;0,00
2019-06-09;40,00;0,00;31,00;0,00;4,00
2019-06-16;37,00;0,00;36,00;5,00;13,00
2019-06-23;29,00;0,00;34,00;10,00;5,00
2019-06-30;42,00;0,00;46,00;0,00;13,00
2019-07-07;48,00;5,00;57,00;10,00;0,00
2019-07-14;26,00;22,00;36,00;5,00;5,00
2019-07-21;54,00;6,00;32,00;0,00;10,00
2019-07-28;39,00;6,00;38,00;6,00;5,00
2019-08-04;36,00;5,00;51,00;5,00;15,00
2019-08-11;70,00;0,00;32,00;0,00;9,00
2019-08-18;40,00;14,00;31,00;0,00;0,00
2019-08-25;45,00;0,00;85,00;5,00;4,00
2019-09-01;26,00;5,00;30,00;0,00;0,00
2019-09-08;62,00;0,00;66,00;9,00;0,00
2019-09-15;36,00;5,00;49,00;0,00;0,00
2019-09-22;62,00;5,00;57,00;4,00;4,00
2019-09-29;36,00;9,00;40,00;0,00;17,00
2019-10-06;40,00;5,00;58,00;5,00;9,00
2019-10-13;18,00;0,00;31,00;4,00;4,00
2019-10-20;21,00;5,00;47,00;4,00;8,00
2019-10-27;29,00;13,00;29,00;0,00;0,00
2019-11-03;59,00;0,00;33,00;4,00;4,00
2019-11-10;42,00;4,00;59,00;4,00;17,00
2019-11-17;46,00;9,00;62,00;0,00;4,00
2019-11-24;37,00;4,00;37,00;4,00;4,00
2019-12-01;17,00;5,00;38,00;4,00;0,00
2019-12-08;55,00;9,00;50,00;4,00;4,00
2019-12-15;69,00;5,00;30,00;4,00;4,00
2019-12-22;46,00;11,00;35,00;0,00;0,00
2019-12-29;80,00;21,00;74,00;5,00;10,00
2020-01-05;65,00;0,00;53,00;0,00;8,00
2020-01-12;60,00;8,00;44,00;0,00;8,00
2020-01-19;52,00;13,00;60,00;0,00;12,00
2020-01-26;45,00;4,00;60,00;0,00;12,00
2020-02-02;56,00;17,00;48,00;4,00;4,00
2020-02-09;45,00;4,00;32,00;8,00;0,00
2020-02-16;37,00;13,00;53,00;4,00;4,00
2020-02-23;50,00;4,00;42,00;8,00;4,00
2020-03-01;28,00;0,00;16,00;4,00;0,00
2020-03-08;30,00;4,00;34,00;11,00;4,00
2020-03-15;34,00;8,00;41,00;4,00;0,00
2020-03-22;32,00;4,00;21,00;0,00;0,00
2020-03-29;41,00;8,00;37,00;7,00;14,00
2020-04-05;52,00;4,00;51,00;4,00;12,00
2020-04-12;24,00;0,00;24,00;0,00;15,00
2020-04-19;22,00;0,00;30,00;4,00;7,00
2020-04-26;40,00;0,00;43,00;4,00;4,00
2020-05-03;34,00;4,00;4,00;0,00;7,00
2020-05-10;15,00;4,00;37,00;4,00;7,00
2020-05-17;20,00;4,00;36,00;0,00;0,00
2020-05-24;35,00;0,00;27,00;0,00;4,00
2020-05-31;4,00;0,00;30,00;8,00;11,00
2020-06-07;30,00;4,00;22,00;0,00;4,00
2020-06-14;65,00;12,00;30,00;4,00;0,00
2020-06-21;28,00;4,00;20,00;0,00;0,00
2020-06-28;28,00;4,00;35,00;0,00;4,00
2020-07-05;46,00;0,00;17,00;0,00;4,00
2020-07-12;43,00;5,00;30,00;0,00;0,00
2020-07-19;49,00;9,00;18,00;0,00;0,00
2020-07-26;40,00;0,00;18,00;4,00;9,00
2020-08-02;39,00;9,00;17,00;4,00;17,00
2020-08-09;25,00;0,00;29,00;4,00;16,00
2020-08-16;36,00;0,00;32,00;4,00;4,00
2020-08-23;39,00;0,00;55,00;0,00;4,00
2020-08-30;52,00;8,00;16,00;0,00;8,00
2020-09-06;32,00;8,00;24,00;0,00;4,00
2020-09-13;27,00;0,00;0,00;8,00;0,00
2020-09-20;37,00;4,00;19,00;4,00;0,00
2020-09-27;39,00;8,00;32,00;4,00;4,00
2020-10-04;36,00;16,00;45,00;8,00;4,00
