Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;53,00;53,00;26,50;26,50;1378,00;13,25;13,25;2650,00;26,50;15,14;7,57;734,43;204,43;869,20;10,60;42,40;1060,00;13,25;17,67;203,17;8,83;3,12;12,47;311,76;46,76;0,00;10,00;8,00;3,00;14,13;3,53;318,00;0,00;193,65;2,04;177,35;0,00;28,00;0,00;0,00;0,00;3,00;0,00
2019-01-13;32,00;32,00;32,00;16,00;672,00;32,00;16,00;2336,00;32,00;8,00;8,00;576,00;216,00;533,33;5,33;32,00;693,33;9,14;4,57;169,14;0,00;6,40;6,40;224,00;28,80;0,00;5,00;0,00;14,00;3,56;0,00;263,11;0,00;140,00;2,00;176,00;0,00;13,00;3,00;3,00;0,00;0,00;0,00
2019-01-20;53,00;53,00;26,50;26,50;689,00;13,25;13,25;954,00;26,50;15,14;7,57;333,14;174,14;360,40;5,30;21,20;530,00;4,42;13,25;172,25;0,00;6,24;12,47;134,06;21,82;0,00;3,00;3,00;3,00;3,53;0,00;250,87;0,00;128,42;0,00;101,92;3,00;15,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;66,00;33,00;16,50;16,50;396,00;11,00;11,00;792,00;11,00;7,33;7,33;271,33;234,67;341,00;5,50;44,00;462,00;8,80;13,20;136,40;0,00;3,00;6,00;135,00;30,00;0,00;8,00;3,00;3,00;3,67;0,00;271,33;3,67;144,00;0,00;80,00;3,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;51,00;25,50;25,50;25,50;714,00;12,75;25,50;841,50;25,50;7,29;3,64;262,29;131,14;357,00;5,10;30,60;469,20;4,64;9,27;166,91;0,00;3,00;12,00;123,00;27,00;0,00;5,00;3,00;5,00;3,64;0,00;225,86;0,00;87,72;0,00;95,88;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;36,00;18,00;36,00;18,00;468,00;0,00;18,00;972,00;18,00;7,20;7,20;295,20;172,80;360,00;12,00;24,00;552,00;9,00;0,00;184,50;4,50;6,00;12,00;126,00;27,00;0,00;0,00;0,00;6,00;7,20;3,60;212,40;3,60;112,00;0,00;94,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;63,00;31,50;31,50;15,75;378,00;10,50;10,50;504,00;0,00;0,00;7,88;189,00;157,50;283,50;5,25;42,00;420,00;4,50;4,50;153,00;0,00;0,00;0,00;96,00;42,00;5,00;3,00;3,00;0,00;14,82;0,00;196,41;3,71;95,52;0,00;105,68;0,00;13,00;0,00;0,00;3,00;0,00;0,00
2019-02-24;25,00;25,00;12,50;12,50;325,00;12,50;12,50;600,00;25,00;16,67;8,33;266,67;183,33;287,50;12,50;25,00;462,50;12,50;4,17;154,17;4,17;0,00;6,25;81,25;12,50;0,00;8,00;3,00;0,00;14,29;0,00;167,86;0,00;101,92;1,92;53,85;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;71,00;35,50;17,75;35,50;355,00;11,83;0,00;591,67;23,67;7,89;7,89;323,44;213,00;304,29;5,07;20,29;385,43;8,88;4,44;173,06;4,44;6,17;9,26;95,70;27,78;0,00;3,00;0,00;8,00;3,74;3,74;201,79;0,00;85,20;0,00;71,00;8,00;21,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;65,00;16,25;32,50;16,25;390,00;10,83;0,00;563,33;21,67;8,13;8,13;316,88;178,75;281,67;0,00;21,67;357,50;4,64;9,29;153,21;0,00;9,29;3,10;77,38;15,48;3,00;0,00;0,00;3,00;3,61;0,00;133,61;0,00;83,28;0,00;75,16;3,00;5,00;0,00;0,00;0,00;3,00;0,00
