Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;19,00;2,38;237,50;118,75;0,00;15,00
2019-01-13;14,00;2,33;200,67;102,67;1,17;16,00
2019-01-20;15,00;1,25;200,00;105,00;2,50;15,00
2019-01-27;16,00;1,14;153,14;96,00;1,14;12,00
2019-02-03;12,00;2,40;158,40;88,80;2,40;15,00
2019-02-10;10,00;2,50;157,50;110,00;2,50;10,00
2019-02-17;16,00;2,29;125,71;91,43;0,00;8,00
2019-02-24;11,00;4,40;136,40;85,80;1,10;18,00
2019-03-03;15,00;5,00;172,50;102,50;0,00;16,00
2019-03-10;13,00;1,30;166,40;101,40;0,00;9,00
2019-03-17;18,00;4,50;137,25;99,00;1,13;12,00
2019-03-24;13,00;2,17;134,33;86,67;0,00;13,00
2019-03-31;12,00;2,40;127,20;91,20;2,40;11,00
2019-04-07;11,00;2,75;173,25;112,75;1,38;14,00
2019-04-14;10,00;2,50;115,00;97,50;1,25;15,00
2019-04-21;12,00;2,40;153,60;76,80;1,20;11,00
2019-04-28;12,00;1,20;144,00;81,60;1,20;8,00
2019-05-05;19,00;1,19;118,75;87,88;2,38;16,00
2019-05-12;9,00;2,25;137,25;87,75;1,13;15,00
2019-05-19;10,00;2,50;145,00;92,50;2,50;16,00
2019-05-26;15,00;1,25;160,00;75,00;1,25;13,00
2019-06-02;16,00;2,29;139,43;86,86;1,14;10,00
2019-06-09;18,00;1,13;159,75;76,50;2,25;13,00
2019-06-16;14,00;2,33;126,00;95,67;0,00;11,00
2019-06-23;16,00;2,29;123,43;86,86;1,14;13,00
2019-06-30;10,00;0,00;137,50;105,00;1,25;14,00
2019-07-07;14,00;2,33;135,33;81,67;2,33;25,00
2019-07-14;12,00;1,20;144,00;88,80;2,40;10,00
2019-07-21;13,00;2,17;134,33;88,83;2,17;12,00
2019-07-28;14,00;2,33;151,67;105,00;1,17;17,00
2019-08-04;45,00;1,18;156,32;99,47;1,18;11,00
2019-08-11;14,00;1,17;147,00;100,33;2,33;13,00
2019-08-18;18,00;4,50;144,00;85,50;2,25;15,00
2019-08-25;13,00;1,30;169,00;109,20;0,00;12,00
2019-09-01;15,00;2,50;157,50;102,50;1,25;12,00
2019-09-08;19,00;2,38;171,00;104,50;1,19;19,00
2019-09-15;16,00;2,29;153,14;91,43;4,57;11,00
2019-09-22;14,00;2,33;161,00;86,33;2,33;13,00
2019-09-29;19,00;4,75;140,13;97,38;0,00;13,00
2019-10-06;14,00;4,67;142,33;95,67;1,17;11,00
2019-10-13;10,00;5,00;135,00;107,50;2,50;11,00
2019-10-20;13,00;6,50;117,00;75,83;1,08;14,00
2019-10-27;12,00;1,20;122,40;86,40;2,40;16,00
2019-11-03;59,00;2,36;136,88;89,68;0,00;10,00
2019-11-10;20,00;1,25;145,00;72,50;2,50;10,00
2019-11-17;14,00;4,67;105,00;84,00;2,33;13,00
2019-11-24;12,00;2,40;127,20;67,20;2,40;11,00
2019-12-01;9,00;1,13;105,75;74,25;1,13;7,00
2019-12-08;16,00;4,57;96,00;61,71;2,29;10,00
2019-12-15;13,00;2,60;114,40;88,40;2,60;13,00
2019-12-22;15,00;2,50;165,00;95,00;2,50;17,00
2019-12-29;13,00;2,60;231,40;114,40;2,60;31,00
2020-01-05;19,00;4,75;216,13;114,00;2,38;20,00
2020-01-12;22,00;2,44;222,44;119,78;2,44;15,00
2020-01-19;16,00;2,29;180,57;109,71;2,29;17,00
2020-01-26;13,00;5,20;195,00;122,20;2,60;12,00
2020-02-02;14,00;2,33;149,33;102,67;2,33;15,00
2020-02-09;12,00;4,80;151,20;88,80;1,20;15,00
2020-02-16;13,00;4,33;140,83;93,17;2,17;14,00
2020-02-23;12,00;4,80;127,20;81,60;0,00;13,00
2020-03-01;15,00;5,00;110,00;95,00;2,50;11,00
2020-03-08;18,00;2,25;101,25;85,50;2,25;9,00
2020-03-15;9,00;6,75;99,00;85,50;1,13;8,00
2020-03-22;14,00;4,67;56,00;51,33;2,33;7,00
2020-03-29;12,00;7,20;48,00;57,60;1,20;9,00
2020-04-05;13,00;2,60;75,40;67,60;1,30;6,00
2020-04-12;14,00;2,33;144,67;58,33;1,17;13,00
2020-04-19;11,00;4,40;66,00;59,40;0,00;8,00
2020-04-26;10,00;2,50;67,50;52,50;1,25;7,00
2020-05-03;9,00;6,75;47,25;51,75;0,00;8,00
2020-05-10;9,00;4,50;60,75;45,00;1,13;8,00
2020-05-17;9,00;2,25;56,25;51,75;1,13;7,00
2020-05-24;9,00;2,25;58,50;54,00;0,00;3,00
2020-05-31;10,00;2,50;72,50;52,50;1,25;10,00
