Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;69,00;0,00;288,55;197,59;37,64;50,00
2019-01-13;64,00;6,10;243,81;204,19;21,33;40,00
2019-01-20;76,00;9,12;228,00;212,80;18,24;35,00
2019-01-27;51,00;12,00;228,00;177,00;6,00;27,00
2019-02-03;79,00;0,00;206,62;148,88;3,04;28,00
2019-02-10;90,00;6,21;201,72;148,97;6,21;21,00
2019-02-17;80,00;12,31;209,23;147,69;6,15;26,00
2019-02-24;68,00;6,18;179,27;145,27;3,09;13,00
2019-03-03;57,00;6,00;162,00;120,00;0,00;15,00
2019-03-10;54,00;6,00;177,00;111,00;0,00;15,00
2019-03-17;51,00;6,00;204,00;120,00;6,00;8,00
2019-03-24;41,00;3,15;151,38;126,15;6,31;18,00
2019-03-31;48,00;0,00;156,00;114,00;15,00;26,00
2019-04-07;55,00;15,28;192,50;116,11;12,22;27,00
2019-04-14;70,00;3,04;188,70;149,13;12,17;31,00
2019-04-21;58,00;9,16;174,00;125,16;15,26;39,00
2019-04-28;41,00;6,31;186,08;148,23;18,92;25,00
2019-05-05;56,00;6,22;180,44;133,78;18,67;22,00
2019-05-12;55,00;6,11;158,89;125,28;12,22;20,00
2019-05-19;52,00;3,06;110,12;119,29;6,12;15,00
2019-05-26;30,00;0,00;150,00;90,00;6,00;19,00
2019-06-02;53,00;6,24;177,71;115,35;9,35;18,00
2019-06-09;50,00;3,13;121,88;128,13;25,00;33,00
2019-06-16;44,00;0,00;150,86;116,29;25,14;3,00
2019-06-23;54,00;12,00;135,00;117,00;9,00;28,00
2019-06-30;62,00;9,30;145,70;111,60;9,30;13,00
2019-07-07;51,00;12,00;141,00;123,00;15,00;41,00
2019-07-14;40,00;6,15;215,38;132,31;18,46;26,00
2019-07-21;73,00;15,21;170,33;161,21;18,25;34,00
2019-07-28;87,00;3,11;164,68;152,25;21,75;32,00
2019-08-04;81,00;9,35;165,12;115,27;40,50;32,00
2019-08-11;100,00;9,09;136,36;112,12;21,21;29,00
2019-08-18;53,00;9,35;183,94;155,88;31,18;33,00
2019-08-25;79,00;6,08;191,42;182,31;18,23;26,00
2019-09-01;53,00;9,35;208,88;127,82;18,71;15,00
2019-09-08;52,00;3,06;177,41;152,94;12,24;18,00
2019-09-15;63,00;3,15;144,90;122,85;12,60;13,00
2019-09-22;62,00;6,20;182,90;158,10;15,50;23,00
2019-09-29;70,00;15,22;304,35;176,52;9,13;18,00
2019-10-06;93,00;6,20;207,70;173,60;21,70;28,00
2019-10-13;67,00;3,05;234,50;140,09;18,27;18,00
2019-10-20;70,00;36,52;155,22;109,57;12,17;39,00
2019-10-27;68,00;15,45;213,27;142,18;9,27;26,00
2019-11-03;83,00;6,15;221,33;153,70;27,67;14,00
2019-11-10;67,00;12,18;204,05;134,00;15,23;19,00
2019-11-17;61,00;30,50;176,90;137,25;18,30;31,00
2019-11-24;47,00;6,27;159,80;106,53;18,80;16,00
2019-12-01;44,00;6,29;210,57;113,14;12,57;27,00
