Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2020-01-19;35,00;3,00;4,00;6,00;3,00;0,00;2,00;2,00;0,00;2,50;0,00;7,50;30,00;3,00;1,00;6,00;3,00;2,19;0,00;98,44;2,19;0,00;3,00;3,00;5,00;0,00;1,00;1,00;1,00;5,00;9,00;1,00;2,00;3,00;0,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-01-26;36,00;2,00;6,00;10,00;3,00;2,00;2,00;13,00;0,00;2,57;1,29;5,14;28,29;4,00;1,00;13,00;2,00;2,25;2,25;76,50;0,00;0,00;4,00;0,00;7,00;0,00;1,00;5,00;1,00;3,00;3,00;0,00;3,00;9,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-02-02;35,00;4,00;4,00;13,00;7,00;3,00;1,00;5,00;0,00;0,00;0,00;5,00;30,00;0,00;1,00;5,00;8,00;0,00;0,00;85,31;0,00;0,00;2,00;1,00;6,00;0,00;0,00;1,00;2,00;1,00;5,00;1,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-09;68,00;6,00;5,00;12,00;7,00;3,00;2,00;25,00;0,00;0,00;1,26;12,59;25,19;3,00;2,00;3,00;2,00;1,10;1,10;72,39;0,00;0,00;2,00;1,00;3,00;0,00;2,00;1,00;1,00;2,00;6,00;0,00;3,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;1,00;0,00
2020-02-16;36,00;3,00;2,00;4,00;5,00;1,00;1,00;2,00;1,00;1,29;1,29;2,57;23,14;0,00;0,00;5,00;5,00;1,13;0,00;76,50;0,00;1,00;4,00;1,00;8,00;2,00;1,00;0,00;3,00;6,00;2,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;29,00;4,00;5,00;4,00;3,00;0,00;1,00;3,00;0,00;2,64;1,32;7,91;18,45;1,00;0,00;6,00;1,00;2,23;0,00;80,31;1,12;0,00;0,00;1,00;3,00;2,00;0,00;1,00;0,00;2,00;5,00;3,00;0,00;0,00;0,00;1,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-03-01;26,00;2,00;2,00;7,00;7,00;0,00;0,00;3,00;1,00;2,60;0,00;2,60;20,80;2,00;0,00;8,00;3,00;0,00;0,00;41,17;0,00;0,00;1,00;1,00;5,00;0,00;0,00;4,00;1,00;2,00;0,00;1,00;1,00;1,00;0,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00
2020-03-08;20,00;3,00;6,00;4,00;7,00;3,00;1,00;0,00;0,00;0,00;0,00;5,00;12,50;0,00;2,00;3,00;0,00;0,00;0,00;28,89;0,00;0,00;5,00;2,00;2,00;2,00;0,00;0,00;2,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-15;15,00;3,00;5,00;6,00;9,00;1,00;1,00;2,00;0,00;0,00;0,00;5,00;17,50;0,00;0,00;3,00;5,00;0,00;0,00;23,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;1,00;2,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;14,00;1,00;4,00;2,00;44,00;1,00;0,00;1,00;0,00;1,40;0,00;2,80;11,20;0,00;1,00;2,00;1,00;0,00;0,00;18,67;0,00;0,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-03-29;7,00;0,00;3,00;1,00;17,00;1,00;0,00;0,00;0,00;0,00;0,00;1,17;7,00;1,00;0,00;4,00;2,00;0,00;0,00;23,33;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;2,00;0,00;4,00;4,00;5,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;6,00;0,00;0,00;0,00;1,00;0,00;0,00;14,00;0,00;0,00;1,00;0,00;3,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;8,00;0,00;1,00;5,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;1,00;1,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;3,00;1,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;12,00;1,00;6,00;3,00;4,00;2,00;0,00;0,00;0,00;1,20;0,00;0,00;7,20;0,00;0,00;1,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;7,00;0,00;7,00;10,00;1,00;0,00;0,00;1,00;0,00;0,00;1,17;1,17;7,00;0,00;0,00;2,00;0,00;1,17;0,00;11,67;1,17;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-05-03;5,00;0,00;1,00;6,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;2,50;5,00;0,00;0,00;2,00;2,00;0,00;1,25;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;3,00;0,00;3,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;1,50;1,50;6,00;0,00;0,00;5,00;2,00;0,00;0,00;24,00;0,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;13,00;0,00;0,00;8,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;2,60;10,40;0,00;0,00;3,00;1,00;0,00;0,00;17,33;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-05-24;6,00;1,00;2,00;5,00;2,00;1,00;1,00;0,00;0,00;0,00;0,00;3,00;15,00;1,00;1,00;1,00;1,00;1,00;0,00;22,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-31;15,00;0,00;2,00;4,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;2,50;10,00;0,00;0,00;0,00;0,00;0,00;0,00;19,29;0,00;0,00;2,00;0,00;1,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-07;6,00;0,00;3,00;13,00;1,00;3,00;0,00;3,00;0,00;0,00;0,00;1,50;18,00;0,00;0,00;8,00;0,00;1,00;0,00;22,00;0,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
