Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Marseille (FR);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;23,00;147,86;197,14;141,29;138,00;95,54;1,77;58,38;90,23;141,29;49,29;108,43;64,40;96,60;105,80;36,80;49,29;71,19;4,38;10,00;37,00;19,00;6,00;12,00;3,00;3,00;3,00;3,00;1,00;6,00;1,00;1,00
2019-01-13;20,00;150,00;220,00;143,33;150,00;107,27;1,82;65,45;98,18;153,33;46,67;116,67;65,00;110,00;125,00;45,00;49,47;77,89;5,26;11,00;39,00;25,00;5,00;11,00;5,00;5,00;4,00;3,00;1,00;5,00;0,50;0,50
2019-01-20;21,00;140,00;213,50;154,00;157,50;94,50;1,75;73,50;91,00;150,50;49,00;115,50;63,00;110,25;126,00;42,00;51,95;75,16;7,74;8,00;36,00;20,00;4,00;11,00;2,00;4,00;2,00;3,00;2,00;4,00;1,00;1,00
2019-01-27;18,00;154,80;216,00;158,40;129,60;66,60;0,90;73,80;95,40;133,20;61,20;126,00;63,00;99,00;99,00;40,50;51,75;84,38;5,63;11,00;35,00;24,00;7,00;11,00;2,00;3,00;4,00;3,00;1,00;6,00;1,00;1,00
2019-02-03;14,00;143,50;185,50;157,50;119,00;54,25;1,75;68,25;98,00;126,00;52,50;129,50;60,67;126,00;107,33;46,67;49,54;75,38;5,38;10,00;36,00;23,00;6,00;9,00;2,00;7,00;3,00;3,00;1,00;7,00;1,00;1,00
2019-02-10;16,00;147,20;185,60;140,80;118,40;56,89;1,78;71,11;104,89;118,40;48,00;121,60;74,67;117,33;117,33;64,00;50,13;76,80;4,27;9,00;36,00;22,00;5,00;11,00;1,00;6,00;3,00;4,00;1,00;8,00;1,00;1,00
2019-02-17;18,00;162,00;190,80;162,00;115,20;63,00;1,80;68,40;100,80;140,40;64,80;147,60;63,00;103,50;103,50;49,50;52,88;73,13;11,25;7,00;35,00;23,00;7,00;9,00;1,00;5,00;3,00;3,00;0,50;8,00;1,00;1,00
2019-02-24;17,00;159,80;190,40;173,40;125,80;68,00;1,89;86,89;103,89;136,00;61,20;129,20;79,33;153,00;124,67;68,00;48,73;72,53;5,67;11,00;31,00;15,00;8,00;12,00;1,00;4,00;3,00;3,00;2,00;8,00;1,00;0,50
2019-03-03;17,00;166,60;207,40;166,60;129,20;66,11;1,89;75,56;111,44;149,60;74,80;142,80;85,00;141,67;130,33;68,00;53,13;68,00;7,44;7,00;36,00;25,00;10,00;19,00;2,00;4,00;2,00;3,00;2,00;10,00;0,50;1,00
2019-03-10;20,00;163,33;193,33;163,33;123,33;63,64;1,82;78,18;110,91;133,33;73,33;133,33;70,00;130,00;115,00;60,00;43,33;82,22;6,67;11,00;31,00;19,00;6,00;16,00;2,00;8,00;3,00;2,00;3,00;10,00;1,00;0,50
2019-03-17;22,00;154,00;185,43;176,00;113,14;66,00;1,83;71,50;111,83;128,86;56,57;125,71;88,00;143,00;121,00;71,50;52,80;80,30;5,50;13,00;32,00;23,00;7,00;12,00;2,00;6,00;4,00;4,00;2,00;10,00;1,00;1,00
2019-03-24;19,00;152,00;177,33;167,83;120,33;58,90;1,90;77,90;127,30;142,50;60,17;114,00;76,00;114,00;109,25;71,25;50,29;76,00;4,47;10,00;32,00;22,00;9,00;11,00;2,00;6,00;2,00;2,00;3,00;9,00;1,00;1,00
2019-03-31;22,00;157,14;169,71;154,00;150,86;110,00;1,83;71,50;117,33;176,00;62,86;150,86;88,00;137,50;126,50;71,50;53,90;64,90;6,60;11,00;32,00;24,00;8,00;10,00;4,00;4,00;3,00;5,00;3,00;4,00;1,00;0,50
2019-04-07;36,00;199,64;186,55;180,00;176,73;113,40;1,80;82,80;180,00;216,00;81,82;153,82;92,57;144,00;133,71;72,00;53,45;73,09;7,64;13,00;31,00;27,00;7,00;11,00;4,00;4,00;3,00;4,00;2,00;7,00;1,00;1,00
