Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-01-06;49,00;16,00;1,00;0,00;11,00;2,00;16,00;3,00;5,00;11,00;1,00;5,00;1,00;1,48;2,97;25,24;7,42;25,00;5,00;1,00;19,00;1,00;8,00;2,00;18,00;1,00;0,50;4,00;4,00;0,50;4,00;3,00;4,00;0,50;1,00;1,00;1,00;0,50;0,50;0,50;1,00;0,50;0,50
2019-01-13;46,00;19,00;2,00;0,00;14,00;3,00;16,00;4,00;5,00;9,00;2,00;6,00;1,00;1,44;4,31;21,56;7,19;25,00;7,00;1,00;19,00;1,00;8,00;2,00;21,00;1,00;0,50;4,00;4,00;1,00;4,00;3,00;4,00;0,50;1,00;1,00;1,00;1,00;0,50;0,50;1,00;0,50;0,50
2019-01-20;45,00;16,00;1,00;0,00;13,00;2,00;15,00;4,00;5,00;9,00;1,00;5,00;1,00;1,45;2,90;24,68;7,26;26,00;7,00;1,00;20,00;1,00;7,00;2,00;19,00;1,00;0,50;3,00;3,00;0,50;4,00;2,00;3,00;0,50;1,00;1,00;2,00;1,00;0,50;0,50;1,00;1,00;0,50
2019-01-27;37,00;19,00;1,00;0,00;11,00;3,00;15,00;3,00;6,00;5,00;2,00;5,00;1,00;1,42;2,85;22,77;8,54;23,00;7,00;1,00;17,00;1,00;8,00;1,00;20,00;2,00;0,50;4,00;3,00;0,50;5,00;3,00;3,00;0,50;1,00;1,00;2,00;1,00;0,50;0,50;1,00;0,50;0,50
2019-02-03;37,00;20,00;2,00;0,00;13,00;3,00;17,00;4,00;5,00;5,00;1,00;5,00;1,00;1,48;2,96;26,64;10,36;25,00;8,00;1,00;18,00;1,00;9,00;3,00;22,00;2,00;0,50;4,00;4,00;1,00;6,00;3,00;4,00;0,50;1,00;1,00;2,00;1,00;0,50;1,00;1,00;1,00;0,50
2019-02-10;36,00;20,00;2,00;0,00;13,00;3,00;16,00;5,00;5,00;6,00;2,00;5,00;1,00;1,44;2,88;27,36;10,08;31,00;8,00;1,00;20,00;1,00;9,00;2,00;22,00;2,00;0,50;4,00;6,00;0,50;6,00;4,00;4,00;0,50;1,00;2,00;3,00;2,00;0,50;1,00;1,00;1,00;0,50
2019-02-17;37,00;20,00;1,00;0,00;14,00;4,00;16,00;5,00;6,00;6,00;2,00;5,00;1,00;1,48;2,96;32,56;13,32;33,00;10,00;1,00;23,00;1,00;10,00;2,00;21,00;2,00;0,50;5,00;6,00;1,00;5,00;5,00;5,00;0,50;2,00;2,00;3,00;3,00;1,00;1,00;2,00;1,00;0,50
2019-02-24;39,00;22,00;2,00;0,00;14,00;4,00;18,00;6,00;6,00;7,00;2,00;5,00;1,00;1,44;4,33;31,78;11,56;29,00;10,00;2,00;21,00;1,00;9,00;2,00;22,00;2,00;0,50;5,00;6,00;1,00;5,00;4,00;6,00;0,50;1,00;2,00;3,00;3,00;1,00;1,00;1,00;1,00;0,50
2019-03-03;36,00;22,00;2,00;0,00;13,00;5,00;20,00;5,00;6,00;6,00;2,00;5,00;1,00;1,44;4,32;28,80;11,52;28,00;10,00;1,00;20,00;1,00;10,00;1,00;24,00;1,00;0,50;5,00;5,00;0,50;5,00;4,00;4,00;0,50;2,00;1,00;2,00;2,00;0,50;1,00;1,00;1,00;0,50
2019-03-10;42,00;22,00;2,00;0,00;12,00;3,00;20,00;6,00;5,00;6,00;2,00;5,00;1,00;1,45;4,34;26,07;10,14;27,00;10,00;2,00;22,00;1,00;10,00;2,00;23,00;2,00;0,50;4,00;4,00;1,00;5,00;4,00;5,00;0,50;1,00;2,00;2,00;2,00;0,50;1,00;1,00;1,00;0,00
2019-03-17;36,00;22,00;2,00;0,00;13,00;3,00;19,00;6,00;5,00;6,00;1,00;6,00;1,00;1,44;2,88;30,24;11,52;28,00;9,00;1,00;20,00;1,00;10,00;2,00;22,00;2,00;0,50;5,00;6,00;1,00;5,00;5,00;6,00;0,50;1,00;2,00;3,00;2,00;0,50;1,00;1,00;1,00;0,50
2019-03-24;42,00;24,00;2,00;0,00;12,00;4,00;21,00;6,00;6,00;7,00;2,00;5,00;1,00;1,45;4,34;28,97;14,48;26,00;10,00;2,00;22,00;1,00;10,00;2,00;23,00;2,00;0,50;5,00;6,00;1,00;6,00;5,00;6,00;0,50;1,00;2,00;3,00;1,00;0,50;0,50;1,00;1,00;0,50
2019-03-31;55,00;27,00;2,00;0,00;14,00;4,00;22,00;8,00;6,00;10,00;3,00;5,00;1,00;2,89;4,34;36,18;14,47;31,00;11,00;2,00;24,00;1,00;10,00;3,00;23,00;2,00;0,50;6,00;5,00;1,00;7,00;5,00;6,00;0,50;1,00;2,00;3,00;3,00;1,00;1,00;1,00;1,00;0,50
2019-04-07;59,00;28,00;3,00;0,00;15,00;5,00;22,00;9,00;6,00;12,00;2,00;7,00;1,00;2,88;4,32;33,10;20,15;33,00;15,00;2,00;30,00;2,00;12,00;3,00;26,00;2,00;0,50;7,00;6,00;1,00;9,00;7,00;6,00;0,50;2,00;3,00;3,00;4,00;1,00;1,00;2,00;2,00;0,50
2019-04-14;67,00;29,00;3,00;0,50;12,00;4,00;22,00;9,00;6,00;13,00;3,00;6,00;1,00;2,85;5,70;39,91;24,23;40,00;20,00;2,00;30,00;4,00;12,00;3,00;30,00;3,00;0,50;7,00;8,00;1,00;8,00;8,00;8,00;0,50;2,00;4,00;4,00;5,00;1,00;1,00;2,00;2,00;0,50
2019-04-21;64,00;29,00;3,00;0,00;11,00;5,00;22,00;9,00;7,00;14,00;2,00;6,00;1,00;1,45;5,82;42,18;23,27;37,00;19,00;3,00;32,00;1,00;14,00;3,00;31,00;2,00;0,50;7,00;6,00;1,00;9,00;7,00;9,00;0,50;2,00;3,00;4,00;6,00;1,00;1,00;2,00;1,00;0,50
