Semaine;Nice (FR);Paris (FR);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;54,00;464,40;432,00;388,80;313,20;10,80;162,00;129,60;216,00;138,86;84,86;123,43;234,00;252,00;72,00;9,00;96,00;546,00;18,00;48,00;14,00;55,00;38,00;45,00;21,81;74,77;9,35;31,15;20,00;5,00;10,00;5,00;13,00;2,00;3,00
2019-01-13;56,00;402,18;366,55;371,64;252,00;9,33;140,00;102,67;201,09;137,45;76,36;112,00;228,67;233,33;60,67;9,33;93,33;528,89;18,67;37,33;19,00;36,00;37,00;41,00;21,78;74,67;11,41;29,04;16,00;9,00;7,00;4,00;12,00;2,00;1,00
2019-01-20;53,00;392,20;392,20;365,70;275,60;10,60;169,60;116,60;189,29;126,19;83,29;98,43;198,75;216,42;53,00;8,83;82,44;477,00;17,67;41,22;13,00;41,00;36,00;39,00;22,86;69,63;11,43;19,75;17,00;5,00;15,00;2,00;14,00;1,00;1,00
2019-01-27;49,00;375,67;348,44;364,78;215,60;9,80;156,80;107,80;180,53;121,21;85,11;116,05;187,09;196,00;49,00;8,91;91,88;526,75;18,38;42,88;17,00;41,00;33,00;40,00;22,46;75,54;8,17;22,46;14,00;6,00;8,00;5,00;11,00;2,00;0,00
2019-02-03;50,00;400,00;333,33;400,00;270,00;10,00;170,00;100,00;200,00;122,50;80,00;130,00;213,64;231,82;59,09;9,09;77,78;455,56;16,67;38,89;15,00;37,00;43,00;43,00;23,47;70,41;11,22;23,47;15,00;9,00;11,00;4,00;11,00;2,00;2,00
2019-02-10;51,00;372,30;311,10;362,10;244,80;10,20;163,20;112,20;188,70;130,05;81,60;124,95;199,36;222,55;64,91;4,64;79,33;447,67;17,00;34,00;17,00;39,00;36,00;42,00;20,82;56,20;6,24;24,98;16,00;7,00;9,00;4,00;12,00;3,00;1,00
2019-02-17;53,00;386,90;328,60;365,70;243,80;10,60;180,20;106,00;184,24;121,14;93,38;136,29;207,58;212,00;61,83;8,83;88,33;494,67;11,78;41,22;16,00;36,00;39,00;41,00;21,40;65,23;9,17;27,52;19,00;6,00;9,00;6,00;15,00;2,00;1,00
2019-02-24;53,00;365,70;302,10;397,50;254,40;10,60;190,80;116,60;169,10;123,67;85,81;131,24;194,33;203,17;57,42;4,42;82,44;435,78;11,78;35,33;16,00;34,00;35,00;34,00;22,42;56,06;8,15;23,44;14,00;7,00;8,00;4,00;10,00;2,00;3,00
2019-03-03;57,00;373,09;279,82;383,45;228,00;9,50;161,50;104,50;176,18;124,36;85,50;139,91;206,08;201,69;52,62;8,77;79,80;444,60;11,40;39,90;23,00;42,00;36,00;38,00;25,91;68,40;9,33;26,95;18,00;9,00;11,00;5,00;11,00;1,00;2,00
2019-03-10;63,00;378,00;304,50;409,50;252,00;10,50;178,50;115,50;168,84;115,92;88,20;128,52;189,00;220,50;58,50;13,50;85,91;435,27;11,45;40,09;17,00;42,00;33,00;45,00;23,75;61,97;6,20;24,79;15,00;6,00;9,00;2,00;12,00;2,00;2,00
