Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2020-12-13;10,00;2,00;25,00;1,00;1,00
2020-12-20;9,00;2,00;18,00;3,00;0,50
2020-12-27;9,00;2,00;23,00;1,00;2,00
2021-01-03;11,00;2,00;22,00;1,00;2,00
2021-01-10;14,00;3,00;18,00;1,00;1,00
2021-01-17;6,00;3,00;21,00;2,00;2,00
2021-01-24;10,00;2,00;17,00;1,00;0,50
2021-01-31;10,00;1,00;17,00;1,00;2,00
2021-02-07;7,00;2,00;15,00;1,00;1,00
2021-02-14;5,00;3,00;16,00;1,00;2,00
2021-02-21;6,00;3,00;15,00;2,00;1,00
2021-02-28;5,00;3,00;16,00;2,00;1,00
2021-03-07;10,00;2,00;24,00;1,00;2,00
2021-03-14;11,00;2,00;19,00;1,00;1,00
2021-03-21;8,00;1,00;21,00;1,00;1,00
2021-03-28;8,00;2,00;16,00;1,00;1,00
2021-04-04;18,00;2,00;14,00;1,00;2,00
2021-04-11;6,00;2,00;16,00;3,00;1,00
2021-04-18;5,00;2,00;14,00;2,00;1,00
2021-04-25;5,00;1,00;12,00;0,50;0,50
2021-05-02;6,00;1,00;12,00;1,00;1,00
2021-05-09;7,00;2,00;12,00;1,00;1,00
2021-05-16;6,00;1,00;12,00;1,00;1,00
2021-05-23;4,00;1,00;12,00;0,00;2,00
2021-05-30;7,00;2,00;13,00;0,50;1,00
2021-06-06;5,00;2,00;15,00;1,00;0,50
2021-06-13;6,00;1,00;10,00;1,00;1,00
2021-06-20;5,00;1,00;12,00;1,00;1,00
2021-06-27;7,00;1,00;11,00;0,50;1,00
2021-07-04;6,00;1,00;16,00;1,00;1,00
2021-07-11;7,00;1,00;18,00;1,00;1,00
2021-07-18;7,00;1,00;13,00;2,00;1,00
2021-07-25;11,00;1,00;62,00;0,50;1,00
2021-08-01;9,00;1,00;13,00;1,00;1,00
2021-08-08;9,00;1,00;12,00;0,50;1,00
2021-08-15;9,00;1,00;12,00;1,00;0,50
2021-08-22;7,00;1,00;11,00;1,00;2,00
2021-08-29;9,00;1,00;16,00;1,00;1,00
2021-09-05;6,00;2,00;10,00;0,00;1,00
2021-09-12;4,00;0,50;14,00;1,00;2,00
2021-09-19;5,00;2,00;14,00;0,00;0,50
2021-09-26;5,00;1,00;11,00;0,50;1,00
2021-10-03;6,00;1,00;16,00;0,50;1,00
2021-10-10;4,00;1,00;12,00;1,00;2,00
2021-10-17;4,00;2,00;11,00;0,50;1,00
2021-10-24;7,00;1,00;15,00;1,00;1,00
2021-10-31;6,00;1,00;15,00;1,00;1,00
2021-11-07;4,00;2,00;24,00;0,50;1,00
2021-11-14;9,00;2,00;51,00;1,00;1,00
2021-11-21;4,00;1,00;17,00;0,50;2,00
2021-11-28;5,00;2,00;13,00;1,00;1,00
2021-12-05;4,00;2,00;12,00;0,50;0,50
2021-12-12;3,00;9,00;15,00;0,50;2,00
2021-12-19;4,00;2,00;14,00;1,00;1,00
2021-12-26;7,00;2,00;21,00;0,50;2,00
2022-01-02;7,00;1,00;18,00;1,00;2,00
2022-01-09;21,00;1,00;21,00;1,00;2,00
2022-01-16;18,00;3,00;45,00;6,00;2,00
2022-01-23;9,00;2,00;27,00;1,00;2,00
2022-01-30;11,00;1,00;20,00;1,00;2,00
2022-02-06;6,00;2,00;20,00;1,00;1,00
2022-02-13;7,00;2,00;18,00;0,50;1,00
2022-02-20;7,00;1,00;18,00;0,50;0,50
2022-02-27;6,00;1,00;22,00;1,00;1,00
2022-03-06;7,00;3,00;26,00;2,00;2,00
2022-03-13;6,00;2,00;18,00;3,00;3,00
2022-03-20;6,00;6,00;21,00;3,00;1,00
2022-03-27;8,00;4,00;21,00;2,00;1,00
2022-04-03;9,00;1,00;16,00;2,00;2,00
2022-04-10;7,00;1,00;22,00;1,00;3,00
2022-04-17;6,00;2,00;20,00;1,00;2,00
2022-04-24;8,00;9,00;28,00;3,00;2,00
2022-05-01;6,00;1,00;21,00;1,00;0,50
2022-05-08;5,00;0,50;17,00;1,00;2,00
