Semaine;London (GB);Paris (FR);Amsterdam (NL);Roma (IT);Lille (FR);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;96,00;54,21;23,72;66,78;1,04;14,61;33,00;20,00;16,00;20,00;25,00;24,00;27,00;2,00;4,00;18,00;2,00;8,00;3,00;8,00;7,00;4,00;3,00;3,00;1,00;4,00;3,00;0,50;1,00;0,50;1,00;0,50;0,50
2019-01-13;91,00;60,67;21,35;63,49;1,06;14,81;32,00;22,00;18,00;19,00;25,00;26,00;26,00;2,00;5,00;19,00;3,00;7,00;3,00;6,00;8,00;5,00;3,00;3,00;1,00;6,00;2,00;1,00;1,00;0,50;1,00;0,50;0,50
2019-01-20;77,00;50,96;19,25;60,35;1,04;12,49;29,00;20,00;17,00;17,00;21,00;23,00;20,00;1,00;5,00;16,00;3,00;6,00;3,00;6,00;8,00;4,00;4,00;3,00;1,00;4,00;3,00;1,00;2,00;0,50;1,00;0,00;0,50
2019-01-27;88,00;55,28;20,31;46,10;1,05;14,67;26,00;20,00;12,00;18,00;22,00;20,00;24,00;1,00;3,00;19,00;2,00;7,00;2,00;7,00;7,00;4,00;3,00;2,00;0,50;3,00;2,00;1,00;2,00;1,00;1,00;0,00;0,50
2019-02-03;92,00;54,98;19,07;41,82;1,05;14,64;32,00;25,00;10,00;21,00;23,00;17,00;22,00;2,00;5,00;17,00;2,00;6,00;3,00;7,00;9,00;3,00;2,00;2,00;0,50;6,00;3,00;1,00;2,00;0,50;1,00;0,50;0,50
2019-02-10;80,00;59,72;18,03;40,00;1,05;14,74;26,00;21,00;12,00;21,00;23,00;20,00;25,00;2,00;5,00;19,00;3,00;6,00;3,00;7,00;8,00;4,00;3,00;2,00;1,00;4,00;2,00;1,00;2,00;0,50;1,00;0,00;0,50
2019-02-17;76,00;60,35;17,88;40,11;1,06;16,89;24,00;21,00;14,00;19,00;19,00;19,00;23,00;2,00;5,00;18,00;13,00;6,00;3,00;6,00;7,00;3,00;3,00;2,00;1,00;4,00;3,00;1,00;2,00;1,00;1,00;0,00;0,50
2019-02-24;79,00;54,17;16,93;39,50;1,04;16,63;28,00;19,00;13,00;18,00;21,00;18,00;23,00;2,00;5,00;18,00;2,00;7,00;2,00;6,00;10,00;3,00;3,00;1,00;1,00;4,00;3,00;1,00;2,00;0,50;1,00;0,00;0,50
2019-03-03;76,00;55,58;20,42;40,11;1,06;12,67;25,00;20,00;12,00;21,00;21,00;20,00;23,00;2,00;5,00;19,00;3,00;7,00;3,00;6,00;8,00;4,00;3,00;1,00;1,00;3,00;3,00;1,00;2,00;0,50;1,00;0,50;0,50
2019-03-10;78,00;59,91;19,22;37,95;1,05;16,86;27,00;19,00;12,00;22,00;19,00;19,00;24,00;2,00;4,00;21,00;4,00;8,00;3,00;7,00;10,00;3,00;3,00;2,00;1,00;5,00;3,00;1,00;2,00;1,00;1,00;0,50;0,50
