Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-01-06;15,00;95,63;7,50;0,00;7,50;30,00;8,00;8,00;21,00;39,00;5,00;5,00;7,00;1,00;3,00;1,00;3,00;1,00;3,00;1,00;3,00;5,00;4,00;7,00;5,00;0,00;1,00;1,00;0,00;3,00;3,00;1,00;1,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;24,00;96,00;3,69;0,00;11,08;32,00;12,00;5,00;15,00;35,00;7,00;11,00;7,00;1,00;6,00;4,00;2,00;1,00;6,00;4,00;2,00;6,00;4,00;4,00;2,00;0,00;0,00;1,00;1,00;1,00;3,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;26,00;85,43;9,29;0,00;3,71;26,00;12,00;7,00;24,00;32,00;11,00;15,00;4,00;1,00;4,00;1,00;1,00;1,00;4,00;1,00;1,00;11,00;4,00;8,00;2,00;1,00;0,00;1,00;1,00;1,00;3,00;1,00;1,00;2,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;15,00;97,50;5,63;0,00;3,75;23,00;16,00;7,00;21,00;34,00;6,00;10,00;8,00;2,00;3,00;5,00;0,00;2,00;3,00;5,00;0,00;7,00;2,00;5,00;6,00;0,00;0,00;1,00;0,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;13,00;87,29;7,43;0,00;7,43;26,00;9,00;8,00;28,00;36,00;8,00;20,00;7,00;1,00;4,00;5,00;2,00;1,00;4,00;5,00;2,00;3,00;5,00;2,00;4,00;0,00;1,00;2,00;0,00;2,00;6,00;2,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00
2019-02-10;19,00;96,90;7,60;0,00;11,40;23,00;12,00;12,00;21,00;33,00;9,00;10,00;3,00;2,00;4,00;3,00;2,00;2,00;4,00;3,00;2,00;9,00;5,00;8,00;3,00;0,00;2,00;0,00;2,00;2,00;2,00;1,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00
2019-02-17;25,00;88,46;9,62;0,00;9,62;18,00;15,00;9,00;19,00;28,00;9,00;12,00;5,00;4,00;5,00;0,00;1,00;4,00;5,00;0,00;1,00;6,00;2,00;8,00;6,00;0,00;1,00;0,00;1,00;3,00;2,00;1,00;2,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;21,00;87,82;5,73;0,00;3,82;23,00;13,00;8,00;23,00;33,00;6,00;6,00;7,00;4,00;3,00;3,00;3,00;4,00;3,00;3,00;3,00;5,00;3,00;9,00;2,00;0,00;0,00;1,00;1,00;2,00;4,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00
2019-03-03;21,00;84,00;5,73;0,00;5,73;23,00;13,00;9,00;26,00;27,00;9,00;12,00;6,00;3,00;3,00;7,00;2,00;3,00;3,00;7,00;2,00;4,00;4,00;4,00;4,00;0,00;0,00;1,00;0,00;4,00;1,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00
2019-03-10;26,00;89,14;7,43;0,00;13,00;15,00;11,00;10,00;19,00;35,00;9,00;4,00;12,00;5,00;4,00;4,00;4,00;5,00;4,00;4,00;4,00;7,00;4,00;5,00;6,00;0,00;1,00;3,00;0,00;5,00;3,00;1,00;1,00;2,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
