Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Flachau (AT);La Clusaz (FR);Zillertal (AT);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;72,00;6,00;7,50;3,00;66,00;9,00;8,00;14,00;1,00;16,00;5,00;80,00;39,00;16,00;5,00;14,00;6,00;20,00;0,00;10,00;4,00;3,00;1,00;10,00;0,00;3,00;5,00;12,00;4,00;1,00;0,00;0,00;0,00;3,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-01-13;78,00;5,89;4,42;4,42;64,75;10,00;4,00;8,00;5,00;27,00;0,00;49,00;1,00;14,00;10,00;9,00;14,00;29,00;0,00;10,00;1,00;0,00;0,00;10,00;0,00;4,00;0,00;21,00;6,00;0,00;5,00;4,00;8,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;73,00;4,47;10,43;4,47;34,27;4,00;5,00;7,00;0,00;19,00;3,00;26,00;0,00;16,00;8,00;18,00;6,00;21,00;0,00;13,00;1,00;1,00;0,00;14,00;0,00;1,00;4,00;10,00;19,00;0,00;4,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;75,00;5,88;4,41;4,41;47,06;7,00;7,00;4,00;5,00;22,00;5,00;32,00;0,00;24,00;9,00;14,00;5,00;17,00;1,00;4,00;1,00;1,00;0,00;13,00;0,00;3,00;4,00;11,00;5,00;0,00;8,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;82,00;4,47;1,49;1,49;32,80;3,00;4,00;7,00;3,00;18,00;1,00;28,00;1,00;10,00;9,00;23,00;11,00;18,00;0,00;5,00;8,00;4,00;1,00;9,00;0,00;5,00;3,00;17,00;3,00;0,00;1,00;0,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;85,00;5,96;7,46;1,49;55,18;7,00;3,00;10,00;3,00;7,00;4,00;23,00;3,00;10,00;7,00;13,00;9,00;21,00;1,00;5,00;0,00;1,00;0,00;5,00;0,00;3,00;1,00;19,00;6,00;0,00;0,00;1,00;1,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;70,00;8,94;0,00;0,00;26,81;3,00;11,00;1,00;4,00;15,00;1,00;19,00;1,00;13,00;7,00;9,00;15,00;12,00;1,00;4,00;3,00;4,00;0,00;8,00;0,00;4,00;4,00;12,00;3,00;0,00;1,00;0,00;3,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;63,00;4,40;2,93;2,93;32,23;10,00;0,00;9,00;5,00;18,00;0,00;20,00;0,00;9,00;8,00;5,00;8,00;10,00;0,00;4,00;0,00;1,00;0,00;8,00;0,00;4,00;0,00;8,00;3,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;53,00;3,03;7,57;3,03;45,43;9,00;4,00;6,00;2,00;18,00;4,00;21,00;3,00;7,00;12,00;11,00;1,00;5,00;0,00;4,00;5,00;2,00;0,00;6,00;1,00;0,00;1,00;10,00;5,00;0,00;3,00;0,00;4,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;72,00;4,41;8,82;0,00;24,98;8,00;3,00;7,00;0,00;10,00;1,00;34,00;0,00;6,00;5,00;10,00;6,00;6,00;0,00;8,00;1,00;1,00;0,00;5,00;0,00;3,00;3,00;4,00;3,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;64,00;4,47;7,44;2,98;40,19;3,00;4,00;3,00;3,00;5,00;0,00;19,00;1,00;9,00;4,00;5,00;1,00;10,00;0,00;8,00;3,00;4,00;0,00;1,00;0,00;1,00;0,00;12,00;1,00;0,00;4,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;47,00;4,41;4,41;0,00;32,31;5,00;1,00;1,00;1,00;7,00;3,00;7,00;1,00;10,00;9,00;5,00;4,00;5,00;1,00;0,00;3,00;0,00;0,00;7,00;0,00;1,00;4,00;3,00;3,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-03-31;49,00;5,94;1,48;0,00;25,24;4,00;3,00;5,00;1,00;9,00;0,00;13,00;0,00;9,00;11,00;9,00;4,00;13,00;0,00;4,00;1,00;0,00;1,00;4,00;0,00;3,00;1,00;9,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;37,00;1,48;1,48;0,00;19,24;4,00;2,00;3,00;2,00;12,00;1,00;6,00;0,00;5,00;11,00;4,00;5,00;7,00;0,00;3,00;7,00;0,00;0,00;1,00;0,00;2,00;0,00;4,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;45,00;6,00;4,50;1,50;27,00;1,00;0,00;3,00;0,00;16,00;0,00;21,00;2,00;3,00;7,00;7,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;3,00;1,00;0,00;3,00;1,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;68,00;4,43;2,96;0,00;16,26;4,00;0,00;1,00;0,00;1,00;1,00;12,00;0,00;4,00;14,00;7,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;3,00;0,00;0,00;4,00;1,00;2,00;0,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;36,00;0,00;0,00;0,00;27,00;0,00;0,00;1,00;1,00;2,00;0,00;8,00;3,00;1,00;4,00;2,00;3,00;2,00;0,00;1,00;3,00;0,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;1,00;1,00;1,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;44,00;2,93;2,93;0,00;11,73;4,00;1,00;1,00;0,00;1,00;0,00;8,00;1,00;1,00;6,00;4,00;3,00;2,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-12;35,00;6,09;1,52;1,52;6,09;1,00;0,00;4,00;0,00;3,00;0,00;4,00;0,00;4,00;3,00;9,00;0,00;5,00;0,00;1,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00;1,00;3,00;0,00;1,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-19;35,00;0,00;1,52;0,00;6,09;0,00;0,00;3,00;0,00;0,00;0,00;8,00;1,00;5,00;3,00;6,00;3,00;0,00;0,00;0,00;4,00;0,00;0,00;3,00;0,00;0,00;0,00;5,00;3,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;1,00
2019-05-26;58,00;0,00;0,00;0,00;2,97;3,00;0,00;3,00;0,00;3,00;0,00;10,00;1,00;4,00;3,00;11,00;4,00;4,00;0,00;0,00;1,00;0,00;0,00;4,00;0,00;0,00;1,00;4,00;6,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;48,00;0,00;6,00;0,00;10,50;0,00;1,00;4,00;0,00;1,00;0,00;4,00;0,00;6,00;8,00;4,00;1,00;4,00;0,00;4,00;3,00;0,00;0,00;6,00;0,00;3,00;0,00;1,00;6,00;0,00;0,00;1,00;1,00;3,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-06-09;56,00;0,00;1,47;4,42;8,84;5,00;0,00;1,00;0,00;1,00;0,00;11,00;4,00;3,00;13,00;6,00;1,00;13,00;0,00;0,00;1,00;0,00;0,00;9,00;1,00;0,00;1,00;1,00;1,00;0,00;3,00;1,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-06-16;43,00;1,48;1,48;1,48;11,86;7,00;3,00;0,00;0,00;4,00;1,00;9,00;1,00;1,00;7,00;9,00;4,00;5,00;0,00;0,00;6,00;0,00;0,00;5,00;0,00;0,00;1,00;1,00;4,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;69,00;1,50;3,00;0,00;9,00;3,00;0,00;1,00;0,00;1,00;0,00;7,00;0,00;1,00;4,00;3,00;3,00;11,00;0,00;0,00;3,00;3,00;0,00;3,00;1,00;0,00;0,00;4,00;3,00;0,00;6,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-30;47,00;1,47;1,47;7,34;10,28;0,00;0,00;0,00;0,00;3,00;0,00;10,00;1,00;1,00;5,00;29,00;7,00;3,00;0,00;1,00;3,00;0,00;1,00;5,00;1,00;3,00;0,00;4,00;1,00;1,00;4,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-07-07;62,00;0,00;0,00;1,48;20,67;3,00;1,00;4,00;0,00;1,00;1,00;18,00;0,00;6,00;13,00;33,00;3,00;10,00;1,00;1,00;0,00;0,00;2,00;8,00;0,00;0,00;0,00;1,00;8,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-14;87,00;3,00;6,00;3,00;19,50;0,00;0,00;2,00;0,00;6,00;0,00;17,00;2,00;3,00;12,00;9,00;3,00;3,00;0,00;0,00;3,00;0,00;0,00;6,00;1,00;0,00;0,00;2,00;3,00;0,00;6,00;2,00;3,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-07-21;91,00;8,95;5,97;5,97;25,36;12,00;0,00;3,00;2,00;3,00;0,00;13,00;2,00;8,00;8,00;11,00;6,00;2,00;0,00;0,00;3,00;0,00;0,00;3,00;5,00;0,00;2,00;2,00;5,00;2,00;2,00;2,00;2,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00
2019-07-28;80,00;0,00;4,44;4,44;26,67;5,00;2,00;5,00;0,00;5,00;0,00;23,00;2,00;6,00;19,00;6,00;7,00;11,00;0,00;3,00;7,00;0,00;0,00;5,00;0,00;3,00;2,00;3,00;7,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-04;82,00;4,47;1,49;1,49;16,40;3,00;0,00;3,00;0,00;4,00;0,00;23,00;0,00;4,00;11,00;3,00;6,00;3,00;1,00;2,00;6,00;0,00;2,00;3,00;1,00;0,00;3,00;0,00;3,00;0,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-11;85,00;4,47;1,49;2,98;16,40;3,00;3,00;6,00;0,00;7,00;3,00;14,00;1,00;3,00;11,00;8,00;6,00;5,00;0,00;0,00;4,00;0,00;0,00;1,00;1,00;0,00;1,00;3,00;6,00;1,00;4,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-18;86,00;0,00;4,45;1,48;19,28;8,00;3,00;4,00;0,00;1,00;0,00;12,00;1,00;8,00;7,00;10,00;7,00;1,00;0,00;3,00;3,00;0,00;0,00;1,00;1,00;3,00;1,00;5,00;6,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-25;76,00;0,00;2,98;0,00;13,41;6,00;1,00;0,00;0,00;3,00;0,00;5,00;0,00;6,00;13,00;8,00;7,00;9,00;0,00;0,00;3,00;1,00;0,00;5,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00;1,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-01;76,00;1,49;0,00;0,00;17,88;1,00;1,00;4,00;0,00;1,00;1,00;10,00;0,00;2,00;10,00;2,00;8,00;4,00;0,00;6,00;3,00;0,00;0,00;2,00;1,00;0,00;0,00;4,00;4,00;0,00;3,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-08;67,00;2,98;2,98;0,00;14,89;3,00;1,00;3,00;1,00;6,00;0,00;14,00;1,00;3,00;13,00;1,00;9,00;8,00;0,00;0,00;7,00;4,00;0,00;3,00;0,00;1,00;3,00;3,00;1,00;0,00;1,00;0,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-15;43,00;2,97;7,41;0,00;19,28;0,00;1,00;0,00;1,00;1,00;1,00;17,00;1,00;8,00;8,00;3,00;3,00;4,00;0,00;4,00;1,00;0,00;0,00;3,00;0,00;0,00;1,00;4,00;1,00;0,00;3,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-09-22;57,00;3,00;1,50;1,50;18,00;5,00;1,00;7,00;0,00;3,00;1,00;9,00;0,00;6,00;4,00;1,00;4,00;4,00;0,00;0,00;1,00;1,00;0,00;5,00;0,00;1,00;0,00;6,00;4,00;0,00;4,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-29;47,00;4,55;0,00;3,03;13,65;3,00;3,00;3,00;1,00;1,00;1,00;7,00;1,00;4,00;12,00;3,00;1,00;4,00;0,00;1,00;1,00;1,00;0,00;3,00;0,00;1,00;1,00;4,00;1,00;1,00;7,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-06;55,00;1,49;0,00;1,49;17,84;3,00;1,00;0,00;0,00;0,00;1,00;11,00;0,00;6,00;12,00;3,00;7,00;3,00;0,00;0,00;3,00;0,00;0,00;1,00;0,00;3,00;1,00;3,00;7,00;0,00;5,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-13;61,00;4,46;1,49;0,00;14,88;3,00;1,00;3,00;0,00;1,00;0,00;10,00;1,00;0,00;9,00;5,00;1,00;4,00;0,00;0,00;0,00;0,00;1,00;4,00;0,00;1,00;1,00;4,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;62,00;1,48;4,43;1,48;17,71;1,00;2,00;5,00;4,00;5,00;0,00;16,00;0,00;6,00;14,00;2,00;3,00;6,00;0,00;4,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;11,00;3,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-10-27;58,00;2,97;4,46;1,49;25,28;1,00;0,00;4,00;1,00;7,00;0,00;15,00;1,00;2,00;2,00;7,00;0,00;1,00;0,00;5,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;9,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-03;42,00;7,50;1,50;3,00;25,50;5,00;1,00;0,00;1,00;4,00;5,00;14,00;1,00;6,00;7,00;6,00;4,00;2,00;0,00;1,00;3,00;0,00;0,00;5,00;0,00;1,00;0,00;4,00;4,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-10;45,00;3,00;1,50;0,00;36,00;11,00;2,00;4,00;1,00;9,00;2,00;21,00;0,00;5,00;12,00;5,00;3,00;4,00;0,00;1,00;1,00;2,00;0,00;2,00;0,00;1,00;3,00;9,00;7,00;0,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00
2019-11-17;57,00;6,00;4,50;3,00;28,50;4,00;4,00;4,00;1,00;4,00;0,00;20,00;0,00;5,00;4,00;6,00;4,00;5,00;0,00;0,00;1,00;1,00;0,00;1,00;1,00;4,00;0,00;12,00;3,00;1,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-11-24;40,00;4,44;2,96;2,96;32,59;7,00;2,00;6,00;2,00;12,00;5,00;22,00;1,00;14,00;2,00;6,00;6,00;4,00;1,00;1,00;3,00;1,00;0,00;2,00;0,00;1,00;1,00;7,00;7,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
