Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;36,00;414,00;324,00;216,00;162,00;124,20;79,20;90,00;111,60;67,03;84,41;54,62;57,10;74,57;69,43;36,00;23,14;36,00;41,00;22,00;37,00;21,00;28,00;24,00;16,00;14,00;22,00;14,00;10,00;8,00;9,00;4,00;3,00;4,00;3,00;2,00
2019-01-13;35,00;385,00;315,00;192,50;192,50;127,75;85,75;68,25;126,00;63,97;62,76;56,72;60,34;75,00;60,00;32,50;22,50;38,00;69,00;27,00;31,00;22,00;16,00;20,00;22,00;28,00;11,00;14,00;13,00;13,00;4,00;9,00;9,00;0,00;4,00;2,00
2019-01-20;31,00;279,00;248,00;201,50;124,00;131,29;76,59;107,59;125,82;85,56;57,04;57,04;63,24;74,92;67,17;25,83;20,67;42,00;55,00;21,00;25,00;21,00;32,00;22,00;26,00;20,00;25,00;16,00;13,00;9,00;7,00;5,00;5,00;4,00;3,00;2,00
2019-01-27;22,00;462,00;440,00;242,00;220,00;119,17;73,33;93,50;122,83;88,00;63,56;52,56;72,11;73,33;51,33;36,67;29,33;32,00;50,00;24,00;25,00;34,00;22,00;15,00;25,00;13,00;19,00;6,00;8,00;9,00;12,00;5,00;5,00;5,00;0,00;1,00
2019-02-03;19,00;437,00;361,00;247,00;152,00;91,55;58,73;96,73;114,00;70,93;78,53;55,73;83,60;84,14;70,57;24,43;24,43;33,00;65,00;31,00;22,00;31,00;25,00;27,00;25,00;13,00;21,00;4,00;16,00;10,00;14,00;5,00;4,00;5,00;2,00;2,00
2019-02-10;29,00;333,50;275,50;188,50;130,50;130,50;65,25;96,06;103,31;80,96;60,42;43,50;73,71;76,45;65,91;31,64;34,27;38,00;53,00;18,00;28,00;29,00;14,00;15,00;15,00;18,00;16,00;4,00;13,00;14,00;17,00;11,00;11,00;12,00;1,00;3,00
2019-02-17;26,00;273,00;247,00;169,00;117,00;97,07;53,73;97,07;114,40;75,52;54,48;60,67;79,24;65,00;72,80;31,20;23,40;41,00;57,00;38,00;32,00;33,00;24,00;16,00;23,00;26,00;17,00;4,00;9,00;12,00;9,00;8,00;8,00;7,00;2,00;4,00
2019-02-24;29,00;333,50;275,50;174,00;116,00;125,06;67,06;108,75;119,63;79,43;87,00;50,43;80,70;68,55;65,91;21,09;26,36;40,00;49,00;29,00;37,00;30,00;15,00;15,00;16,00;19,00;14,00;2,00;10,00;14,00;10,00;6,00;8,00;7,00;3,00;5,00
2019-03-03;30,00;390,00;270,00;210,00;135,00;134,12;74,12;109,41;105,88;69,60;69,60;48,00;85,20;57,50;72,50;32,50;27,50;31,00;54,00;33,00;33,00;24,00;20,00;27,00;22,00;25,00;18,00;4,00;11,00;11,00;13,00;7,00;10,00;3,00;2,00;4,00
2019-03-10;24,00;288,00;216,00;144,00;108,00;120,00;64,62;103,38;116,31;72,00;60,63;63,16;101,05;48,00;61,33;24,00;29,33;30,00;55,00;21,00;28,00;29,00;25,00;24,00;22,00;13,00;17,00;3,00;7,00;12,00;11,00;6,00;11,00;4,00;2,00;4,00
