Semaine;Nice (FR);Paris (FR);London (GB);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;37,00;814,00;851,00;407,00;222,00;12,33;172,67;259,00;275,44;283,67;102,78;176,78;182,15;122,38;122,38;17,08;89,86;123,33;14,10;58,14;20,72;100,64;48,84;74,00;13,57;38,23;24,67;55,50;8,00;9,00;5,00;5,00;15,00;3,00;3,00
2019-01-13;44,00;572,00;601,33;308,00;212,00;20,00;176,00;256,00;184,00;276,00;104,00;152,00;146,67;111,47;117,33;14,67;80,96;144,32;15,84;70,40;22,00;114,40;67,47;77,73;22,63;33,94;31,43;64,11;7,00;11,00;4,00;3,00;13,00;1,00;4,00
2019-01-20;42,00;518,00;574,00;252,00;231,00;25,20;176,40;231,00;201,60;235,20;113,40;168,00;145,60;89,60;81,20;11,20;84,00;140,00;22,75;40,25;18,00;82,50;69,00;51,00;9,88;28,41;35,82;37,06;5,00;10,00;14,00;3,00;9,00;1,00;1,00
2019-01-27;17,00;629,00;714,00;340,00;208,25;8,50;170,00;276,25;170,00;306,00;144,50;204,00;130,33;90,67;113,33;17,00;49,30;117,30;18,70;73,10;12,36;109,73;54,09;68,00;19,43;31,57;6,07;20,64;7,00;10,00;5,00;6,00;8,00;1,00;1,00
2019-02-03;23,00;920,00;966,00;437,00;199,33;11,50;153,33;210,83;161,00;272,17;115,00;191,67;155,25;77,63;97,75;17,25;60,15;111,46;14,15;56,62;19,93;84,33;64,40;72,07;9,68;39,95;2,42;46,00;4,00;14,00;4,00;4,00;9,00;3,00;4,00
2019-02-10;25,00;487,50;487,50;200,00;208,33;16,67;187,50;254,17;158,33;304,17;154,17;200,00;163,89;102,78;97,22;22,22;46,43;132,14;19,64;71,43;22,06;97,06;45,59;51,47;15,00;23,75;3,75;50,00;5,00;7,00;7,00;10,00;8,00;0,00;0,00
2019-02-17;29,00;522,00;609,00;304,50;223,71;12,43;178,14;294,14;169,86;256,86;136,71;203,00;153,70;107,30;101,50;17,40;56,29;109,18;49,47;56,29;21,75;85,55;46,40;46,40;16,39;26,48;3,78;50,43;15,00;12,00;3,00;4,00;15,00;3,00;1,00
2019-02-24;33,00;726,00;709,50;330,00;218,63;16,50;239,25;231,00;165,00;243,38;127,88;189,75;138,00;132,00;105,00;6,00;57,32;133,74;8,68;55,58;27,00;78,00;66,00;46,50;22,85;26,65;5,08;44,42;10,00;7,00;4,00;4,00;1,00;1,00;1,00
2019-03-03;30,00;630,00;645,00;300,00;188,57;12,86;312,86;248,57;158,57;248,57;154,29;210,00;132,00;120,00;84,00;12,00;58,24;132,35;14,12;52,94;18,00;84,00;66,00;51,00;17,50;40,00;5,00;31,25;8,00;4,00;13,00;3,00;11,00;0,00;4,00
2019-03-10;29,00;594,50;609,00;319,00;232,00;20,71;186,43;281,71;157,43;240,29;140,86;194,71;130,50;95,70;92,80;20,30;54,59;141,59;39,24;83,59;33,35;84,10;78,30;44,95;10,88;51,96;9,67;48,33;13,00;12,00;5,00;6,00;9,00;1,00;0,00
