Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;89,00;53,00;39,00;48,00;18,00;72,00;35,00;44,00;12,00;39,00;20,00;95,00;31,00;8,00;17,00;29,00;2,00;104,71;3,14;41,88;37,69;0,00;24,00;11,00;1,00;10,00;10,00;1,00;41,00;37,00;13,00;21,00;0,00;2,00;4,00;1,00;2,00;18,00;2,00;1,00;1,00;0,00;1,00;0,00
2019-01-13;100,00;43,00;40,00;38,00;7,00;64,00;38,00;33,00;13,00;27,00;12,00;73,00;30,00;4,00;13,00;27,00;0,00;93,75;5,21;29,17;43,75;1,00;17,00;10,00;1,00;7,00;9,00;1,00;41,00;35,00;13,00;18,00;0,00;3,00;2,00;1,00;1,00;11,00;4,00;1,00;1,00;0,00;0,00;0,00
2019-01-20;79,00;36,00;41,00;31,00;5,00;52,00;30,00;28,00;14,00;24,00;17,00;35,00;31,00;1,00;7,00;30,00;0,00;80,05;5,27;28,44;28,44;2,00;50,00;6,00;1,00;7,00;11,00;1,00;34,00;30,00;9,00;9,00;1,00;3,00;2,00;1,00;2,00;11,00;1,00;1,00;1,00;0,00;1,00;1,00
2019-01-27;81,00;31,00;29,00;34,00;13,00;49,00;34,00;18,00;14,00;27,00;14,00;39,00;23,00;4,00;10,00;30,00;1,00;89,31;4,15;28,04;31,15;0,00;17,00;9,00;0,00;6,00;5,00;2,00;35,00;32,00;5,00;13,00;0,00;1,00;6,00;2,00;0,00;9,00;3,00;3,00;1,00;0,00;1,00;1,00
2019-02-03;88,00;28,00;36,00;25,00;15,00;45,00;29,00;16,00;9,00;19,00;9,00;43,00;23,00;6,00;12,00;22,00;1,00;74,38;5,24;28,29;23,05;0,00;19,00;7,00;1,00;6,00;8,00;2,00;34,00;25,00;9,00;7,00;1,00;1,00;5,00;1,00;0,00;12,00;1,00;1,00;1,00;0,00;1,00;0,00
2019-02-10;72,00;32,00;30,00;27,00;3,00;38,00;24,00;20,00;8,00;13,00;10,00;32,00;24,00;3,00;6,00;25,00;1,00;69,91;6,26;30,26;19,83;1,00;18,00;4,00;1,00;5,00;16,00;0,00;32,00;22,00;6,00;8,00;0,00;3,00;2,00;1,00;0,00;11,00;2,00;0,00;1,00;0,00;0,00;0,00
2019-02-17;68,00;32,00;35,00;28,00;7,00;50,00;20,00;21,00;14,00;17,00;7,00;38,00;33,00;1,00;10,00;24,00;2,00;64,86;5,23;20,92;21,97;2,00;26,00;5,00;1,00;8,00;8,00;0,00;24,00;28,00;6,00;11,00;0,00;1,00;1,00;1,00;1,00;11,00;2,00;1,00;0,00;1,00;1,00;0,00
2019-02-24;64,00;25,00;31,00;23,00;4,00;41,00;33,00;17,00;3,00;18,00;12,00;40,00;22,00;3,00;3,00;20,00;1,00;59,80;3,15;31,48;14,69;1,00;16,00;8,00;1,00;7,00;4,00;1,00;26,00;21,00;8,00;11,00;1,00;3,00;2,00;1,00;1,00;7,00;3,00;0,00;1,00;0,00;0,00;0,00
2019-03-03;64,00;32,00;32,00;22,00;4,00;29,00;25,00;13,00;9,00;18,00;7,00;36,00;24,00;2,00;8,00;26,00;1,00;61,90;2,10;20,98;24,13;1,00;17,00;7,00;1,00;3,00;4,00;0,00;28,00;43,00;5,00;8,00;1,00;1,00;1,00;1,00;1,00;7,00;1,00;1,00;0,00;0,00;1,00;0,00
2019-03-10;52,00;32,00;24,00;26,00;7,00;35,00;27,00;19,00;6,00;13,00;10,00;28,00;21,00;2,00;4,00;26,00;1,00;47,84;1,04;16,64;17,68;0,00;8,00;4,00;1,00;4,00;7,00;0,00;23,00;18,00;4,00;8,00;0,00;1,00;3,00;1,00;1,00;2,00;2,00;0,00;1,00;0,00;0,00;0,00
