Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-06-23;16,00;47,00;8,00;7,00;43,00;47,00;8,00;7,00;43,00;66,00;2,00;3,00;1,00;6,00;45,00;2,00;0,50;0,50;2,00;1,00;4,00;11,00;4,00;0,00;0,50;0,50;0,50;5,00;0,50;0,00;0,50;0,00;0,50;0,50;0,00;0,50;0,50;0,50;0,00;0,00
2019-06-30;20,00;51,00;8,00;9,00;42,00;51,00;8,00;9,00;42,00;60,00;2,00;2,00;1,00;5,00;44,00;1,00;0,50;2,00;2,00;1,00;4,00;8,00;5,00;0,00;0,00;0,00;0,50;5,00;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2019-07-07;21,00;54,00;9,00;12,00;49,00;54,00;9,00;12,00;49,00;63,00;1,00;2,00;2,00;5,00;45,00;3,00;1,00;2,00;1,00;1,00;5,00;10,00;7,00;0,00;0,50;0,00;0,50;6,00;0,00;0,50;0,50;0,00;0,00;0,00;0,50;0,50;0,50;0,00;0,00;0,00
2019-07-14;21,00;55,00;5,00;13,00;49,00;55,00;5,00;13,00;49,00;62,00;3,00;2,00;1,00;4,00;50,00;2,00;0,50;1,00;2,00;2,00;2,00;11,00;5,00;0,00;0,00;0,50;0,00;4,00;0,50;0,00;0,50;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2019-07-21;24,00;58,00;8,00;18,00;53,00;58,00;8,00;18,00;53,00;64,00;3,00;3,00;2,00;6,00;57,00;3,00;0,50;1,00;3,00;2,00;4,00;10,00;7,00;0,00;0,50;0,00;0,00;6,00;0,50;0,50;1,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2019-07-28;23,00;58,00;7,00;18,00;60,00;58,00;7,00;18,00;60,00;81,00;4,00;2,00;2,00;7,00;55,00;2,00;0,50;1,00;3,00;1,00;5,00;12,00;6,00;0,00;0,50;0,00;0,50;6,00;0,50;0,50;0,50;0,00;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,00
2019-08-04;29,00;62,00;9,00;16,00;51,00;62,00;9,00;16,00;51,00;69,00;3,00;4,00;2,00;6,00;55,00;4,00;1,00;3,00;3,00;1,00;7,00;13,00;8,00;0,00;0,00;0,50;0,50;6,00;0,50;0,50;1,00;0,00;0,50;0,50;0,50;0,50;0,00;0,50;0,00;0,00
2019-08-11;28,00;56,00;7,00;15,00;51,00;56,00;7,00;15,00;51,00;56,00;2,00;2,00;3,00;5,00;50,00;4,00;1,00;3,00;2,00;2,00;4,00;10,00;8,00;0,50;0,50;0,00;0,50;7,00;0,50;0,00;1,00;0,00;0,50;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-18;24,00;51,00;7,00;9,00;42,00;51,00;7,00;9,00;42,00;49,00;1,00;2,00;2,00;4,00;42,00;16,00;0,50;1,00;2,00;1,00;5,00;9,00;7,00;0,00;0,50;0,50;0,50;5,00;0,50;0,50;1,00;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-25;17,00;42,00;7,00;7,00;31,00;42,00;7,00;7,00;31,00;42,00;2,00;2,00;2,00;3,00;32,00;19,00;0,50;1,00;2,00;1,00;3,00;5,00;2,00;0,00;0,00;0,50;0,00;6,00;0,50;0,50;0,50;0,00;0,50;0,00;0,50;0,00;0,50;0,50;0,00;0,00
2019-09-01;18,00;33,00;5,00;6,00;22,00;33,00;5,00;6,00;22,00;34,00;2,00;2,00;2,00;2,00;21,00;2,00;0,50;1,00;2,00;0,50;4,00;3,00;3,00;0,50;0,50;0,00;0,00;3,00;0,00;0,00;0,50;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00
2019-09-08;15,00;24,00;4,00;4,00;14,00;24,00;4,00;4,00;14,00;25,00;2,00;1,00;1,00;1,00;19,00;1,00;0,50;1,00;1,00;1,00;4,00;4,00;3,00;0,00;0,50;0,50;0,00;3,00;0,00;0,00;0,50;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-15;13,00;20,00;3,00;3,00;13,00;20,00;3,00;3,00;13,00;25,00;1,00;2,00;1,00;2,00;15,00;1,00;0,50;1,00;1,00;1,00;1,00;3,00;3,00;0,00;0,50;0,50;0,50;1,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00
2019-09-22;14,00;15,00;3,00;2,00;8,00;15,00;3,00;2,00;8,00;16,00;2,00;2,00;1,00;1,00;9,00;1,00;0,50;1,00;1,00;0,50;2,00;2,00;2,00;0,00;0,50;0,00;0,50;1,00;0,50;0,00;0,50;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-29;13,00;15,00;2,00;1,00;9,00;15,00;2,00;1,00;9,00;18,00;2,00;2,00;2,00;2,00;10,00;0,50;0,50;1,00;1,00;1,00;3,00;2,00;2,00;0,00;0,50;0,50;0,50;0,50;0,00;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-06;13,00;11,00;2,00;1,00;6,00;11,00;2,00;1,00;6,00;14,00;2,00;1,00;2,00;1,00;6,00;1,00;0,50;1,00;2,00;1,00;2,00;3,00;3,00;0,00;0,50;0,00;0,50;1,00;0,00;0,00;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-13;14,00;10,00;2,00;2,00;6,00;10,00;2,00;2,00;6,00;16,00;1,00;1,00;1,00;1,00;6,00;1,00;0,00;1,00;1,00;0,50;1,00;2,00;2,00;0,50;0,50;0,00;0,50;1,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2019-10-20;14,00;8,00;2,00;2,00;5,00;8,00;2,00;2,00;5,00;13,00;1,00;1,00;1,00;1,00;5,00;1,00;0,50;0,50;1,00;0,50;1,00;2,00;2,00;0,00;0,00;0,00;0,50;0,50;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00
2019-10-27;13,00;7,00;2,00;1,00;4,00;7,00;2,00;1,00;4,00;8,00;1,00;1,00;1,00;0,50;4,00;1,00;0,00;0,50;1,00;1,00;1,00;1,00;2,00;0,00;0,00;0,00;0,00;1,00;0,50;0,50;0,50;0,00;0,50;0,00;0,00;0,00;0,50;0,00;0,00;0,00
2019-11-03;13,00;5,00;1,00;1,00;5,00;5,00;1,00;1,00;5,00;9,00;1,00;1,00;1,00;0,50;4,00;1,00;0,50;1,00;0,50;0,50;1,00;1,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,50;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-10;10,00;6,00;2,00;1,00;5,00;6,00;2,00;1,00;5,00;8,00;1,00;1,00;1,00;0,50;4,00;1,00;0,50;0,50;1,00;0,50;1,00;2,00;2,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00
2019-11-17;10,00;8,00;2,00;1,00;3,00;8,00;2,00;1,00;3,00;8,00;1,00;1,00;1,00;1,00;5,00;0,50;0,00;1,00;1,00;1,00;1,00;2,00;2,00;0,00;0,00;0,00;0,00;0,50;0,50;0,00;0,50;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-24;11,00;7,00;1,00;2,00;4,00;7,00;1,00;2,00;4,00;7,00;1,00;1,00;1,00;0,50;4,00;0,50;0,50;1,00;1,00;0,50;1,00;1,00;2,00;0,00;0,00;0,00;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-01;12,00;7,00;2,00;1,00;5,00;7,00;2,00;1,00;5,00;7,00;1,00;1,00;1,00;1,00;4,00;0,50;0,00;1,00;1,00;0,50;1,00;2,00;1,00;0,00;0,50;0,00;0,00;0,50;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-08;11,00;5,00;2,00;1,00;4,00;5,00;2,00;1,00;4,00;6,00;1,00;1,00;1,00;1,00;4,00;0,50;0,50;1,00;1,00;0,50;2,00;1,00;2,00;0,00;0,50;0,00;0,50;0,50;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2019-12-15;13,00;7,00;1,00;1,00;4,00;7,00;1,00;1,00;4,00;7,00;1,00;1,00;0,50;0,50;5,00;0,50;0,50;0,50;0,50;0,50;1,00;1,00;3,00;0,00;0,00;0,00;0,50;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-22;20,00;10,00;2,00;2,00;6,00;10,00;2,00;2,00;6,00;11,00;1,00;2,00;1,00;1,00;5,00;1,00;0,50;1,00;1,00;1,00;3,00;1,00;2,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-29;19,00;14,00;2,00;3,00;9,00;14,00;2,00;3,00;9,00;17,00;1,00;1,00;1,00;1,00;9,00;1,00;0,50;1,00;2,00;1,00;4,00;2,00;3,00;0,00;0,50;0,00;0,00;1,00;0,50;0,50;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00
2020-01-05;11,00;21,00;2,00;3,00;12,00;21,00;2,00;3,00;12,00;22,00;1,00;1,00;1,00;1,00;11,00;1,00;0,00;0,50;1,00;1,00;1,00;2,00;1,00;0,00;0,50;0,00;0,00;0,50;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-12;13,00;25,00;3,00;4,00;18,00;25,00;3,00;4,00;18,00;24,00;2,00;2,00;1,00;1,00;15,00;1,00;0,50;0,50;1,00;0,50;1,00;3,00;1,00;0,00;0,50;0,00;0,50;1,00;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-19;8,00;28,00;4,00;6,00;17,00;28,00;4,00;6,00;17,00;24,00;1,00;1,00;1,00;1,00;16,00;1,00;0,50;1,00;1,00;0,50;1,00;3,00;2,00;0,00;0,00;0,00;0,50;1,00;0,00;0,50;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-26;10,00;21,00;3,00;4,00;17,00;21,00;3,00;4,00;17,00;20,00;1,00;2,00;1,00;1,00;14,00;0,50;0,50;1,00;1,00;0,50;1,00;3,00;2,00;0,00;0,50;0,00;0,50;1,00;0,00;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-02;11,00;18,00;3,00;3,00;15,00;18,00;3,00;3,00;15,00;21,00;1,00;1,00;2,00;1,00;11,00;0,50;0,50;0,50;0,50;0,50;1,00;2,00;2,00;0,00;0,50;0,00;0,50;1,00;0,00;0,00;0,50;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-09;12,00;19,00;3,00;3,00;12,00;19,00;3,00;3,00;12,00;21,00;1,00;2,00;1,00;1,00;13,00;1,00;0,50;1,00;1,00;1,00;2,00;2,00;2,00;0,00;0,50;0,00;0,50;1,00;0,50;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00
2020-02-16;13,00;19,00;2,00;4,00;14,00;19,00;2,00;4,00;14,00;21,00;1,00;1,00;2,00;2,00;13,00;1,00;0,00;1,00;1,00;0,50;2,00;2,00;2,00;0,00;0,50;0,00;0,00;1,00;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;8,00;11,00;2,00;2,00;9,00;11,00;2,00;2,00;9,00;11,00;1,00;1,00;1,00;1,00;8,00;1,00;0,50;1,00;1,00;1,00;1,00;2,00;1,00;0,00;0,50;0,00;0,50;1,00;0,00;0,00;0,50;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-01;8,00;11,00;2,00;3,00;8,00;11,00;2,00;3,00;8,00;11,00;1,00;0,50;1,00;1,00;9,00;0,50;0,50;0,50;1,00;0,50;2,00;2,00;2,00;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-08;10,00;5,00;1,00;1,00;4,00;5,00;1,00;1,00;4,00;5,00;1,00;1,00;1,00;0,50;3,00;1,00;0,00;0,50;1,00;0,50;1,00;1,00;0,50;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-15;7,00;4,00;2,00;1,00;3,00;4,00;2,00;1,00;3,00;5,00;1,00;0,50;1,00;0,50;3,00;1,00;0,50;0,50;1,00;0,50;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;3,00;4,00;2,00;1,00;3,00;4,00;2,00;1,00;3,00;5,00;1,00;0,50;0,50;0,50;3,00;1,00;0,50;0,50;1,00;0,00;0,50;1,00;0,50;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-29;3,00;5,00;1,00;1,00;3,00;5,00;1,00;1,00;3,00;7,00;1,00;0,50;0,50;0,50;5,00;1,00;0,00;0,50;1,00;0,50;0,50;1,00;0,50;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;3,00;6,00;1,00;1,00;3,00;6,00;1,00;1,00;3,00;5,00;0,50;0,50;0,50;0,50;4,00;0,50;0,50;0,50;1,00;0,50;0,50;0,50;0,50;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;3,00;5,00;0,50;2,00;4,00;5,00;0,50;2,00;4,00;7,00;1,00;0,50;0,50;0,00;5,00;0,50;0,00;1,00;1,00;0,00;0,50;1,00;1,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;3,00;5,00;0,50;1,00;4,00;5,00;0,50;1,00;4,00;6,00;1,00;0,00;0,50;0,50;5,00;0,50;0,00;0,50;1,00;0,50;0,50;1,00;1,00;0,00;0,00;0,00;0,00;0,50;0,50;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;3,00;4,00;0,50;1,00;4,00;4,00;0,50;1,00;4,00;7,00;0,50;0,50;0,50;0,50;4,00;0,50;0,50;1,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,50;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-03;3,00;6,00;1,00;1,00;3,00;6,00;1,00;1,00;3,00;5,00;0,50;0,50;0,50;0,50;2,00;1,00;0,50;1,00;1,00;0,50;0,50;1,00;1,00;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;3,00;6,00;1,00;0,50;4,00;6,00;1,00;0,50;4,00;7,00;1,00;0,50;0,50;0,50;5,00;0,50;0,00;1,00;0,50;0,50;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2020-05-17;3,00;7,00;1,00;1,00;5,00;7,00;1,00;1,00;5,00;8,00;0,50;1,00;0,50;0,50;6,00;0,50;0,50;0,50;1,00;0,50;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-24;5,00;8,00;0,50;1,00;5,00;8,00;0,50;1,00;5,00;12,00;0,50;1,00;0,50;1,00;5,00;0,50;0,50;0,50;1,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,50;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00
2020-05-31;5,00;9,00;2,00;1,00;6,00;9,00;2,00;1,00;6,00;13,00;0,50;0,50;0,50;1,00;6,00;0,50;0,00;1,00;1,00;0,50;1,00;2,00;1,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-07;5,00;10,00;1,00;1,00;7,00;10,00;1,00;1,00;7,00;14,00;1,00;0,00;1,00;1,00;9,00;1,00;0,50;1,00;1,00;0,50;1,00;2,00;1,00;0,00;0,50;0,00;0,00;1,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;9,00;10,00;2,00;1,00;10,00;10,00;2,00;1,00;10,00;18,00;1,00;1,00;0,50;0,50;10,00;1,00;0,50;1,00;1,00;0,50;1,00;2,00;3,00;0,00;0,50;0,00;0,00;1,00;0,50;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-21;10,00;16,00;1,00;1,00;10,00;16,00;1,00;1,00;10,00;18,00;1,00;0,50;0,50;2,00;10,00;0,50;0,50;1,00;2,00;1,00;2,00;2,00;3,00;0,00;0,50;0,50;0,50;2,00;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00
2020-06-28;11,00;16,00;2,00;1,00;15,00;16,00;2,00;1,00;15,00;21,00;1,00;1,00;1,00;1,00;15,00;1,00;0,50;2,00;1,00;0,50;2,00;2,00;3,00;0,00;0,50;0,00;0,00;3,00;0,00;0,00;0,50;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-05;13,00;19,00;1,00;2,00;16,00;19,00;1,00;2,00;16,00;27,00;1,00;1,00;0,50;1,00;22,00;3,00;1,00;1,00;2,00;1,00;2,00;3,00;3,00;0,00;0,00;0,00;0,50;2,00;0,00;0,50;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00
