Semaine;Chamonix (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT)
2020-03-15;27,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;22,30;0,00;4,26;0,00;22,74;14,21;3,52;0,00;15,26;0,00;19,80;7,20;0,00;52,20
2020-03-22;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;26,89;0,00;4,13;0,00;17,88;0,00;0,00;0,00;3,30;0,00;3,67;3,67;0,00;14,67
2020-03-29;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;13,33;6,67;0,00;4,00;4,00;0,00;0,00;8,00;0,00;20,00
2020-04-05;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00;4,00;10,67;0,00;0,00;9,33;0,00;0,00;8,00;0,00;14,00
2020-04-12;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;3,50;0,00;7,00;0,00;0,00;0,00;0,00;14,00;3,50;0,00;7,00;0,00;3,50;3,50;0,00;0,00
2020-04-19;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;6,86;0,00;0,00;0,00;0,00;4,80;0,00;0,00;0,00;0,00;8,00;0,00;0,00;8,00
2020-04-26;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;3,46;0,00;0,00;0,00;4,50;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,50
2020-05-03;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;11,00;0,00;4,00;0,00;11,00;0,00;0,00;0,00;0,00;3,67;6,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,67;3,67;0,00;3,67
2020-05-10;25,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;3,41;0,00;0,00;0,00;6,94;16,67;3,41;0,00;6,82;0,00;0,00;3,57;0,00;7,14
2020-05-17;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;3,60;0,00;19,20;0,00;0,00;0,00;7,50;7,50;3,60;0,00;8,40;0,00;4,00;4,00;0,00;0,00
2020-05-24;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;6,67;6,67;0,00;4,00;13,33;0,00;0,00;0,00;0,00;8,00
2020-05-31;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;4,00;4,00;0,00;9,33;0,00;0,00;4,00;4,00;0,00
2020-06-07;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;8,40;3,60;0,00;0,00;0,00;0,00;0,00;3,60;12,00;0,00;0,00;0,00;3,43;6,86
2020-06-14;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;4,25;8,50;4,25;0,00;0,00;0,00;0,00;3,78;0,00;3,78;0,00
2020-06-21;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;3,60;0,00;3,60;3,60;0,00;0,00;10,67;4,00;3,27;0,00;12,00;0,00;0,00;0,00;0,00;6,86
2020-06-28;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;3,35;0,00;0,00;0,00;0,00;0,00;3,35;3,35;0,00;3,45;3,45;0,00;0,00
2020-07-05;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,43;0,00;0,00;0,00;4,36;11,64;0,00;0,00;3,43;0,00;3,56;0,00;0,00;16,00
2020-07-12;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;4,73;8,67;0,00;4,33;8,67;4,73;0,00;4,73;0,00;0,00;3,71;9,29;3,71
2020-07-19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;3,00;3,00;3,00;3,00;4,00;0,00;11,00;0,00;2,00;0,00;0,00;0,00
2020-07-26;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;8,27;0,00;0,00;0,00;0,00;0,00;8,67;0,00;4,73;0,00;0,00;0,00;9,29;0,00;0,00;0,00
2020-08-02;34,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;8,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;4,69;0,00;25,79;0,00;0,00;0,00;8,50;12,75;4,53;0,00;4,53;0,00;8,95;3,58;0,00;12,53
2020-08-09;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;8,00;0,00;0,00;0,00;4,73;0,00;0,00;0,00;13,00;13,00;0,00;0,00;4,73;0,00;9,29;3,71;0,00;9,29
2020-08-16;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,91;0,00;4,00;0,00;18,67;10,67;0,00;0,00;4,36;0,00;3,43;8,57;0,00;3,43
2020-08-23;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;27,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;3,69;0,00;8,62;3,69;0,00;0,00;7,27;16,00;0,00;3,43;0,00;0,00;3,56;3,56;0,00;3,56
2020-08-30;12,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;3,60;19,20;0,00;4,50;7,50;4,50;7,50;0,00;0,00;12,00;0,00;3,43;3,43;0,00;3,43
2020-09-06;42,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;3,50;3,50;18,67;0,00;4,34;0,00;34,76;14,48;3,41;6,81;3,41;0,00;10,50;3,50;3,50;10,50
2020-09-13;31,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;4,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;3,44;11,48;0,00;4,23;0,00;4,23;7,05;11,48;0,00;8,04;0,00;0,00;0,00;3,44;3,44
2020-09-20;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;3,43;0,00;0,00;0,00;29,33;21,33;8,00;0,00;8,00;0,00;14,00;0,00;0,00;8,00
2020-09-27;20,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;4,00;4,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00;20,00;4,29;0,00;0,00;4,44;0,00;0,00;0,00;0,00;12,73
2020-10-04;25,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;13,10;0,00;0,00;0,00;19,44;19,44;4,55;0,00;17,05;4,55;12,50;3,57;3,57;8,93
2020-10-11;23,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,68;0,00;0,00;0,00;8,63;0,00;0,00;4,60;23,00;0,00;8,85;3,54;0,00;23,00
2020-10-18;9,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;7,88;0,00;0,00;9,00;9,00;7,88;0,00;4,50;0,00;0,00;0,00;0,00;3,60
2020-10-25;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,73;0,00;30,73;0,00;0,00;0,00;0,00;17,33;0,00;0,00;13,00;0,00;3,71;0,00;0,00;3,71
2020-11-01;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;9,33;0,00;13,33;0,00;0,00;0,00;6,67;10,67;3,00;0,00;7,00;0,00;4,00;4,00;0,00;14,00
2020-11-08;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;5,14;0,00;9,00;0,00;0,00;0,00;9,00;18,00;0,00;5,14;5,14;0,00;3,60;0,00;0,00;3,60
2020-11-15;29,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;4,64;0,00;0,00;0,00;0,00;0,00;8,29;4,14;0,00;0,00;12,76;0,00;3,63;3,63;0,00;3,63
2020-11-22;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;8,00;0,00;3,60;0,00;16,80;0,00;4,00;0,00;8,00;4,00;3,27;0,00;7,64;0,00;8,57;3,43;0,00;0,00
2020-11-29;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;28,57;4,57;4,00;0,00;30,67;4,00;4,57;0,00;4,57;0,00;11,20;11,20;0,00;3,20
2020-12-06;25,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;0,00;4,55;0,00;32,95;0,00;0,00;0,00;8,33;16,67;4,55;0,00;28,41;4,55;16,07;8,93;0,00;21,43
2020-12-13;17,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;12,00;0,00;0,00;0,00;0,00;21,00;0,00;0,00;0,00;35,21;0,00;0,00;0,00;4,25;8,50;0,00;4,53;12,47;0,00;13,22;3,78;5,67;0,00
2020-12-20;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;23,00;4,00;0,00;0,00;48,38;0,00;9,00;0,00;33,00;19,50;0,00;4,50;4,50;0,00;5,40;5,40;0,00;9,00
2020-12-27;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;4,00;0,00;0,00;50,40;0,00;4,50;0,00;40,50;27,00;4,80;0,00;18,00;0,00;12,60;3,60;0,00;3,60
2021-01-03;9,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;24,43;0,00;0,00;0,00;43,50;9,00;0,00;5,14;19,29;0,00;3,60;12,60;9,00;3,60
2021-01-10;39,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;0,00;72,09;0,00;39,00;0,00;0,00;0,00;17,33;26,00;0,00;0,00;17,73;0,00;0,00;21,27;0,00;15,95
2021-01-17;21,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;8,00;4,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;32,67;0,00;50,17;4,67;4,20;0,00;23,80;12,60;8,17;0,00;8,17;0,00;3,50;8,75;0,00;3,50
2021-01-24;29,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;29,00;0,00;0,00;0,00;27,62;8,29;0,00;0,00;7,81;0,00;3,41;3,41;0,00;3,41
2021-01-31;26,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;4,73;35,45;0,00;0,00;0,00;17,33;0,00;8,27;0,00;22,45;0,00;8,67;8,67;0,00;3,47
2021-02-07;13,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;9,45;4,73;0,00;0,00;8,67;17,33;0,00;0,00;9,45;0,00;3,71;0,00;5,57;3,71
2021-02-14;17,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;8,00;4,00;0,00;0,00;12,47;0,00;0,00;0,00;12,75;17,00;7,93;0,00;12,47;0,00;3,40;0,00;0,00;0,00
2021-02-21;17,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;24,93;0,00;0,00;0,00;8,50;25,50;0,00;4,53;12,47;0,00;0,00;8,50;0,00;8,50
2021-02-28;26,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;8,27;0,00;0,00;0,00;0,00;8,67;4,73;0,00;17,73;0,00;0,00;0,00;0,00;3,71
2021-03-07;17,00;0,00;0,00;0,00;4,00;13,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;4,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;12,47;0,00;0,00;0,00;8,50;8,50;0,00;4,53;24,93;0,00;3,40;11,90;0,00;0,00
2021-03-14;20,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;8,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;84,00;0,00;0,00;0,00;16,47;0,00;8,57;0,00;22,86;11,43;0,00;3,33;0,00;0,00;3,64;20,00;0,00;7,27
2021-03-21;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;33,14;0,00;8,00;0,00;8,00;0,00;0,00;4,57;4,57;0,00;0,00;3,20;0,00;3,20
2021-03-28;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;13,50;0,00;0,00;13,20;0,00;0,00;0,00;0,00;3,60
2021-04-04;9,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;14,14;5,14;0,00;0,00;13,50;0,00;5,14;0,00;0,00;0,00;3,60;3,60;0,00;12,60
2021-04-11;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;17,73;0,00;0,00;0,00;8,67;4,33;4,73;0,00;4,73;0,00;26,00;0,00;0,00;0,00
2021-04-18;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;7,00;0,00;0,00;0,00;8,00;4,00;4,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00
2021-04-25;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;4,57;0,00;12,57;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;7,00;0,00;7,00;0,00;3,00;0,00;6,00;6,00;0,00;4,00;7,00;0,00;0,00;2,00;0,00;0,00
2021-05-09;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,29;0,00;9,00;0,00;4,50;4,50;0,00;0,00;0,00;0,00;0,00;12,60;0,00;9,00
2021-05-16;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;4,00;0,00;0,00;12,00;4,00;0,00;7,00;0,00;4,00;0,00;0,00;4,00
2021-05-23;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;10,00;6,00;0,00
2021-05-30;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;10,00;5,00;0,00;5,00;0,00;0,00;3,33;0,00;0,00
2021-06-06;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;9,60;0,00;0,00;0,00;8,31;4,15;0,00;0,00;4,50;0,00;0,00;0,00;0,00;3,60
2021-06-13;35,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;4,67;0,00;0,00;0,00;4,20;8,40;4,52;0,00;4,52;0,00;0,00;0,00;0,00;0,00
2021-06-20;5,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;5,00;3,33;0,00;0,00
2021-06-27;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;8,00;0,00;0,00;12,69;0,00;0,00;0,00;4,29;0,00;0,00;0,00;8,08;0,00;3,53;3,53;0,00;8,82
2021-07-04;27,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;4,70;0,00;0,00;4,26;4,26;4,26;0,00;4,70;0,00;0,00;0,00;3,60;0,00;0,00
2021-07-11;14,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,33;0,00;0,00;0,00;4,20;8,40;0,00;0,00;14,00;0,00;5,25;0,00;0,00;0,00
2021-07-18;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00;10,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;20,00;10,00;0,00;0,00;0,00;0,00;5,45;0,00;0,00;5,45
2021-07-25;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,67;4,67;0,00;0,00;0,00;8,40;0,00;0,00;18,67;0,00;0,00;3,50;0,00;0,00
2021-08-01;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;10,00;0,00;0,00;0,00;10,00;10,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2021-08-08;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;9,00;0,00;0,00;4,00;0,00;0,00;9,00;0,00;4,00;0,00;9,00;0,00;0,00;0,00;9,60;0,00;0,00;0,00;22,50;9,00;4,80;0,00;27,60;0,00;3,60;0,00;0,00;0,00
