Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;66,00;0,00;298,57;213,71;34,57;56,00
2019-01-13;64,00;6,40;268,80;227,20;25,60;40,00
2019-01-20;83,00;9,58;245,81;239,42;15,96;35,00
2019-01-27;52,00;9,75;263,25;198,25;6,50;29,00
2019-02-03;82,00;0,00;227,08;170,31;3,15;28,00
2019-02-10;92,00;9,52;212,55;155,45;6,34;22,00
2019-02-17;69,00;12,55;232,09;163,09;6,27;22,00
2019-02-24;73,00;6,35;196,78;161,87;3,17;14,00
2019-03-03;59,00;9,32;170,79;130,42;0,00;13,00
2019-03-10;49,00;3,06;171,50;134,75;0,00;19,00
2019-03-17;54,00;6,35;219,18;130,24;9,53;8,00
2019-03-24;40,00;0,00;150,77;126,15;3,08;19,00
2019-03-31;42,00;0,00;150,00;111,00;12,00;27,00
2019-04-07;45,00;18,00;186,00;120,00;12,00;29,00
2019-04-14;78,00;3,12;202,80;149,76;12,48;33,00
2019-04-21;59,00;9,32;192,53;130,42;12,42;36,00
2019-04-28;46,00;6,13;174,80;134,93;18,40;26,00
2019-05-05;60,00;6,32;189,47;135,79;12,63;19,00
2019-05-12;53,00;6,24;174,59;137,18;12,47;19,00
2019-05-19;58,00;0,00;125,16;119,05;9,16;16,00
2019-05-26;33,00;0,00;162,00;111,00;6,00;18,00
2019-06-02;56,00;9,33;183,56;133,78;12,44;19,00
2019-06-09;56,00;0,00;124,44;124,44;18,67;33,00
2019-06-16;46,00;0,00;153,33;107,33;18,40;3,00
2019-06-23;55,00;12,22;134,44;128,33;9,17;21,00
2019-06-30;70,00;6,36;162,27;120,91;9,55;20,00
2019-07-07;54,00;15,88;152,47;139,76;15,88;35,00
2019-07-14;36,00;6,55;238,91;153,82;16,36;28,00
2019-07-21;75,00;15,63;181,25;146,88;15,63;30,00
2019-07-28;84,00;0,00;164,89;158,67;24,89;30,00
2019-08-04;74,00;9,25;160,33;132,58;40,08;35,00
2019-08-11;100,00;12,50;146,88;131,25;18,75;32,00
2019-08-18;48,00;9,60;192,00;182,40;25,60;33,00
2019-08-25;79,00;6,32;208,56;218,04;22,12;28,00
2019-09-01;48,00;9,60;220,80;137,60;19,20;13,00
2019-09-08;50,00;3,13;175,00;162,50;12,50;19,00
2019-09-15;62,00;3,10;139,50;124,00;12,40;16,00
2019-09-22;67,00;6,38;191,43;162,71;19,14;19,00
2019-09-29;73,00;15,87;317,39;184,09;9,52;19,00
2019-10-06;90,00;6,21;211,03;173,79;21,72;25,00
2019-10-13;64,00;3,20;240,00;156,80;22,40;22,00
2019-10-20;73,00;34,91;165,04;123,78;12,70;39,00
2019-10-27;63,00;15,75;223,65;157,50;6,30;28,00
2019-11-03;77,00;6,16;224,84;172,48;21,56;13,00
2019-11-10;69,00;9,41;216,41;144,27;9,41;18,00
2019-11-17;58,00;33,58;180,11;149,58;18,32;33,00
2019-11-24;49,00;6,13;162,31;104,13;21,44;18,00
2019-12-01;46,00;6,13;208,53;116,53;12,27;29,00
2019-12-08;66,00;12,57;210,57;97,43;15,71;15,00
2019-12-15;68,00;3,09;185,45;111,27;18,55;42,00
2019-12-22;58,00;6,11;262,53;140,42;27,47;44,00
2019-12-29;69,00;0,00;260,32;197,59;34,50;40,00
2020-01-05;67,00;0,00;283,95;197,81;28,71;25,00
2020-01-12;58,00;6,11;241,16;213,68;21,37;27,00
2020-01-19;69,00;3,14;247,77;210,14;18,82;22,00
2020-01-26;64,00;6,40;268,80;147,20;19,20;47,00
2020-02-02;58,00;6,11;201,47;137,37;18,32;30,00
2020-02-09;48,00;9,60;256,00;176,00;22,40;25,00
2020-02-16;49,00;6,13;248,06;208,25;15,31;40,00
2020-02-23;20,00;10,00;183,33;166,67;16,67;10,00
2020-03-01;50,00;6,25;128,13;153,13;21,88;10,00
2020-03-08;57,00;3,17;205,83;145,67;12,67;21,00
2020-03-15;29,00;3,22;138,56;70,89;3,22;23,00
2020-03-22;32,00;6,40;96,00;57,60;3,20;15,00
2020-03-29;19,00;9,50;60,17;66,50;3,17;2,00
2020-04-05;53,00;12,47;62,35;71,71;6,24;10,00
2020-04-12;70,00;9,55;95,45;60,45;12,73;12,00
2020-04-19;42,00;6,00;69,00;54,00;0,00;16,00
2020-04-26;50,00;9,38;59,38;37,50;12,50;9,00
2020-05-03;45,00;35,36;51,43;45,00;9,64;12,00
2020-05-10;33,00;13,20;52,80;46,20;3,30;11,00
2020-05-17;25,00;15,63;78,13;59,38;9,38;5,00
2020-05-24;29,00;12,89;80,56;54,78;9,67;2,00
2020-05-31;53,00;3,12;68,59;62,35;15,59;9,00
2020-06-07;35,00;9,55;92,27;60,45;3,18;9,00
2020-06-14;36,00;3,00;72,00;36,00;3,00;9,00
2020-06-21;38,00;15,83;76,00;57,00;6,33;12,00
2020-06-28;38,00;6,33;85,50;38,00;6,33;12,00
2020-07-05;47,00;12,53;50,13;50,13;6,27;5,00
2020-07-12;32,00;12,80;67,20;70,40;3,20;13,00
2020-07-19;42,00;9,69;90,46;74,31;6,46;11,00
2020-07-26;31,00;9,30;80,60;52,70;3,10;14,00
