Semaine;Nice (FR);reta (SI);Agadir (MA);Djerba (TN);Corfu (GR);Santorini Island (GR);Faro (PT);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-06-09;71,00;0,00;28,00;7,89;83,62;290,76;50,71;8,88;142,00;142,00;4,44;19,00;19,00;10,00;4,00;142,00;18,46;55,38;5,68;0,00;0,00;1,87;7,00;3,00;3,00;3,00;0,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;59,00;0,00;31,00;3,19;97,27;308,88;59,00;8,43;185,43;126,43;8,43;21,00;20,00;19,00;2,00;33,10;15,83;61,88;10,07;0,00;0,00;1,84;12,00;2,00;5,00;2,00;2,00;5,00;2,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;96,00;0,00;27,00;12,59;118,03;329,14;54,86;8,73;148,36;130,91;8,73;34,00;24,00;19,00;3,00;47,28;10,03;77,37;22,93;3,84;3,84;1,92;9,00;2,00;3,00;0,00;3,00;3,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-30;69,00;0,00;44,00;6,27;92,52;300,15;55,20;17,25;155,25;155,25;8,63;18,00;17,00;14,00;3,00;40,25;14,38;92,00;11,50;3,83;3,83;0,00;11,00;5,00;5,00;2,00;6,00;3,00;8,00;2,00;2,00;0,00;0,00;0,00;0,00
2019-07-07;83,00;0,00;29,00;7,83;114,32;298,80;66,40;18,44;193,67;147,56;4,61;24,00;24,00;30,00;6,00;54,38;11,45;60,10;7,16;0,00;7,55;3,77;9,00;6,00;4,00;1,00;4,00;1,00;9,00;0,00;0,00;3,00;0,00;0,00;0,00
2019-07-14;81,00;0,00;29,00;7,94;98,47;290,25;70,88;27,00;153,00;216,00;9,00;22,00;20,00;11,00;3,00;44,05;8,53;72,47;14,21;0,00;15,43;1,93;11,00;3,00;3,00;2,00;5,00;9,00;6,00;0,00;0,00;3,00;0,00;2,00;0,00
2019-07-21;72,00;0,00;39,00;20,35;84,52;305,14;85,71;18,00;225,00;225,00;18,00;33,00;32,00;18,00;6,00;25,41;18,35;66,35;8,47;1,89;11,37;3,79;16,00;5,00;8,00;0,00;5,00;5,00;10,00;2,00;2,00;5,00;0,00;0,00;0,00
2019-07-28;88,00;0,00;28,00;6,29;106,86;338,46;98,15;26,40;193,60;246,40;17,60;29,00;28,00;28,00;5,00;50,49;36,07;51,93;23,08;0,00;11,48;1,91;13,00;8,00;10,00;2,00;3,00;2,00;5,00;2,00;0,00;3,00;0,00;2,00;0,00
2019-08-04;91,00;0,00;37,00;14,12;119,24;273,00;77,52;18,20;163,80;282,10;18,20;29,00;33,00;18,00;15,00;27,02;29,86;92,42;9,95;1,90;7,58;1,90;11,00;2,00;10,00;5,00;8,00;3,00;8,00;2,00;6,00;2,00;0,00;2,00;0,00
2019-08-11;85,00;0,00;22,00;12,59;107,04;312,80;74,80;28,33;188,89;377,78;9,44;28,00;34,00;21,00;10,00;36,02;24,49;61,95;20,17;1,93;7,73;1,93;16,00;5,00;10,00;8,00;3,00;3,00;3,00;5,00;0,00;2,00;0,00;2,00;0,00
2019-08-18;96,00;0,00;21,00;12,59;81,84;288,00;78,86;26,18;130,91;872,73;8,73;17,00;22,00;21,00;9,00;42,35;24,00;64,94;14,12;0,00;15,36;3,84;17,00;5,00;2,00;0,00;5,00;5,00;10,00;6,00;2,00;0,00;2,00;0,00;0,00
2019-08-25;60,00;0,00;25,00;6,32;60,00;196,67;73,33;8,57;111,43;377,14;17,14;20,00;29,00;20,00;8,00;22,86;20,00;64,29;15,71;0,00;7,50;3,75;8,00;5,00;5,00;2,00;5,00;0,00;6,00;0,00;0,00;2,00;0,00;2,00;0,00
2019-09-01;55,00;0,00;34,00;7,86;42,43;168,44;55,00;18,33;100,83;146,67;4,58;20,00;20,00;12,00;3,00;15,51;8,46;49,36;11,28;0,00;7,33;1,83;10,00;1,00;1,00;1,00;1,00;1,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-09-08;63,00;0,00;23,00;7,88;53,55;169,11;53,05;9,00;81,00;117,00;4,50;13,00;18,00;11,00;1,00;25,77;15,75;37,23;12,89;0,00;7,41;0,00;7,00;1,00;3,00;3,00;3,00;0,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-09-15;42,00;0,00;30,00;1,56;48,22;157,50;42,00;8,40;67,20;126,00;4,20;11,00;14,00;11,00;6,00;18,20;11,20;49,00;7,00;0,00;3,82;0,00;10,00;0,00;0,00;3,00;0,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00
2019-09-22;69,00;0,00;26,00;10,98;34,50;117,30;41,40;8,63;60,38;94,88;8,63;7,00;7,00;9,00;11,00;19,71;4,22;33,80;12,67;0,00;7,67;3,83;16,00;0,00;0,00;3,00;1,00;3,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-09-29;62,00;0,00;17,00;23,85;31,79;117,11;34,44;17,71;62,00;106,29;4,43;15,00;8,00;10,00;3,00;24,51;8,65;25,95;8,65;0,00;1,94;1,94;7,00;0,00;0,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-10-06;46,00;0,00;20,00;15,86;26,97;116,77;42,46;9,20;46,00;119,60;9,20;4,00;11,00;14,00;7,00;14,38;8,63;34,50;4,31;0,00;1,92;1,92;7,00;0,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-10-13;58,00;0,00;10,00;6,27;29,78;78,47;23,88;9,67;38,67;77,33;0,00;5,00;1,00;0,00;0,00;14,15;11,32;19,80;2,83;0,00;7,73;0,00;4,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;31,00;0,00;28,00;6,20;21,70;89,56;24,11;10,33;41,33;103,33;10,33;11,00;4,00;6,00;1,00;8,45;7,05;14,09;0,00;0,00;7,75;0,00;3,00;0,00;0,00;1,00;0,00;0,00;6,00;0,00;0,00;0,00;1,00;1,00;0,00
2019-10-27;35,00;0,00;18,00;4,77;17,50;94,50;28,00;8,75;26,25;113,75;4,38;6,00;6,00;7,00;1,00;21,88;4,38;36,46;5,83;0,00;7,78;0,00;4,00;6,00;0,00;0,00;0,00;4,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00
2019-11-03;38,00;0,00;29,00;12,67;15,83;82,91;38,00;4,75;28,50;66,50;4,75;5,00;3,00;6,00;1,00;5,63;4,22;19,70;2,81;0,00;11,40;0,00;3,00;0,00;0,00;1,00;0,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-11-10;37,00;0,00;24,00;3,22;14,48;77,36;26,91;9,25;27,75;64,75;9,25;5,00;5,00;5,00;1,00;14,23;7,12;18,50;5,69;0,00;22,20;0,00;1,00;4,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-17;25,00;0,00;29,00;10,94;17,19;71,43;32,14;4,17;25,00;66,67;4,17;11,00;3,00;8,00;1,00;13,89;1,39;13,89;5,56;0,00;25,00;0,00;7,00;0,00;1,00;3,00;1,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-24;31,00;0,00;31,00;12,40;17,05;68,89;31,00;3,88;31,00;62,00;0,00;1,00;5,00;3,00;1,00;14,09;4,23;19,73;2,82;0,00;42,63;1,94;0,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-01;41,00;0,00;22,00;3,15;15,77;64,92;30,75;4,10;24,60;98,40;4,10;6,00;3,00;7,00;4,00;11,31;2,83;12,72;7,07;0,00;164,00;0,00;4,00;1,00;1,00;1,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-08;18,00;0,00;29,00;4,91;13,09;82,80;28,80;4,50;27,00;99,00;4,50;8,00;6,00;3,00;1,00;12,00;1,50;27,00;4,50;0,00;144,00;0,00;3,00;1,00;0,00;0,00;0,00;4,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-12-15;33,00;0,00;17,00;4,71;15,71;62,70;26,40;4,13;24,75;57,75;4,13;7,00;1,00;3,00;3,00;17,22;8,61;18,65;8,61;0,00;117,33;1,83;0,00;1,00;4,00;0,00;0,00;1,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-12-22;27,00;0,00;30,00;7,94;14,29;64,13;23,63;9,00;36,00;90,00;4,50;5,00;8,00;9,00;0,00;21,32;11,37;15,63;5,68;3,86;235,29;0,00;9,00;0,00;2,00;2,00;0,00;0,00;3,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-12-29;30,00;0,00;28,00;11,05;18,95;80,00;40,00;5,00;40,00;110,00;10,00;8,00;5,00;5,00;0,00;14,29;4,29;18,57;5,71;0,00;213,75;0,00;2,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-05;55,00;0,00;26,00;7,86;20,43;92,81;27,50;9,17;55,00;73,33;9,17;10,00;8,00;6,00;1,00;17,37;7,24;21,71;10,13;0,00;62,86;1,96;4,00;0,00;1,00;1,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-12;37,00;0,00;37,00;15,42;27,75;84,09;23,55;9,25;46,25;74,00;9,25;6,00;10,00;8,00;1,00;25,62;7,12;31,31;5,69;0,00;3,70;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-01-19;37,00;0,00;33,00;6,17;20,04;148,00;30,27;9,25;55,50;64,75;0,00;2,00;5,00;5,00;4,00;12,81;2,85;35,58;4,27;0,00;7,40;0,00;3,00;2,00;4,00;0,00;4,00;1,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-26;32,00;0,00;17,00;7,62;21,33;108,80;22,40;8,00;40,00;64,00;4,00;9,00;9,00;12,00;3,00;9,74;2,78;33,39;1,39;0,00;7,11;1,78;3,00;0,00;0,00;1,00;0,00;1,00;4,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-02-02;37,00;0,00;32,00;16,09;45,04;127,82;50,45;4,63;46,25;83,25;9,25;16,00;8,00;7,00;1,00;18,50;4,27;49,81;5,69;0,00;7,40;0,00;3,00;0,00;0,00;0,00;0,00;1,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-02-09;31,00;0,00;31,00;10,85;23,25;137,78;37,89;10,33;82,67;62,00;10,33;9,00;7,00;10,00;4,00;19,73;7,05;25,36;5,64;0,00;7,75;0,00;3,00;4,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-16;29,00;0,00;23,00;11,28;27,39;134,13;47,13;9,67;67,67;96,67;9,67;7,00;11,00;12,00;5,00;15,95;8,70;36,25;8,70;1,81;7,25;3,63;4,00;3,00;0,00;3,00;3,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;50,00;0,00;29,00;9,38;25,00;123,33;36,67;8,33;50,00;58,33;8,33;10,00;9,00;3,00;3,00;21,43;7,14;30,00;10,00;1,92;3,85;1,92;3,00;3,00;0,00;0,00;4,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-01;30,00;0,00;26,00;4,74;20,53;93,33;46,67;10,00;40,00;60,00;5,00;10,00;6,00;3,00;2,00;5,71;2,86;25,71;8,57;1,88;3,75;3,75;3,00;0,00;0,00;1,00;0,00;2,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-08;33,00;0,00;19,00;3,14;17,29;42,90;36,30;8,25;24,75;41,25;8,25;5,00;2,00;4,00;1,00;7,17;2,87;12,91;1,43;0,00;3,67;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-15;19,00;0,00;14,00;14,25;9,50;41,17;9,50;4,75;9,50;19,00;4,75;4,00;5,00;2,00;1,00;4,38;4,38;1,46;2,92;0,00;1,90;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;11,00;0,00;8,00;3,14;14,14;51,33;3,67;5,50;33,00;22,00;11,00;11,00;2,00;1,00;0,00;7,86;3,14;6,29;0,00;0,00;0,00;0,00;1,00;0,00;0,00;2,00;0,00;2,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-03-29;5,00;0,00;8,00;1,67;6,67;65,00;5,00;2,50;15,00;10,00;0,00;3,00;7,00;1,00;1,00;13,33;1,67;6,67;3,33;0,00;2,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;11,00;0,00;5,00;3,14;9,43;77,00;3,67;5,50;33,00;33,00;5,50;5,00;6,00;4,00;5,00;16,50;4,13;5,50;4,13;0,00;1,83;0,00;0,00;0,00;1,00;0,00;1,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;14,00;0,00;14,00;1,56;14,00;66,50;1,75;3,50;14,00;21,00;0,00;2,00;8,00;1,00;0,00;19,60;5,60;4,20;2,80;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;6,00;0,00;8,00;1,50;9,00;54,00;6,00;6,00;18,00;12,00;6,00;6,00;7,00;2,00;1,00;13,50;3,00;3,00;1,50;0,00;0,00;0,00;5,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;8,00;0,00;8,00;1,60;28,80;72,00;8,00;8,00;24,00;16,00;4,00;2,00;8,00;3,00;0,00;29,33;2,67;2,67;6,67;0,00;4,00;0,00;1,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-05-03;2,00;0,00;0,00;2,00;14,00;38,00;4,00;4,00;8,00;8,00;2,00;6,00;2,00;6,00;2,00;5,00;0,00;0,00;2,00;0,00;2,00;0,00;1,00;4,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;3,00;0,00;8,00;1,50;12,00;57,00;3,00;3,00;24,00;24,00;3,00;6,00;2,00;3,00;1,00;12,00;3,00;6,00;9,00;1,50;0,00;0,00;4,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;9,00;0,00;7,00;3,60;19,80;54,00;9,00;9,00;27,00;18,00;4,50;12,00;2,00;7,00;1,00;7,50;3,00;12,00;9,00;0,00;2,25;0,00;2,00;1,00;1,00;0,00;1,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-24;7,00;0,00;7,00;0,00;12,60;80,50;10,50;7,00;14,00;21,00;3,50;4,00;8,00;6,00;0,00;8,40;1,40;4,20;1,40;0,00;1,75;1,75;1,00;0,00;0,00;0,00;0,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00
2020-05-31;20,00;0,00;13,00;3,33;15,00;70,00;10,00;5,00;30,00;50,00;5,00;13,00;5,00;5,00;2,00;10,00;4,29;10,00;4,29;0,00;2,00;2,00;1,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-06-07;13,00;0,00;13,00;1,63;24,38;74,75;13,00;13,00;39,00;65,00;0,00;6,00;6,00;4,00;1,00;4,33;4,33;5,78;2,89;0,00;0,00;3,25;0,00;1,00;2,00;1,00;2,00;2,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;22,00;0,00;18,00;3,14;28,29;84,33;25,67;11,00;44,00;77,00;5,50;0,00;10,00;2,00;2,00;10,27;2,93;20,53;4,40;0,00;7,33;3,67;1,00;1,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-21;22,00;0,00;9,00;1,57;39,29;143,00;14,67;22,00;66,00;77,00;11,00;11,00;13,00;4,00;3,00;7,33;5,87;13,20;2,93;0,00;0,00;1,83;4,00;3,00;1,00;0,00;3,00;1,00;5,00;0,00;0,00;3,00;0,00;0,00;0,00
2020-06-28;20,00;0,00;15,00;3,08;30,77;70,00;20,00;10,00;40,00;100,00;10,00;14,00;28,00;5,00;3,00;21,43;7,14;7,14;2,86;0,00;4,00;0,00;1,00;4,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-07-05;31,00;0,00;7,00;4,65;27,90;110,22;24,11;5,17;62,00;134,33;5,17;11,00;12,00;10,00;3,00;18,32;8,45;15,50;4,23;0,00;3,88;0,00;4,00;4,00;1,00;1,00;3,00;1,00;4,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-07-12;29,00;1,00;23,00;13,74;18,32;109,56;22,56;9,67;58,00;135,33;4,83;8,00;11,00;6,00;4,00;13,05;2,90;18,85;4,35;0,00;7,25;0,00;6,00;1,00;3,00;1,00;3,00;0,00;7,00;1,00;0,00;4,00;0,00;0,00;0,00
2020-07-19;16,00;0,00;13,00;9,60;25,60;124,80;41,60;8,00;56,00;104,00;8,00;20,00;17,00;7,00;1,00;14,55;10,18;10,18;10,18;2,00;4,00;2,00;1,00;1,00;1,00;0,00;1,00;0,00;3,00;3,00;1,00;0,00;0,00;0,00;0,00
2020-07-26;25,00;0,00;12,00;4,69;32,81;117,86;42,86;8,33;50,00;108,33;8,33;19,00;19,00;9,00;3,00;26,39;15,28;11,11;5,56;1,79;7,14;0,00;1,00;1,00;1,00;0,00;0,00;1,00;6,00;0,00;3,00;3,00;0,00;0,00;0,00
2020-08-02;42,00;0,00;13,00;7,78;18,67;136,50;45,50;8,40;58,80;159,60;8,40;19,00;12,00;13,00;0,00;24,62;8,69;20,28;5,79;0,00;3,82;7,64;3,00;0,00;1,00;6,00;1,00;3,00;9,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-08-09;25,00;0,00;17,00;4,69;18,75;153,57;57,14;8,33;83,33;158,33;8,33;18,00;20,00;7,00;3,00;12,50;11,11;6,94;12,50;1,79;10,71;3,57;4,00;3,00;6,00;0,00;10,00;1,00;4,00;0,00;1,00;1,00;0,00;0,00;0,00
2020-08-16;24,00;0,00;18,00;1,60;24,00;123,43;44,57;8,00;56,00;144,00;16,00;13,00;20,00;4,00;7,00;22,59;7,06;11,29;5,65;0,00;8,00;0,00;4,00;7,00;3,00;3,00;4,00;1,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-23;25,00;0,00;13,00;3,13;34,38;117,86;28,57;8,33;50,00;116,67;8,33;20,00;54,00;3,00;4,00;14,71;7,35;14,71;11,76;0,00;10,71;0,00;3,00;4,00;1,00;0,00;1,00;1,00;3,00;1,00;0,00;1,00;0,00;0,00;0,00
2020-08-30;23,00;0,00;11,00;0,00;18,40;65,71;36,14;3,83;15,33;99,67;3,83;15,00;14,00;4,00;3,00;21,56;2,88;12,94;2,88;0,00;7,67;0,00;3,00;0,00;3,00;1,00;4,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-06;27,00;0,00;7,00;3,18;22,24;70,88;23,63;9,00;36,00;81,00;54,00;23,00;7,00;6,00;1,00;18,47;2,84;2,84;7,11;0,00;3,86;1,93;8,00;1,00;1,00;1,00;5,00;1,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-09-13;22,00;0,00;7,00;3,14;15,71;113,67;22,00;11,00;44,00;121,00;11,00;26,00;9,00;7,00;1,00;11,73;5,87;5,87;5,87;0,00;7,33;0,00;3,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-20;16,00;0,00;7,00;4,80;14,40;64,00;12,80;4,00;56,00;64,00;4,00;14,00;4,00;5,00;1,00;8,73;4,36;5,82;1,45;0,00;8,00;0,00;0,00;0,00;0,00;1,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00
