Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;42,00;840,00;1022,00;182,00;490,00;651,00;10,50;399,00;105,00;158,31;90,46;119,54;164,77;126,00;388,50;73,50;10,50;275,33;382,67;18,67;102,67;20,16;78,96;45,36;48,72;13,20;34,80;36,00;15,60;8,00;3,00;1,00;3,00;21,00;1,00;2,00
2019-01-13;42,00;840,00;966,00;196,00;504,00;588,00;10,50;378,00;105,00;151,85;100,15;116,31;168,00;126,00;357,00;73,50;10,50;238,00;378,00;23,33;126,00;20,16;78,96;38,64;48,72;16,33;24,50;43,17;22,17;8,00;5,00;3,00;8,00;15,00;1,00;1,00
2019-01-20;44,00;865,33;997,33;190,67;484,00;660,00;11,00;374,00;132,00;155,69;91,38;132,00;186,15;132,00;374,00;66,00;11,00;233,20;365,20;22,00;101,20;16,92;79,54;49,08;55,85;16,21;27,79;35,89;11,58;8,00;3,00;4,00;8,00;17,00;2,00;1,00
2019-01-27;37,00;715,33;789,33;172,67;431,67;499,50;9,25;296,00;92,50;148,00;84,09;117,73;171,55;101,75;286,75;64,75;9,25;272,88;319,13;23,13;87,88;18,50;87,45;38,68;47,09;16,71;33,42;45,35;14,32;9,00;2,00;5,00;5,00;18,00;2,00;1,00
2019-02-03;45,00;855,00;960,00;195,00;480,00;585,00;11,25;382,50;112,50;141,43;93,21;115,71;170,36;123,75;360,00;78,75;22,50;238,50;346,50;13,50;94,50;24,23;76,15;39,81;45,00;13,03;35,53;41,45;16,58;5,00;4,00;4,00;4,00;13,00;0,50;1,00
2019-02-10;46,00;644,00;770,50;149,50;391,00;667,00;11,50;368,00;138,00;151,14;92,00;115,00;161,00;101,20;331,20;64,40;9,20;248,40;331,20;13,80;87,40;22,15;68,15;37,48;51,11;18,87;30,67;35,38;17,69;8,00;5,00;3,00;9,00;15,00;3,00;5,00
2019-02-17;41,00;847,33;929,33;191,33;546,67;615,00;10,25;348,50;123,00;177,67;105,92;123,00;198,17;123,00;389,50;61,50;20,50;264,22;359,89;22,78;86,56;20,50;75,17;39,29;49,54;12,89;33,97;43,34;15,23;6,00;4,00;1,00;10,00;14,00;2,00;3,00
2019-02-24;44,00;880,00;997,33;190,67;630,67;638,00;11,00;440,00;132,00;186,15;94,77;135,38;186,15;121,00;396,00;88,00;11,00;228,80;334,40;17,60;92,40;20,31;76,15;40,62;49,08;15,46;30,92;38,05;14,27;8,00;5,00;2,00;6,00;15,00;2,00;1,00
2019-03-03;49,00;820,75;906,50;196,00;502,25;506,33;8,17;326,67;98,00;186,20;107,80;130,67;189,47;147,00;372,40;78,40;9,80;285,09;365,27;17,82;102,45;23,66;89,55;50,69;59,14;11,95;29,88;40,63;19,12;9,00;10,00;3,00;10,00;18,00;1,00;4,00
2019-03-10;60,00;828,00;864,00;180,00;504,00;620,00;10,00;400,00;120,00;176,67;90,00;130,00;210,00;130,00;380,00;70,00;10,00;244,29;420,00;17,14;107,14;21,67;81,67;45,00;65,00;24,71;31,76;49,41;17,65;13,00;4,00;2,00;6,00;21,00;1,00;5,00
2019-03-17;54,00;877,50;931,50;189,00;513,00;522,00;9,00;324,00;108,00;172,13;87,75;145,13;172,13;140,40;399,60;75,60;21,60;256,50;418,50;22,50;103,50;21,94;87,75;48,94;54,00;19,20;32,40;36,00;21,60;5,00;6,00;3,00;11,00;26,00;0,50;4,00
2019-03-24;53,00;861,25;914,25;185,50;530,00;530,00;8,83;318,00;106,00;168,94;112,63;132,50;172,25;137,80;371,00;74,20;21,20;247,33;375,42;17,67;119,25;15,39;83,77;47,87;49,58;18,84;28,27;37,69;17,67;9,00;7,00;1,00;10,00;19,00;2,00;2,00
2019-03-31;53,00;821,50;914,25;198,75;490,25;547,67;8,83;335,67;106,00;178,88;99,38;132,50;208,69;137,80;371,00;84,80;21,20;282,67;371,00;26,50;106,00;18,22;79,50;51,34;54,66;23,56;34,16;44,76;14,13;9,00;7,00;6,00;7,00;20,00;2,00;4,00
2019-04-07;50,00;750,00;887,50;175,00;437,50;483,33;8,33;300,00;83,33;170,00;90,00;143,33;193,33;130,00;370,00;70,00;20,00;245,45;368,18;18,18;104,55;18,97;79,31;55,17;60,34;14,29;25,00;38,10;20,24;8,00;6,00;1,00;10,00;17,00;2,00;2,00
2019-04-14;54,00;1350,00;945,00;189,00;580,50;558,00;9,00;324,00;108,00;182,25;97,88;118,13;199,13;140,40;378,00;75,60;21,60;297,00;355,50;18,00;94,50;21,94;75,94;38,81;50,63;10,57;27,00;42,26;22,30;9,00;4,00;3,00;8,00;23,00;2,00;4,00
2019-04-21;49,00;747,25;833,00;159,25;477,75;506,33;8,17;294,00;98,00;169,87;104,53;114,33;189,47;127,40;362,60;78,40;19,60;276,18;325,18;17,82;89,09;18,59;82,79;52,38;64,21;17,93;27,49;39,44;13,15;8,00;5,00;2,00;12,00;20,00;2,00;3,00
2019-04-28;60,00;744,00;840,00;192,00;492,00;600,00;10,00;440,00;120,00;176,67;96,67;136,67;190,00;130,00;390,00;70,00;20,00;281,54;369,23;23,08;110,77;22,29;78,86;53,14;58,29;16,47;28,24;48,24;14,12;7,00;3,00;4,00;11,00;23,00;3,00;3,00
2019-05-05;65,00;845,00;936,00;182,00;546,00;650,00;10,83;1863,33;130,00;172,25;110,50;139,75;195,00;120,71;362,14;74,29;9,29;273,00;338,00;21,67;108,33;20,00;95,00;46,67;48,33;15,36;31,91;42,55;13,00;10,00;7,00;3,00;6,00;19,00;4,00;6,00
2019-05-12;58,00;800,40;893,20;174,00;498,80;676,67;9,67;618,67;116,00;193,33;125,67;141,78;190,11;154,67;396,33;77,33;19,33;298,92;410,46;22,31;124,92;28,17;84,51;44,74;53,03;21,31;30,78;41,43;23,67;9,00;5,00;6,00;14,00;22,00;3,00;6,00
