Semaine;Chamonix (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT)
2021-08-08;24,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;13,00;4,00;4,00;0,00;9,00;9,00;4,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00
2021-08-15;28,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;18,00;4,00;0,00;0,00;0,00;0,00;9,00;4,00;4,00
2021-08-22;29,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00
2021-08-29;29,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;4,00;5,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00
2021-09-05;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;23,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00
2021-09-12;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;4,00;18,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;9,00;0,00
2021-09-19;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;13,00;0,00;0,00;0,00;13,00;0,00;4,00;0,00;4,00;23,00;4,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00
2021-09-26;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;4,00;0,00;0,00;9,00;0,00;9,00;0,00;0,00;4,00;4,00;14,00;0,00;0,00;0,00;4,00;0,00;4,00;4,00;0,00;32,00;13,00;0,00;0,00;0,00;0,00;9,00;9,00;0,00
2021-10-03;5,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;9,00;9,00;0,00;0,00;9,00;9,00;4,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00
2021-10-10;29,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;9,00;5,00;5,00;0,00;0,00;5,00;0,00;5,00;0,00;5,00;14,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;5,00
2021-10-17;43,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;4,00;4,00;5,00;4,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;5,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-24;33,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;4,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;14,00;0,00;0,00;0,00;4,00;4,00;9,00;0,00;0,00
2021-10-31;10,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;9,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;78,00;4,00;0,00;4,00;0,00;0,00;9,00;0,00;0,00;28,00;4,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00
2021-11-07;19,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;22,00;0,00;0,00;0,00;9,00;0,00;4,00;0,00;0,00;22,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-14;23,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;22,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;4,00;18,00;0,00;0,00;0,00;0,00;4,00;9,00;0,00;0,00
2021-11-21;18,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;13,00;0,00;0,00;4,00;4,00;26,00;4,00;0,00;0,00;4,00;8,00;4,00;0,00;0,00
2021-11-28;46,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;31,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00
2021-12-05;9,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;9,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;31,00;0,00;0,00;0,00;4,00;4,00;0,00;4,00;4,00;23,00;0,00;0,00;9,00;0,00;0,00;22,00;9,00;4,00
2021-12-12;42,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;18,00;0,00;0,00;4,00;0,00;9,00;4,00;0,00;0,00;17,00;0,00;0,00;0,00;4,00;27,00;4,00;0,00;0,00;0,00;9,00;13,00;0,00;9,00
2021-12-19;25,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;9,00;5,00;0,00;9,00;14,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-26;62,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;5,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;9,00;4,00;0,00;9,00;0,00;9,00;4,00;0,00;4,00;0,00;18,00;0,00;4,00;0,00;13,00;0,00;0,00;0,00;13,00;27,00;0,00;4,00;9,00;0,00;4,00;0,00;0,00;4,00
2022-01-02;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;5,00;24,00;0,00;9,00;0,00;5,00;0,00;0,00;0,00;5,00;29,00;9,00;0,00;0,00;0,00;9,00;5,00;0,00;5,00
2022-01-09;34,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;9,00;0,00;5,00;0,00;0,00;9,00;0,00;9,00;0,00;0,00;5,00;0,00;9,00;9,00;0,00;0,00;23,00;0,00;0,00;0,00;0,00;28,00;0,00;0,00;14,00;0,00;9,00;9,00;0,00;0,00
2022-01-16;42,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;13,00;0,00;0,00;0,00;0,00;9,00;0,00;4,00;0,00;0,00;0,00;0,00;31,00;9,00;0,00;0,00;4,00;0,00;4,00;0,00;17,00;31,00;0,00;0,00;4,00;4,00;0,00;17,00;0,00;9,00
2022-01-23;26,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;4,00;4,00;0,00;17,00;4,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;4,00;0,00;0,00;29,00;0,00;0,00;4,00;12,00;0,00;4,00;8,00;4,00;21,00;0,00;0,00;8,00;4,00;0,00;12,00;0,00;4,00
2022-01-30;32,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;9,00;9,00;4,00;4,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;44,00;4,00;4,00;0,00;0,00;13,00;30,00;0,00;9,00
2022-02-06;55,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;4,00;0,00;0,00;4,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;22,00;4,00;0,00;4,00;9,00;9,00;4,00;4,00;4,00;13,00;4,00;13,00;4,00;0,00;4,00;9,00;4,00;4,00
2022-02-13;41,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;4,00;3,00;0,00;3,00;0,00;14,00;0,00;7,00;0,00;0,00;0,00;3,00;28,00;0,00;3,00;0,00;17,00;3,00;0,00;10,00;10,00;57,00;3,00;10,00;0,00;10,00;3,00;17,00;3,00;0,00
2022-02-20;41,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;11,00;14,00;0,00;0,00;0,00;0,00;7,00;0,00;18,00;0,00;4,00;0,00;0,00;11,00;0,00;0,00;0,00;14,00;0,00;4,00;4,00;0,00;54,00;4,00;11,00;0,00;7,00;7,00;10,00;7,00;7,00
2022-02-27;48,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;18,00;3,00;0,00;0,00;0,00;35,00;0,00;0,00;3,00;14,00;3,00;0,00;0,00;7,00;32,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00
2022-03-06;79,00;0,00;0,00;0,00;4,00;0,00;7,00;0,00;4,00;0,00;7,00;0,00;11,00;14,00;4,00;0,00;4,00;0,00;0,00;11,00;0,00;4,00;0,00;11,00;4,00;0,00;40,00;4,00;4,00;0,00;21,00;0,00;11,00;4,00;7,00;40,00;4,00;11,00;0,00;0,00;0,00;7,00;0,00;0,00
2022-03-13;52,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;7,00;4,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;7,00;21,00;0,00;0,00;3,00;14,00;3,00;3,00;3,00;10,00;25,00;0,00;0,00;3,00;0,00;7,00;3,00;0,00;0,00
2022-03-20;54,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;10,00;10,00;0,00;0,00;7,00;3,00;3,00;17,00;0,00;3,00;3,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;7,00;0,00;7,00;0,00;7,00;42,00;3,00;7,00;0,00;0,00;7,00;7,00;10,00;0,00
2022-03-27;23,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;3,00;0,00;9,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;3,00;25,00;3,00;0,00;0,00;3,00;0,00;0,00;3,00;3,00
2022-04-03;36,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;3,00;3,00;0,00;10,00;0,00;0,00;0,00;9,00;3,00;0,00;3,00;6,00;22,00;3,00;0,00;0,00;3,00;9,00;0,00;0,00;0,00
2022-04-10;18,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;21,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;17,00;0,00;3,00;3,00;0,00;3,00;7,00;3,00;0,00
2022-04-17;33,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;9,00;0,00;13,00;0,00;0,00;0,00;13,00;3,00;3,00;0,00;3,00;16,00;3,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00
2022-04-24;31,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;6,00;0,00;10,00;3,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;46,00;10,00;3,00;0,00;0,00;0,00;6,00;0,00;3,00
2022-05-01;39,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;7,00;0,00;0,00;0,00;3,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;7,00;0,00;10,00;0,00;0,00;0,00;0,00;7,00;0,00;3,00;3,00
2022-05-08;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;7,00;0,00;0,00;7,00;4,00;18,00;4,00;0,00;0,00;7,00;4,00;4,00;7,00;0,00;22,00;7,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00
2022-05-15;48,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;19,00;0,00;0,00;4,00;8,00;4,00;0,00;4,00;4,00;23,00;0,00;4,00;8,00;0,00;0,00;7,00;4,00;4,00
2022-05-22;25,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;8,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;8,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;4,00
2022-05-29;12,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;12,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;47,00;0,00;4,00;0,00;0,00;0,00;4,00;8,00;0,00
2022-06-05;29,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;4,00;0,00;12,00;8,00;20,00;0,00;0,00;0,00;8,00;4,00;4,00;4,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00
2022-06-12;54,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;28,00;12,00;8,00;8,00;0,00;0,00;8,00;4,00;0,00
2022-06-19;59,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;49,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00
2022-06-26;44,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;4,00;8,00;13,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;26,00;0,00;0,00;0,00;0,00;4,00;8,00;0,00;4,00
2022-07-03;35,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;4,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;17,00;8,00;0,00;0,00;4,00;4,00;8,00;4,00;0,00
2022-07-10;35,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;9,00;0,00;5,00;9,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;24,00;5,00;0,00;0,00;0,00;0,00;19,00;0,00;0,00
