Semaine;Chamonix (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT)
2020-03-08;32,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00;4,00;0,00;4,00;0,00;15,00;4,00;4,00;4,00;8,00;0,00;7,00;0,00;8,00;15,00;11,00;0,00;23,00;0,00;15,00;11,00;0,00;11,00
2020-03-15;12,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;7,00;0,00;22,00;0,00;4,00;4,00;7,00;0,00;0,00;0,00;0,00;26,00;11,00;0,00;11,00;0,00;0,00;4,00;4,00;4,00
2020-03-22;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;4,00;4,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;7,00;0,00;4,00;0,00;4,00;0,00;4,00;3,00;3,00;0,00;7,00;21,00;0,00;0,00;11,00;0,00;3,00;3,00;3,00;24,00
2020-03-29;33,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;4,00;4,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;3,00;0,00;3,00;3,00;18,00;0,00;3,00;3,00;3,00;3,00;0,00;0,00;10,00;21,00;7,00;0,00;7,00;0,00;10,00;7,00;3,00;7,00
2020-04-05;25,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;3,00;3,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;7,00;0,00;0,00;0,00;3,00;0,00;3,00;3,00;0,00;0,00;0,00;24,00;3,00;7,00;10,00;0,00;7,00;7,00;3,00;3,00
2020-04-12;7,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;17,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;21,00;10,00;0,00;10,00;3,00;7,00;3,00;3,00;7,00
2020-04-19;14,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;10,00;3,00;3,00;0,00;10,00;34,00;3,00;3,00;3,00;3,00;0,00;0,00;0,00;7,00
2020-04-26;37,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;3,00;0,00;7,00;3,00;0,00;3,00;4,00;0,00;0,00;0,00;4,00;28,00;0,00;0,00;4,00;3,00;14,00;0,00;0,00;0,00
2020-05-03;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;3,00;3,00;0,00;3,00;3,00;0,00;0,00;14,00;7,00;3,00
2020-05-10;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;3,00;18,00;0,00;4,00;3,00;7,00;7,00;3,00;0,00;4,00;32,00;0,00;0,00;11,00;0,00;3,00;10,00;3,00;7,00
2020-05-17;23,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;11,00;7,00;4,00;0,00;4,00;4,00;0,00;0,00;0,00;15,00;36,00;4,00;0,00;11,00;0,00;4,00;4,00;0,00;4,00
2020-05-24;8,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;7,00;4,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;7,00;7,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;4,00
2020-05-31;29,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;3,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;3,00;0,00;0,00;10,00;7,00;7,00;0,00;3,00;14,00;0,00;3,00;0,00;0,00;7,00;3,00;0,00;3,00
2020-06-07;11,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;4,00;11,00;0,00;0,00;0,00;7,00;0,00;4,00;0,00;4,00;7,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;4,00
2020-06-14;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;4,00;4,00;0,00;0,00;0,00;4,00;0,00;8,00;4,00;0,00;7,00;4,00;26,00;4,00;0,00;4,00;7,00;0,00;4,00;0,00;8,00;26,00;0,00;0,00;0,00;7,00;7,00;4,00;7,00;0,00
2020-06-21;20,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;12,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;4,00;19,00;0,00;4,00;0,00;0,00;4,00;11,00;4,00;4,00
2020-06-28;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;4,00;8,00;0,00;0,00;4,00;20,00;4,00;0,00;4,00;0,00;12,00;8,00;0,00;4,00
2020-07-05;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;16,00;0,00;4,00;0,00;12,00;0,00;0,00;0,00;4,00;16,00;0,00;0,00;12,00;0,00;8,00;4,00;0,00;4,00
2020-07-12;34,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;8,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;12,00;8,00;4,00;8,00;0,00;16,00;8,00;4,00;0,00;12,00;16,00;0,00;0,00;8,00;0,00;0,00;0,00;4,00;8,00
2020-07-19;26,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;12,00;0,00;0,00;0,00;16,00;0,00;8,00;0,00;4,00;41,00;8,00;4,00;8,00;0,00;4,00;4,00;0,00;8,00
2020-07-26;21,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;0,00;4,00;0,00;8,00;4,00;0,00;4,00;4,00;21,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00
2020-08-02;13,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;4,00;4,00;0,00;0,00;8,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;8,00;4,00;4,00;4,00;8,00;4,00;4,00;0,00;0,00;41,00;12,00;0,00;12,00;0,00;8,00;0,00;0,00;8,00
2020-08-09;25,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;12,00;4,00;4,00;0,00;0,00;16,00;0,00;4,00;0,00;12,00;0,00;4,00;8,00;8,00;4,00;4,00;0,00;4,00
2020-08-16;21,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;8,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;4,00;0,00;4,00;4,00;8,00;0,00;8,00;0,00;8,00;16,00;4,00;0,00;16,00;0,00;0,00;0,00;4,00;4,00
2020-08-23;25,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;12,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;4,00;0,00;12,00;8,00;8,00;4,00;4,00;4,00;8,00;0,00;0,00;4,00;12,00;20,00;0,00;8,00;4,00;0,00;8,00;0,00;0,00;8,00
2020-08-30;33,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;4,00;0,00;8,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;12,00;32,00;8,00;0,00;8,00;4,00;4,00;0,00;0,00;8,00
2020-09-06;29,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;8,00;4,00;24,00;0,00;0,00;0,00;24,00;8,00;8,00;0,00;4,00;16,00;8,00;0,00;20,00;0,00;8,00;0,00;0,00;8,00
2020-09-13;24,00;0,00;0,00;0,00;8,00;0,00;4,00;0,00;8,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;8,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;0,00;4,00;4,00;0,00;0,00;0,00;12,00;27,00;0,00;0,00;19,00;0,00;0,00;4,00;12,00;8,00
2020-09-20;29,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;4,00;12,00;0,00;4,00;8,00;0,00;0,00;0,00;4,00;16,00;0,00;0,00;12,00;0,00;0,00;0,00;4,00;8,00
2020-09-27;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;8,00;0,00;8,00;0,00;0,00;8,00;0,00;12,00;0,00;0,00;0,00;16,00;8,00;0,00;0,00;0,00;8,00;4,00;8,00;8,00;0,00;4,00;0,00;0,00;0,00
2020-10-04;17,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;12,00;12,00;4,00;8,00;0,00;0,00;0,00;0,00;0,00;4,00;16,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;8,00
2020-10-11;33,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;13,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;22,00;4,00;0,00;4,00;9,00;0,00;0,00;0,00;9,00;18,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;4,00
2020-10-18;18,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;8,00;0,00;0,00;4,00;4,00;0,00;31,00;0,00;0,00;9,00;4,00;13,00;4,00;0,00;13,00
2020-10-25;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;4,00;26,00;0,00;0,00;4,00;0,00;0,00;13,00;0,00;17,00
2020-11-01;8,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;4,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;12,00;0,00;4,00;0,00;8,00;4,00;0,00;4,00;0,00;16,00;4,00;4,00;15,00;0,00;19,00;4,00;4,00;8,00
2020-11-08;35,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;8,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;4,00;0,00;8,00;0,00;0,00;0,00;8,00;4,00;0,00;0,00;17,00;13,00;4,00;0,00;4,00;4,00;12,00;8,00;0,00;0,00
2020-11-15;13,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;13,00;4,00;0,00;8,00;8,00;4,00;0,00;0,00;0,00;13,00;8,00;0,00;12,00;0,00;0,00;0,00;0,00;4,00
2020-11-22;35,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;4,00;41,00;8,00;0,00;0,00;4,00;0,00;8,00;0,00;16,00;17,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00
2020-11-29;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;12,00;0,00;4,00;0,00;12,00;0,00;0,00;0,00;0,00;17,00;0,00;0,00;12,00;4,00;12,00;16,00;4,00;8,00
2020-12-06;9,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;8,00;0,00;0,00;25,00;0,00;0,00;0,00;8,00;4,00;4,00;0,00;4,00;17,00;0,00;4,00;4,00;0,00;4,00;0,00;4,00;16,00
2020-12-13;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;13,00;0,00;8,00;8,00;8,00;0,00;0,00;0,00;8,00;17,00;0,00;8,00;13,00;4,00;0,00;4,00;0,00;4,00
2020-12-20;71,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;14,00;0,00;0,00;0,00;31,00;4,00;0,00;4,00;4,00;23,00;9,00;4,00;0,00;4,00;0,00;4,00;0,00;9,00
2020-12-27;32,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;9,00;0,00;0,00;4,00;9,00;4,00;4,00;4,00;9,00;13,00;4,00;4,00;4,00;0,00;0,00;4,00;9,00;4,00
2021-01-03;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;8,00;0,00;0,00;4,00;4,00;4,00;0,00;0,00;0,00;16,00;0,00;4,00;0,00;16,00;12,00;0,00;0,00;12,00;8,00;8,00;16,00;0,00;0,00
2021-01-10;26,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;8,00;0,00;33,00;0,00;20,00;0,00;4,00;0,00;4,00;0,00;4,00;17,00;0,00;0,00;4,00;0,00;8,00;8,00;0,00;12,00
2021-01-17;22,00;0,00;0,00;0,00;4,00;0,00;8,00;0,00;4,00;0,00;8,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;4,00;4,00;21,00;0,00;16,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;0,00;4,00;8,00;0,00;4,00;8,00;0,00;0,00
2021-01-24;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;8,00;0,00;4,00;0,00;0,00;4,00;4,00;16,00;0,00;8,00;8,00;0,00;4,00;4,00;0,00;8,00;25,00;16,00;0,00;0,00;0,00;0,00;4,00;8,00;4,00
2021-01-31;9,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;16,00;0,00;4,00;0,00;12,00;0,00;0,00;0,00;4,00;25,00;0,00;0,00;8,00;0,00;0,00;8,00;0,00;0,00
2021-02-07;30,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;16,00;0,00;4,00;0,00;20,00;12,00;4,00;0,00;0,00;25,00;0,00;4,00;12,00;0,00;8,00;4,00;4,00;0,00
2021-02-14;22,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;8,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;4,00;0,00;13,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;34,00;4,00;4,00;0,00;0,00;4,00;0,00;4,00;0,00
2021-02-21;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;4,00;4,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;47,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;9,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00
2021-02-28;22,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;4,00;8,00;0,00;4,00;4,00;8,00;21,00;4,00;4,00;0,00;0,00;8,00;8,00;0,00;12,00
2021-03-07;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;12,00;17,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;4,00;4,00;12,00;0,00;0,00;4,00;0,00;4,00
2021-03-14;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;16,00;0,00;4,00;4,00;0,00;4,00;4,00;4,00;0,00
2021-03-21;18,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;9,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-04;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00
2021-04-11;21,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00
2021-04-18;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;4,00;0,00;8,00;4,00;8,00;0,00;0,00;4,00;4,00;0,00;4,00;4,00;0,00;25,00;4,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00
2021-04-25;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;20,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;13,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-09;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;17,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00
2021-05-16;13,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;4,00;4,00;4,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;13,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00
2021-05-23;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-30;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;8,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;13,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00
2021-06-06;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;8,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;8,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;17,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00
2021-06-13;22,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;17,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00
2021-06-20;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;4,00;0,00;4,00;4,00;4,00;0,00;4,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;9,00;4,00;0,00;4,00
2021-06-27;32,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;17,00;17,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;13,00;0,00;4,00;0,00;0,00;0,00;17,00;4,00;0,00
2021-07-04;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;9,00;0,00;0,00;9,00;0,00;4,00;0,00;4,00;9,00;9,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00
2021-07-11;32,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;4,00;0,00;0,00;0,00;4,00;0,00;9,00;0,00;9,00;0,00;0,00;4,00;0,00;9,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;9,00;4,00;0,00
2021-07-18;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-25;14,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;18,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;9,00;32,00;4,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00
2021-08-01;33,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;9,00;0,00;0,00;4,00;9,00;0,00;0,00;0,00;0,00;23,00;9,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00
