Semaine;Nice (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA)
2022-05-08;83,00;0,00;0,00;0,00;0,00;0,00;1,00;3,00;0,00;3,00;0,00;9,00;3,00;0,00;0,00;0,00;5,00;0,00;1,00;102,53;12,21;19,53;3,66;15,00;4,00;3,00;1,00;20,75;107,52;13,20;1,89;215,19;12,30;27,67;9,22;23,00;5,00;4,00;31,00;86,19;9,58;0,00;14,90
2022-05-15;66,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;1,00;3,00;0,00;1,00;0,00;6,00;92,15;18,68;17,43;9,96;14,00;0,00;4,00;0,00;15,09;103,71;13,20;3,77;207,43;28,29;31,43;3,14;23,00;13,00;1,00;21,00;67,06;12,77;0,00;18,10
2022-05-22;78,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;29,00;3,00;0,00;0,00;0,00;1,00;0,00;4,00;85,43;19,81;16,10;6,19;19,00;3,00;3,00;0,00;9,29;102,14;22,29;3,71;205,92;15,60;24,96;9,36;29,00;9,00;3,00;18,00;65,18;12,82;0,00;10,68
2022-05-29;100,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;1,00;13,00;1,00;3,00;0,00;3,00;8,00;1,00;0,00;81,48;13,58;32,10;11,11;19,00;3,00;6,00;3,00;16,98;111,32;15,09;3,77;196,88;12,50;31,25;9,38;32,00;6,00;6,00;26,00;85,11;13,83;0,00;12,77
2022-06-05;74,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;3,00;0,00;10,00;0,00;3,00;1,00;0,00;4,00;0,00;3,00;92,50;14,80;38,23;8,63;17,00;1,00;9,00;3,00;9,49;102,46;11,38;1,90;218,92;33,92;37,00;6,17;38,00;7,00;6,00;29,00;77,22;8,58;0,00;4,29
2022-06-12;82,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;1,00;29,00;0,00;0,00;1,00;0,00;1,00;1,00;0,00;99,13;13,46;24,48;4,90;16,00;6,00;7,00;3,00;18,64;121,14;14,91;7,45;233,38;22,08;37,85;12,62;37,00;9,00;9,00;34,00;75,69;19,97;0,00;11,56
2022-06-19;69,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;1,00;1,00;65,00;1,00;3,00;4,00;1,00;3,00;0,00;3,00;108,43;8,63;13,55;9,86;28,00;7,00;9,00;3,00;18,65;100,70;16,78;3,73;225,82;18,82;34,50;9,41;35,00;4,00;9,00;35,00;87,05;14,86;1,06;8,49
2022-06-26;77,00;0,00;0,00;0,00;2,00;2,00;2,00;2,00;0,00;2,00;2,00;62,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;110,00;9,78;23,22;15,89;20,00;3,00;9,00;2,00;18,78;120,20;28,17;1,88;190,96;21,56;33,88;6,16;38,00;5,00;2,00;24,00;69,62;7,38;0,00;9,49
2022-07-03;80,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;2,00;59,00;5,00;0,00;0,00;0,00;3,00;0,00;2,00;123,08;4,92;25,85;6,15;33,00;0,00;11,00;3,00;18,60;119,07;20,47;3,72;175,38;18,46;27,69;9,23;35,00;5,00;8,00;19,00;85,26;10,53;0,00;12,63
2022-07-10;74,00;0,00;0,00;0,00;0,00;0,00;2,00;5,00;0,00;3,00;0,00;37,00;3,00;0,00;0,00;0,00;0,00;2,00;2,00;117,17;12,33;30,83;3,70;33,00;5,00;9,00;3,00;15,18;104,36;30,36;0,00;215,83;18,50;33,92;9,25;45,00;5,00;3,00;25,00;83,65;10,72;0,00;13,94
