Semaine;Nice (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA)
2020-02-23;29,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;7,00;2,00;0,00;0,00;2,00;2,00;0,00;0,00;3,00;10,00;3,00;0,00;21,00;17,00;7,00;44,00;0,00;0,00;5,00;10,00;90,63;0,00;1,81;3,63
2020-03-01;28,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;11,00;3,00;3,00;2,00;2,00;2,00;2,00;2,00;7,00;3,00;2,00;0,00;16,00;14,00;5,00;34,00;5,00;0,00;2,00;7,00;91,00;3,50;0,00;1,75
2020-03-08;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;2,00;0,00;2,00;0,00;0,00;2,00;2,00;5,00;3,00;0,00;0,00;9,00;10,00;2,00;34,00;2,00;0,00;2,00;2,00;63,33;1,67;1,67;3,33
2020-03-15;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;5,00;0,00;0,00;0,00;3,00;0,00;2,00;0,00;0,00;2,00;3,00;0,00;7,00;3,00;2,00;26,00;2,00;0,00;0,00;5,00;26,25;3,75;0,00;3,75
2020-03-22;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;2,00;2,00;0,00;3,00;2,00;0,00;2,00;0,00;0,00;9,00;3,00;2,00;12,00;2,00;0,00;0,00;5,00;45,00;10,00;0,00;5,00
2020-03-29;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;2,00;0,00;2,00;0,00;2,00;0,00;2,00;0,00;3,00;3,00;0,00;6,00;2,00;0,00;6,00;0,00;2,00;0,00;8,00;48,00;4,00;0,00;2,00
2020-04-05;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;2,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;9,00;2,00;0,00;17,00;2,00;0,00;4,00;2,00;0,00;0,00;5,00;24,00;2,00;0,00;0,00
2020-04-12;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;5,00;2,00;3,00;0,00;2,00;0,00;3,00;2,00;0,00;10,00;5,00;2,00;7,00;3,00;2,00;0,00;7,00;24,00;0,00;0,00;4,00
2020-04-19;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;2,00;2,00;2,00;0,00;2,00;0,00;2,00;0,00;2,00;2,00;0,00;16,00;3,00;0,00;3,00;0,00;0,00;0,00;5,00;17,50;0,00;0,00;1,75
2020-04-26;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;2,00;0,00;12,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;11,00;2,00;0,00;2,00;3,00;0,00;0,00;0,00;30,00;2,50;0,00;2,50
2020-05-03;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;2,00;0,00;0,00;0,00;3,00;3,00;2,00;2,00;5,00;0,00;2,00;8,00;3,00;2,00;3,00;0,00;0,00;0,00;3,00;28,00;0,00;0,00;1,75
2020-05-10;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;2,00;0,00;0,00;0,00;3,00;2,00;0,00;0,00;2,00;0,00;0,00;15,00;5,00;2,00;3,00;2,00;0,00;2,00;2,00;40,00;5,00;0,00;0,00
2020-05-17;9,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;3,00;2,00;0,00;2,00;2,00;2,00;0,00;9,00;2,00;2,00;11,00;4,00;2,00;3,00;5,00;58,50;0,00;0,00;2,25
2020-05-24;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;2,00;2,00;0,00;0,00;2,00;3,00;0,00;0,00;17,00;3,00;3,00;9,00;2,00;0,00;2,00;5,00;40,00;1,67;0,00;1,67
2020-05-31;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;3,00;0,00;2,00;0,00;0,00;3,00;2,00;0,00;5,00;0,00;3,00;10,00;5,00;2,00;2,00;5,00;36,00;4,00;0,00;2,00
2020-06-07;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;5,00;2,00;2,00;2,00;0,00;2,00;0,00;3,00;3,00;2,00;0,00;10,00;11,00;0,00;7,00;3,00;0,00;2,00;2,00;35,00;3,50;0,00;0,00
2020-06-14;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;2,00;2,00;3,00;2,00;2,00;0,00;2,00;3,00;7,00;3,00;0,00;11,00;7,00;0,00;5,00;2,00;0,00;5,00;7,00;60,00;0,00;0,00;1,67
2020-06-21;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;2,00;0,00;4,00;4,00;2,00;0,00;4,00;2,00;2,00;0,00;0,00;19,00;4,00;0,00;9,00;0,00;2,00;9,00;4,00;69,67;3,67;0,00;0,00
2020-06-28;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;2,00;0,00;2,00;3,00;5,00;5,00;0,00;3,00;0,00;0,00;2,00;5,00;2,00;0,00;30,00;16,00;3,00;25,00;3,00;2,00;2,00;12,00;123,75;3,75;0,00;1,88
2020-07-05;58,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;7,00;2,00;7,00;4,00;2,00;0,00;0,00;9,00;11,00;4,00;0,00;26,00;23,00;0,00;20,00;5,00;0,00;7,00;18,00;130,50;3,63;0,00;3,63
2020-07-12;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;8,00;4,00;13,00;0,00;0,00;0,00;4,00;6,00;10,00;8,00;0,00;36,00;19,00;0,00;18,00;10,00;0,00;4,00;15,00;147,00;7,00;0,00;0,00
2020-07-19;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;2,00;2,00;0,00;16,00;0,00;4,00;8,00;0,00;2,00;0,00;0,00;4,00;19,00;6,00;0,00;40,00;14,00;0,00;28,00;10,00;2,00;0,00;17,00;176,00;8,00;0,00;4,00
2020-07-26;26,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;9,00;4,00;4,00;4,00;2,00;0,00;0,00;4,00;0,00;7,00;4,00;2,00;37,00;9,00;9,00;23,00;9,00;2,00;2,00;6,00;96,57;3,71;0,00;3,71
2020-08-02;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;2,00;5,00;0,00;0,00;0,00;2,00;6,00;15,00;6,00;0,00;50,00;7,00;4,00;13,00;6,00;2,00;6,00;9,00;77,00;0,00;0,00;3,67
2020-08-09;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;7,00;2,00;4,00;4,00;0,00;2,00;2,00;5,00;20,00;0,00;2,00;32,00;15,00;4,00;9,00;5,00;0,00;2,00;9,00;30,86;0,00;0,00;1,71
2020-08-16;12,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;10,00;2,00;3,00;0,00;0,00;0,00;0,00;0,00;3,00;17,00;0,00;2,00;27,00;9,00;3,00;9,00;2,00;2,00;0,00;7,00;24,00;2,00;0,00;2,00
2020-08-23;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;5,00;0,00;0,00;7,00;3,00;13,00;0,00;3,00;0,00;15,00;2,00;2,00;16,00;5,00;3,00;5,00;2,00;0,00;0,00;7,00;45,60;1,90;0,00;1,90
2020-08-30;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;3,00;0,00;0,00;2,00;5,00;2,00;0,00;3,00;13,00;3,00;0,00;28,00;8,00;2,00;7,00;2,00;2,00;0,00;3,00;14,00;1,75;0,00;1,75
2020-09-06;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;5,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;15,00;3,00;7,00;28,00;5,00;7,00;12,00;3,00;3,00;0,00;10,00;23,33;0,00;0,00;0,00
2020-09-13;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;2,00;0,00;2,00;2,00;2,00;0,00;0,00;7,00;10,00;7,00;0,00;24,00;5,00;2,00;11,00;2,00;2,00;2,00;0,00;35,00;0,00;0,00;5,00
2020-09-20;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;3,00;0,00;2,00;8,00;3,00;0,00;14,00;3,00;2,00;2,00;3,00;0,00;2,00;7,00;15,00;1,50;0,00;0,00
2020-09-27;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;2,00;2,00;0,00;0,00;23,00;2,00;2,00;7,00;0,00;2,00;0,00;3,00;12,00;0,00;0,00;3,00
2020-10-04;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;3,00;0,00;2,00;2,00;0,00;0,00;0,00;5,00;10,00;2,00;0,00;24,00;3,00;0,00;7,00;2,00;0,00;0,00;10,00;21,00;1,75;0,00;0,00
2020-10-11;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;2,00;2,00;2,00;0,00;2,00;0,00;10,00;8,00;0,00;0,00;12,00;6,00;0,00;8,00;2,00;2,00;0,00;0,00;16,00;4,00;0,00;0,00
2020-10-18;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;6,00;2,00;0,00;11,00;6,00;2,00;2,00;0,00;0,00;0,00;0,00;8,00;2,00;0,00;0,00
2020-10-25;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;9,00;4,00;0,00;7,00;2,00;0,00;0,00;0,00;12,00;0,00;0,00;3,00
2020-11-01;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;3,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;7,00;2,00;2,00;0,00;2,00;0,00;3,00;8,00;4,00;0,00;2,00
2020-11-08;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;4,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;2,00;8,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;24,00;0,00;0,00;0,00
2020-11-15;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;7,00;7,00;0,00;6,00;0,00;0,00;0,00;2,00;24,00;0,00;0,00;0,00
2020-11-22;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;3,00;0,00;7,00;4,00;2,00;4,00;0,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00
2020-11-29;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;4,00;0,00;2,00;4,00;2,00;0,00;0,00;0,00;2,00;4,00;2,00;0,00;2,00;4,00;2,00;4,00;2,00;0,00;0,00;0,00;17,50;0,00;0,00;0,00
2020-12-06;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;3,00;0,00;3,00;2,00;0,00;0,00;2,00;15,00;0,00;0,00;1,50
2020-12-13;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00;2,00;9,00;2,00;0,00;0,00;0,00;25,00;2,50;0,00;2,50
2020-12-20;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;15,00;8,00;0,00;13,00;0,00;0,00;2,00;2,00;15,00;0,00;0,00;0,00
2020-12-27;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;2,00;6,00;0,00;0,00;8,00;6,00;2,00;6,00;0,00;0,00;2,00;6,00;28,00;4,00;0,00;0,00
2021-01-03;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;9,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;4,00;5,00;0,00;9,00;9,00;0,00;7,00;2,00;0,00;0,00;2,00;40,00;0,00;0,00;4,00
2021-01-10;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;2,00;3,00;0,00;0,00;2,00;0,00;0,00;16,00;5,00;2,00;9,00;5,00;2,00;2,00;4,00;70,00;0,00;0,00;5,00
2021-01-17;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;2,00;0,00;2,00;0,00;2,00;2,00;0,00;2,00;3,00;3,00;0,00;12,00;5,00;0,00;9,00;4,00;0,00;0,00;3,00;45,00;5,00;0,00;2,50
2021-01-24;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;7,00;2,00;0,00;13,00;4,00;0,00;5,00;4,00;0,00;0,00;0,00;35,00;15,00;0,00;2,50
2021-01-31;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;7,00;0,00;0,00;11,00;4,00;0,00;9,00;2,00;0,00;2,00;2,00;27,00;4,50;0,00;2,25
2021-02-07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;17,00;4,00;2,00;9,00;0,00;2,00;2,00;0,00;6,00;0,00;0,00;1,00
2021-02-14;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;6,00;4,00;0,00;0,00;0,00;0,00;0,00;2,00;6,00;4,00;2,00;16,00;8,00;2,00;10,00;2,00;0,00;4,00;8,00;40,00;0,00;0,00;0,00
2021-02-21;4,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;7,00;0,00;0,00;11,00;4,00;0,00;15,00;2,00;0,00;0,00;5,00;36,00;4,00;0,00;0,00
2021-02-28;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;4,00;0,00;2,00;0,00;2,00;0,00;2,00;0,00;2,00;0,00;0,00;9,00;5,00;2,00;9,00;2,00;0,00;0,00;7,00;40,00;4,00;0,00;0,00
2021-03-07;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;16,00;7,00;0,00;15,00;2,00;0,00;2,00;4,00;40,33;0,00;1,83;3,67
2021-03-14;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;2,00;2,00;0,00;5,00;3,00;0,00;2,00;9,00;7,00;0,00;21,00;4,00;0,00;2,00;5,00;36,00;2,00;0,00;2,00
2021-03-21;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;4,00;2,00;0,00;9,00;5,00;0,00;13,00;0,00;0,00;0,00;11,00;49,00;0,00;0,00;0,00
2021-03-28;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;6,00;0,00;0,00;12,00;2,00;0,00;10,00;0,00;0,00;0,00;12,00;52,00;4,00;0,00;4,00
2021-04-04;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;4,00;0,00;4,00;0,00;0,00;0,00;2,00;0,00;4,00;0,00;0,00;18,00;9,00;0,00;28,00;2,00;0,00;0,00;20,00;57,00;3,00;0,00;1,50
2021-04-11;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;2,00;2,00;4,00;0,00;0,00;2,00;2,00;4,00;6,00;2,00;0,00;28,00;7,00;0,00;22,00;0,00;0,00;2,00;15,00;55,00;3,67;0,00;1,83
2021-04-18;12,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;6,00;0,00;2,00;2,00;2,00;0,00;2,00;2,00;4,00;2,00;2,00;23,00;6,00;0,00;13,00;4,00;0,00;2,00;8,00;68,00;0,00;0,00;0,00
2021-04-25;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;9,00;2,00;0,00;19,00;11,00;2,00;17,00;0,00;2,00;0,00;8,00;52,50;3,50;0,00;0,00
2021-05-02;11,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;4,00;0,00;7,00;0,00;0,00;0,00;5,00;22,00;2,00;0,00;20,00;11,00;4,00;26,00;4,00;2,00;0,00;7,00;69,67;0,00;0,00;0,00
2021-05-09;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19,00;2,00;2,00;2,00;2,00;0,00;4,00;2,00;4,00;13,00;0,00;0,00;25,00;13,00;6,00;37,00;8,00;0,00;2,00;15,00;156,00;0,00;0,00;0,00
2021-05-16;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;2,00;0,00;4,00;7,00;2,00;0,00;0,00;2,00;0,00;8,00;4,00;0,00;25,00;9,00;9,00;11,00;11,00;0,00;2,00;17,00;228,75;7,50;0,00;0,00
2021-05-23;21,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;2,00;0,00;0,00;0,00;2,00;2,00;0,00;15,00;4,00;0,00;29,00;11,00;6,00;15,00;8,00;0,00;6,00;19,00;213,50;3,50;0,00;3,50
2021-05-30;18,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;2,00;2,00;2,00;6,00;0,00;2,00;0,00;0,00;6,00;18,00;6,00;2,00;32,00;6,00;10,00;28,00;10,00;0,00;6,00;24,00;280,80;3,60;0,00;3,60
2021-06-06;23,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;2,00;6,00;2,00;4,00;4,00;2,00;2,00;8,00;12,00;2,00;2,00;27,00;15,00;2,00;37,00;14,00;2,00;0,00;37,00;260,67;3,83;0,00;0,00
2021-06-13;32,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;10,00;4,00;10,00;0,00;0,00;2,00;0,00;2,00;14,00;8,00;2,00;0,00;62,00;20,00;2,00;44,00;6,00;2,00;4,00;42,00;291,56;7,11;0,00;3,56
2021-06-20;44,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;12,00;4,00;2,00;8,00;0,00;2,00;0,00;4,00;16,00;25,00;4,00;0,00;68,00;22,00;2,00;38,00;6,00;0,00;4,00;31,00;311,67;7,33;0,00;3,67
2021-06-27;46,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;4,00;18,00;4,00;6,00;13,00;2,00;0,00;4,00;2,00;18,00;24,00;0,00;4,00;60,00;24,00;6,00;58,00;10,00;0,00;10,00;49,00;307,85;7,08;0,00;3,54
2021-07-04;59,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;18,00;6,00;4,00;6,00;2,00;4,00;2,00;4,00;6,00;26,00;8,00;0,00;68,00;20,00;8,00;67,00;25,00;2,00;6,00;51,00;368,75;11,06;0,00;0,00
2021-07-11;59,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;24,00;6,00;9,00;8,00;2,00;0,00;2,00;4,00;19,00;39,00;4,00;2,00;81,00;35,00;11,00;66,00;9,00;0,00;9,00;78,00;298,69;7,38;0,00;3,69
2021-07-18;48,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;16,00;11,00;11,00;16,00;4,00;2,00;4,00;11,00;0,00;43,00;4,00;7,00;65,00;36,00;7,00;46,00;12,00;0,00;9,00;53,00;332,31;7,38;0,00;0,00
2021-07-25;57,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;14,00;6,00;4,00;10,00;4,00;2,00;4,00;2,00;8,00;24,00;4,00;0,00;45,00;14,00;10,00;51,00;10,00;0,00;8,00;32,00;235,13;3,56;0,00;3,56
