Semaine;Nice (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Bordeaux (FR);Tours (FR);Hamburg (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES)
2021-08-29;21,00;11,00;0,00;0,00;2,00;2,00;0,00;2,00;0,00;0,00;44,80;10,50;21,00;1218,00;189,00;19,76;33,35;0,00;32,12;49,00;44,33;21,00;2,33;75,00;84,00;66,00;99,00;54,60;7,00;65,80;39,20;94,50;70,00;66,50;87,50
2021-09-05;16,00;0,00;0,00;6,00;2,00;4,00;0,00;0,00;1,45;1,45;24,73;16,00;32,00;2048,00;320,00;35,69;35,69;0,00;25,85;54,86;32,00;29,71;2,29;67,20;105,60;38,40;124,80;58,18;0,00;45,09;37,82;124,00;120,00;64,00;140,00
2021-09-12;23,00;4,00;0,00;0,00;2,00;2,00;0,00;0,00;1,44;1,44;38,81;11,50;23,00;1357,00;253,00;32,68;33,89;2,42;26,63;75,90;34,50;20,70;4,60;92,00;144,57;55,86;115,00;79,06;0,00;58,94;38,81;134,17;141,83;53,67;138,00
2021-09-19;14,00;21,00;0,00;0,00;6,00;2,00;2,00;0,00;4,67;1,56;57,56;14,00;28,00;1680,00;308,00;47,09;16,55;7,64;35,64;56,00;77,00;35,00;4,67;94,50;133,00;38,50;112,00;70,00;0,00;46,67;52,89;126,00;150,50;59,50;101,50
2021-09-26;20,00;4,00;0,00;4,00;0,00;6,00;0,00;0,00;1,43;4,29;45,71;10,00;20,00;1220,00;200,00;32,50;50,00;3,75;33,75;60,00;65,00;20,00;2,50;86,67;126,67;50,00;110,00;58,57;0,00;67,14;80,00;136,00;168,00;72,00;136,00
2021-10-03;16,00;8,00;0,00;0,00;0,00;2,00;2,00;0,00;7,27;1,45;48,00;16,00;16,00;2208,00;416,00;41,85;52,92;3,69;27,08;68,57;50,29;16,00;4,57;83,20;115,20;54,40;137,60;90,18;1,45;62,55;66,91;144,00;176,00;84,00;120,00
2021-10-10;16,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;1,45;62,55;16,00;32,00;2144,00;384,00;22,15;38,15;3,69;33,23;68,57;41,14;22,86;4,57;102,40;102,40;54,40;76,80;64,00;0,00;56,73;68,36;148,00;136,00;60,00;132,00
2021-10-17;18,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40,50;9,00;18,00;1170,00;198,00;21,60;50,40;6,00;25,20;54,00;29,25;20,25;4,50;108,00;126,00;54,00;102,00;81,00;0,00;64,50;43,50;122,40;158,40;72,00;111,60
2021-10-24;16,00;2,00;0,00;2,00;0,00;2,00;2,00;4,00;5,82;1,45;42,18;0,00;32,00;2208,00;416,00;29,54;23,38;2,46;39,38;57,14;27,43;22,86;4,57;76,80;108,80;67,20;128,00;66,91;0,00;55,27;52,36;156,00;180,00;56,00;128,00
2021-10-31;12,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;1,50;4,50;33,00;12,00;24,00;1704,00;360,00;37,20;37,20;0,00;48,00;88,80;45,60;33,60;4,80;108,00;99,00;72,00;108,00;78,00;1,50;67,50;49,50;172,00;224,00;72,00;128,00
2021-11-07;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,50;7,50;49,50;0,00;18,00;1116,00;162,00;34,71;28,29;3,86;27,00;45,00;33,75;15,75;0,00;72,00;99,00;39,00;117,00;40,50;0,00;54,00;51,00;122,40;162,00;64,80;115,20
2021-11-14;17,00;2,00;0,00;0,00;2,00;4,00;0,00;0,00;1,42;1,42;28,33;17,00;34,00;1972,00;272,00;20,64;42,50;9,71;43,71;46,75;36,13;23,38;4,25;95,20;71,40;57,80;98,60;25,50;0,00;34,00;32,58;122,40;142,80;40,80;64,60
2021-11-21;11,00;4,00;0,00;2,00;2,00;2,00;0,00;4,00;0,00;4,13;24,75;11,00;11,00;1254,00;154,00;14,67;37,89;2,44;37,89;46,20;44,00;15,40;2,20;60,50;33,00;33,00;88,00;53,63;5,50;71,50;33,00;121,00;146,67;33,00;66,00
2021-11-28;8,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;4,80;20,80;0,00;8,00;864,00;96,00;26,67;41,33;4,00;34,67;42,67;26,67;8,00;0,00;60,00;64,00;32,00;120,00;35,20;0,00;33,60;36,80;64,00;104,00;44,00;52,00
2021-12-05;8,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;4,80;0,00;41,60;8,00;8,00;848,00;80,00;34,67;34,67;8,00;14,67;37,33;40,00;8,00;2,67;64,00;52,00;60,00;100,00;30,40;0,00;36,80;25,60;76,00;132,00;24,00;60,00
2021-12-12;12,00;0,00;0,00;2,00;8,00;10,00;2,00;0,00;1,50;12,00;33,00;12,00;24,00;1200,00;120,00;12,00;32,40;0,00;30,00;38,40;36,00;9,60;2,40;45,00;27,00;39,00;105,00;39,00;4,50;39,00;24,00;104,00;104,00;48,00;76,00
2021-12-19;14,00;4,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;3,11;23,33;0,00;28,00;1568,00;168,00;7,64;33,09;2,55;33,09;39,67;28,00;18,67;0,00;38,50;45,50;28,00;98,00;49,78;0,00;48,22;31,11;87,50;94,50;21,00;63,00
2021-12-26;18,00;4,00;0,00;0,00;2,00;0,00;0,00;0,00;1,50;4,50;24,00;18,00;36,00;1980,00;216,00;28,29;25,71;3,86;36,00;51,75;20,25;15,75;4,50;43,20;54,00;36,00;90,00;60,00;0,00;28,50;31,50;97,20;133,20;25,20;68,40
2022-01-02;19,00;13,00;0,00;2,00;2,00;6,00;2,00;0,00;0,00;4,38;39,46;9,50;19,00;969,00;95,00;26,13;36,81;8,31;28,50;49,88;87,88;11,88;9,50;41,17;79,17;38,00;101,33;52,62;1,46;52,62;19,00;106,40;102,60;38,00;83,60
2022-01-09;21,00;4,00;0,00;2,00;2,00;2,00;4,00;0,00;4,20;0,00;32,20;10,50;10,50;882,00;105,00;23,47;29,65;3,71;30,88;30,33;51,33;21,00;4,67;36,00;72,00;45,00;90,00;39,00;0,00;57,00;36,00;63,00;101,50;31,50;59,50
2022-01-16;8,00;4,00;0,00;0,00;2,00;8,00;0,00;4,00;4,80;6,40;30,40;8,00;16,00;720,00;80,00;36,00;21,33;0,00;33,33;40,00;37,33;13,33;0,00;72,00;76,00;44,00;96,00;40,00;0,00;51,20;35,20;116,00;120,00;48,00;64,00
2022-01-23;7,00;5,00;0,00;0,00;3,00;0,00;0,00;0,00;2,80;2,80;35,00;7,00;14,00;672,00;98,00;31,50;23,33;7,00;18,67;95,67;44,33;16,33;0,00;31,50;73,50;52,50;126,00;53,20;1,40;53,20;39,20;115,50;175,00;31,50;94,50
2022-01-30;15,00;4,00;0,00;0,00;2,00;4,00;0,00;2,00;4,50;7,50;43,50;15,00;30,00;1590,00;270,00;25,00;35,00;3,75;30,00;75,00;80,00;30,00;5,00;66,00;87,00;33,00;90,00;81,00;1,50;54,00;60,00;153,75;202,50;45,00;105,00
2022-02-06;45,00;11,00;0,00;0,00;2,00;2,00;0,00;0,00;1,45;5,81;23,23;22,50;45,00;2610,00;450,00;31,62;41,35;3,65;25,54;68,68;61,58;26,05;2,37;80,36;96,43;57,86;125,36;66,77;0,00;60,97;49,35;165,00;191,25;75,00;112,50
2022-02-13;23,00;3,00;0,00;0,00;0,00;3,00;1,00;0,00;1,44;1,44;63,25;11,50;23,00;1380,00;253,00;46,00;47,21;2,42;42,37;71,30;62,10;32,20;6,90;72,29;118,29;78,86;147,86;97,75;0,00;87,69;66,13;187,83;245,33;84,33;199,33
2022-02-20;23,00;4,00;0,00;0,00;7,00;10,00;1,00;0,00;5,75;2,88;34,50;11,50;23,00;1472,00;276,00;44,79;38,74;6,05;31,47;105,80;59,80;20,70;2,30;95,29;88,71;88,71;157,71;80,50;0,00;89,13;69,00;172,50;237,67;95,83;164,83
2022-02-27;26,00;5,00;0,00;0,00;0,00;6,00;0,00;0,00;2,89;1,44;36,11;13,00;13,00;1508,00;260,00;29,55;43,73;5,91;18,91;80,36;40,18;16,55;4,73;84,50;68,25;52,00;120,25;91,00;0,00;60,67;52,00;118,86;215,43;55,71;111,43
2022-03-06;24,00;5,00;0,00;0,00;5,00;5,00;3,00;2,00;0,00;9,00;39,00;12,00;24,00;1464,00;264,00;41,68;40,42;5,05;18,95;57,60;52,80;16,80;0,00;54,86;126,86;51,43;113,14;81,00;1,50;64,50;85,50;180,00;216,00;88,00;168,00
2022-03-13;31,00;3,00;0,00;3,00;1,00;0,00;1,00;0,00;1,48;5,90;63,48;15,50;31,00;1984,00;372,00;37,20;35,96;1,24;35,96;69,15;64,38;21,46;7,15;77,50;96,10;65,10;124,00;104,81;1,48;48,71;66,43;166,63;236,38;100,75;127,88
2022-03-20;26,00;7,00;0,00;0,00;1,00;9,00;0,00;0,00;0,00;5,78;40,44;13,00;26,00;1794,00;338,00;44,57;42,10;4,95;29,71;82,73;54,36;23,64;7,09;84,50;120,25;74,75;126,75;76,56;0,00;73,67;86,67;208,00;226,57;104,00;167,14
2022-03-27;43,00;5,00;0,00;1,00;3,00;1,00;5,00;0,00;8,60;5,73;41,57;21,50;43,00;2967,00;559,00;45,46;47,91;8,60;20,89;86,00;66,89;35,83;7,17;72,77;125,69;89,31;119,08;118,62;1,48;83,03;94,90;189,92;232,92;111,08;146,92
2022-04-03;33,00;10,00;1,00;1,00;1,00;8,00;5,00;3,00;4,30;8,61;51,65;16,50;33,00;2442,00;462,00;56,22;56,22;2,44;48,89;87,21;96,64;30,64;7,07;105,60;132,00;79,20;122,10;101,87;2,87;88,96;94,70;209,00;245,67;121,00;168,67
2022-04-10;30,00;9,00;1,00;0,00;3,00;11,00;5,00;0,00;4,29;1,43;74,29;15,00;30,00;2280,00;480,00;56,25;68,75;8,75;47,50;80,77;78,46;27,69;6,92;130,00;146,67;86,67;153,33;121,50;0,00;85,50;64,50;236,25;292,50;116,25;172,50
2022-04-17;36,00;7,00;1,00;6,00;7,00;7,00;0,00;1,00;1,44;8,64;57,60;18,00;36,00;2556,00;468,00;62,40;48,00;2,40;33,60;85,50;87,75;31,50;11,25;101,45;124,36;94,91;104,73;115,20;0,00;72,00;60,48;226,80;259,20;108,00;172,80
2022-04-24;37,00;7,00;1,00;1,00;0,00;11,00;3,00;0,00;2,96;5,92;72,52;18,50;37,00;2627,00;481,00;53,03;55,50;2,47;43,17;97,13;85,56;34,69;4,63;83,25;104,83;86,33;120,25;118,40;2,96;91,76;74,00;170,20;292,30;118,40;181,30
2022-05-01;47,00;7,00;0,00;0,00;4,00;8,00;6,00;0,00;2,85;4,27;68,36;23,50;47,00;3619,00;752,00;68,69;60,26;2,41;47,00;63,45;65,80;39,95;4,70;81,47;156,67;75,20;131,60;118,21;2,85;142,42;55,55;184,38;260,31;101,23;166,31
2022-05-08;32,00;7,00;0,00;0,00;1,00;4,00;6,00;0,00;2,91;5,82;80,00;16,00;32,00;2368,00;448,00;59,08;48,00;3,69;54,15;89,14;89,14;29,71;4,57;96,00;153,60;73,60;115,20;130,91;1,45;112,00;78,55;188,44;263,11;88,89;209,78
2022-05-15;32,00;8,00;0,00;0,00;2,00;5,00;3,00;2,00;1,45;2,91;71,27;16,00;32,00;2432,00;448,00;78,77;39,38;3,69;45,54;86,86;75,43;43,43;6,86;102,40;185,60;89,60;163,20;109,09;1,45;75,64;75,64;167,11;263,11;92,44;188,44
2022-05-22;54,00;15,00;0,00;0,00;5,00;3,00;3,00;0,00;1,46;7,30;70,05;13,50;27,00;2268,00;432,00;83,45;54,00;8,59;61,36;119,74;61,04;37,57;9,39;133,41;155,65;85,76;130,24;109,46;0,00;100,70;81,73;216,00;295,20;79,20;198,00
2022-05-29;37,00;12,00;0,00;2,00;0,00;5,00;3,00;2,00;2,96;11,84;96,20;18,50;74,00;3071,00;555,00;62,90;48,10;9,87;46,87;90,19;69,38;50,88;2,31;111,00;151,36;94,18;124,45;97,68;1,48;111,00;82,88;188,70;244,20;96,20;177,60
2022-06-05;52,00;16,00;0,00;0,00;0,00;10,00;2,00;3,00;2,89;5,78;86,67;26,00;52,00;4420,00;936,00;58,05;37,49;1,21;47,16;104,00;78,00;52,00;11,82;113,75;191,75;74,75;130,00;95,33;2,89;60,67;88,11;208,00;274,86;144,86;189,43
2022-06-12;54,00;4,00;0,00;0,00;3,00;9,00;3,00;2,00;7,30;2,92;67,14;13,50;54,00;2430,00;513,00;58,91;35,59;11,05;69,95;119,74;103,30;35,22;2,35;111,18;184,24;85,76;174,71;115,30;0,00;96,32;77,35;216,00;244,80;90,00;212,40
2022-06-19;51,00;9,00;2,00;2,00;4,00;7,00;4,00;0,00;1,46;7,29;104,91;25,50;102,00;4386,00;1071,00;41,29;58,29;3,64;88,64;132,14;83,45;55,64;9,27;121,13;162,56;105,19;156,19;125,31;1,46;62,66;80,14;174,86;244,07;123,86;185,79
2022-06-26;69,00;5,00;0,00;0,00;7,00;2,00;2,00;0,00;5,75;2,88;120,75;17,25;69,00;3139,50;793,50;58,11;30,26;7,26;95,63;69,00;64,40;41,40;11,50;109,77;178,77;84,68;147,41;116,44;0,00;77,63;87,69;177,95;261,47;108,95;174,32
2022-07-03;59,00;5,00;2,00;2,00;2,00;5,00;3,00;2,00;5,76;11,51;107,93;14,75;59,00;2861,50;796,50;98,33;47,94;7,38;104,48;103,84;115,64;56,64;16,52;134,39;239,28;104,89;144,22;122,32;0,00;69,07;84,90;195,44;243,38;129,06;195,44
2022-07-10;68,00;10,00;0,00;4,00;2,00;10,00;0,00;0,00;5,79;8,68;144,68;34,00;68,00;3332,00;986,00;66,79;46,14;3,64;102,00;103,17;136,00;49,24;2,34;165,14;213,71;84,19;139,24;99,83;4,34;91,15;86,81;185,11;272,00;185,11;215,33
