Semaine;Nice (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Bordeaux (FR);Tours (FR);Hamburg (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES)
2021-03-07;16,00;11,00;3,00;2,00;3,00;3,00;5,00;2,00;6,00;21,00;8,00;12,00;20,00;19,00;11,00;64,00;54,40;12,80;38,40;40,00;72,00;16,00;8,00;51,20;38,40;48,00;102,40;80,00;0,00;48,00;16,00;240,00;320,00;48,00;96,00
2021-03-14;21,00;12,00;0,00;4,00;3,00;6,00;3,00;1,00;8,00;9,00;6,00;15,00;13,00;26,00;15,00;69,00;69,00;6,00;27,00;35,00;63,00;14,00;7,00;39,00;24,00;39,00;120,00;84,00;10,50;63,00;42,00;136,50;189,00;31,50;63,00
2021-03-21;10,00;6,00;0,00;2,00;5,00;2,00;5,00;0,00;10,00;10,00;12,00;6,00;19,00;16,00;16,00;70,00;70,00;13,33;20,00;30,00;110,00;20,00;20,00;46,67;20,00;36,67;123,33;80,00;10,00;60,00;20,00;120,00;180,00;30,00;50,00
2021-03-28;10,00;6,00;2,00;0,00;0,00;3,00;9,00;2,00;5,00;13,00;6,00;8,00;30,00;14,00;12,00;50,00;53,33;6,67;20,00;40,00;100,00;20,00;10,00;26,67;36,67;26,67;100,00;100,00;10,00;40,00;20,00;120,00;150,00;30,00;50,00
2021-04-04;5,00;8,00;2,00;0,00;5,00;5,00;3,00;2,00;3,00;13,00;6,00;12,00;11,00;6,00;11,00;37,50;25,00;2,50;12,50;15,00;30,00;10,00;5,00;25,00;12,50;17,50;82,50;40,00;5,00;30,00;10,00;140,00;160,00;20,00;60,00
2021-04-11;6,00;11,00;1,00;0,00;3,00;4,00;2,00;3,00;8,00;5,00;1,00;6,00;12,00;6,00;13,00;45,00;57,00;6,00;24,00;18,00;48,00;12,00;6,00;48,00;21,00;30,00;90,00;48,00;6,00;36,00;12,00;132,00;204,00;24,00;48,00
2021-04-18;11,00;5,00;1,00;1,00;8,00;4,00;3,00;1,00;6,00;14,00;6,00;4,00;15,00;8,00;13,00;58,67;66,00;7,33;44,00;55,00;77,00;11,00;5,50;33,00;13,75;24,75;96,25;88,00;11,00;66,00;22,00;121,00;209,00;33,00;66,00
2021-04-25;9,00;12,00;3,00;1,00;0,00;4,00;0,00;1,00;6,00;5,00;6,00;3,00;12,00;6,00;12,00;63,00;57,00;6,00;30,00;36,00;63,00;9,00;18,00;36,00;15,00;21,00;96,00;90,00;9,00;126,00;18,00;108,00;171,00;18,00;54,00
2021-05-02;11,00;14,00;0,00;2,00;5,00;8,00;0,00;2,00;2,00;14,00;7,00;10,00;9,00;5,00;6,00;66,00;77,00;7,33;29,33;33,00;88,00;22,00;11,00;41,25;22,00;22,00;96,25;55,00;5,50;396,00;11,00;132,00;176,00;33,00;66,00
2021-05-09;16,00;13,00;3,00;0,00;3,00;5,00;2,00;3,00;10,00;11,00;5,00;6,00;18,00;8,00;8,00;51,20;83,20;9,60;35,20;32,00;72,00;24,00;8,00;32,00;22,40;28,80;140,80;128,00;8,00;128,00;16,00;176,00;320,00;32,00;128,00
2021-05-16;13,00;19,00;0,00;0,00;9,00;6,00;2,00;2,00;6,00;16,00;5,00;8,00;19,00;5,00;11,00;68,25;65,00;16,25;19,50;19,50;58,50;6,50;6,50;48,75;29,25;35,75;117,00;52,00;6,50;26,00;26,00;143,00;247,00;26,00;65,00
2021-05-23;16,00;22,00;0,00;2,00;6,00;0,00;3,00;0,00;10,00;22,00;9,00;9,00;17,00;17,00;5,00;76,80;80,00;9,60;28,80;32,00;88,00;24,00;24,00;28,80;25,60;25,60;140,80;80,00;8,00;32,00;32,00;208,00;304,00;64,00;96,00
2021-05-30;19,00;9,00;2,00;0,00;2,00;2,00;5,00;3,00;3,00;11,00;9,00;18,00;8,00;13,00;11,00;72,83;85,50;6,33;41,17;47,50;104,50;19,00;4,75;25,33;19,00;25,33;110,83;95,00;0,00;57,00;38,00;304,00;342,00;57,00;114,00
2021-06-06;26,00;17,00;0,00;2,00;2,00;6,00;3,00;2,00;18,00;8,00;3,00;23,00;21,00;11,00;2,00;100,75;91,00;9,75;29,25;34,67;104,00;8,67;8,67;40,44;23,11;26,00;132,89;130,00;13,00;52,00;52,00;208,00;351,00;52,00;104,00
2021-06-13;22,00;14,00;2,00;3,00;8,00;8,00;6,00;5,00;13,00;12,00;17,00;11,00;19,00;5,00;5,00;84,86;78,57;6,29;40,86;102,67;88,00;14,67;7,33;47,14;25,14;28,29;157,14;154,00;0,00;88,00;44,00;198,00;286,00;44,00;77,00
2021-06-20;33,00;11,00;0,00;3,00;2,00;3,00;6,00;11,00;2,00;18,00;3,00;22,00;15,00;7,00;8,00;102,30;99,00;13,20;42,90;66,00;115,50;24,75;8,25;30,00;27,00;30,00;135,00;99,00;8,25;49,50;49,50;297,00;412,50;82,50;132,00
2021-06-27;30,00;7,00;5,00;3,00;2,00;5,00;10,00;6,00;5,00;13,00;6,00;25,00;20,00;13,00;10,00;136,67;66,67;6,67;63,33;82,50;67,50;22,50;7,50;45,00;18,00;45,00;168,00;210,00;0,00;60,00;60,00;270,00;360,00;45,00;105,00
2021-07-04;25,00;3,00;3,00;6,00;5,00;6,00;2,00;2,00;13,00;18,00;3,00;18,00;25,00;21,00;10,00;112,50;68,75;6,25;62,50;58,33;91,67;16,67;8,33;40,63;34,38;53,13;140,63;175,00;0,00;75,00;50,00;275,00;312,50;50,00;75,00
2021-07-11;13,00;13,00;0,00;5,00;10,00;5,00;11,00;5,00;13,00;45,00;6,00;23,00;8,00;20,00;21,00;100,75;74,75;6,50;52,00;65,00;117,00;19,50;19,50;52,00;26,00;35,75;139,75;117,00;6,50;26,00;39,00;286,00;377,00;52,00;104,00
2021-07-18;23,00;5,00;0,00;0,00;14,00;9,00;2,00;0,00;19,00;33,00;5,00;12,00;23,00;9,00;19,00;124,86;82,14;6,57;72,29;53,67;84,33;30,67;7,67;31,63;14,38;20,13;186,88;138,00;11,50;69,00;69,00;230,00;356,50;69,00;80,50
2021-07-25;19,00;5,00;0,00;2,00;5,00;3,00;3,00;2,00;13,00;28,00;2,00;15,00;3,00;7,00;16,00;101,33;85,50;9,50;63,33;85,50;95,00;28,50;19,00;57,00;15,83;31,67;133,00;133,00;9,50;57,00;38,00;456,00;551,00;76,00;152,00
2021-08-01;40,00;12,00;2,00;0,00;8,00;7,00;3,00;0,00;15,00;25,00;0,00;12,00;25,00;15,00;18,00;166,15;83,08;9,23;70,77;56,00;96,00;16,00;8,00;46,15;21,54;55,38;156,92;140,00;10,00;60,00;80,00;280,00;413,33;53,33;93,33
2021-08-08;29,00;13,00;2,00;0,00;12,00;2,00;5,00;0,00;10,00;29,00;5,00;10,00;23,00;13,00;8,00;138,56;96,67;9,67;87,00;48,33;116,00;19,33;9,67;29,00;26,10;52,20;153,70;203,00;14,50;116,00;58,00;377,00;406,00;72,50;130,50
2021-08-15;24,00;17,00;0,00;2,00;10,00;5,00;3,00;8,00;10,00;20,00;11,00;13,00;15,00;8,00;8,00;114,00;87,00;21,00;57,00;48,00;112,00;16,00;16,00;54,00;27,00;30,00;156,00;168,00;12,00;72,00;72,00;264,00;348,00;48,00;84,00
2021-08-22;21,00;17,00;2,00;3,00;9,00;0,00;3,00;0,00;10,00;19,00;8,00;23,00;14,00;12,00;8,00;99,00;90,00;24,00;75,00;35,00;77,00;21,00;7,00;51,00;27,00;42,00;177,00;168,00;10,50;63,00;84,00;199,50;315,00;63,00;73,50
2021-08-29;23,00;7,00;2,00;0,00;2,00;3,00;0,00;3,00;16,00;21,00;5,00;18,00;12,00;9,00;8,00;85,43;98,57;6,57;78,86;53,67;92,00;15,33;7,67;57,50;31,63;25,88;163,88;161,00;11,50;92,00;92,00;230,00;379,50;57,50;92,00
2021-09-05;20,00;7,00;0,00;2,00;9,00;3,00;10,00;2,00;9,00;19,00;10,00;14,00;23,00;12,00;12,00;103,33;103,33;10,00;60,00;60,00;140,00;20,00;10,00;56,67;30,00;53,33;166,67;120,00;10,00;60,00;80,00;400,00;640,00;80,00;120,00
2021-09-12;35,00;15,00;0,00;0,00;10,00;5,00;7,00;5,00;12,00;15,00;13,00;18,00;22,00;17,00;17,00;79,55;82,73;15,91;54,09;61,25;96,25;17,50;8,75;44,55;47,73;35,00;210,00;122,50;0,00;52,50;35,00;245,00;385,00;46,67;105,00
2021-09-19;17,00;15,00;2,00;2,00;7,00;7,00;7,00;5,00;17,00;18,00;11,00;11,00;22,00;12,00;11,00;88,40;108,80;13,60;74,80;42,50;85,00;17,00;8,50;51,00;22,67;51,00;150,17;102,00;0,00;51,00;51,00;357,00;578,00;68,00;136,00
2021-09-26;31,00;12,00;3,00;0,00;2,00;3,00;2,00;0,00;9,00;24,00;2,00;18,00;29,00;19,00;18,00;71,30;108,50;9,30;74,40;38,75;85,25;15,50;7,75;55,80;40,30;37,20;179,80;217,00;15,50;124,00;124,00;341,00;573,50;77,50;124,00
2021-10-03;21,00;10,00;2,00;0,00;13,00;2,00;5,00;0,00;22,00;12,00;8,00;12,00;25,00;2,00;10,00;99,00;99,00;15,00;54,00;42,00;115,50;31,50;10,50;33,00;33,00;42,00;174,00;147,00;10,50;63,00;84,00;241,50;357,00;42,00;94,50
2021-10-10;28,00;5,00;0,00;3,00;3,00;5,00;5,00;0,00;11,00;21,00;3,00;15,00;16,00;19,00;8,00;102,67;112,00;12,44;68,44;84,00;130,67;28,00;18,67;52,89;37,33;37,33;186,67;224,00;14,00;84,00;112,00;308,00;476,00;56,00;112,00
2021-10-17;29,00;15,00;0,00;0,00;3,00;3,00;5,00;0,00;10,00;20,00;12,00;18,00;24,00;22,00;17,00;58,00;109,56;12,89;48,33;50,75;79,75;29,00;7,25;52,20;40,60;40,60;162,40;232,00;14,50;116,00;116,00;362,50;507,50;72,50;130,50
2021-10-24;26,00;19,00;2,00;2,00;3,00;10,00;0,00;2,00;14,00;19,00;8,00;20,00;20,00;12,00;13,00;104,00;94,25;19,50;48,75;60,67;95,33;34,67;8,67;60,67;28,89;31,78;141,56;182,00;13,00;104,00;78,00;377,00;429,00;52,00;117,00
2021-10-31;24,00;2,00;0,00;2,00;5,00;2,00;2,00;0,00;12,00;12,00;13,00;8,00;32,00;19,00;10,00;78,00;108,00;15,00;57,00;40,00;104,00;24,00;8,00;60,00;27,00;54,00;171,00;168,00;12,00;96,00;96,00;336,00;444,00;60,00;84,00
2021-11-07;22,00;13,00;0,00;0,00;5,00;5,00;8,00;2,00;5,00;10,00;5,00;15,00;7,00;18,00;13,00;81,71;110,00;12,57;59,71;51,33;88,00;29,33;7,33;66,00;40,86;34,57;179,14;154,00;11,00;66,00;88,00;275,00;374,00;44,00;66,00
2021-11-14;15,00;8,00;2,00;0,00;3,00;6,00;6,00;2,00;15,00;16,00;5,00;19,00;18,00;5,00;14,00;66,00;108,00;9,00;39,00;45,00;97,50;22,50;15,00;60,00;18,00;39,00;156,00;90,00;7,50;60,00;60,00;330,00;465,00;60,00;135,00
2021-11-21;16,00;11,00;2,00;0,00;5,00;8,00;9,00;3,00;10,00;16,00;5,00;13,00;18,00;11,00;8,00;70,40;96,00;12,80;54,40;40,00;72,00;16,00;16,00;67,20;41,60;32,00;176,00;96,00;8,00;64,00;48,00;320,00;512,00;48,00;144,00
2021-11-28;17,00;10,00;0,00;0,00;6,00;3,00;5,00;0,00;8,00;3,00;11,00;17,00;15,00;20,00;14,00;64,60;98,60;10,20;64,60;42,50;68,00;25,50;8,50;40,80;51,00;40,80;227,80;85,00;8,50;34,00;34,00;306,00;510,00;68,00;85,00
2021-12-05;27,00;12,00;2,00;2,00;7,00;2,00;7,00;0,00;2,00;8,00;19,00;15,00;15,00;10,00;11,00;45,00;81,00;9,00;69,00;36,00;90,00;27,00;9,00;78,00;18,00;42,00;174,00;108,00;13,50;108,00;81,00;229,50;351,00;54,00;94,50
2021-12-12;25,00;15,00;3,00;0,00;7,00;5,00;5,00;2,00;7,00;13,00;11,00;13,00;18,00;10,00;10,00;62,50;71,88;12,50;50,00;41,67;58,33;25,00;8,33;40,63;46,88;37,50;165,63;150,00;12,50;100,00;50,00;187,50;312,50;37,50;62,50
2021-12-19;12,00;7,00;0,00;0,00;3,00;5,00;0,00;0,00;11,00;7,00;22,00;19,00;23,00;9,00;5,00;39,00;78,00;3,00;60,00;60,00;96,00;24,00;12,00;48,00;24,00;27,00;132,00;48,00;6,00;36,00;24,00;204,00;288,00;36,00;60,00
2021-12-26;24,00;20,00;2,00;2,00;5,00;5,00;3,00;2,00;5,00;12,00;12,00;12,00;17,00;22,00;8,00;51,00;66,00;9,00;60,00;48,00;88,00;24,00;8,00;42,00;33,00;36,00;147,00;144,00;12,00;96,00;72,00;228,00;324,00;48,00;60,00
2022-01-02;40,00;16,00;2,00;3,00;14,00;10,00;2,00;3,00;9,00;20,00;7,00;7,00;5,00;20,00;19,00;55,38;83,08;15,38;64,62;48,00;88,00;24,00;16,00;52,31;33,85;43,08;172,31;140,00;10,00;60,00;60,00;293,33;480,00;53,33;93,33
2022-01-09;16,00;12,00;0,00;3,00;7,00;3,00;3,00;2,00;0,00;11,00;10,00;12,00;21,00;23,00;14,00;92,80;99,20;16,00;57,60;48,00;72,00;16,00;8,00;57,60;38,40;28,80;172,80;96,00;8,00;64,00;64,00;304,00;480,00;48,00;128,00
2022-01-16;20,00;8,00;0,00;2,00;2,00;8,00;5,00;0,00;8,00;12,00;8,00;18,00;26,00;15,00;21,00;70,00;96,67;10,00;50,00;50,00;130,00;20,00;20,00;42,86;25,71;45,71;157,14;140,00;10,00;80,00;80,00;440,00;660,00;80,00;180,00
2022-01-23;19,00;23,00;2,00;2,00;12,00;5,00;3,00;8,00;22,00;19,00;9,00;15,00;37,00;11,00;17,00;120,33;129,83;9,50;63,33;85,50;133,00;19,00;19,00;69,67;28,50;47,50;240,67;152,00;9,50;57,00;95,00;437,00;627,00;76,00;152,00
2022-01-30;36,00;18,00;0,00;5,00;10,00;8,00;8,00;3,00;13,00;15,00;17,00;16,00;18,00;18,00;11,00;78,00;108,00;9,00;60,00;45,00;117,00;18,00;18,00;63,00;33,00;54,00;171,00;144,00;9,00;72,00;90,00;276,00;468,00;60,00;120,00
2022-02-06;39,00;16,00;2,00;0,00;20,00;13,00;2,00;3,00;18,00;18,00;16,00;19,00;26,00;10,00;19,00;133,25;152,75;26,00;71,50;70,20;124,80;15,60;15,60;57,00;36,00;75,00;213,00;195,00;9,75;117,00;136,50;364,00;533,00;78,00;182,00
2022-02-13;55,00;13,00;3,00;3,00;9,00;12,00;6,00;5,00;17,00;22,00;17,00;44,00;33,00;9,00;17,00;161,76;158,53;22,65;58,24;55,00;125,71;31,43;15,71;64,17;48,89;82,50;207,78;201,67;9,17;110,00;128,33;495,00;660,00;96,25;192,50
2022-02-20;40,00;13,00;1,00;4,00;15,00;5,00;7,00;3,00;19,00;25,00;14,00;44,00;24,00;26,00;22,00;170,00;200,00;20,00;96,67;80,00;168,00;40,00;24,00;64,62;55,38;86,15;243,08;300,00;10,00;120,00;140,00;533,33;720,00;106,67;253,33
2022-02-27;46,00;9,00;6,00;4,00;14,00;5,00;10,00;5,00;16,00;29,00;12,00;31,00;32,00;17,00;18,00;151,14;180,71;16,43;105,14;82,80;138,00;27,60;9,20;85,87;58,27;88,93;236,13;276,00;11,50;161,00;207,00;490,67;797,33;92,00;230,00
2022-03-06;59,00;15,00;3,00;9,00;13,00;5,00;9,00;13,00;19,00;27,00;10,00;36,00;29,00;11,00;17,00;130,42;226,68;18,63;77,63;75,86;151,71;42,14;16,86;65,21;71,42;77,63;229,79;255,67;9,83;118,00;177,00;604,75;826,00;118,00;280,25
2022-03-13;55,00;19,00;1,00;9,00;11,00;12,00;12,00;8,00;19,00;29,00;33,00;32,00;38,00;13,00;34,00;184,41;252,35;29,12;97,06;55,00;157,14;39,29;15,71;70,28;55,00;82,50;235,28;256,67;9,17;146,67;183,33;618,75;742,50;110,00;288,75
2022-03-20;66,00;22,00;1,00;3,00;18,00;5,00;8,00;10,00;22,00;37,00;25,00;34,00;30,00;21,00;21,00;188,57;216,86;34,57;72,29;66,00;181,50;41,25;8,25;96,00;60,00;99,00;231,00;352,00;11,00;176,00;220,00;620,40;699,60;132,00;290,40
2022-03-27;50,00;22,00;9,00;6,00;12,00;6,00;8,00;6,00;24,00;28,00;11,00;41,00;33,00;28,00;26,00;193,75;206,25;31,25;93,75;58,33;191,67;33,33;8,33;64,71;64,71;88,24;182,35;400,00;12,50;150,00;225,00;587,50;662,50;112,50;237,50
2022-04-03;66,00;20,00;1,00;1,00;23,00;21,00;8,00;6,00;29,00;32,00;17,00;28,00;33,00;13,00;17,00;163,43;238,86;34,57;97,43;74,25;214,50;41,25;16,50;60,00;48,00;93,00;210,00;330,00;11,00;154,00;198,00;594,00;712,80;105,60;264,00
2022-04-10;69,00;26,00;1,00;8,00;19,00;8,00;11,00;10,00;30,00;30,00;24,00;28,00;39,00;25,00;19,00;181,91;228,95;47,05;81,55;77,63;224,25;43,13;17,25;60,00;60,00;108,00;216,00;414,00;11,50;184,00;184,00;607,20;731,40;96,60;303,60
2022-04-17;63,00;17,00;3,00;5,00;12,00;14,00;6,00;4,00;23,00;29,00;19,00;59,00;48,00;24,00;29,00;204,75;261,45;25,20;78,75;70,88;236,25;47,25;23,63;81,00;66,00;96,00;225,00;336,00;10,50;147,00;210,00;567,00;730,80;113,40;327,60
2022-04-24;58,00;20,00;6,00;8,00;15,00;12,00;8,00;8,00;26,00;37,00;21,00;42,00;44,00;26,00;17,00;215,89;206,22;25,78;132,11;66,29;232,00;58,00;16,57;85,47;82,42;88,53;250,32;386,67;9,67;367,33;174,00;652,50;855,50;130,50;319,00
2022-05-01;88,00;11,00;0,00;4,00;20,00;15,00;12,00;5,00;21,00;20,00;11,00;30,00;47,00;15,00;30,00;257,71;238,86;28,29;116,29;64,00;256,00;40,00;16,00;72,83;69,79;112,28;245,79;440,00;11,00;2200,00;198,00;553,14;729,14;138,29;314,29
2022-05-08;83,00;17,00;5,00;3,00;11,00;8,00;9,00;9,00;18,00;24,00;21,00;37,00;59,00;23,00;42,00;233,04;261,77;28,73;114,92;58,10;215,80;58,10;16,60;65,21;91,89;91,89;243,07;477,25;10,38;456,50;207,50;608,67;816,17;110,67;387,33
2022-05-15;66,00;24,00;3,00;4,00;13,00;13,00;6,00;4,00;29,00;33,00;10,00;38,00;53,00;16,00;28,00;213,71;188,57;34,57;141,43;49,50;181,50;33,00;16,50;69,00;57,00;87,00;219,00;418,00;11,00;176,00;264,00;620,40;739,20;105,60;343,20
2022-05-22;78,00;24,00;1,00;1,00;10,00;9,00;10,00;6,00;20,00;31,00;10,00;20,00;57,00;29,00;34,00;209,04;262,08;24,96;121,68;78,00;208,00;52,00;26,00;57,00;63,00;108,00;258,00;331,50;9,75;175,50;156,00;663,00;780,00;130,00;351,00
2022-05-29;100,00;29,00;6,00;6,00;12,00;16,00;7,00;6,00;15,00;26,00;20,00;47,00;42,00;28,00;31,00;240,63;262,50;34,38;115,63;66,67;225,00;41,67;25,00;75,76;87,88;112,12;248,48;360,00;10,00;180,00;160,00;771,43;857,14;142,86;314,29
2022-06-05;74,00;18,00;1,00;1,00;6,00;17,00;15,00;6,00;33,00;34,00;16,00;33,00;44,00;21,00;35,00;212,35;231,65;45,04;135,13;82,22;230,22;49,33;16,44;67,83;70,92;86,33;271,33;468,67;12,33;222,00;271,33;740,00;917,60;177,60;399,60
2022-06-12;82,00;18,00;6,00;6,00;18,00;13,00;10,00;7,00;30,00;19,00;13,00;23,00;49,00;22,00;22,00;268,08;233,38;31,54;129,31;82,00;221,40;65,60;24,60;97,19;75,93;94,15;233,85;471,50;10,25;164,00;205,00;683,33;861,00;123,00;328,00
2022-06-19;69,00;36,00;3,00;3,00;16,00;7,00;3,00;7,00;23,00;29,00;16,00;37,00;54,00;29,00;31,00;232,09;288,55;34,50;147,41;112,13;232,88;69,00;8,63;69,00;69,00;117,00;276,00;483,00;11,50;161,00;230,00;676,20;883,20;151,80;345,00
2022-06-26;77,00;14,00;5,00;9,00;19,00;12,00;12,00;6,00;16,00;33,00;21,00;52,00;74,00;17,00;17,00;259,88;263,08;35,29;166,83;77,00;248,11;59,89;17,11;94,77;68,12;115,50;269,50;423,50;9,63;154,00;192,50;654,50;808,50;128,33;320,83
2022-07-03;80,00;16,00;2,00;5,00;14,00;15,00;15,00;14,00;35,00;38,00;15,00;34,00;57,00;32,00;32,00;256,00;278,40;35,20;188,80;72,00;216,00;48,00;16,00;91,85;82,96;112,59;248,89;420,00;0,00;160,00;200,00;680,00;826,67;160,00;346,67
2022-07-10;71,00;27,00;2,00;3,00;12,00;7,00;9,00;5,00;22,00;43,00;16,00;36,00;55,00;23,00;17,00;245,27;245,27;29,05;151,68;88,75;230,75;44,38;17,75;80,26;55,57;117,30;265,48;544,33;11,83;189,33;284,00;681,60;908,80;142,00;326,60
